col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
-13.6697797,-0.0154540372,-13.6697797,0.0,-13.6697797,-0.0154539769,-13.6697797,-0.165894814,-13.6697797,-0.0325947348,-13.6697797,0.0336152241
