cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
hc0x3_lz,caldo_morbido,1000,0,0a3,100k,A_ins,MAINJACK,0.01383,1.000042,2.000,SOPRA,riferimento hmai_g3
hc0x3_lz,caldo_morbido,1000,0,0a3,100k,B2,MAINJACK,0.002685,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
hc0x3_lz,caldo_morbido,1000,0,0a3,100k,A_ins,FIXJACK1,4.282e-10,1.000167,2.000,sotto,riferimento hmai_g3
hc0x3_lz,caldo_morbido,1000,0,0a3,100k,B2,FIXJACK1,1.088e-11,2.865031,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc0x3_lz,caldo_morbido,1000,0,0a3,100k,A_ins,FIXJACK2,4.296e-10,1.000167,2.000,sotto,riferimento hmai_g3
hc0x3_lz,caldo_morbido,1000,0,0a3,100k,B2,FIXJACK2,1.121e-11,2.960083,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc3x0_lz,caldo_morbido,1000,0,3a0,100k,A_ins,MAINJACK,0.01384,1.000042,2.000,SOPRA,riferimento hmai_g0
hc3x0_lz,caldo_morbido,1000,0,3a0,100k,B2,MAINJACK,0.002681,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
hc3x0_lz,caldo_morbido,1000,0,3a0,100k,A_ins,FIXJACK1,9.749e-09,1.000615,2.000,sotto,riferimento hmai_g0
hc3x0_lz,caldo_morbido,1000,0,3a0,100k,B2,FIXJACK1,1.068e-11,1.954302,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc3x0_lz,caldo_morbido,1000,0,3a0,100k,A_ins,FIXJACK2,9.746e-09,1.000615,2.000,sotto,riferimento hmai_g0
hc3x0_lz,caldo_morbido,1000,0,3a0,100k,B2,FIXJACK2,1.14e-11,1.772490,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc3x10_lz,caldo_morbido,1000,0,3a10,100k,A_ins,MAINJACK,0.05697,1.000042,2.000,SOPRA,riferimento hmai_g10
hc3x10_lz,caldo_morbido,1000,0,3a10,100k,B2,MAINJACK,0.01107,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
hc3x10_lz,caldo_morbido,1000,0,3a10,100k,A_ins,FIXJACK1,1.088e-09,1.000167,2.000,sotto,riferimento hmai_g10
hc3x10_lz,caldo_morbido,1000,0,3a10,100k,B2,FIXJACK1,1.121e-11,3.259531,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc3x10_lz,caldo_morbido,1000,0,3a10,100k,A_ins,FIXJACK2,1.088e-09,1.000167,2.000,sotto,riferimento hmai_g10
hc3x10_lz,caldo_morbido,1000,0,3a10,100k,B2,FIXJACK2,1.041e-11,1.946958,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc10x3_lz,caldo_morbido,1000,0,10a3,100k,A_ins,MAINJACK,0.05703,1.000042,2.000,SOPRA,riferimento hmai_g3
hc10x3_lz,caldo_morbido,1000,0,10a3,100k,B2,MAINJACK,0.01105,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
hc10x3_lz,caldo_morbido,1000,0,10a3,100k,A_ins,FIXJACK1,6.704e-09,1.000417,2.000,sotto,riferimento hmai_g3
hc10x3_lz,caldo_morbido,1000,0,10a3,100k,B2,FIXJACK1,1.151e-11,1.975500,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc10x3_lz,caldo_morbido,1000,0,10a3,100k,A_ins,FIXJACK2,6.702e-09,1.000417,2.000,sotto,riferimento hmai_g3
hc10x3_lz,caldo_morbido,1000,0,10a3,100k,B2,FIXJACK2,1.093e-11,1.654208,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc0x10_lz,caldo_morbido,1000,0,0a10,100k,A_ins,MAINJACK,0.06945,1.000344,2.000,SOPRA,riferimento hmai_g10
hc0x10_lz,caldo_morbido,1000,0,0a10,100k,B2,MAINJACK,0.01377,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
hc0x10_lz,caldo_morbido,1000,0,0a10,100k,A_ins,FIXJACK1,1.94e-08,1.000156,2.000,sotto,riferimento hmai_g10
hc0x10_lz,caldo_morbido,1000,0,0a10,100k,B2,FIXJACK1,1.312e-11,1.028969,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc0x10_lz,caldo_morbido,1000,0,0a10,100k,A_ins,FIXJACK2,1.941e-08,1.000156,2.000,sotto,riferimento hmai_g10
hc0x10_lz,caldo_morbido,1000,0,0a10,100k,B2,FIXJACK2,1.56e-11,1.030583,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc10x0_lz,caldo_morbido,1000,0,10a0,100k,A_ins,MAINJACK,0.06911,1.000344,2.000,SOPRA,riferimento hmai_g0
hc10x0_lz,caldo_morbido,1000,0,10a0,100k,B2,MAINJACK,0.01383,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
hc10x0_lz,caldo_morbido,1000,0,10a0,100k,A_ins,FIXJACK1,4.243e-08,1.000312,2.000,sotto,riferimento hmai_g0
hc10x0_lz,caldo_morbido,1000,0,10a0,100k,B2,FIXJACK1,1.976e-11,1.028792,,sotto,mute da t_ins+t_grad+20 ms a t_rel
hc10x0_lz,caldo_morbido,1000,0,10a0,100k,A_ins,FIXJACK2,4.243e-08,1.000312,2.000,sotto,riferimento hmai_g0
hc10x0_lz,caldo_morbido,1000,0,10a0,100k,B2,FIXJACK2,1.988e-11,1.025281,,sotto,mute da t_ins+t_grad+20 ms a t_rel
