cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
gc0x3_lz,caldo_netto,1000,0,0a3,100k,A_ins,MAINJACK,0.01379,1.000042,2.000,SOPRA,riferimento g3mai_lz
gc0x3_lz,caldo_netto,1000,0,0a3,100k,B2,MAINJACK,0.002684,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gc0x3_lz,caldo_netto,1000,0,0a3,100k,A_ins,FIXJACK1,4.897e-09,1.000531,2.000,sotto,riferimento g3mai_lz
gc0x3_lz,caldo_netto,1000,0,0a3,100k,B2,FIXJACK1,1.087e-11,3.476979,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gc0x3_lz,caldo_netto,1000,0,0a3,100k,A_ins,FIXJACK2,4.895e-09,1.000531,2.000,sotto,riferimento g3mai_lz
gc0x3_lz,caldo_netto,1000,0,0a3,100k,B2,FIXJACK2,1.042e-11,3.457250,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gc3x0_lz,caldo_netto,1000,0,3a0,100k,A_ins,MAINJACK,0.01379,1.000042,2.000,SOPRA,riferimento g0mai_lz
gc3x0_lz,caldo_netto,1000,0,3a0,100k,B2,MAINJACK,0.002681,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gc3x0_lz,caldo_netto,1000,0,3a0,100k,A_ins,FIXJACK1,1.443e-09,1.000010,2.000,sotto,riferimento g0mai_lz
gc3x0_lz,caldo_netto,1000,0,3a0,100k,B2,FIXJACK1,1.079e-11,1.038510,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gc3x0_lz,caldo_netto,1000,0,3a0,100k,A_ins,FIXJACK2,1.446e-09,1.000010,2.000,sotto,riferimento g0mai_lz
gc3x0_lz,caldo_netto,1000,0,3a0,100k,B2,FIXJACK2,1.066e-11,1.152229,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gc10x0_lz,caldo_netto,1000,0,10a0,100k,A_ins,MAINJACK,0.06916,1.000333,2.000,SOPRA,riferimento g0mai_lz
gc10x0_lz,caldo_netto,1000,0,10a0,100k,B2,MAINJACK,0.01383,1.020000,,SOPRA,mute da t_ins+t_grad+20 ms a t_rel
gc10x0_lz,caldo_netto,1000,0,10a0,100k,A_ins,FIXJACK1,2.705e-08,1.000312,2.000,sotto,riferimento g0mai_lz
gc10x0_lz,caldo_netto,1000,0,10a0,100k,B2,FIXJACK1,1.422e-11,1.030573,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gc10x0_lz,caldo_netto,1000,0,10a0,100k,A_ins,FIXJACK2,2.705e-08,1.000312,2.000,sotto,riferimento g0mai_lz
gc10x0_lz,caldo_netto,1000,0,10a0,100k,B2,FIXJACK2,1.219e-11,1.032802,,sotto,mute da t_ins+t_grad+20 ms a t_rel
