col0,col1
20.0,62.9474664
22.4403691,62.9384299
25.1785082,62.9269902
28.2507509,62.9125594
31.6978638,62.8944032
35.5655882,62.8716081
39.9052463,62.8430444
44.7744228,62.8073217
50.2377286,62.7627414
56.3676586,62.7072437
63.2455532,62.6383563
70.9626778,62.5531471
79.6214341,62.4481908
89.3367184,62.3195598
100.237447,62.1628543
112.468265,61.9732848
126.191469,61.7458238
141.589157,61.4754298
158.865647,61.1573412
178.250188,60.7874156
200.0,60.3624733
224.403691,59.8805924
251.785082,59.3412992
282.507509,58.7456166
316.978638,58.0959605
355.655882,57.3959048
399.052463,56.6498621
447.744228,55.8627355
502.377286,55.0395928
563.676586,54.1853963
632.455532,53.3048059
709.626778,52.4020543
796.214341,51.4808858
893.367184,50.5445421
1002.37447,49.5957824
1124.68265,48.6369231
1261.91469,47.6698869
1415.89157,46.6962565
1588.65647,45.7173247
1782.50188,44.7341425
2000.0,43.7475598
2244.03691,42.7582623
2517.85082,41.7668016
2825.07509,40.7736205
3169.78638,39.7790749
3556.55882,38.7834506
3990.52463,37.7869775
4477.44228,36.7898417
5023.77286,35.7921944
5636.76586,34.7941603
6324.55532,33.7958434
7096.26778,32.7973332
7962.14341,31.7987087
8933.67184,30.800043
10023.7447,29.801407
11246.8265,28.8028733
12619.1469,27.8045196
14158.9157,26.8064335
15886.5647,25.8087162
17825.0188,24.8114888
20000.0,23.8148976
22440.3691,22.8191226
25178.5082,21.824386
28250.7509,20.8309636
31697.8638,19.8391989
35565.5882,18.8495196
39905.2463,17.8624581
44774.4228,16.8786765
50237.7286,15.8989961
56367.6586,14.9244328
63245.5532,13.9562374
70962.6778,12.9959425
79621.4341,12.0454124
89336.7184,11.1068962
100237.447,10.1830785
112468.265,9.27712052
126191.469,8.3926844
141589.157,7.53392526
158865.647,6.70543826
178250.188,5.91214478
200000.0,5.1591068
