mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,743642,68.7225,81.7111,100k
0db,1m,1,47p,744980,68.5044,81.7111,100k
0db,1m,1,100p,746430,68.2561,81.7111,100k
0db,1m,1,220p,749460,67.6863,81.7111,100k
0db,1m,1,470p,754506,66.4813,81.7111,100k
0db,1m,1,1n,758731,64.0147,81.7111,100k
0db,1m,1,1.5n,754839,62.054,81.7111,100k
0db,1m,1,2.2n,740642,60.1514,81.7111,100k
0db,1m,1,2.7n,727861,59.3306,81.7111,100k
0db,1m,1,3.3n,712217,58.7804,81.7111,100k
0db,1m,1,4.7n,680306,58.5611,81.7111,100k
0db,1m,2,1f,743642,68.7225,81.7111,100k
0db,1m,2,47p,745008,68.5044,81.7111,100k
0db,1m,2,100p,746555,68.2566,81.7111,100k
0db,1m,2,220p,750077,67.6883,81.7111,100k
0db,1m,2,470p,757499,66.4707,81.7111,100k
0db,1m,2,1n,773996,63.7172,81.7111,100k
0db,1m,2,1.5n,790321,60.8885,81.7111,100k
0db,1m,2,2.2n,814010,56.5181,81.7111,100k
0db,1m,2,2.7n,831092,53.0902,81.7111,100k
0db,1m,2,3.3n,850724,48.6696,81.7111,100k
0db,1m,2,4.7n,883299,37.8189,81.711,100k
0db,1k,1,1f,743603,68.4896,81.7111,100k
0db,1k,1,47p,744942,68.2711,81.7111,100k
0db,1k,1,100p,746391,68.0223,81.7111,100k
0db,1k,1,220p,749421,67.4516,81.7111,100k
0db,1k,1,470p,754466,66.2451,81.7111,100k
0db,1k,1,1n,758689,63.7774,81.7111,100k
0db,1k,1,1.5n,754799,61.818,81.7111,100k
0db,1k,1,2.2n,740606,59.9197,81.7111,100k
0db,1k,1,2.7n,727827,59.1029,81.7111,100k
0db,1k,1,3.3n,712186,58.5575,81.7111,100k
0db,1k,1,4.7n,680280,58.348,81.7111,100k
0db,1k,2,1f,743603,68.4896,81.7111,100k
0db,1k,2,47p,744970,68.2711,81.7111,100k
0db,1k,2,100p,746516,68.0228,81.7111,100k
0db,1k,2,220p,750038,67.4534,81.7111,100k
0db,1k,2,470p,757458,66.2336,81.7111,100k
0db,1k,2,1n,773950,63.4751,81.7111,100k
0db,1k,2,1.5n,790270,60.6417,81.7111,100k
0db,1k,2,2.2n,813950,56.2646,81.7111,100k
0db,1k,2,2.7n,831028,52.8318,81.7111,100k
0db,1k,2,3.3n,850652,48.4059,81.7111,100k
0db,1k,2,4.7n,883218,37.5469,81.711,100k
