caso,t_mute_ms,D_ms,D2_ms,vrelay_min,p_t2_mW
micro_reset,1.4899999999999913,18.839999999999968,60.410000000000075,-1.55744e-05,
micro_a_zero,0.25999999999992696,20.070000000000032,60.410000000000075,-1.54791e-05,
perdita_rete_micro_reset,1.4899999999999913,18.839999999999968,60.410000000000075,-1.56305e-05,
guasto_U503_micro_reset,1.4899999999999913,18.839999999999968,24.6900000000001,-1.55713e-05,
controfattuale_senza_C528,0.3500000000000725,0.0,80.3799999999999,-1.55744e-05,
perdita_rete_micro_fermo_alto,14.32000000000011,,,6.43348,
standby,,,,-1.95407e-06,92.46300000000001
