mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,614452,69.7605,81.6572,100k
0db,1m,1,47p,615190,69.5925,81.6572,100k
0db,1m,1,100p,615989,69.4018,81.6572,100k
0db,1m,1,220p,617687,68.9657,81.6572,100k
0db,1m,1,470p,620573,68.0484,81.6572,100k
0db,1m,1,1n,623315,66.1525,81.6572,100k
0db,1m,1,1.5n,621698,64.5588,81.6572,100k
0db,1m,1,2.2n,614086,62.8194,81.6572,100k
0db,1m,1,2.7n,606403,61.9415,81.6572,100k
0db,1m,1,3.3n,596221,61.2306,81.6572,100k
0db,1m,1,4.7n,573175,60.5651,81.6572,100k
0db,1m,2,1f,614452,69.7605,81.6572,100k
0db,1m,2,47p,615205,69.5924,81.6572,100k
0db,1m,2,100p,616055,69.4018,81.6572,100k
0db,1m,2,220p,618018,68.9658,81.6572,100k
0db,1m,2,470p,622146,68.0399,81.6572,100k
0db,1m,2,1n,630901,66.0024,81.6572,100k
0db,1m,2,1.5n,639346,63.9761,81.6572,100k
0db,1m,2,2.2n,651083,60.9751,81.6572,100k
0db,1m,2,2.7n,659268,58.7168,81.6571,100k
0db,1m,2,3.3n,668760,55.8837,81.6571,100k
0db,1m,2,4.7n,687154,48.9329,81.6571,100k
0db,1k,1,1f,614430,69.5678,81.6572,100k
0db,1k,1,47p,615168,69.3996,81.6572,100k
0db,1k,1,100p,615967,69.2087,81.6572,100k
0db,1k,1,220p,617664,68.772,81.6572,100k
0db,1k,1,470p,620550,67.8539,81.6572,100k
0db,1k,1,1n,623292,65.9572,81.6572,100k
0db,1k,1,1.5n,621675,64.364,81.6572,100k
0db,1k,1,2.2n,614065,62.627,81.6572,100k
0db,1k,1,2.7n,606384,61.7515,81.6572,100k
0db,1k,1,3.3n,596203,61.0437,81.6572,100k
0db,1k,1,4.7n,573160,60.3854,81.6572,100k
0db,1k,2,1f,614430,69.5678,81.6572,100k
0db,1k,2,47p,615183,69.3995,81.6572,100k
0db,1k,2,100p,616033,69.2087,81.6572,100k
0db,1k,2,220p,617995,68.772,81.6572,100k
0db,1k,2,470p,622123,67.8449,81.6572,100k
0db,1k,2,1n,630876,65.8048,81.6572,100k
0db,1k,2,1.5n,639320,63.776,81.6572,100k
0db,1k,2,2.2n,651054,60.7716,81.6572,100k
0db,1k,2,2.7n,659238,58.5108,81.6571,100k
0db,1k,2,3.3n,668728,55.675,81.6571,100k
0db,1k,2,4.7n,687118,48.719,81.6571,100k
0db,2.5k,1,1f,614356,69.2809,81.6572,100k
0db,2.5k,1,47p,615094,69.1123,81.6572,100k
0db,2.5k,1,100p,615892,68.9211,81.6572,100k
0db,2.5k,1,220p,617586,68.4838,81.6572,100k
0db,2.5k,1,470p,620471,67.5645,81.6572,100k
0db,2.5k,1,1n,623212,65.6668,81.6572,100k
0db,2.5k,1,1.5n,621596,64.0746,81.6572,100k
0db,2.5k,1,2.2n,613992,62.3411,81.6572,100k
0db,2.5k,1,2.7n,606314,61.4692,81.6572,100k
0db,2.5k,1,3.3n,596140,60.7659,81.6572,100k
0db,2.5k,1,4.7n,573106,60.1179,81.6572,100k
0db,2.5k,2,1f,614356,69.2809,81.6572,100k
0db,2.5k,2,47p,615109,69.1122,81.6572,100k
0db,2.5k,2,100p,615958,68.9211,81.6572,100k
0db,2.5k,2,220p,617917,68.4837,81.6572,100k
0db,2.5k,2,470p,622043,67.5548,81.6572,100k
0db,2.5k,2,1n,630792,65.5109,81.6572,100k
0db,2.5k,2,1.5n,639229,63.4787,81.6572,100k
0db,2.5k,2,2.2n,650954,60.4696,81.6572,100k
0db,2.5k,2,2.7n,659133,58.2056,81.6571,100k
0db,2.5k,2,3.3n,668613,55.3665,81.6571,100k
0db,2.5k,2,4.7n,686990,48.4043,81.6571,100k
0db,2.571k,1,1f,614351,69.2674,81.6572,100k
0db,2.571k,1,47p,615089,69.0988,81.6572,100k
0db,2.571k,1,100p,615887,68.9076,81.6572,100k
0db,2.571k,1,220p,617582,68.4702,81.6572,100k
0db,2.571k,1,470p,620466,67.5508,81.6572,100k
0db,2.571k,1,1n,623207,65.6532,81.6572,100k
0db,2.571k,1,1.5n,621591,64.061,81.6572,100k
0db,2.571k,1,2.2n,613988,62.3276,81.6572,100k
0db,2.571k,1,2.7n,606310,61.4559,81.6572,100k
0db,2.571k,1,3.3n,596135,60.7529,81.6572,100k
0db,2.571k,1,4.7n,573103,60.1053,81.6572,100k
0db,2.571k,2,1f,614351,69.2674,81.6572,100k
0db,2.571k,2,47p,615104,69.0987,81.6572,100k
0db,2.571k,2,100p,615953,68.9075,81.6572,100k
0db,2.571k,2,220p,617912,68.4701,81.6572,100k
0db,2.571k,2,470p,622038,67.5411,81.6572,100k
0db,2.571k,2,1n,630787,65.4971,81.6572,100k
0db,2.571k,2,1.5n,639223,63.4647,81.6572,100k
0db,2.571k,2,2.2n,650947,60.4555,81.6572,100k
0db,2.571k,2,2.7n,659126,58.1913,81.6571,100k
0db,2.571k,2,3.3n,668606,55.352,81.6571,100k
0db,2.571k,2,4.7n,686981,48.3896,81.6571,100k
0db,2.611k,1,1f,614349,69.2598,81.6572,100k
0db,2.611k,1,47p,615086,69.0912,81.6572,100k
0db,2.611k,1,100p,615884,68.8999,81.6572,100k
0db,2.611k,1,220p,617579,68.4626,81.6572,100k
0db,2.611k,1,470p,620463,67.5432,81.6572,100k
0db,2.611k,1,1n,623204,65.6455,81.6572,100k
0db,2.611k,1,1.5n,621588,64.0533,81.6572,100k
0db,2.611k,1,2.2n,613985,62.3201,81.6572,100k
0db,2.611k,1,2.7n,606308,61.4484,81.6572,100k
0db,2.611k,1,3.3n,596133,60.7455,81.6572,100k
0db,2.611k,1,4.7n,573101,60.0983,81.6572,100k
0db,2.611k,2,1f,614349,69.2598,81.6572,100k
0db,2.611k,2,47p,615101,69.0911,81.6572,100k
0db,2.611k,2,100p,615951,68.8999,81.6572,100k
0db,2.611k,2,220p,617910,68.4624,81.6572,100k
0db,2.611k,2,470p,622035,67.5335,81.6572,100k
0db,2.611k,2,1n,630784,65.4893,81.6572,100k
0db,2.611k,2,1.5n,639220,63.4568,81.6572,100k
0db,2.611k,2,2.2n,650943,60.4475,81.6572,100k
0db,2.611k,2,2.7n,659122,58.1832,81.6571,100k
0db,2.611k,2,3.3n,668602,55.3438,81.6571,100k
0db,2.611k,2,4.7n,686976,48.3813,81.6571,100k
0db,1m,1,1f,613653,69.7512,81.4497,10k
0db,1m,1,47p,614381,69.585,81.4497,10k
0db,1m,1,100p,615169,69.3964,81.4497,10k
0db,1m,1,220p,616823,68.9658,81.4497,10k
0db,1m,1,470p,619674,68.059,81.4497,10k
0db,1m,1,1n,622402,66.1843,81.4497,10k
0db,1m,1,1.5n,620845,64.6061,81.4498,10k
0db,1m,1,2.2n,613406,62.8775,81.4498,10k
0db,1m,1,2.7n,605845,62.002,81.4498,10k
0db,1m,1,3.3n,595806,61.2891,81.4499,10k
0db,1m,1,4.7n,572989,60.6131,81.45,10k
0db,1m,2,1f,613653,69.7512,81.4497,10k
0db,1m,2,47p,614402,69.5834,81.4497,10k
0db,1m,2,100p,615248,69.3934,81.4497,10k
0db,1m,2,220p,617178,68.9592,81.4497,10k
0db,1m,2,470p,621284,68.0359,81.4496,10k
0db,1m,2,1n,629989,66.0044,81.4496,10k
0db,1m,2,1.5n,638356,63.9858,81.4496,10k
0db,1m,2,2.2n,649985,60.9974,81.4496,10k
0db,1m,2,2.7n,658115,58.7481,81.4496,10k
0db,1m,2,3.3n,667501,55.9298,81.4496,10k
0db,1m,2,4.7n,685723,49.0157,81.4495,10k
0db,1k,1,1f,613632,69.5587,81.4497,10k
0db,1k,1,47p,614360,69.3923,81.4497,10k
0db,1k,1,100p,615148,69.2035,81.4497,10k
0db,1k,1,220p,616800,68.7725,81.4497,10k
0db,1k,1,470p,619651,67.8648,81.4497,10k
0db,1k,1,1n,622379,65.9893,81.4497,10k
0db,1k,1,1.5n,620823,64.4116,81.4498,10k
0db,1k,1,2.2n,613386,62.6854,81.4498,10k
0db,1k,1,2.7n,605825,61.8122,81.4498,10k
0db,1k,1,3.3n,595788,61.1024,81.4499,10k
0db,1k,1,4.7n,572973,60.4334,81.45,10k
0db,1k,2,1f,613632,69.5587,81.4497,10k
0db,1k,2,47p,614381,69.3908,81.4497,10k
0db,1k,2,100p,615226,69.2005,81.4497,10k
0db,1k,2,220p,617156,68.7657,81.4497,10k
0db,1k,2,470p,621261,67.8412,81.4496,10k
0db,1k,2,1n,629965,65.8071,81.4496,10k
0db,1k,2,1.5n,638330,63.786,81.4496,10k
0db,1k,2,2.2n,649956,60.7942,81.4496,10k
0db,1k,2,2.7n,658085,58.5424,81.4496,10k
0db,1k,2,3.3n,667468,55.7215,81.4496,10k
0db,1k,2,4.7n,685687,48.8023,81.4495,10k
0db,2.5k,1,1f,613558,69.2722,81.4497,10k
0db,2.5k,1,47p,614286,69.1055,81.4497,10k
0db,2.5k,1,100p,615073,68.9163,81.4497,10k
0db,2.5k,1,220p,616723,68.4846,81.4497,10k
0db,2.5k,1,470p,619572,67.5758,81.4497,10k
0db,2.5k,1,1n,622300,65.6993,81.4497,10k
0db,2.5k,1,1.5n,620744,64.1226,81.4498,10k
0db,2.5k,1,2.2n,613313,62.3998,81.4498,10k
0db,2.5k,1,2.7n,605756,61.5301,81.4498,10k
0db,2.5k,1,3.3n,595725,60.8248,81.4499,10k
0db,2.5k,1,4.7n,572920,60.166,81.45,10k
0db,2.5k,2,1f,613558,69.2722,81.4497,10k
0db,2.5k,2,47p,614306,69.1039,81.4497,10k
0db,2.5k,2,100p,615151,68.9133,81.4497,10k
0db,2.5k,2,220p,617078,68.4777,81.4497,10k
0db,2.5k,2,470p,621181,67.5514,81.4496,10k
0db,2.5k,2,1n,629881,65.5137,81.4496,10k
0db,2.5k,2,1.5n,638239,63.4892,81.4496,10k
0db,2.5k,2,2.2n,649856,60.4927,81.4496,10k
0db,2.5k,2,2.7n,657981,58.2378,81.4496,10k
0db,2.5k,2,3.3n,667355,55.4135,81.4496,10k
0db,2.5k,2,4.7n,685559,48.4882,81.4495,10k
0db,2.571k,1,1f,613553,69.2587,81.4497,10k
0db,2.571k,1,47p,614281,69.0919,81.4497,10k
0db,2.571k,1,100p,615068,68.9028,81.4497,10k
0db,2.571k,1,220p,616718,68.4711,81.4497,10k
0db,2.571k,1,470p,619567,67.5622,81.4497,10k
0db,2.571k,1,1n,622295,65.6857,81.4497,10k
0db,2.571k,1,1.5n,620739,64.109,81.4498,10k
0db,2.571k,1,2.2n,613309,62.3864,81.4498,10k
0db,2.571k,1,2.7n,605752,61.5168,81.4498,10k
0db,2.571k,1,3.3n,595721,60.8118,81.4499,10k
0db,2.571k,1,4.7n,572916,60.1535,81.45,10k
0db,2.571k,2,1f,613553,69.2587,81.4497,10k
0db,2.571k,2,47p,614302,69.0904,81.4497,10k
0db,2.571k,2,100p,615147,68.8998,81.4497,10k
0db,2.571k,2,220p,617073,68.4641,81.4497,10k
0db,2.571k,2,470p,621176,67.5378,81.4496,10k
0db,2.571k,2,1n,629876,65.4999,81.4496,10k
0db,2.571k,2,1.5n,638234,63.4752,81.4496,10k
0db,2.571k,2,2.2n,649850,60.4786,81.4496,10k
0db,2.571k,2,2.7n,657974,58.2235,81.4496,10k
0db,2.571k,2,3.3n,667347,55.3991,81.4496,10k
0db,2.571k,2,4.7n,685551,48.4735,81.4495,10k
0db,2.611k,1,1f,613550,69.2511,81.4497,10k
0db,2.611k,1,47p,614278,69.0843,81.4497,10k
0db,2.611k,1,100p,615066,68.8952,81.4497,10k
0db,2.611k,1,220p,616715,68.4635,81.4497,10k
0db,2.611k,1,470p,619564,67.5545,81.4497,10k
0db,2.611k,1,1n,622292,65.678,81.4497,10k
0db,2.611k,1,1.5n,620736,64.1013,81.4498,10k
0db,2.611k,1,2.2n,613306,62.3788,81.4498,10k
0db,2.611k,1,2.7n,605749,61.5093,81.4498,10k
0db,2.611k,1,3.3n,595718,60.8044,81.4499,10k
0db,2.611k,1,4.7n,572914,60.1464,81.45,10k
0db,2.611k,2,1f,613550,69.2511,81.4497,10k
0db,2.611k,2,47p,614299,69.0828,81.4497,10k
0db,2.611k,2,100p,615144,68.8922,81.4497,10k
0db,2.611k,2,220p,617071,68.4565,81.4497,10k
0db,2.611k,2,470p,621173,67.5301,81.4496,10k
0db,2.611k,2,1n,629872,65.4921,81.4496,10k
0db,2.611k,2,1.5n,638230,63.4674,81.4496,10k
0db,2.611k,2,2.2n,649846,60.4706,81.4496,10k
0db,2.611k,2,2.7n,657970,58.2155,81.4496,10k
0db,2.611k,2,3.3n,667343,55.3909,81.4496,10k
0db,2.611k,2,4.7n,685546,48.4652,81.4495,10k
3db,1m,1,1f,579225,79.062,78.697,100k
3db,1m,1,47p,579946,78.8988,78.697,100k
3db,1m,1,100p,580727,78.7141,78.697,100k
3db,1m,1,220p,582361,78.2943,78.697,100k
3db,1m,1,470p,585121,77.4197,78.697,100k
3db,1m,1,1n,587809,75.6382,78.697,100k
3db,1m,1,1.5n,586378,74.1627,78.697,100k
3db,1m,1,2.2n,579138,72.578,78.697,100k
3db,1m,1,2.7n,571638,71.7949,78.697,100k
3db,1m,1,3.3n,561520,71.1789,78.697,100k
3db,1m,1,4.7n,538156,70.666,78.697,100k
3db,1m,2,1f,579225,79.062,78.697,100k
3db,1m,2,47p,579961,78.8985,78.697,100k
3db,1m,2,100p,580791,78.7134,78.697,100k
3db,1m,2,220p,582674,78.2908,78.697,100k
3db,1m,2,470p,586603,77.396,78.697,100k
3db,1m,2,1n,595093,75.4261,78.697,100k
3db,1m,2,1.5n,603130,73.4805,78.697,100k
3db,1m,2,2.2n,614451,70.6056,78.697,100k
3db,1m,2,2.7n,622417,68.4486,78.697,100k
3db,1m,2,3.3n,631548,65.7626,78.697,100k
3db,1m,2,4.7n,649882,59.1873,78.6969,100k
3db,1k,1,1f,579204,78.8806,78.697,100k
3db,1k,1,47p,579925,78.7171,78.697,100k
3db,1k,1,100p,580706,78.5322,78.697,100k
3db,1k,1,220p,582339,78.1119,78.697,100k
3db,1k,1,470p,585099,77.2365,78.697,100k
3db,1k,1,1n,587787,75.4543,78.697,100k
3db,1k,1,1.5n,586356,73.9793,78.697,100k
3db,1k,1,2.2n,579117,72.3968,78.697,100k
3db,1k,1,2.7n,571619,71.616,78.697,100k
3db,1k,1,3.3n,561502,71.0032,78.697,100k
3db,1k,1,4.7n,538141,70.4975,78.697,100k
3db,1k,2,1f,579204,78.8806,78.697,100k
3db,1k,2,47p,579939,78.7169,78.697,100k
3db,1k,2,100p,580770,78.5314,78.697,100k
3db,1k,2,220p,582652,78.1084,78.697,100k
3db,1k,2,470p,586581,77.2124,78.697,100k
3db,1k,2,1n,595069,75.24,78.697,100k
3db,1k,2,1.5n,603104,73.292,78.697,100k
3db,1k,2,2.2n,614424,70.4137,78.697,100k
3db,1k,2,2.7n,622387,68.2544,78.697,100k
3db,1k,2,3.3n,631516,65.5658,78.6969,100k
3db,1k,2,4.7n,649846,58.9854,78.6969,100k
3db,2.5k,1,1f,579131,78.6108,78.697,100k
3db,2.5k,1,47p,579852,78.447,78.697,100k
3db,2.5k,1,100p,580632,78.2618,78.697,100k
3db,2.5k,1,220p,582265,77.8408,78.697,100k
3db,2.5k,1,470p,585024,76.9642,78.697,100k
3db,2.5k,1,1n,587710,75.181,78.697,100k
3db,2.5k,1,1.5n,586280,73.7069,78.697,100k
3db,2.5k,1,2.2n,579046,72.1278,78.697,100k
3db,2.5k,1,2.7n,571553,71.3504,78.697,100k
3db,2.5k,1,3.3n,561442,70.742,78.697,100k
3db,2.5k,1,4.7n,538089,70.2468,78.697,100k
3db,2.5k,2,1f,579131,78.6108,78.697,100k
3db,2.5k,2,47p,579866,78.4467,78.697,100k
3db,2.5k,2,100p,580696,78.261,78.697,100k
3db,2.5k,2,220p,582578,77.8371,78.697,100k
3db,2.5k,2,470p,586505,76.9394,78.697,100k
3db,2.5k,2,1n,594986,74.9635,78.697,100k
3db,2.5k,2,1.5n,603015,73.0123,78.697,100k
3db,2.5k,2,2.2n,614328,70.1294,78.697,100k
3db,2.5k,2,2.7n,622284,67.9672,78.697,100k
3db,2.5k,2,3.3n,631404,65.2754,78.697,100k
3db,2.5k,2,4.7n,649720,58.6888,78.6969,100k
3db,2.571k,1,1f,579126,78.5981,78.697,100k
3db,2.571k,1,47p,579847,78.4343,78.697,100k
3db,2.571k,1,100p,580628,78.249,78.697,100k
3db,2.571k,1,220p,582260,77.828,78.697,100k
3db,2.571k,1,470p,585019,76.9514,78.697,100k
3db,2.571k,1,1n,587705,75.1681,78.697,100k
3db,2.571k,1,1.5n,586276,73.6941,78.697,100k
3db,2.571k,1,2.2n,579042,72.1152,78.697,100k
3db,2.571k,1,2.7n,571549,71.3379,78.697,100k
3db,2.571k,1,3.3n,561438,70.7297,78.697,100k
3db,2.571k,1,4.7n,538086,70.235,78.697,100k
3db,2.571k,2,1f,579126,78.5981,78.697,100k
3db,2.571k,2,47p,579862,78.434,78.697,100k
