cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,751217,72.738,78.3986
1,0,1m,47p,752689,72.5106,78.3986
1,0,1m,100p,754355,72.2521,78.3986
1,0,1m,220p,758151,71.6591,78.3986
1,0,1m,470p,766358,70.3811,78.3986
1,0,1m,1n,784432,67.4901,78.3986
1,0,1m,2.2n,828620,59.8852,78.3986
1,0,1m,4.7n,903553,40.2734,78.3985
1,0,430,1f,751203,72.6367,78.3986
1,0,430,47p,752675,72.409,78.3986
1,0,430,100p,754341,72.1503,78.3986
1,0,430,220p,758137,71.5568,78.3986
1,0,430,470p,766342,70.2778,78.3986
1,0,430,1n,784415,67.3844,78.3986
1,0,430,2.2n,828599,59.7739,78.3986
1,0,430,4.7n,903526,40.1531,78.3985
1,6,1m,1f,752123,72.7433,78.544
1,6,1m,47p,752453,72.6858,78.544
1,6,1m,100p,752716,72.6219,78.544
1,6,1m,220p,752876,72.4895,78.544
1,6,1m,470p,751738,72.3092,78.544
1,6,1m,1n,747968,72.2556,78.544
1,6,1m,2.2n,744029,72.4016,78.544
1,6,1m,4.7n,742207,72.5389,78.544
1,6,430,1f,752110,72.6418,78.544
1,6,430,47p,752440,72.5842,78.544
1,6,430,100p,752703,72.5203,78.544
1,6,430,220p,752863,72.3879,78.544
1,6,430,470p,751725,72.2077,78.544
1,6,430,1n,747955,72.1546,78.544
1,6,430,2.2n,744016,72.3012,78.544
1,6,430,4.7n,742194,72.4387,78.544
1,12,1m,1f,752362,72.7447,78.5827
1,12,1m,47p,752448,72.7301,78.5827
1,12,1m,100p,752524,72.7138,78.5827
1,12,1m,220p,752611,72.6787,78.5827
1,12,1m,470p,752457,72.6219,78.5827
1,12,1m,1n,751499,72.5808,78.5827
1,12,1m,2.2n,750051,72.6126,78.5827
1,12,1m,4.7n,749246,72.6629,78.5827
1,12,430,1f,752349,72.6432,78.5827
1,12,430,47p,752435,72.6286,78.5827
1,12,430,100p,752511,72.6122,78.5827
1,12,430,220p,752598,72.5771,78.5827
1,12,430,470p,752444,72.5204,78.5827
1,12,430,1n,751486,72.4794,78.5827
1,12,430,2.2n,750038,72.5114,78.5827
1,12,430,4.7n,749233,72.5618,78.5827
2,0,1m,1f,755092,72.7613,79.036
2,0,1m,47p,756594,72.5315,79.036
2,0,1m,100p,758294,72.2703,79.036
2,0,1m,220p,762260,71.6681,79.036
2,0,1m,470p,770656,70.375,79.036
2,0,1m,1n,789275,67.442,79.036
2,0,1m,2.2n,835111,59.6868,79.0359
2,0,1m,4.7n,912883,39.5555,79.0359
2,0,430,1f,755079,72.6594,79.036
2,0,430,47p,756581,72.4294,79.036
2,0,430,100p,758281,72.168,79.036
2,0,430,220p,762246,71.5652,79.036
2,0,430,470p,770641,70.2711,79.036
2,0,430,1n,789259,67.3357,79.036
2,0,430,2.2n,835090,59.5746,79.0359
2,0,430,4.7n,912855,39.4339,79.0359
2,6,1m,1f,756001,72.767,79.1919
2,6,1m,47p,756311,72.7094,79.1919
2,6,1m,100p,756490,72.6472,79.1919
2,6,1m,220p,756277,72.5338,79.1919
2,6,1m,470p,754533,72.4424,79.1919
2,6,1m,1n,751736,72.4899,79.1919
2,6,1m,2.2n,749924,72.5952,79.1919
2,6,1m,4.7n,749216,72.6609,79.1919
2,6,430,1f,755988,72.6649,79.1919
2,6,430,47p,756299,72.6073,79.1919
2,6,430,100p,756477,72.545,79.1919
2,6,430,220p,756264,72.4317,79.1919
2,6,430,470p,754521,72.3405,79.1919
2,6,430,1n,751724,72.3884,79.1919
2,6,430,2.2n,749912,72.494,79.1919
2,6,430,4.7n,749204,72.5598,79.1919
2,12,1m,1f,756244,72.7685,79.2338
2,12,1m,47p,756327,72.7538,79.2338
2,12,1m,100p,756386,72.7376,79.2338
2,12,1m,220p,756391,72.7054,79.2338
2,12,1m,470p,756023,72.6682,79.2338
2,12,1m,1n,755136,72.6681,79.2338
2,12,1m,2.2n,754393,72.7019,79.2338
2,12,1m,4.7n,754079,72.7276,79.2338
2,12,430,1f,756229,72.6665,79.2338
2,12,430,47p,756312,72.6518,79.2338
2,12,430,100p,756372,72.6355,79.2338
2,12,430,220p,756377,72.6034,79.2338
2,12,430,470p,756009,72.5662,79.2338
2,12,430,1n,755122,72.5662,79.2338
2,12,430,2.2n,754379,72.6001,79.2338
2,12,430,4.7n,754065,72.6258,79.2338
