mode,c124,c137,riso,rsrc,rload,ccable,pm_deg
3,4.465E-10,3.135E-10,46.53,2.5k,100k,3.3n,69.4762
3,4.465E-10,3.135E-10,46.53,2.5k,100k,3.5n,69.5599
3,4.465E-10,3.135E-10,46.53,2.5k,100k,3.8n,69.7154
3,4.465E-10,3.135E-10,46.53,2.5k,100k,4.2n,69.9583
3,4.465E-10,3.135E-10,46.53,2.5k,100k,4.7n,70.2981
3,4.465E-10,3.135E-10,46.53,2.5k,10k,2n,69.7455
3,4.465E-10,3.135E-10,46.53,2.5k,10k,2.3n,69.5234
3,4.465E-10,3.135E-10,46.53,2.5k,10k,2.5n,69.4462
3,4.465E-10,3.135E-10,46.53,2.5k,10k,2.7n,69.4153
3,4.465E-10,3.135E-10,46.53,2.5k,10k,2.9n,69.4206
3,4.465E-10,3.135E-10,46.53,2.5k,10k,3.1n,69.4577
3,4.465E-10,3.135E-10,46.53,2.5k,10k,3.3n,69.519
3,4.465E-10,3.135E-10,46.53,2.5k,10k,3.5n,69.6001
3,4.465E-10,3.135E-10,46.53,2.5k,10k,3.8n,69.752
3,4.465E-10,3.135E-10,46.53,2.5k,10k,4.2n,69.9905
3,4.465E-10,3.135E-10,46.53,2.5k,10k,4.7n,70.3256
3,4.465E-10,3.135E-10,47.47,2k,100k,2n,69.8952
3,4.465E-10,3.135E-10,47.47,2k,100k,2.3n,69.6921
3,4.465E-10,3.135E-10,47.47,2k,100k,2.5n,69.6268
3,4.465E-10,3.135E-10,47.47,2k,100k,2.7n,69.6069
3,4.465E-10,3.135E-10,47.47,2k,100k,2.9n,69.6224
3,4.465E-10,3.135E-10,47.47,2k,100k,3.1n,69.6687
3,4.465E-10,3.135E-10,47.47,2k,100k,3.3n,69.7381
3,4.465E-10,3.135E-10,47.47,2k,100k,3.5n,69.8266
3,4.465E-10,3.135E-10,47.47,2k,100k,3.8n,69.9877
3,4.465E-10,3.135E-10,47.47,2k,100k,4.2n,70.2361
3,4.465E-10,3.135E-10,47.47,2k,100k,4.7n,70.5798
3,4.465E-10,3.135E-10,47.47,2k,10k,2n,69.9549
3,4.465E-10,3.135E-10,47.47,2k,10k,2.3n,69.748
3,4.465E-10,3.135E-10,47.47,2k,10k,2.5n,69.68
3,4.465E-10,3.135E-10,47.47,2k,10k,2.7n,69.6571
3,4.465E-10,3.135E-10,47.47,2k,10k,2.9n,69.6698
3,4.465E-10,3.135E-10,47.47,2k,10k,3.1n,69.7133
3,4.465E-10,3.135E-10,47.47,2k,10k,3.3n,69.78
3,4.465E-10,3.135E-10,47.47,2k,10k,3.5n,69.8659
3,4.465E-10,3.135E-10,47.47,2k,10k,3.8n,70.0234
3,4.465E-10,3.135E-10,47.47,2k,10k,4.2n,70.2675
3,4.465E-10,3.135E-10,47.47,2k,10k,4.7n,70.6064
3,4.465E-10,3.135E-10,47.47,2.5k,100k,2n,69.7694
3,4.465E-10,3.135E-10,47.47,2.5k,100k,2.3n,69.568
3,4.465E-10,3.135E-10,47.47,2.5k,100k,2.5n,69.5039
3,4.465E-10,3.135E-10,47.47,2.5k,100k,2.7n,69.485
3,4.465E-10,3.135E-10,47.47,2.5k,100k,2.9n,69.5016
3,4.465E-10,3.135E-10,47.47,2.5k,100k,3.1n,69.5489
3,4.465E-10,3.135E-10,47.47,2.5k,100k,3.3n,69.6192
3,4.465E-10,3.135E-10,47.47,2.5k,100k,3.5n,69.7086
3,4.465E-10,3.135E-10,47.47,2.5k,100k,3.8n,69.871
3,4.465E-10,3.135E-10,47.47,2.5k,100k,4.2n,70.121
3,4.465E-10,3.135E-10,47.47,2.5k,100k,4.7n,70.4663
3,4.465E-10,3.135E-10,47.47,2.5k,10k,2n,69.8292
3,4.465E-10,3.135E-10,47.47,2.5k,10k,2.3n,69.624
3,4.465E-10,3.135E-10,47.47,2.5k,10k,2.5n,69.5572
3,4.465E-10,3.135E-10,47.47,2.5k,10k,2.7n,69.5353
3,4.465E-10,3.135E-10,47.47,2.5k,10k,2.9n,69.549
3,4.465E-10,3.135E-10,47.47,2.5k,10k,3.1n,69.5936
3,4.465E-10,3.135E-10,47.47,2.5k,10k,3.3n,69.6612
3,4.465E-10,3.135E-10,47.47,2.5k,10k,3.5n,69.748
3,4.465E-10,3.135E-10,47.47,2.5k,10k,3.8n,69.9067
3,4.465E-10,3.135E-10,47.47,2.5k,10k,4.2n,70.1523
3,4.465E-10,3.135E-10,47.47,2.5k,10k,4.7n,70.493
3,4.465E-10,3.465E-10,46.53,2k,100k,2n,69.1
3,4.465E-10,3.465E-10,46.53,2k,100k,2.3n,68.8875
3,4.465E-10,3.465E-10,46.53,2k,100k,2.5n,68.8185
3,4.465E-10,3.465E-10,46.53,2k,100k,2.7n,68.7944
3,4.465E-10,3.465E-10,46.53,2k,100k,2.9n,68.8091
3,4.465E-10,3.465E-10,46.53,2k,100k,3.1n,68.853
3,4.465E-10,3.465E-10,46.53,2k,100k,3.3n,68.922
3,4.465E-10,3.465E-10,46.53,2k,100k,3.5n,69.0115
3,4.465E-10,3.465E-10,46.53,2k,100k,3.8n,69.1719
3,4.465E-10,3.465E-10,46.53,2k,100k,4.2n,69.4241
3,4.465E-10,3.465E-10,46.53,2k,100k,4.7n,69.7719
3,4.465E-10,3.465E-10,46.53,2k,10k,2n,69.1599
3,4.465E-10,3.465E-10,46.53,2k,10k,2.3n,68.9438
3,4.465E-10,3.465E-10,46.53,2k,10k,2.5n,68.8719
3,4.465E-10,3.465E-10,46.53,2k,10k,2.7n,68.8451
3,4.465E-10,3.465E-10,46.53,2k,10k,2.9n,68.857
3,4.465E-10,3.465E-10,46.53,2k,10k,3.1n,68.898
3,4.465E-10,3.465E-10,46.53,2k,10k,3.3n,68.9643
3,4.465E-10,3.465E-10,46.53,2k,10k,3.5n,69.0512
3,4.465E-10,3.465E-10,46.53,2k,10k,3.8n,69.208
3,4.465E-10,3.465E-10,46.53,2k,10k,4.2n,69.4558
3,4.465E-10,3.465E-10,46.53,2k,10k,4.7n,69.7988
3,4.465E-10,3.465E-10,46.53,2.5k,100k,2n,68.9726
3,4.465E-10,3.465E-10,46.53,2.5k,100k,2.3n,68.7618
3,4.465E-10,3.465E-10,46.53,2.5k,100k,2.5n,68.694
3,4.465E-10,3.465E-10,46.53,2.5k,100k,2.7n,68.671
3,4.465E-10,3.465E-10,46.53,2.5k,100k,2.9n,68.6868
3,4.465E-10,3.465E-10,46.53,2.5k,100k,3.1n,68.7317
3,4.465E-10,3.465E-10,46.53,2.5k,100k,3.3n,68.8017
3,4.465E-10,3.465E-10,46.53,2.5k,100k,3.5n,68.8921
3,4.465E-10,3.465E-10,46.53,2.5k,100k,3.8n,69.0538
3,4.465E-10,3.465E-10,46.53,2.5k,100k,4.2n,69.3075
3,4.465E-10,3.465E-10,46.53,2.5k,100k,4.7n,69.657
3,4.465E-10,3.465E-10,46.53,2.5k,10k,2n,69.0325
3,4.465E-10,3.465E-10,46.53,2.5k,10k,2.3n,68.8182
3,4.465E-10,3.465E-10,46.53,2.5k,10k,2.5n,68.7475
3,4.465E-10,3.465E-10,46.53,2.5k,10k,2.7n,68.7217
3,4.465E-10,3.465E-10,46.53,2.5k,10k,2.9n,68.7347
3,4.465E-10,3.465E-10,46.53,2.5k,10k,3.1n,68.7767
3,4.465E-10,3.465E-10,46.53,2.5k,10k,3.3n,68.844
3,4.465E-10,3.465E-10,46.53,2.5k,10k,3.5n,68.9318
3,4.465E-10,3.465E-10,46.53,2.5k,10k,3.8n,69.0899
3,4.465E-10,3.465E-10,46.53,2.5k,10k,4.2n,69.3392
3,4.465E-10,3.465E-10,46.53,2.5k,10k,4.7n,69.6839
3,4.465E-10,3.465E-10,47.47,2k,100k,2n,69.1857
3,4.465E-10,3.465E-10,47.47,2k,100k,2.3n,68.9908
3,4.465E-10,3.465E-10,47.47,2k,100k,2.5n,68.9319
3,4.465E-10,3.465E-10,47.47,2k,100k,2.7n,68.9173
3,4.465E-10,3.465E-10,47.47,2k,100k,2.9n,68.9404
3,4.465E-10,3.465E-10,47.47,2k,100k,3.1n,68.9915
3,4.465E-10,3.465E-10,47.47,2k,100k,3.3n,69.067
3,4.465E-10,3.465E-10,47.47,2k,100k,3.5n,69.1619
3,4.465E-10,3.465E-10,47.47,2k,100k,3.8n,69.3292
3,4.465E-10,3.465E-10,47.47,2k,100k,4.2n,69.5881
3,4.465E-10,3.465E-10,47.47,2k,100k,4.7n,69.9411
3,4.465E-10,3.465E-10,47.47,2k,10k,2n,69.2451
3,4.465E-10,3.465E-10,47.47,2k,10k,2.3n,69.0465
3,4.465E-10,3.465E-10,47.47,2k,10k,2.5n,68.9847
3,4.465E-10,3.465E-10,47.47,2k,10k,2.7n,68.9672
3,4.465E-10,3.465E-10,47.47,2k,10k,2.9n,68.9874
3,4.465E-10,3.465E-10,47.47,2k,10k,3.1n,69.0356
3,4.465E-10,3.465E-10,47.47,2k,10k,3.3n,69.1084
3,4.465E-10,3.465E-10,47.47,2k,10k,3.5n,69.2007
3,4.465E-10,3.465E-10,47.47,2k,10k,3.8n,69.3644
3,4.465E-10,3.465E-10,47.47,2k,10k,4.2n,69.6189
3,4.465E-10,3.465E-10,47.47,2k,10k,4.7n,69.9672
3,4.465E-10,3.465E-10,47.47,2.5k,100k,2n,69.0584
3,4.465E-10,3.465E-10,47.47,2.5k,100k,2.3n,68.8652
3,4.465E-10,3.465E-10,47.47,2.5k,100k,2.5n,68.8075
3,4.465E-10,3.465E-10,47.47,2.5k,100k,2.7n,68.794
3,4.465E-10,3.465E-10,47.47,2.5k,100k,2.9n,68.8182
3,4.465E-10,3.465E-10,47.47,2.5k,100k,3.1n,68.8702
3,4.465E-10,3.465E-10,47.47,2.5k,100k,3.3n,68.9467
3,4.465E-10,3.465E-10,47.47,2.5k,100k,3.5n,69.0425
3,4.465E-10,3.465E-10,47.47,2.5k,100k,3.8n,69.2111
3,4.465E-10,3.465E-10,47.47,2.5k,100k,4.2n,69.4715
3,4.465E-10,3.465E-10,47.47,2.5k,100k,4.7n,69.8262
3,4.465E-10,3.465E-10,47.47,2.5k,10k,2n,69.1179
3,4.465E-10,3.465E-10,47.47,2.5k,10k,2.3n,68.921
3,4.465E-10,3.465E-10,47.47,2.5k,10k,2.5n,68.8603
3,4.465E-10,3.465E-10,47.47,2.5k,10k,2.7n,68.8439
3,4.465E-10,3.465E-10,47.47,2.5k,10k,2.9n,68.8652
3,4.465E-10,3.465E-10,47.47,2.5k,10k,3.1n,68.9144
3,4.465E-10,3.465E-10,47.47,2.5k,10k,3.3n,68.9882
3,4.465E-10,3.465E-10,47.47,2.5k,10k,3.5n,69.0813
3,4.465E-10,3.465E-10,47.47,2.5k,10k,3.8n,69.2463
3,4.465E-10,3.465E-10,47.47,2.5k,10k,4.2n,69.5023
3,4.465E-10,3.465E-10,47.47,2.5k,10k,4.7n,69.8523
3,4.935E-10,3.135E-10,46.53,2k,100k,2n,71.392
3,4.935E-10,3.135E-10,46.53,2k,100k,2.3n,71.1072
3,4.935E-10,3.135E-10,46.53,2k,100k,2.5n,70.9865
3,4.935E-10,3.135E-10,46.53,2k,100k,2.7n,70.9088
3,4.935E-10,3.135E-10,46.53,2k,100k,2.9n,70.8703
3,4.935E-10,3.135E-10,46.53,2k,100k,3.1n,70.8637
3,4.935E-10,3.135E-10,46.53,2k,100k,3.3n,70.8829
3,4.935E-10,3.135E-10,46.53,2k,100k,3.5n,70.9252
3,4.935E-10,3.135E-10,46.53,2k,100k,3.8n,71.0212
3,4.935E-10,3.135E-10,46.53,2k,100k,4.2n,71.1962
3,4.935E-10,3.135E-10,46.53,2k,100k,4.7n,71.4628
3,4.935E-10,3.135E-10,46.53,2k,10k,2n,71.4526
3,4.935E-10,3.135E-10,46.53,2k,10k,2.3n,71.1655
3,4.935E-10,3.135E-10,46.53,2k,10k,2.5n,71.0425
3,4.935E-10,3.135E-10,46.53,2k,10k,2.7n,70.9626
3,4.935E-10,3.135E-10,46.53,2k,10k,2.9n,70.9217
3,4.935E-10,3.135E-10,46.53,2k,10k,3.1n,70.9125
3,4.935E-10,3.135E-10,46.53,2k,10k,3.3n,70.9293
3,4.935E-10,3.135E-10,46.53,2k,10k,3.5n,70.9693
3,4.935E-10,3.135E-10,46.53,2k,10k,3.8n,71.0617
3,4.935E-10,3.135E-10,46.53,2k,10k,4.2n,71.2325
3,4.935E-10,3.135E-10,46.53,2k,10k,4.7n,71.4943
3,4.935E-10,3.135E-10,46.53,2.5k,100k,2n,71.2782
3,4.935E-10,3.135E-10,46.53,2.5k,100k,2.3n,70.9949
3,4.935E-10,3.135E-10,46.53,2.5k,100k,2.5n,70.8751
3,4.935E-10,3.135E-10,46.53,2.5k,100k,2.7n,70.7983
3,4.935E-10,3.135E-10,46.53,2.5k,100k,2.9n,70.7608
3,4.935E-10,3.135E-10,46.53,2.5k,100k,3.1n,70.755
3,4.935E-10,3.135E-10,46.53,2.5k,100k,3.3n,70.7751
3,4.935E-10,3.135E-10,46.53,2.5k,100k,3.5n,70.8182
3,4.935E-10,3.135E-10,46.53,2.5k,100k,3.8n,70.9153
3,4.935E-10,3.135E-10,46.53,2.5k,100k,4.2n,71.0917
3,4.935E-10,3.135E-10,46.53,2.5k,100k,4.7n,71.3599
3,4.935E-10,3.135E-10,46.53,2.5k,10k,2n,71.3389
3,4.935E-10,3.135E-10,46.53,2.5k,10k,2.3n,71.0532
3,4.935E-10,3.135E-10,46.53,2.5k,10k,2.5n,70.9311
3,4.935E-10,3.135E-10,46.53,2.5k,10k,2.7n,70.8521
3,4.935E-10,3.135E-10,46.53,2.5k,10k,2.9n,70.8122
3,4.935E-10,3.135E-10,46.53,2.5k,10k,3.1n,70.8038
3,4.935E-10,3.135E-10,46.53,2.5k,10k,3.3n,70.8215
3,4.935E-10,3.135E-10,46.53,2.5k,10k,3.5n,70.8622
3,4.935E-10,3.135E-10,46.53,2.5k,10k,3.8n,70.9558
3,4.935E-10,3.135E-10,46.53,2.5k,10k,4.2n,71.128
3,4.935E-10,3.135E-10,46.53,2.5k,10k,4.7n,71.3913
3,4.935E-10,3.135E-10,47.47,2k,100k,2n,71.4611
3,4.935E-10,3.135E-10,47.47,2k,100k,2.3n,71.1925
3,4.935E-10,3.135E-10,47.47,2k,100k,2.5n,71.0815
3,4.935E-10,3.135E-10,47.47,2k,100k,2.7n,71.0132
3,4.935E-10,3.135E-10,47.47,2k,100k,2.9n,70.9833
3,4.935E-10,3.135E-10,47.47,2k,100k,3.1n,70.9843
3,4.935E-10,3.135E-10,47.47,2k,100k,3.3n,71.0106
3,4.935E-10,3.135E-10,47.47,2k,100k,3.5n,71.0593
3,4.935E-10,3.135E-10,47.47,2k,100k,3.8n,71.1633
3,4.935E-10,3.135E-10,47.47,2k,100k,4.2n,71.347
3,4.935E-10,3.135E-10,47.47,2k,100k,4.7n,71.6214
3,4.935E-10,3.135E-10,47.47,2k,10k,2n,71.5214
3,4.935E-10,3.135E-10,47.47,2k,10k,2.3n,71.2503
3,4.935E-10,3.135E-10,47.47,2k,10k,2.5n,71.1369
3,4.935E-10,3.135E-10,47.47,2k,10k,2.7n,71.0663
3,4.935E-10,3.135E-10,47.47,2k,10k,2.9n,71.034
3,4.935E-10,3.135E-10,47.47,2k,10k,3.1n,71.0323
3,4.935E-10,3.135E-10,47.47,2k,10k,3.3n,71.0562
3,4.935E-10,3.135E-10,47.47,2k,10k,3.5n,71.1025
3,4.935E-10,3.135E-10,47.47,2k,10k,3.8n,71.2029
3,4.935E-10,3.135E-10,47.47,2k,10k,4.2n,71.3824
3,4.935E-10,3.135E-10,47.47,2k,10k,4.7n,71.6521
3,4.935E-10,3.135E-10,47.47,2.5k,100k,2n,71.3474
3,4.935E-10,3.135E-10,47.47,2.5k,100k,2.3n,71.0802
3,4.935E-10,3.135E-10,47.47,2.5k,100k,2.5n,70.9702
3,4.935E-10,3.135E-10,47.47,2.5k,100k,2.7n,70.9028
3,4.935E-10,3.135E-10,47.47,2.5k,100k,2.9n,70.8739
3,4.935E-10,3.135E-10,47.47,2.5k,100k,3.1n,70.8757
3,4.935E-10,3.135E-10,47.47,2.5k,100k,3.3n,70.9028
3,4.935E-10,3.135E-10,47.47,2.5k,100k,3.5n,70.9523
3,4.935E-10,3.135E-10,47.47,2.5k,100k,3.8n,71.0574
3,4.935E-10,3.135E-10,47.47,2.5k,100k,4.2n,71.2426
3,4.935E-10,3.135E-10,47.47,2.5k,100k,4.7n,71.5185
3,4.935E-10,3.135E-10,47.47,2.5k,10k,2n,71.4077
3,4.935E-10,3.135E-10,47.47,2.5k,10k,2.3n,71.1381
3,4.935E-10,3.135E-10,47.47,2.5k,10k,2.5n,71.0257
3,4.935E-10,3.135E-10,47.47,2.5k,10k,2.7n,70.956
3,4.935E-10,3.135E-10,47.47,2.5k,10k,2.9n,70.9245
3,4.935E-10,3.135E-10,47.47,2.5k,10k,3.1n,70.9237
3,4.935E-10,3.135E-10,47.47,2.5k,10k,3.3n,70.9485
3,4.935E-10,3.135E-10,47.47,2.5k,10k,3.5n,70.9955
3,4.935E-10,3.135E-10,47.47,2.5k,10k,3.8n,71.0971
3,4.935E-10,3.135E-10,47.47,2.5k,10k,4.2n,71.278
3,4.935E-10,3.135E-10,47.47,2.5k,10k,4.7n,71.5491
3,4.935E-10,3.465E-10,46.53,2k,100k,2n,70.6662
3,4.935E-10,3.465E-10,46.53,2k,100k,2.3n,70.3919
3,4.935E-10,3.465E-10,46.53,2k,100k,2.5n,70.2761
3,4.935E-10,3.465E-10,46.53,2k,100k,2.7n,70.2067
3,4.935E-10,3.465E-10,46.53,2k,100k,2.9n,70.175
3,4.935E-10,3.465E-10,46.53,2k,100k,3.1n,70.1749
3,4.935E-10,3.465E-10,46.53,2k,100k,3.3n,70.2022
3,4.935E-10,3.465E-10,46.53,2k,100k,3.5n,70.2507
3,4.935E-10,3.465E-10,46.53,2k,100k,3.8n,70.3565
3,4.935E-10,3.465E-10,46.53,2k,100k,4.2n,70.5432
3,4.935E-10,3.465E-10,46.53,2k,100k,4.7n,70.8246
3,4.935E-10,3.465E-10,46.53,2k,10k,2n,70.7269
3,4.935E-10,3.465E-10,46.53,2k,10k,2.3n,70.4499
3,4.935E-10,3.465E-10,46.53,2k,10k,2.5n,70.3319
3,4.935E-10,3.465E-10,46.53,2k,10k,2.7n,70.2602
3,4.935E-10,3.465E-10,46.53,2k,10k,2.9n,70.2259
3,4.935E-10,3.465E-10,46.53,2k,10k,3.1n,70.2233
3,4.935E-10,3.465E-10,46.53,2k,10k,3.3n,70.2482
3,4.935E-10,3.465E-10,46.53,2k,10k,3.5n,70.2941
3,4.935E-10,3.465E-10,46.53,2k,10k,3.8n,70.3965
3,4.935E-10,3.465E-10,46.53,2k,10k,4.2n,70.5789
3,4.935E-10,3.465E-10,46.53,2k,10k,4.7n,70.8555
3,4.935E-10,3.465E-10,46.53,2.5k,100k,2n,70.5509
3,4.935E-10,3.465E-10,46.53,2.5k,100k,2.3n,70.2781
3,4.935E-10,3.465E-10,46.53,2.5k,100k,2.5n,70.1632
3,4.935E-10,3.465E-10,46.53,2.5k,100k,2.7n,70.0947
3,4.935E-10,3.465E-10,46.53,2.5k,100k,2.9n,70.064
3,4.935E-10,3.465E-10,46.53,2.5k,100k,3.1n,70.0647
3,4.935E-10,3.465E-10,46.53,2.5k,100k,3.3n,70.0929
3,4.935E-10,3.465E-10,46.53,2.5k,100k,3.5n,70.1422
3,4.935E-10,3.465E-10,46.53,2.5k,100k,3.8n,70.2492
3,4.935E-10,3.465E-10,46.53,2.5k,100k,4.2n,70.4373
3,4.935E-10,3.465E-10,46.53,2.5k,100k,4.7n,70.7202
3,4.935E-10,3.465E-10,46.53,2.5k,10k,2n,70.6117
3,4.935E-10,3.465E-10,46.53,2.5k,10k,2.3n,70.3361
3,4.935E-10,3.465E-10,46.53,2.5k,10k,2.5n,70.2191
3,4.935E-10,3.465E-10,46.53,2.5k,10k,2.7n,70.1483
3,4.935E-10,3.465E-10,46.53,2.5k,10k,2.9n,70.1149
3,4.935E-10,3.465E-10,46.53,2.5k,10k,3.1n,70.1132
3,4.935E-10,3.465E-10,46.53,2.5k,10k,3.3n,70.1389
3,4.935E-10,3.465E-10,46.53,2.5k,10k,3.5n,70.1857
3,4.935E-10,3.465E-10,46.53,2.5k,10k,3.8n,70.2892
3,4.935E-10,3.465E-10,46.53,2.5k,10k,4.2n,70.473
3,4.935E-10,3.465E-10,46.53,2.5k,10k,4.7n,70.7511
3,4.935E-10,3.465E-10,47.47,2k,100k,2n,70.7373
3,4.935E-10,3.465E-10,47.47,2k,100k,2.3n,70.4791
3,4.935E-10,3.465E-10,47.47,2k,100k,2.5n,70.3734
3,4.935E-10,3.465E-10,47.47,2k,100k,2.7n,70.3134
3,4.935E-10,3.465E-10,47.47,2k,100k,2.9n,70.2901
3,4.935E-10,3.465E-10,47.47,2k,100k,3.1n,70.2978
3,4.935E-10,3.465E-10,47.47,2k,100k,3.3n,70.3321
3,4.935E-10,3.465E-10,47.47,2k,100k,3.5n,70.3867
3,4.935E-10,3.465E-10,47.47,2k,100k,3.8n,70.5006
3,4.935E-10,3.465E-10,47.47,2k,100k,4.2n,70.6958
3,4.935E-10,3.465E-10,47.47,2k,100k,4.7n,70.9846
3,4.935E-10,3.465E-10,47.47,2k,10k,2n,70.7977
3,4.935E-10,3.465E-10,47.47,2k,10k,2.3n,70.5366
3,4.935E-10,3.465E-10,47.47,2k,10k,2.5n,70.4287
3,4.935E-10,3.465E-10,47.47,2k,10k,2.7n,70.3663
3,4.935E-10,3.465E-10,47.47,2k,10k,2.9n,70.3403
3,4.935E-10,3.465E-10,47.47,2k,10k,3.1n,70.3455
3,4.935E-10,3.465E-10,47.47,2k,10k,3.3n,70.3773
3,4.935E-10,3.465E-10,47.47,2k,10k,3.5n,70.4293
3,4.935E-10,3.465E-10,47.47,2k,10k,3.8n,70.5398
3,4.935E-10,3.465E-10,47.47,2k,10k,4.2n,70.7306
3,4.935E-10,3.465E-10,47.47,2k,10k,4.7n,71.0147
3,4.935E-10,3.465E-10,47.47,2.5k,100k,2n,70.6221
3,4.935E-10,3.465E-10,47.47,2.5k,100k,2.3n,70.3653
3,4.935E-10,3.465E-10,47.47,2.5k,100k,2.5n,70.2606
3,4.935E-10,3.465E-10,47.47,2.5k,100k,2.7n,70.2016
3,4.935E-10,3.465E-10,47.47,2.5k,100k,2.9n,70.1792
3,4.935E-10,3.465E-10,47.47,2.5k,100k,3.1n,70.1877
3,4.935E-10,3.465E-10,47.47,2.5k,100k,3.3n,70.2229
3,4.935E-10,3.465E-10,47.47,2.5k,100k,3.5n,70.2782
3,4.935E-10,3.465E-10,47.47,2.5k,100k,3.8n,70.3934
3,4.935E-10,3.465E-10,47.47,2.5k,100k,4.2n,70.5898
3,4.935E-10,3.465E-10,47.47,2.5k,100k,4.7n,70.8803
3,4.935E-10,3.465E-10,47.47,2.5k,10k,2n,70.6825
3,4.935E-10,3.465E-10,47.47,2.5k,10k,2.3n,70.4228
3,4.935E-10,3.465E-10,47.47,2.5k,10k,2.5n,70.3159
3,4.935E-10,3.465E-10,47.47,2.5k,10k,2.7n,70.2545
3,4.935E-10,3.465E-10,47.47,2.5k,10k,2.9n,70.2294
3,4.935E-10,3.465E-10,47.47,2.5k,10k,3.1n,70.2354
3,4.935E-10,3.465E-10,47.47,2.5k,10k,3.3n,70.2681
3,4.935E-10,3.465E-10,47.47,2.5k,10k,3.5n,70.3209
3,4.935E-10,3.465E-10,47.47,2.5k,10k,3.8n,70.4326
3,4.935E-10,3.465E-10,47.47,2.5k,10k,4.2n,70.6247
3,4.935E-10,3.465E-10,47.47,2.5k,10k,4.7n,70.9103
