mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,889301,66.2427,81.4173,100k
0db,1m,1,47p,891126,65.9848,81.4173,100k
0db,1m,1,100p,893135,65.6896,81.4173,100k
0db,1m,1,220p,897256,65.0116,81.4173,100k
0db,1m,1,470p,903643,63.585,81.4173,100k
0db,1m,1,1n,906199,60.7763,81.4173,100k
0db,1m,1,1.5n,896588,58.7536,81.4173,100k
0db,1m,1,2.2n,873176,57.0717,81.4173,100k
0db,1m,1,2.7n,854926,56.4907,81.4173,100k
0db,1m,1,3.3n,834369,56.2233,81.4173,100k
0db,1m,1,4.7n,796118,56.5021,81.4173,100k
0db,1m,2,1f,889301,66.2427,81.4173,100k
0db,1m,2,47p,891172,65.9849,81.4173,100k
0db,1m,2,100p,893345,65.6902,81.4173,100k
0db,1m,2,220p,898302,65.0127,81.4173,100k
0db,1m,2,470p,908765,63.5537,81.4173,100k
0db,1m,2,1n,932015,60.2188,81.4173,100k
0db,1m,2,1.5n,955067,56.7414,81.4173,100k
0db,1m,2,2.2n,988323,51.2821,81.4173,100k
0db,1m,2,2.7n,1.01121E+06,46.9863,81.4173,100k
0db,1m,2,3.3n,1.03504E+06,41.5326,81.4173,100k
0db,1m,2,4.7n,1.05807E+06,29.3948,81.4173,100k
0db,1k,1,1f,889238,65.9644,81.4173,100k
0db,1k,1,47p,891063,65.706,81.4173,100k
0db,1k,1,100p,893069,65.4102,81.4173,100k
0db,1k,1,220p,897189,64.731,81.4173,100k
0db,1k,1,470p,903574,63.3025,81.4173,100k
0db,1k,1,1n,906131,60.4933,81.4173,100k
0db,1k,1,1.5n,896523,58.4736,81.4173,100k
0db,1k,1,2.2n,873120,56.7989,81.4173,100k
0db,1k,1,2.7n,854875,56.2234,81.4173,100k
0db,1k,1,3.3n,834322,55.9623,81.4173,100k
0db,1k,1,4.7n,796078,56.2528,81.4173,100k
0db,1k,2,1f,889238,65.9644,81.4173,100k
0db,1k,2,47p,891109,65.706,81.4173,100k
0db,1k,2,100p,893279,65.4108,81.4173,100k
0db,1k,2,220p,898235,64.7317,81.4173,100k
0db,1k,2,470p,908695,63.2696,81.4173,100k
0db,1k,2,1n,931936,59.9279,81.4173,100k
0db,1k,2,1.5n,954976,56.444,81.4173,100k
0db,1k,2,2.2n,988216,50.9756,81.4173,100k
0db,1k,2,2.7n,1.01109E+06,46.6737,81.4173,100k
0db,1k,2,3.3n,1.03491E+06,41.214,81.4173,100k
0db,1k,2,4.7n,1.05795E+06,29.071,81.4173,100k
0db,2.5k,1,1f,889019,65.5513,81.4173,100k
0db,2.5k,1,47p,890842,65.2921,81.4173,100k
0db,2.5k,1,100p,892840,64.9957,81.4173,100k
0db,2.5k,1,220p,896956,64.3148,81.4173,100k
0db,2.5k,1,470p,903335,62.8839,81.4173,100k
0db,2.5k,1,1n,905892,60.0744,81.4173,100k
0db,2.5k,1,1.5n,896296,58.0595,81.4173,100k
0db,2.5k,1,2.2n,872920,56.3951,81.4173,100k
0db,2.5k,1,2.7n,854694,55.8275,81.4173,100k
0db,2.5k,1,3.3n,834158,55.5754,81.4173,100k
0db,2.5k,1,4.7n,795939,55.8827,81.4173,100k
0db,2.5k,2,1f,889019,65.5513,81.4173,100k
0db,2.5k,2,47p,890887,65.2921,81.4173,100k
0db,2.5k,2,100p,893050,64.9961,81.4173,100k
0db,2.5k,2,220p,898000,64.315,81.4173,100k
0db,2.5k,2,470p,908450,62.8487,81.4173,100k
0db,2.5k,2,1n,931658,59.498,81.4173,100k
0db,2.5k,2,1.5n,954662,56.0057,81.4173,100k
0db,2.5k,2,2.2n,987835,50.5267,81.4173,100k
0db,2.5k,2,2.7n,1.01066E+06,46.2185,81.4173,100k
0db,2.5k,2,3.3n,1.03444E+06,40.7534,81.4173,100k
0db,2.5k,2,4.7n,1.05748E+06,28.6076,81.4173,100k
0db,2.571k,1,1f,889004,65.5319,81.4173,100k
0db,2.571k,1,47p,890828,65.2726,81.4173,100k
0db,2.571k,1,100p,892825,64.9762,81.4173,100k
0db,2.571k,1,220p,896941,64.2952,81.4173,100k
0db,2.571k,1,470p,903320,62.8643,81.4173,100k
0db,2.571k,1,1n,905877,60.0547,81.4173,100k
0db,2.571k,1,1.5n,896282,58.0401,81.4173,100k
0db,2.571k,1,2.2n,872908,56.3762,81.4173,100k
0db,2.571k,1,2.7n,854682,55.8089,81.4173,100k
0db,2.571k,1,3.3n,834147,55.5572,81.4173,100k
0db,2.571k,1,4.7n,795930,55.8653,81.4173,100k
0db,2.571k,2,1f,889004,65.5319,81.4173,100k
0db,2.571k,2,47p,890873,65.2727,81.4173,100k
0db,2.571k,2,100p,893035,64.9766,81.4173,100k
0db,2.571k,2,220p,897985,64.2954,81.4173,100k
0db,2.571k,2,470p,908434,62.8289,81.4173,100k
0db,2.571k,2,1n,931640,59.4778,81.4173,100k
0db,2.571k,2,1.5n,954642,55.9852,81.4173,100k
0db,2.571k,2,2.2n,987810,50.5058,81.4173,100k
0db,2.571k,2,2.7n,1.01064E+06,46.1974,81.4173,100k
0db,2.571k,2,3.3n,1.03441E+06,40.7321,81.4173,100k
0db,2.571k,2,4.7n,1.05745E+06,28.5863,81.4173,100k
0db,2.611k,1,1f,888996,65.5209,81.4173,100k
0db,2.611k,1,47p,890819,65.2617,81.4173,100k
0db,2.611k,1,100p,892817,64.9652,81.4173,100k
0db,2.611k,1,220p,896932,64.2842,81.4173,100k
0db,2.611k,1,470p,903311,62.8532,81.4173,100k
0db,2.611k,1,1n,905868,60.0437,81.4173,100k
0db,2.611k,1,1.5n,896274,58.0291,81.4173,100k
0db,2.611k,1,2.2n,872900,56.3655,81.4173,100k
0db,2.611k,1,2.7n,854676,55.7985,81.4173,100k
0db,2.611k,1,3.3n,834141,55.547,81.4173,100k
0db,2.611k,1,4.7n,795924,55.8555,81.4173,100k
0db,2.611k,2,1f,888996,65.5209,81.4173,100k
0db,2.611k,2,47p,890865,65.2617,81.4173,100k
0db,2.611k,2,100p,893026,64.9657,81.4173,100k
0db,2.611k,2,220p,897977,64.2844,81.4173,100k
0db,2.611k,2,470p,908425,62.8178,81.4173,100k
0db,2.611k,2,1n,931630,59.4665,81.4173,100k
0db,2.611k,2,1.5n,954630,55.9736,81.4173,100k
0db,2.611k,2,2.2n,987796,50.494,81.4173,100k
0db,2.611k,2,2.7n,1.01062E+06,46.1855,81.4173,100k
0db,2.611k,2,3.3n,1.0344E+06,40.7201,81.4173,100k
0db,2.611k,2,4.7n,1.05744E+06,28.5744,81.4173,100k
0db,1m,1,1f,888135,66.2298,81.2287,10k
0db,1m,1,47p,889935,65.9748,81.2287,10k
0db,1m,1,100p,891884,65.6837,81.2287,10k
0db,1m,1,220p,895950,65.0134,81.2287,10k
0db,1m,1,470p,902263,63.6035,81.2287,10k
0db,1m,1,1n,904866,60.825,81.2288,10k
0db,1m,1,1.5n,895483,58.817,81.2288,10k
0db,1m,1,2.2n,872463,57.1361,81.2288,10k
0db,1m,1,2.7n,854438,56.5495,81.2289,10k
0db,1m,1,3.3n,834070,56.2741,81.2289,10k
0db,1m,1,4.7n,796052,56.5363,81.229,10k
0db,1m,2,1f,888135,66.2298,81.2287,10k
0db,1m,2,47p,889996,65.9727,81.2287,10k
0db,1m,2,100p,892125,65.6796,81.2287,10k
0db,1m,2,220p,897054,65.0039,81.2287,10k
0db,1m,2,470p,907457,63.5493,81.2287,10k
0db,1m,2,1n,930523,60.2269,81.2287,10k
0db,1m,2,1.5n,953366,56.7655,81.2287,10k
0db,1m,2,2.2n,986241,51.3391,81.2287,10k
0db,1m,2,2.7n,1.00886E+06,47.0727,81.2287,10k
0db,1m,2,3.3n,1.03243E+06,41.6589,81.2286,10k
0db,1m,2,4.7n,1.05546E+06,29.5889,81.2286,10k
0db,1k,1,1f,888072,65.9519,81.2287,10k
0db,1k,1,47p,889872,65.6963,81.2287,10k
0db,1k,1,100p,891819,65.4047,81.2287,10k
0db,1k,1,220p,895884,64.7332,81.2287,10k
0db,1k,1,470p,902195,63.3215,81.2287,10k
0db,1k,1,1n,904798,60.5424,81.2288,10k
0db,1k,1,1.5n,895419,58.5374,81.2288,10k
0db,1k,1,2.2n,872407,56.8635,81.2288,10k
0db,1k,1,2.7n,854386,56.2824,81.2289,10k
0db,1k,1,3.3n,834024,56.0132,81.2289,10k
0db,1k,1,4.7n,796012,56.287,81.229,10k
0db,1k,2,1f,888072,65.9519,81.2287,10k
0db,1k,2,47p,889933,65.6941,81.2287,10k
0db,1k,2,100p,892059,65.4005,81.2287,10k
0db,1k,2,220p,896987,64.7233,81.2287,10k
0db,1k,2,470p,907387,63.2656,81.2287,10k
0db,1k,2,1n,930444,59.9365,81.2287,10k
0db,1k,2,1.5n,953277,56.4685,81.2287,10k
0db,1k,2,2.2n,986134,51.0332,81.2287,10k
0db,1k,2,2.7n,1.00874E+06,46.7608,81.2286,10k
0db,1k,2,3.3n,1.0323E+06,41.3411,81.2286,10k
0db,1k,2,4.7n,1.05534E+06,29.2659,81.2286,10k
0db,2.5k,1,1f,887853,65.5393,81.2287,10k
0db,2.5k,1,47p,889652,65.283,81.2287,10k
0db,2.5k,1,100p,891590,64.9907,81.2287,10k
0db,2.5k,1,220p,895651,64.3176,81.2287,10k
0db,2.5k,1,470p,901956,62.9035,81.2287,10k
0db,2.5k,1,1n,904559,60.1241,81.2288,10k
0db,2.5k,1,1.5n,895192,58.1237,81.2288,10k
0db,2.5k,1,2.2n,872208,56.46,81.2288,10k
0db,2.5k,1,2.7n,854205,55.8868,81.2289,10k
0db,2.5k,1,3.3n,833859,55.6264,81.2289,10k
0db,2.5k,1,4.7n,795872,55.9169,81.229,10k
0db,2.5k,2,1f,887853,65.5393,81.2287,10k
0db,2.5k,2,47p,889712,65.2808,81.2287,10k
0db,2.5k,2,100p,891831,64.9864,81.2287,10k
0db,2.5k,2,220p,896754,64.3072,81.2287,10k
0db,2.5k,2,470p,907143,62.8453,81.2287,10k
0db,2.5k,2,1n,930167,59.5072,81.2287,10k
0db,2.5k,2,1.5n,952965,56.0309,81.2287,10k
0db,2.5k,2,2.2n,985755,50.5852,81.2287,10k
0db,2.5k,2,2.7n,1.00832E+06,46.3066,81.2286,10k
0db,2.5k,2,3.3n,1.03183E+06,40.8815,81.2286,10k
0db,2.5k,2,4.7n,1.05488E+06,28.8034,81.2286,10k
0db,2.571k,1,1f,887839,65.5199,81.2287,10k
0db,2.571k,1,47p,889637,65.2635,81.2287,10k
0db,2.571k,1,100p,891576,64.9712,81.2287,10k
0db,2.571k,1,220p,895636,64.2981,81.2287,10k
0db,2.571k,1,470p,901941,62.8839,81.2287,10k
0db,2.571k,1,1n,904544,60.1044,81.2288,10k
0db,2.571k,1,1.5n,895178,58.1043,81.2288,10k
0db,2.571k,1,2.2n,872195,56.4411,81.2288,10k
0db,2.571k,1,2.7n,854194,55.8682,81.2289,10k
0db,2.571k,1,3.3n,833849,55.6082,81.2289,10k
0db,2.571k,1,4.7n,795863,55.8995,81.229,10k
0db,2.571k,2,1f,887839,65.5199,81.2287,10k
0db,2.571k,2,47p,889698,65.2614,81.2287,10k
0db,2.571k,2,100p,891816,64.9669,81.2287,10k
0db,2.571k,2,220p,896739,64.2877,81.2287,10k
0db,2.571k,2,470p,907127,62.8256,81.2287,10k
0db,2.571k,2,1n,930150,59.4871,81.2287,10k
0db,2.571k,2,1.5n,952945,56.0105,81.2287,10k
0db,2.571k,2,2.2n,985731,50.5643,81.2287,10k
0db,2.571k,2,2.7n,1.00829E+06,46.2855,81.2286,10k
0db,2.571k,2,3.3n,1.0318E+06,40.8603,81.2286,10k
0db,2.571k,2,4.7n,1.05485E+06,28.7822,81.2286,10k
0db,2.611k,1,1f,887831,65.509,81.2287,10k
0db,2.611k,1,47p,889629,65.2526,81.2287,10k
0db,2.611k,1,100p,891567,64.9603,81.2287,10k
0db,2.611k,1,220p,895628,64.2871,81.2287,10k
0db,2.611k,1,470p,901932,62.8728,81.2287,10k
0db,2.611k,1,1n,904535,60.0934,81.2288,10k
0db,2.611k,1,1.5n,895169,58.0934,81.2288,10k
0db,2.611k,1,2.2n,872188,56.4304,81.2288,10k
0db,2.611k,1,2.7n,854187,55.8577,81.2289,10k
0db,2.611k,1,3.3n,833843,55.598,81.2289,10k
0db,2.611k,1,4.7n,795858,55.8897,81.229,10k
0db,2.611k,2,1f,887831,65.509,81.2287,10k
0db,2.611k,2,47p,889690,65.2504,81.2287,10k
0db,2.611k,2,100p,891808,64.956,81.2287,10k
0db,2.611k,2,220p,896730,64.2767,81.2287,10k
0db,2.611k,2,470p,907118,62.8144,81.2287,10k
0db,2.611k,2,1n,930139,59.4758,81.2287,10k
0db,2.611k,2,1.5n,952933,55.9989,81.2287,10k
0db,2.611k,2,2.2n,985717,50.5526,81.2287,10k
0db,2.611k,2,2.7n,1.00828E+06,46.2737,81.2286,10k
0db,2.611k,2,3.3n,1.03179E+06,40.8483,81.2286,10k
0db,2.611k,2,4.7n,1.05483E+06,28.7703,81.2286,10k
3db,1m,1,1f,872337,73.8516,77.9231,100k
3db,1m,1,47p,874264,73.5832,77.9231,100k
3db,1m,1,100p,876334,73.2784,77.9231,100k
3db,1m,1,220p,880579,72.583,77.9231,100k
3db,1m,1,470p,887180,71.1397,77.9231,100k
3db,1m,1,1n,889922,68.3817,77.9231,100k
3db,1m,1,1.5n,880106,66.4883,77.9231,100k
3db,1m,1,2.2n,855829,65.0459,77.9231,100k
3db,1m,1,2.7n,836753,64.6377,77.9231,100k
3db,1m,1,3.3n,815143,64.5592,77.9231,100k
3db,1m,1,4.7n,774544,65.1856,77.9231,100k
3db,1m,2,1f,872337,73.8516,77.9231,100k
3db,1m,2,47p,874312,73.5828,77.9231,100k
3db,1m,2,100p,876550,73.277,77.9231,100k
3db,1m,2,220p,881654,72.5741,77.9231,100k
3db,1m,2,470p,892472,71.061,77.9231,100k
3db,1m,2,1n,916671,67.604,77.9231,100k
3db,1m,2,1.5n,940749,64.0058,77.9231,100k
3db,1m,2,2.2n,975505,58.3799,77.9231,100k
3db,1m,2,2.7n,999739,53.9602,77.9231,100k
3db,1m,2,3.3n,1.02535E+06,48.3642,77.9231,100k
3db,1m,2,4.7n,1.05122E+06,36.0961,77.923,100k
3db,1k,1,1f,872270,73.5791,77.9231,100k
3db,1k,1,47p,874197,73.3102,77.9231,100k
3db,1k,1,100p,876266,73.0048,77.9231,100k
3db,1k,1,220p,880510,72.3081,77.9231,100k
3db,1k,1,470p,887109,70.863,77.9231,100k
3db,1k,1,1n,889851,68.1044,77.9231,100k
3db,1k,1,1.5n,880039,66.214,77.9231,100k
3db,1k,1,2.2n,855771,64.779,77.9231,100k
3db,1k,1,2.7n,836700,64.3766,77.9231,100k
3db,1k,1,3.3n,815095,64.3047,77.9231,100k
3db,1k,1,4.7n,774504,64.9435,77.9231,100k
3db,1k,2,1f,872270,73.5791,77.9231,100k
3db,1k,2,47p,874245,73.3097,77.9231,100k
3db,1k,2,100p,876482,73.0033,77.9231,100k
3db,1k,2,220p,881584,72.299,77.9231,100k
3db,1k,2,470p,892398,70.7827,77.9231,100k
3db,1k,2,1n,916587,67.3187,77.9231,100k
3db,1k,2,1.5n,940654,63.7137,77.9231,100k
3db,1k,2,2.2n,975394,58.0782,77.9231,100k
3db,1k,2,2.7n,999615,53.6522,77.9231,100k
3db,1k,2,3.3n,1.02521E+06,48.0501,77.9231,100k
3db,1k,2,4.7n,1.05108E+06,35.7759,77.923,100k
3db,2.5k,1,1f,872037,73.176,77.9231,100k
3db,2.5k,1,47p,873962,72.9062,77.9231,100k
3db,2.5k,1,100p,876029,72.6,77.9231,100k
3db,2.5k,1,220p,880269,71.9017,77.9231,100k
3db,2.5k,1,470p,886861,70.4541,77.9231,100k
3db,2.5k,1,1n,889603,67.6952,77.9231,100k
3db,2.5k,1,1.5n,879804,65.8096,77.9231,100k
3db,2.5k,1,2.2n,855565,64.3851,77.9231,100k
3db,2.5k,1,2.7n,836513,63.9909,77.9231,100k
3db,2.5k,1,3.3n,814926,63.9283,77.9231,100k
3db,2.5k,1,4.7n,774364,64.5847,77.9231,100k
3db,2.5k,2,1f,872037,73.176,77.9231,100k
3db,2.5k,2,47p,874010,72.9058,77.9231,100k
3db,2.5k,2,100p,876244,72.5984,77.9231,100k
3db,2.5k,2,220p,881341,71.892,77.9231,100k
3db,2.5k,2,470p,892137,70.3717,77.9231,100k
3db,2.5k,2,1n,916290,66.8986,77.9231,100k
3db,2.5k,2,1.5n,940316,63.2852,77.9231,100k
3db,2.5k,2,2.2n,974997,57.6384,77.9231,100k
3db,2.5k,2,2.7n,999169,53.2057,77.9231,100k
3db,2.5k,2,3.3n,1.0247E+06,47.5992,77.9231,100k
3db,2.5k,2,4.7n,1.05058E+06,35.3212,77.923,100k
3db,2.571k,1,1f,872022,73.1571,77.9231,100k
3db,2.571k,1,47p,873947,72.8873,77.9231,100k
3db,2.571k,1,100p,876014,72.581,77.9231,100k
3db,2.571k,1,220p,880253,71.8826,77.9231,100k
3db,2.571k,1,470p,886845,70.4349,77.9231,100k
3db,2.571k,1,1n,889587,67.676,77.9231,100k
3db,2.571k,1,1.5n,879789,65.7906,77.9231,100k
3db,2.571k,1,2.2n,855552,64.3666,77.9231,100k
3db,2.571k,1,2.7n,836501,63.9728,77.9231,100k
3db,2.571k,1,3.3n,814915,63.9106,77.9231,100k
3db,2.571k,1,4.7n,774355,64.5678,77.9231,100k
3db,2.571k,2,1f,872022,73.1571,77.9231,100k
3db,2.571k,2,47p,873995,72.8868,77.9231,100k
3db,2.571k,2,100p,876229,72.5795,77.9231,100k
3db,2.571k,2,220p,881326,71.873,77.9231,100k
3db,2.571k,2,470p,892120,70.3524,77.9231,100k
3db,2.571k,2,1n,916271,66.8789,77.9231,100k
3db,2.571k,2,1.5n,940295,63.2652,77.9231,100k
3db,2.571k,2,2.2n,974972,57.618,77.9231,100k
3db,2.571k,2,2.7n,999140,53.1851,77.9231,100k
3db,2.571k,2,3.3n,1.02466E+06,47.5785,77.9231,100k
3db,2.571k,2,4.7n,1.05055E+06,35.3005,77.923,100k
3db,2.611k,1,1f,872013,73.1464,77.9231,100k
3db,2.611k,1,47p,873938,72.8766,77.9231,100k
3db,2.611k,1,100p,876005,72.5703,77.9231,100k
3db,2.611k,1,220p,880244,71.8719,77.9231,100k
3db,2.611k,1,470p,886836,70.4241,77.9231,100k
3db,2.611k,1,1n,889578,67.6652,77.9231,100k
3db,2.611k,1,1.5n,879780,65.78,77.9231,100k
3db,2.611k,1,2.2n,855544,64.3563,77.9231,100k
3db,2.611k,1,2.7n,836494,63.9626,77.9231,100k
3db,2.611k,1,3.3n,814908,63.9007,77.9231,100k
3db,2.611k,1,4.7n,774350,64.5583,77.9231,100k
3db,2.611k,2,1f,872013,73.1464,77.9231,100k
3db,2.611k,2,47p,873986,72.8762,77.9231,100k
3db,2.611k,2,100p,876220,72.5688,77.9231,100k
3db,2.611k,2,220p,881317,71.8622,77.9231,100k
3db,2.611k,2,470p,892111,70.3416,77.9231,100k
3db,2.611k,2,1n,916260,66.8678,77.9231,100k
3db,2.611k,2,1.5n,940282,63.2539,77.9231,100k
3db,2.611k,2,2.2n,974957,57.6065,77.9231,100k
3db,2.611k,2,2.7n,999124,53.1735,77.9231,100k
3db,2.611k,2,3.3n,1.02464E+06,47.5668,77.9231,100k
3db,2.611k,2,4.7n,1.05053E+06,35.2888,77.923,100k
3db,1m,1,1f,871059,73.8512,77.7441,10k
3db,1m,1,47p,872960,73.5859,77.7441,10k
3db,1m,1,100p,875001,73.2846,77.7441,10k
3db,1m,1,220p,879189,72.5974,77.7442,10k
3db,1m,1,470p,885711,71.1712,77.7442,10k
3db,1m,1,1n,888498,68.4426,77.7442,10k
3db,1m,1,1.5n,878920,66.5618,77.7442,10k
3db,1m,1,2.2n,855054,65.1173,77.7443,10k
3db,1m,1,2.7n,836213,64.7019,77.7443,10k
3db,1m,1,3.3n,814807,64.6138,77.7443,10k
3db,1m,1,4.7n,774463,65.2215,77.7444,10k
3db,1m,2,1f,871059,73.8512,77.7441,10k
3db,1m,2,47p,873024,73.5832,77.7441,10k
3db,1m,2,100p,875248,73.2784,77.7441,10k
3db,1m,2,220p,880322,72.5777,77.7441,10k
3db,1m,2,470p,891046,71.0705,77.7441,10k
3db,1m,2,1n,915039,67.6281,77.7441,10k
3db,1m,2,1.5n,938891,64.0481,77.7441,10k
3db,1m,2,2.2n,973308,58.455,77.7441,10k
3db,1m,2,2.7n,997263,54.0666,77.7441,10k
3db,1m,2,3.3n,1.02252E+06,48.5179,77.7441,10k
3db,1m,2,4.7n,1.04839E+06,36.3213,77.7441,10k
