mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,519581,68.7561,81.2824,100k
0db,1m,1,47p,519940,68.6278,81.2824,100k
0db,1m,1,100p,520324,68.4828,81.2824,100k
0db,1m,1,220p,521114,68.1536,81.2824,100k
0db,1m,1,470p,522385,67.468,81.2824,100k
0db,1m,1,1n,523322,66.0564,81.2824,100k
0db,1m,1,1.5n,522068,64.8425,81.2824,100k
0db,1m,1,2.2n,517414,63.4321,81.2823,100k
0db,1m,1,2.7n,512639,62.6544,81.2823,100k
0db,1m,1,3.3n,506163,61.9534,81.2823,100k
0db,1m,1,4.7n,490370,61.0993,81.2823,100k
0db,1m,2,1f,519581,68.7561,81.2824,100k
0db,1m,2,47p,519948,68.6277,81.2824,100k
0db,1m,2,100p,520361,68.4825,81.2824,100k
0db,1m,2,220p,521292,68.1523,81.2824,100k
0db,1m,2,470p,523210,67.458,81.2824,100k
0db,1m,2,1n,527239,65.9562,81.2824,100k
0db,1m,2,1.5n,530928,64.5045,81.2823,100k
0db,1m,2,2.2n,535785,62.4223,81.2823,100k
0db,1m,2,2.7n,539052,60.9009,81.2823,100k
0db,1m,2,3.3n,542672,59.0447,81.2823,100k
0db,1m,2,4.7n,549351,54.6427,81.2822,100k
0db,1k,1,1f,519568,68.5931,81.2824,100k
0db,1k,1,47p,519927,68.4647,81.2824,100k
0db,1k,1,100p,520311,68.3195,81.2824,100k
0db,1k,1,220p,521101,67.9901,81.2824,100k
0db,1k,1,470p,522372,67.3041,81.2824,100k
0db,1k,1,1n,523309,65.8923,81.2824,100k
0db,1k,1,1.5n,522055,64.6788,81.2824,100k
0db,1k,1,2.2n,517402,63.2698,81.2823,100k
0db,1k,1,2.7n,512627,62.4936,81.2823,100k
0db,1k,1,3.3n,506152,61.7947,81.2823,100k
0db,1k,1,4.7n,490360,60.9454,81.2823,100k
0db,1k,2,1f,519568,68.5931,81.2824,100k
0db,1k,2,47p,519935,68.4645,81.2824,100k
0db,1k,2,100p,520348,68.3192,81.2824,100k
0db,1k,2,220p,521278,67.9887,81.2824,100k
0db,1k,2,470p,523197,67.2939,81.2824,100k
0db,1k,2,1n,527225,65.7908,81.2823,100k
0db,1k,2,1.5n,530914,64.338,81.2823,100k
0db,1k,2,2.2n,535770,62.2544,81.2823,100k
0db,1k,2,2.7n,539036,60.7321,81.2823,100k
0db,1k,2,3.3n,542656,58.8748,81.2823,100k
0db,1k,2,4.7n,549335,54.4707,81.2822,100k
0db,2.5k,1,1f,519524,68.35,81.2824,100k
0db,2.5k,1,47p,519882,68.2215,81.2824,100k
0db,2.5k,1,100p,520267,68.0762,81.2824,100k
0db,2.5k,1,220p,521056,67.7464,81.2824,100k
0db,2.5k,1,470p,522326,67.0598,81.2824,100k
0db,2.5k,1,1n,523264,65.6477,81.2824,100k
0db,2.5k,1,1.5n,522010,64.4349,81.2824,100k
0db,2.5k,1,2.2n,517359,63.0282,81.2823,100k
0db,2.5k,1,2.7n,512587,62.2541,81.2823,100k
0db,2.5k,1,3.3n,506113,61.5582,81.2823,100k
0db,2.5k,1,4.7n,490326,60.7161,81.2823,100k
0db,2.5k,2,1f,519524,68.35,81.2824,100k
0db,2.5k,2,47p,519890,68.2213,81.2824,100k
0db,2.5k,2,100p,520303,68.0758,81.2824,100k
0db,2.5k,2,220p,521234,67.7449,81.2824,100k
0db,2.5k,2,470p,523151,67.0493,81.2824,100k
0db,2.5k,2,1n,527177,65.5445,81.2823,100k
0db,2.5k,2,1.5n,530865,64.0901,81.2823,100k
0db,2.5k,2,2.2n,535719,62.0045,81.2823,100k
0db,2.5k,2,2.7n,538983,60.4809,81.2823,100k
0db,2.5k,2,3.3n,542602,58.6222,81.2823,100k
0db,2.5k,2,4.7n,549278,54.2157,81.2822,100k
0db,2.571k,1,1f,519521,68.3385,81.2824,100k
0db,2.571k,1,47p,519879,68.21,81.2824,100k
0db,2.571k,1,100p,520264,68.0647,81.2824,100k
0db,2.571k,1,220p,521054,67.7349,81.2824,100k
0db,2.571k,1,470p,522324,67.0483,81.2824,100k
0db,2.571k,1,1n,523261,65.6362,81.2824,100k
0db,2.571k,1,1.5n,522007,64.4234,81.2824,100k
0db,2.571k,1,2.2n,517356,63.0168,81.2823,100k
0db,2.571k,1,2.7n,512584,62.2429,81.2823,100k
0db,2.571k,1,3.3n,506110,61.5471,81.2823,100k
0db,2.571k,1,4.7n,490323,60.7053,81.2823,100k
0db,2.571k,2,1f,519521,68.3385,81.2824,100k
0db,2.571k,2,47p,519888,68.2098,81.2824,100k
0db,2.571k,2,100p,520300,68.0643,81.2824,100k
0db,2.571k,2,220p,521231,67.7334,81.2824,100k
0db,2.571k,2,470p,523148,67.0377,81.2824,100k
0db,2.571k,2,1n,527174,65.5329,81.2823,100k
0db,2.571k,2,1.5n,530862,64.0785,81.2823,100k
