cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,836345,72.6899,78.4191
1,0,1m,47p,838373,72.432,78.4191
1,0,1m,100p,840674,72.1382,78.4191
1,0,1m,220p,845934,71.4614,78.4191
1,0,1m,470p,857290,69.9922,78.4191
1,0,1m,1n,883059,66.5869,78.4191
1,0,1m,2.2n,949642,57.0577,78.4191
1,0,1m,4.7n,1.04374E+06,31.9138,78.419
1,0,430,1f,836328,72.5767,78.4191
1,0,430,47p,838356,72.3186,78.4191
1,0,430,100p,840656,72.0245,78.4191
1,0,430,220p,845916,71.347,78.4191
1,0,430,470p,857270,69.8763,78.4191
1,0,430,1n,883037,66.4677,78.4191
1,0,430,2.2n,949613,56.93,78.4191
1,0,430,4.7n,1.04371E+06,31.7745,78.419
1,6,1m,1f,837374,72.7022,78.5652
1,6,1m,47p,837826,72.6367,78.5652
1,6,1m,100p,838181,72.5632,78.5652
1,6,1m,220p,838366,72.4112,78.5652
1,6,1m,470p,836786,72.2114,78.5652
1,6,1m,1n,832218,72.1602,78.5652
1,6,1m,2.2n,828042,72.2978,78.5652
1,6,1m,4.7n,826187,72.4215,78.5652
1,6,430,1f,837357,72.5889,78.5652
1,6,430,47p,837810,72.5233,78.5652
1,6,430,100p,838164,72.4498,78.5652
1,6,430,220p,838349,72.2977,78.5652
1,6,430,470p,836770,72.0981,78.5652
1,6,430,1n,832202,72.0476,78.5652
1,6,430,2.2n,828026,72.1857,78.5652
1,6,430,4.7n,826171,72.3097,78.5652
1,12,1m,1f,837645,72.7055,78.604
1,12,1m,47p,837764,72.6889,78.604
1,12,1m,100p,837867,72.6702,78.604
1,12,1m,220p,837979,72.6298,78.604
1,12,1m,470p,837750,72.5656,78.604
1,12,1m,1n,836535,72.5229,78.604
1,12,1m,2.2n,834914,72.5547,78.604
1,12,1m,4.7n,834069,72.6009,78.604
1,12,430,1f,837628,72.5921,78.604
1,12,430,47p,837747,72.5755,78.604
1,12,430,100p,837850,72.5568,78.604
1,12,430,220p,837962,72.5164,78.604
1,12,430,470p,837733,72.4523,78.604
1,12,430,1n,836518,72.4097,78.604
1,12,430,2.2n,834898,72.4417,78.604
1,12,430,4.7n,834052,72.488,78.604
2,0,1m,1f,840744,72.7434,79.0595
2,0,1m,47p,842815,72.4828,79.0595
2,0,1m,100p,845165,72.186,79.0595
2,0,1m,220p,850539,71.502,79.0595
2,0,1m,470p,862283,70.0116,79.0595
2,0,1m,1n,888852,66.554,79.0595
2,0,1m,2.2n,958313,56.7948,79.0595
2,0,1m,4.7n,1.05513E+06,30.9414,79.0595
2,0,430,1f,840727,72.6296,79.0595
2,0,430,47p,842798,72.3688,79.0595
2,0,430,100p,845148,72.0716,79.0595
2,0,430,220p,850521,71.3869,79.0595
2,0,430,470p,862264,69.895,79.0595
2,0,430,1n,888831,66.4339,79.0595
2,0,430,2.2n,958283,56.666,79.0595
2,0,430,4.7n,1.0551E+06,30.8005,79.0595
2,6,1m,1f,841777,72.7562,79.2163
2,6,1m,47p,842201,72.6904,79.2163
2,6,1m,100p,842435,72.6188,79.2163
2,6,1m,220p,842106,72.49,79.2163
2,6,1m,470p,839866,72.394,79.2163
2,6,1m,1n,836701,72.4425,79.2163
2,6,1m,2.2n,834791,72.5398,79.2163
2,6,1m,4.7n,834047,72.5992,79.2162
2,6,430,1f,841760,72.6423,79.2163
2,6,430,47p,842185,72.5765,79.2163
2,6,430,100p,842418,72.5048,79.2163
2,6,430,220p,842090,72.3761,79.2163
2,6,430,470p,839850,72.2803,79.2163
2,6,430,1n,836685,72.3292,79.2163
2,6,430,2.2n,834775,72.4268,79.2163
2,6,430,4.7n,834032,72.4864,79.2163
2,12,1m,1f,842052,72.7597,79.2584
2,12,1m,47p,842166,72.7429,79.2584
2,12,1m,100p,842246,72.7243,79.2584
2,12,1m,220p,842243,72.6874,79.2584
2,12,1m,470p,841748,72.6469,79.2584
2,12,1m,1n,840705,72.6474,79.2584
2,12,1m,2.2n,839911,72.6792,79.2584
2,12,1m,4.7n,839582,72.7025,79.2584
2,12,430,1f,842034,72.6457,79.2584
2,12,430,47p,842148,72.6289,79.2584
2,12,430,100p,842228,72.6103,79.2584
2,12,430,220p,842225,72.5734,79.2584
2,12,430,470p,841730,72.533,79.2584
2,12,430,1n,840687,72.5337,79.2584
2,12,430,2.2n,839893,72.5656,79.2584
2,12,430,4.7n,839564,72.5889,79.2584
