carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,848671,72.8453,80.3354
1,1m,47p,850820,72.58,80.3354
1,1m,100p,853317,72.276,80.3354
1,1m,220p,859057,71.5743,80.3354
1,1m,470p,871322,70.0517,80.3354
1,1m,1n,899677,66.4885,80.3354
1,1m,2.2n,975160,56.273,80.3354
1,1m,4.7n,1.08005E+06,28.7616,80.3353
1,430,1f,848653,72.7304,80.3354
1,430,47p,850802,72.4648,80.3354
1,430,100p,853298,72.1606,80.3354
1,430,220p,859038,71.4581,80.3354
1,430,470p,871302,69.9339,80.3354
1,430,1n,899654,66.367,80.3354
1,430,2.2n,975127,56.1419,80.3354
1,430,4.7n,1.08002E+06,28.6176,80.3353
2,1m,1f,847864,72.8503,80.2329
2,1m,47p,850005,72.5855,80.2328
2,1m,100p,852470,72.2828,80.2328
2,1m,220p,858188,71.5827,80.2328
2,1m,470p,870392,70.0641,80.2328
2,1m,1n,898568,66.5129,80.2328
2,1m,2.2n,973488,56.3459,80.2328
2,1m,4.7n,1.07808E+06,28.9642,80.2328
2,430,1f,847846,72.7355,80.2329
2,430,47p,849988,72.4705,80.2328
2,430,100p,852452,72.1675,80.2328
2,430,220p,858169,71.4667,80.2328
2,430,470p,870372,69.9464,80.2328
2,430,1n,898546,66.3916,80.2328
2,430,2.2n,973456,56.215,80.2328
2,430,4.7n,1.07804E+06,28.8204,80.2328
