cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,801265,66.6679,80.1243
1,0,1m,47p,802933,66.4237,80.1243
1,0,1m,100p,804822,66.146,80.1243
1,0,1m,220p,809131,65.5079,80.1243
1,0,1m,470p,818391,64.131,80.1243
1,0,1m,1n,839024,60.9886,80.1243
1,0,1m,2.2n,890054,52.5641,80.1243
1,0,1m,4.7n,969343,30.7476,80.1243
1,0,430,1f,801251,66.5598,80.1243
1,0,430,47p,802919,66.3154,80.1243
1,0,430,100p,804808,66.0375,80.1243
1,0,430,220p,809116,65.3988,80.1243
1,0,430,470p,818375,64.0207,80.1243
1,0,430,1n,839006,60.8757,80.1243
1,0,430,2.2n,890031,52.4447,80.1243
1,0,430,4.7n,969314,30.6187,80.1243
1,6,1m,1f,802179,66.6772,80.2733
1,6,1m,47p,802552,66.6153,80.2733
1,6,1m,100p,802846,66.5461,80.2733
1,6,1m,220p,803012,66.4031,80.2733
1,6,1m,470p,801721,66.2122,80.2733
1,6,1m,1n,797766,66.1605,80.2733
1,6,1m,2.2n,793911,66.3025,80.2733
1,6,1m,4.7n,792209,66.4306,80.2733
1,6,430,1f,802164,66.569,80.2733
1,6,430,47p,802537,66.507,80.2733
1,6,430,100p,802832,66.4378,80.2733
1,6,430,220p,802998,66.2948,80.2733
1,6,430,470p,801707,66.1041,80.2733
1,6,430,1n,797752,66.0529,80.2733
1,6,430,2.2n,793897,66.1954,80.2733
1,6,430,4.7n,792195,66.3237,80.2733
1,12,1m,1f,802419,66.6797,80.3129
1,12,1m,47p,802516,66.664,80.3129
1,12,1m,100p,802602,66.6464,80.3129
1,12,1m,220p,802697,66.6084,80.3129
1,12,1m,470p,802515,66.5476,80.3129
1,12,1m,1n,801483,66.5058,80.3129
1,12,1m,2.2n,800036,66.5375,80.3129
1,12,1m,4.7n,799262,66.5852,80.3129
1,12,430,1f,802404,66.5714,80.3129
1,12,430,47p,802502,66.5558,80.3129
1,12,430,100p,802587,66.5381,80.3129
1,12,430,220p,802682,66.5001,80.3129
1,12,430,470p,802500,66.4394,80.3129
1,12,430,1n,801469,66.3977,80.3129
1,12,430,2.2n,800021,66.4296,80.3129
1,12,430,4.7n,799247,66.4774,80.3129
2,0,1m,1f,805166,66.7085,80.7777
2,0,1m,47p,806868,66.462,80.7777
2,0,1m,100p,808795,66.1815,80.7777
2,0,1m,220p,813201,65.5366,80.7777
2,0,1m,470p,822761,64.1415,80.7777
2,0,1m,1n,844010,60.9547,80.7777
2,0,1m,2.2n,897021,52.3577,80.7776
2,0,1m,4.7n,978957,29.9772,80.7776
2,0,430,1f,805152,66.5999,80.7777
2,0,430,47p,806853,66.3531,80.7777
2,0,430,100p,808780,66.0724,80.7777
2,0,430,220p,813186,65.427,80.7777
2,0,430,470p,822745,64.0306,80.7777
2,0,430,1n,843991,60.841,80.7777
2,0,430,2.2n,896997,52.2374,80.7776
2,0,430,4.7n,978926,29.8471,80.7776
2,6,1m,1f,806082,66.7183,80.9377
2,6,1m,47p,806432,66.6563,80.9377
2,6,1m,100p,806628,66.5889,80.9377
2,6,1m,220p,806372,66.4672,80.9377
2,6,1m,470p,804481,66.3736,80.9377
2,6,1m,1n,801666,66.4217,80.9377
2,6,1m,2.2n,799919,66.5218,80.9377
2,6,1m,4.7n,799238,66.5834,80.9376
2,6,430,1f,806067,66.6096,80.9377
2,6,430,47p,806417,66.5475,80.9377
2,6,430,100p,806613,66.4801,80.9377
2,6,430,220p,806358,66.3585,80.9377
2,6,430,470p,804466,66.265,80.9377
2,6,430,1n,801651,66.3136,80.9377
2,6,430,2.2n,799905,66.4139,80.9377
2,6,430,4.7n,799224,66.4756,80.9376
2,12,1m,1f,806325,66.721,80.9807
2,12,1m,47p,806419,66.7051,80.9807
2,12,1m,100p,806485,66.6876,80.9807
2,12,1m,220p,806487,66.6529,80.9807
2,12,1m,470p,806077,66.614,80.9807
2,12,1m,1n,805163,66.6143,80.9807
2,12,1m,2.2n,804441,66.6468,80.9807
2,12,1m,4.7n,804140,66.6709,80.9807
2,12,430,1f,806310,66.6122,80.9807
2,12,430,47p,806404,66.5964,80.9807
2,12,430,100p,806471,66.5788,80.9807
2,12,430,220p,806472,66.5441,80.9807
2,12,430,470p,806062,66.5052,80.9807
2,12,430,1n,805149,66.5057,80.9807
2,12,430,2.2n,804427,66.5383,80.9807
2,12,430,4.7n,804125,66.5624,80.9807
