carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,798931,69.7905,79.4359
1,1m,47p,800374,69.5582,79.4359
1,1m,100p,802008,69.2944,79.4359
1,1m,220p,805718,68.6899,79.4359
1,1m,470p,813524,67.3978,79.4359
1,1m,1n,830671,64.4947,79.4359
1,1m,2.2n,870853,57.0563,79.4359
1,1m,4.7n,931061,39.0875,79.4358
1,430,1f,798917,69.6829,79.4359
1,430,47p,800361,69.4503,79.4359
1,430,100p,801993,69.1863,79.4359
1,430,220p,805703,68.5814,79.4359
1,430,470p,813508,67.2882,79.4359
1,430,1n,830655,64.3829,79.4359
1,430,2.2n,870832,56.9394,79.4359
1,430,4.7n,931036,38.9633,79.4358
2,1m,1f,798265,69.8016,79.343
2,1m,47p,799704,69.5697,79.343
2,1m,100p,801331,69.3064,79.343
2,1m,220p,805030,68.7031,79.343
2,1m,470p,812791,67.4141,79.343
2,1m,1n,829876,64.5176,79.343
2,1m,2.2n,869848,57.1013,79.343
2,1m,4.7n,929788,39.1944,79.3429
2,430,1f,798250,69.694,79.343
2,430,47p,799690,69.462,79.343
2,430,100p,801317,69.1984,79.343
2,430,220p,805015,68.5947,79.343
2,430,470p,812775,67.3046,79.343
2,430,1n,829859,64.4059,79.343
2,430,2.2n,869827,56.9846,79.343
2,430,4.7n,929761,39.0704,79.3429
