cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,927549,68.9486,78.4191
1,0,1m,47p,930191,68.6369,78.4191
1,0,1m,100p,933193,68.2813,78.4191
1,0,1m,220p,940250,67.4547,78.4191
1,0,1m,470p,955386,65.6513,78.4191
1,0,1m,1n,990617,61.3804,78.4191
1,0,1m,2.2n,1.08467E+06,48.7982,78.4191
1,0,1m,4.7n,1.16464E+06,19.3743,78.419
1,0,430,1f,927526,68.8237,78.4191
1,0,430,47p,930167,68.5117,78.4191
1,0,430,100p,933169,68.1556,78.4191
1,0,430,220p,940224,67.3282,78.4191
1,0,430,470p,955358,65.5228,78.4191
1,0,430,1n,990585,61.2474,78.4191
1,0,430,2.2n,1.08462E+06,48.6538,78.4191
1,0,430,4.7n,1.1646E+06,19.2203,78.419
1,6,1m,1f,928672,68.9573,78.5652
1,6,1m,47p,929258,68.8785,78.5652
1,6,1m,100p,929707,68.7913,78.5652
1,6,1m,220p,929888,68.6179,78.5652
1,6,1m,470p,927802,68.421,78.5652
1,6,1m,1n,922563,68.4226,78.5652
1,6,1m,2.2n,918135,68.5962,78.5652
1,6,1m,4.7n,916221,68.7269,78.5652
1,6,430,1f,928650,68.8322,78.5652
1,6,430,47p,929235,68.7533,78.5652
1,6,430,100p,929684,68.666,78.5652
1,6,430,220p,929865,68.4927,78.5652
1,6,430,470p,927780,68.296,78.5652
1,6,430,1n,922541,68.2983,78.5652
1,6,430,2.2n,918113,68.4725,78.5652
1,6,430,4.7n,916199,68.6035,78.5652
1,12,1m,1f,928968,68.9596,78.604
1,12,1m,47p,929121,68.9396,78.604
1,12,1m,100p,929254,68.9173,78.604
1,12,1m,220p,929387,68.8704,78.604
1,12,1m,470p,929062,68.8023,78.604
1,12,1m,1n,927603,68.7727,78.604
1,12,1m,2.2n,925878,68.8198,78.604
1,12,1m,4.7n,925025,68.8697,78.604
1,12,430,1f,928945,68.8345,78.604
1,12,430,47p,929099,68.8145,78.604
1,12,430,100p,929231,68.7921,78.604
1,12,430,220p,929364,68.7452,78.604
1,12,430,470p,929040,68.6772,78.604
1,12,430,1n,927581,68.6478,78.604
1,12,430,2.2n,925856,68.6951,78.604
1,12,430,4.7n,925003,68.7451,78.604
2,0,1m,1f,932350,68.9866,79.0595
2,0,1m,47p,935092,68.6706,79.0595
2,0,1m,100p,938234,68.3092,79.0595
2,0,1m,220p,945450,67.473,79.0595
2,0,1m,470p,961088,65.6426,79.0595
2,0,1m,1n,997422,61.3003,79.0595
2,0,1m,2.2n,1.09582E+06,48.3626,79.0595
2,0,1m,4.7n,1.17549E+06,18.3114,79.0595
2,0,430,1f,932327,68.861,79.0595
2,0,430,47p,935068,68.5447,79.0595
2,0,430,100p,938210,68.1828,79.0595
2,0,430,220p,945425,67.3457,79.0595
2,0,430,470p,961061,65.5133,79.0595
2,0,430,1n,997391,61.1664,79.0595
2,0,430,2.2n,1.09577E+06,48.2166,79.0595
2,0,430,4.7n,1.17545E+06,18.1559,79.0595
2,6,1m,1f,933482,68.9957,79.2163
2,6,1m,47p,934043,68.9165,79.2163
2,6,1m,100p,934334,68.8326,79.2163
2,6,1m,220p,933837,68.6942,79.2163
2,6,1m,470p,931100,68.6214,79.2163
2,6,1m,1n,927698,68.7015,79.2163
2,6,1m,2.2n,925764,68.8083,79.2163
2,6,1m,4.7n,925012,68.8686,79.2162
2,6,430,1f,933459,68.87,79.2163
2,6,430,47p,934020,68.7907,79.2163
2,6,430,100p,934311,68.7067,79.2163
2,6,430,220p,933815,68.5684,79.2163
2,6,430,470p,931078,68.496,79.2163
2,6,430,1n,927676,68.5765,79.2163
2,6,430,2.2n,925743,68.6835,79.2163
2,6,430,4.7n,924991,68.744,79.2163
2,12,1m,1f,933790,68.998,79.2584
2,12,1m,47p,933941,68.9778,79.2584
2,12,1m,100p,934043,68.9557,79.2584
2,12,1m,220p,934023,68.9145,79.2584
2,12,1m,470p,933377,68.8777,79.2584
2,12,1m,1n,932212,68.8898,79.2584
2,12,1m,2.2n,931399,68.9267,79.2584
2,12,1m,4.7n,931067,68.9508,79.2584
2,12,430,1f,933765,68.8723,79.2584
2,12,430,47p,933916,68.852,79.2584
2,12,430,100p,934019,68.83,79.2584
2,12,430,220p,933998,68.7887,79.2584
2,12,430,470p,933353,68.752,79.2584
2,12,430,1n,932188,68.7643,79.2584
2,12,430,2.2n,931376,68.8013,79.2584
2,12,430,4.7n,931044,68.8254,79.2584
