col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
-13.6697782,-0.0153507991,-13.6697782,0.0,-13.6697782,-0.0153507391,-13.6697782,-0.165845312,-13.6697782,-0.0268842771,-13.6697782,0.0279047662
