tb_loop_bufferfissa__cm560p_r1.69k	0	0
tb_loop_bufferfissa__cm470p_r1.69k	0	0
tb_loop_bufferfissa__cm680p_r1.69k	0	0
tb_loop_bufferfissa__cm820p_r1.69k	0	0
tb_loop_bufferfissa__cm1n_r1.69k	0	0
tb_loop_bufferfissa__cm1.2n_r1.69k	0	1
tb_loop_bufferfissa__cm470p_r1.33k	0	1
tb_loop_bufferfissa__cm560p_r1.33k	0	1
tb_loop_bufferfissa__cm820p_r1.33k	0	1
tb_loop_bufferfissa__cm680p_r1.33k	0	1
tb_loop_bufferfissa__cm1.2n_r1.33k	0	1
tb_loop_bufferfissa__cm1n_r1.33k	0	1
tb_loop__cm470p_r1.69k	0	7
tb_loop__cm560p_r1.69k	0	7
tb_loop__cm680p_r1.69k	0	7
tb_loop__cm820p_r1.69k	0	7
tb_loop__cm1n_r1.69k	0	8
tb_loop__cm1.2n_r1.69k	0	8
tb_loop__cm560p_r1.33k	0	8
tb_loop__cm470p_r1.33k	0	8
tb_loop__cm1.2n_r1.33k	0	8
tb_loop__cm820p_r1.33k	0	8
tb_loop__cm680p_r1.33k	0	8
tb_loop__cm1n_r1.33k	0	8
tb_loop_blockA__cm470p_r1.69k	0	8
tb_loop_blockA__cm560p_r1.69k	0	8
tb_loop_blockA__cm1n_r1.69k	0	9
tb_loop_blockA__cm680p_r1.69k	0	9
tb_loop_blockA__cm820p_r1.69k	0	9
tb_loop_blockA__cm1.2n_r1.69k	0	9
tb_loop_blockA__cm470p_r1.33k	0	9
tb_loop_blockA__cm1.2n_r1.33k	0	9
tb_loop_blockA__cm1n_r1.33k	0	9
tb_loop_blockA__cm680p_r1.33k	0	9
tb_loop_blockA__cm560p_r1.33k	0	9
tb_loop_blockA__cm820p_r1.33k	0	9
