mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,614417,69.6996,80.7637,100k
0db,1m,1,47p,615021,69.5414,80.7637,100k
0db,1m,1,100p,615669,69.3624,80.7637,100k
0db,1m,1,220p,617010,68.9547,80.7637,100k
0db,1m,1,470p,619193,68.1032,80.7637,100k
0db,1m,1,1n,620663,66.3683,80.7637,100k
0db,1m,1,1.5n,618262,64.9319,80.7637,100k
0db,1m,1,2.2n,610348,63.3782,80.7637,100k
0db,1m,1,2.7n,602744,62.6027,80.7637,100k
0db,1m,1,3.3n,592949,61.9774,80.7637,100k
0db,1m,1,4.7n,570996,61.4177,80.7636,100k
0db,1m,2,1f,614417,69.6996,80.7637,100k
0db,1m,2,47p,615035,69.5413,80.7637,100k
0db,1m,2,100p,615732,69.3621,80.7637,100k
0db,1m,2,220p,617324,68.9531,80.7637,100k
0db,1m,2,470p,620673,68.0879,80.7637,100k
0db,1m,2,1n,627663,66.2007,80.7637,100k
0db,1m,2,1.5n,634158,64.3527,80.7637,100k
0db,1m,2,2.2n,642933,61.6607,80.7636,100k
0db,1m,2,2.7n,648860,59.6694,80.7636,100k
0db,1m,2,3.3n,655434,57.2171,80.7636,100k
0db,1m,2,4.7n,667340,51.3513,80.7636,100k
0db,1k,1,1f,614395,69.5069,80.7637,100k
0db,1k,1,47p,614999,69.3486,80.7637,100k
0db,1k,1,100p,615647,69.1693,80.7637,100k
0db,1k,1,220p,616987,68.7613,80.7637,100k
0db,1k,1,470p,619170,67.9091,80.7637,100k
0db,1k,1,1n,620640,66.1738,80.7637,100k
0db,1k,1,1.5n,618239,64.7382,80.7637,100k
0db,1k,1,2.2n,610328,63.187,80.7637,100k
0db,1k,1,2.7n,602724,62.4139,80.7637,100k
0db,1k,1,3.3n,592931,61.7916,80.7637,100k
0db,1k,1,4.7n,570981,61.2387,80.7636,100k
0db,1k,2,1f,614395,69.5069,80.7637,100k
0db,1k,2,47p,615014,69.3484,80.7637,100k
0db,1k,2,100p,615710,69.169,80.7637,100k
0db,1k,2,220p,617302,68.7596,80.7637,100k
0db,1k,2,470p,620650,67.8933,80.7637,100k
0db,1k,2,1n,627639,66.004,80.7637,100k
0db,1k,2,1.5n,634133,64.1542,80.7637,100k
0db,1k,2,2.2n,642906,61.4596,80.7636,100k
0db,1k,2,2.7n,648832,59.4665,80.7636,100k
0db,1k,2,3.3n,655405,57.0123,80.7636,100k
0db,1k,2,4.7n,667309,51.1432,80.7636,100k
0db,2.5k,1,1f,614321,69.2201,80.7637,100k
0db,2.5k,1,47p,614925,69.0615,80.7637,100k
0db,2.5k,1,100p,615572,68.8819,80.7637,100k
0db,2.5k,1,220p,616910,68.4734,80.7637,100k
0db,2.5k,1,470p,619092,67.6203,80.7637,100k
0db,2.5k,1,1n,620562,65.8846,80.7637,100k
0db,2.5k,1,1.5n,618162,64.4502,80.7637,100k
0db,2.5k,1,2.2n,610256,62.9027,80.7637,100k
0db,2.5k,1,2.7n,602656,62.1331,80.7637,100k
0db,2.5k,1,3.3n,592868,61.5152,80.7637,100k
0db,2.5k,1,4.7n,570928,60.9721,80.7636,100k
0db,2.5k,2,1f,614321,69.2201,80.7637,100k
0db,2.5k,2,47p,614939,69.0613,80.7637,100k
0db,2.5k,2,100p,615635,68.8816,80.7637,100k
0db,2.5k,2,220p,617224,68.4715,80.7637,100k
0db,2.5k,2,470p,620571,67.6038,80.7637,100k
0db,2.5k,2,1n,627557,65.7116,80.7637,100k
0db,2.5k,2,1.5n,634045,63.8591,80.7637,100k
0db,2.5k,2,2.2n,642814,61.161,80.7636,100k
0db,2.5k,2,2.7n,648733,59.1658,80.7636,100k
0db,2.5k,2,3.3n,655302,56.7091,80.7636,100k
0db,2.5k,2,4.7n,667197,50.8361,80.7636,100k
0db,2.571k,1,1f,614316,69.2065,80.7637,100k
0db,2.571k,1,47p,614920,69.0479,80.7637,100k
0db,2.571k,1,100p,615568,68.8684,80.7637,100k
0db,2.571k,1,220p,616905,68.4598,80.7637,100k
0db,2.571k,1,470p,619087,67.6067,80.7637,100k
0db,2.571k,1,1n,620556,65.8709,80.7637,100k
0db,2.571k,1,1.5n,618157,64.4367,80.7637,100k
0db,2.571k,1,2.2n,610252,62.8893,80.7637,100k
0db,2.571k,1,2.7n,602652,62.1199,80.7637,100k
0db,2.571k,1,3.3n,592864,61.5022,80.7637,100k
0db,2.571k,1,4.7n,570924,60.9596,80.7636,100k
0db,2.571k,2,1f,614316,69.2065,80.7637,100k
0db,2.571k,2,47p,614934,69.0478,80.7637,100k
0db,2.571k,2,100p,615631,68.868,80.7637,100k
0db,2.571k,2,220p,617219,68.458,80.7637,100k
0db,2.571k,2,470p,620566,67.5902,80.7637,100k
0db,2.571k,2,1n,627552,65.6979,80.7637,100k
0db,2.571k,2,1.5n,634039,63.8453,80.7637,100k
0db,2.571k,2,2.2n,642808,61.147,80.7636,100k
0db,2.571k,2,2.7n,648727,59.1517,80.7636,100k
0db,2.571k,2,3.3n,655296,56.6948,80.7636,100k
0db,2.571k,2,4.7n,667190,50.8217,80.7636,100k
0db,2.611k,1,1f,614314,69.1989,80.7637,100k
0db,2.611k,1,47p,614918,69.0403,80.7637,100k
0db,2.611k,1,100p,615565,68.8608,80.7637,100k
0db,2.611k,1,220p,616902,68.4522,80.7637,100k
0db,2.611k,1,470p,619084,67.5991,80.7637,100k
0db,2.611k,1,1n,620554,65.8633,80.7637,100k
0db,2.611k,1,1.5n,618154,64.4291,80.7637,100k
0db,2.611k,1,2.2n,610249,62.8818,80.7637,100k
0db,2.611k,1,2.7n,602650,62.1124,80.7637,100k
0db,2.611k,1,3.3n,592862,61.4949,80.7637,100k
0db,2.611k,1,4.7n,570922,60.9525,80.7636,100k
0db,2.611k,2,1f,614314,69.1989,80.7637,100k
0db,2.611k,2,47p,614932,69.0401,80.7637,100k
0db,2.611k,2,100p,615628,68.8604,80.7637,100k
0db,2.611k,2,220p,617217,68.4503,80.7637,100k
0db,2.611k,2,470p,620563,67.5825,80.7637,100k
0db,2.611k,2,1n,627549,65.6901,80.7637,100k
0db,2.611k,2,1.5n,634036,63.8375,80.7637,100k
0db,2.611k,2,2.2n,642804,61.1391,80.7636,100k
0db,2.611k,2,2.7n,648723,59.1438,80.7636,100k
0db,2.611k,2,3.3n,655292,56.6868,80.7636,100k
0db,2.611k,2,4.7n,667186,50.8136,80.7636,100k
0db,1m,1,1f,613650,69.6953,80.5761,10k
0db,1m,1,47p,614246,69.5389,80.5761,10k
0db,1m,1,100p,614886,69.3618,80.5761,10k
0db,1m,1,220p,616199,68.9589,80.5761,10k
0db,1m,1,470p,618346,68.1172,80.5762,10k
0db,1m,1,1n,619819,66.4011,80.5762,10k
0db,1m,1,1.5n,617483,64.978,80.5762,10k
0db,1m,1,2.2n,609734,63.4333,80.5763,10k
0db,1m,1,2.7n,602249,62.6592,80.5763,10k
0db,1m,1,3.3n,592578,62.0322,80.5763,10k
0db,1m,1,4.7n,570834,61.4625,80.5764,10k
0db,1m,2,1f,613650,69.6953,80.5761,10k
0db,1m,2,47p,614265,69.5374,80.5761,10k
0db,1m,2,100p,614958,69.3586,80.5761,10k
0db,1m,2,220p,616524,68.9513,80.5761,10k
0db,1m,2,470p,619853,68.0884,80.5761,10k
0db,1m,2,1n,626806,66.2065,80.5761,10k
0db,1m,2,1.5n,633239,64.3652,80.5761,10k
0db,1m,2,2.2n,641962,61.6821,80.5761,10k
0db,1m,2,2.7n,647822,59.6993,80.5761,10k
0db,1m,2,3.3n,654355,57.2561,80.5761,10k
0db,1m,2,4.7n,666154,51.416,80.576,10k
0db,1k,1,1f,613628,69.5029,80.5761,10k
0db,1k,1,47p,614224,69.3463,80.5761,10k
0db,1k,1,100p,614864,69.169,80.5761,10k
0db,1k,1,220p,616177,68.7657,80.5761,10k
0db,1k,1,470p,618323,67.9234,80.5762,10k
0db,1k,1,1n,619796,66.2069,80.5762,10k
0db,1k,1,1.5n,617461,64.7846,80.5762,10k
0db,1k,1,2.2n,609713,63.2423,80.5763,10k
0db,1k,1,2.7n,602230,62.4705,80.5763,10k
0db,1k,1,3.3n,592560,61.8465,80.5763,10k
0db,1k,1,4.7n,570819,61.2835,80.5764,10k
0db,1k,2,1f,613628,69.5029,80.5761,10k
0db,1k,2,47p,614244,69.3448,80.5761,10k
0db,1k,2,100p,614937,69.1658,80.5761,10k
0db,1k,2,220p,616502,68.758,80.5761,10k
0db,1k,2,470p,619830,67.8941,80.5761,10k
0db,1k,2,1n,626782,66.0102,80.5761,10k
0db,1k,2,1.5n,633213,64.1669,80.5761,10k
0db,1k,2,2.2n,641936,61.4812,80.5761,10k
0db,1k,2,2.7n,647794,59.4968,80.5761,10k
0db,1k,2,3.3n,654326,57.0517,80.5761,10k
0db,1k,2,4.7n,666122,51.2082,80.576,10k
0db,2.5k,1,1f,613554,69.2164,80.5761,10k
0db,2.5k,1,47p,614150,69.0595,80.5761,10k
0db,2.5k,1,100p,614789,68.8819,80.5761,10k
0db,2.5k,1,220p,616102,68.4781,80.5761,10k
0db,2.5k,1,470p,618245,67.635,80.5762,10k
0db,2.5k,1,1n,619718,65.918,80.5762,10k
0db,2.5k,1,1.5n,617384,64.497,80.5762,10k
0db,2.5k,1,2.2n,609642,62.9583,80.5763,10k
0db,2.5k,1,2.7n,602164,62.1899,80.5763,10k
0db,2.5k,1,3.3n,592498,61.5703,80.5763,10k
0db,2.5k,1,4.7n,570766,61.0171,80.5764,10k
0db,2.5k,2,1f,613554,69.2164,80.5761,10k
0db,2.5k,2,47p,614169,69.058,80.5761,10k
0db,2.5k,2,100p,614862,68.8787,80.5761,10k
0db,2.5k,2,220p,616427,68.4703,80.5761,10k
0db,2.5k,2,470p,619751,67.605,80.5761,10k
0db,2.5k,2,1n,626700,65.7181,80.5761,10k
0db,2.5k,2,1.5n,633126,63.8723,80.5761,10k
0db,2.5k,2,2.2n,641843,61.1831,80.5761,10k
0db,2.5k,2,2.7n,647695,59.1966,80.5761,10k
0db,2.5k,2,3.3n,654224,56.749,80.5761,10k
0db,2.5k,2,4.7n,666011,50.9017,80.576,10k
0db,2.571k,1,1f,613550,69.2029,80.5761,10k
0db,2.571k,1,47p,614146,69.046,80.5761,10k
0db,2.571k,1,100p,614785,68.8684,80.5761,10k
0db,2.571k,1,220p,616097,68.4646,80.5761,10k
0db,2.571k,1,470p,618240,67.6215,80.5762,10k
0db,2.571k,1,1n,619713,65.9044,80.5762,10k
0db,2.571k,1,1.5n,617379,64.4834,80.5762,10k
0db,2.571k,1,2.2n,609638,62.9449,80.5763,10k
0db,2.571k,1,2.7n,602159,62.1767,80.5763,10k
0db,2.571k,1,3.3n,592493,61.5573,80.5763,10k
0db,2.571k,1,4.7n,570762,61.0045,80.5764,10k
0db,2.571k,2,1f,613550,69.2029,80.5761,10k
0db,2.571k,2,47p,614165,69.0445,80.5761,10k
0db,2.571k,2,100p,614857,68.8652,80.5761,10k
