mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,900231,69.1862,80.5508,100k
0db,1m,1,47p,902652,68.8913,80.5508,100k
0db,1m,1,100p,905278,68.5542,80.5508,100k
0db,1m,1,220p,910758,67.7767,80.5508,100k
0db,1m,1,470p,919922,66.1216,80.5508,100k
0db,1m,1,1n,925912,62.8497,80.5508,100k
0db,1m,1,1.5n,916116,60.5477,80.5508,100k
0db,1m,1,2.2n,889653,58.7477,80.5508,100k
0db,1m,1,2.7n,868855,58.193,80.5507,100k
0db,1m,1,3.3n,845590,58.003,80.5507,100k
0db,1m,1,4.7n,802631,58.4971,80.5507,100k
0db,1m,2,1f,900231,69.1862,80.5508,100k
0db,1m,2,47p,902706,68.8914,80.5508,100k
0db,1m,2,100p,905517,68.555,80.5508,100k
0db,1m,2,220p,911963,67.7779,80.5508,100k
0db,1m,2,470p,926132,66.0759,80.5508,100k
0db,1m,2,1n,958703,62.0709,80.5507,100k
0db,1m,2,1.5n,993091,57.6866,80.5507,100k
0db,1m,2,2.2n,1.04637E+06,50.3329,80.5507,100k
0db,1m,2,2.7n,1.08539E+06,44.1502,80.5507,100k
0db,1m,2,3.3n,1.12396E+06,36.1967,80.5507,100k
0db,1m,2,4.7n,1.13724E+06,21.1008,80.5507,100k
0db,1k,1,1f,900164,68.9049,80.5508,100k
0db,1k,1,47p,902585,68.6093,80.5508,100k
0db,1k,1,100p,905209,68.2714,80.5508,100k
0db,1k,1,220p,910688,67.4923,80.5508,100k
0db,1k,1,470p,919848,65.8345,80.5508,100k
0db,1k,1,1n,925838,62.5612,80.5508,100k
0db,1k,1,1.5n,916045,60.2623,80.5508,100k
0db,1k,1,2.2n,889593,58.4703,80.5508,100k
0db,1k,1,2.7n,868802,57.9219,80.5507,100k
0db,1k,1,3.3n,845542,57.7389,80.5507,100k
0db,1k,1,4.7n,802591,58.2462,80.5507,100k
0db,1k,2,1f,900164,68.9049,80.5508,100k
0db,1k,2,47p,902638,68.6093,80.5508,100k
0db,1k,2,100p,905449,68.2721,80.5508,100k
0db,1k,2,220p,911893,67.4931,80.5508,100k
0db,1k,2,470p,926056,65.7869,80.5508,100k
0db,1k,2,1n,958611,61.7726,80.5507,100k
0db,1k,2,1.5n,992982,57.3785,80.5507,100k
0db,1k,2,2.2n,1.04623E+06,50.0106,80.5507,100k
0db,1k,2,2.7n,1.08522E+06,43.8184,80.5507,100k
0db,1k,2,3.3n,1.12377E+06,35.8562,80.5507,100k
0db,1k,2,4.7n,1.1371E+06,20.7561,80.5507,100k
0db,2.5k,1,1f,899927,68.4881,80.5508,100k
0db,2.5k,1,47p,902345,68.1914,80.5508,100k
0db,2.5k,1,100p,904967,67.8525,80.5508,100k
0db,2.5k,1,220p,910440,67.0711,80.5508,100k
0db,2.5k,1,470p,919584,65.4101,80.5508,100k
0db,2.5k,1,1n,925571,62.1352,80.5508,100k
0db,2.5k,1,1.5n,915794,59.8412,80.5508,100k
0db,2.5k,1,2.2n,889381,58.0607,80.5508,100k
0db,2.5k,1,2.7n,868610,57.5212,80.5507,100k
0db,2.5k,1,3.3n,845370,57.3482,80.5507,100k
0db,2.5k,1,4.7n,802446,57.8742,80.5507,100k
0db,2.5k,2,1f,899927,68.4881,80.5508,100k
0db,2.5k,2,47p,902398,68.1914,80.5508,100k
0db,2.5k,2,100p,905206,67.853,80.5508,100k
0db,2.5k,2,220p,911643,67.0714,80.5508,100k
0db,2.5k,2,470p,925784,65.3597,80.5508,100k
0db,2.5k,2,1n,958281,61.3333,80.5507,100k
0db,2.5k,2,1.5n,992592,56.9272,80.5507,100k
0db,2.5k,2,2.2n,1.04573E+06,49.5436,80.5507,100k
0db,2.5k,2,2.7n,1.08461E+06,43.3435,80.5507,100k
0db,2.5k,2,3.3n,1.12308E+06,35.3761,80.5507,100k
0db,2.5k,2,4.7n,1.13656E+06,20.2708,80.5507,100k
0db,2.571k,1,1f,899912,68.4685,80.5508,100k
0db,2.571k,1,47p,902330,68.1718,80.5508,100k
0db,2.571k,1,100p,904951,67.8328,80.5508,100k
0db,2.571k,1,220p,910424,67.0514,80.5508,100k
0db,2.571k,1,470p,919567,65.3902,80.5508,100k
0db,2.571k,1,1n,925554,62.1153,80.5508,100k
0db,2.571k,1,1.5n,915778,59.8215,80.5508,100k
0db,2.571k,1,2.2n,889367,58.0415,80.5507,100k
0db,2.571k,1,2.7n,868598,57.5024,80.5507,100k
0db,2.571k,1,3.3n,845359,57.3299,80.5507,100k
0db,2.571k,1,4.7n,802437,57.8567,80.5507,100k
0db,2.571k,2,1f,899912,68.4685,80.5508,100k
0db,2.571k,2,47p,902383,68.1718,80.5508,100k
0db,2.571k,2,100p,905190,67.8334,80.5508,100k
0db,2.571k,2,220p,911627,67.0516,80.5508,100k
0db,2.571k,2,470p,925766,65.3397,80.5508,100k
0db,2.571k,2,1n,958260,61.3128,80.5507,100k
0db,2.571k,2,1.5n,992567,56.9062,80.5507,100k
0db,2.571k,2,2.2n,1.0457E+06,49.5219,80.5507,100k
0db,2.571k,2,2.7n,1.08457E+06,43.3217,80.5507,100k
0db,2.571k,2,3.3n,1.12304E+06,35.3543,80.5507,100k
0db,2.571k,2,4.7n,1.13653E+06,20.2488,80.5507,100k
0db,2.611k,1,1f,899903,68.4575,80.5508,100k
0db,2.611k,1,47p,902321,68.1608,80.5508,100k
0db,2.611k,1,100p,904942,67.8217,80.5508,100k
0db,2.611k,1,220p,910415,67.0402,80.5508,100k
0db,2.611k,1,470p,919558,65.379,80.5508,100k
0db,2.611k,1,1n,925544,62.1041,80.5508,100k
0db,2.611k,1,1.5n,915769,59.8104,80.5508,100k
0db,2.611k,1,2.2n,889359,58.0307,80.5508,100k
0db,2.611k,1,2.7n,868591,57.4918,80.5507,100k
0db,2.611k,1,3.3n,845352,57.3195,80.5507,100k
0db,2.611k,1,4.7n,802432,57.8469,80.5507,100k
0db,2.611k,2,1f,899903,68.4575,80.5508,100k
0db,2.611k,2,47p,902374,68.1608,80.5508,100k
0db,2.611k,2,100p,905182,67.8223,80.5508,100k
0db,2.611k,2,220p,911618,67.0405,80.5508,100k
0db,2.611k,2,470p,925756,65.3284,80.5508,100k
0db,2.611k,2,1n,958248,61.3012,80.5507,100k
0db,2.611k,2,1.5n,992553,56.8943,80.5507,100k
0db,2.611k,2,2.2n,1.04568E+06,49.5098,80.5507,100k
0db,2.611k,2,2.7n,1.08455E+06,43.3095,80.5507,100k
0db,2.611k,2,3.3n,1.12301E+06,35.342,80.5507,100k
0db,2.611k,2,4.7n,1.13651E+06,20.2364,80.5507,100k
0db,1m,1,1f,898916,69.172,80.348,10k
0db,1m,1,47p,901303,68.8805,80.348,10k
0db,1m,1,100p,903891,68.5473,80.348,10k
0db,1m,1,220p,909294,67.779,80.348,10k
0db,1m,1,470p,918302,66.1452,80.3481,10k
0db,1m,1,1n,924310,62.9103,80.3481,10k
0db,1m,1,1.5n,914789,60.625,80.3481,10k
0db,1m,1,2.2n,888822,58.8229,80.3482,10k
0db,1m,1,2.7n,868286,58.2606,80.3482,10k
0db,1m,1,3.3n,845240,58.0603,80.3482,10k
0db,1m,1,4.7n,802544,58.5347,80.3483,10k
0db,1m,2,1f,898916,69.172,80.348,10k
0db,1m,2,47p,901376,68.878,80.348,10k
0db,1m,2,100p,904170,68.5426,80.348,10k
0db,1m,2,220p,910577,67.7679,80.348,10k
0db,1m,2,470p,924617,66.0727,80.348,10k
0db,1m,2,1n,956853,62.0876,80.348,10k
0db,1m,2,1.5n,990888,57.7289,80.348,10k
0db,1m,2,2.2n,1.04348E+06,50.4349,80.348,10k
0db,1m,2,2.7n,1.08186E+06,44.3204,80.348,10k
0db,1m,2,3.3n,1.11998E+06,36.4495,80.348,10k
0db,1m,2,4.7n,1.13407E+06,21.4025,80.3479,10k
0db,1k,1,1f,898849,68.8911,80.348,10k
0db,1k,1,47p,901235,68.5989,80.348,10k
0db,1k,1,100p,903823,68.2649,80.348,10k
0db,1k,1,220p,909224,67.495,80.348,10k
0db,1k,1,470p,918228,65.8586,80.3481,10k
0db,1k,1,1n,924236,62.6223,80.3481,10k
0db,1k,1,1.5n,914719,60.34,80.3481,10k
0db,1k,1,2.2n,888762,58.5458,80.3482,10k
0db,1k,1,2.7n,868232,57.9897,80.3482,10k
0db,1k,1,3.3n,845192,57.7963,80.3482,10k
0db,1k,1,4.7n,802504,58.2838,80.3483,10k
0db,1k,2,1f,898849,68.8911,80.348,10k
0db,1k,2,47p,901308,68.5964,80.348,10k
0db,1k,2,100p,904102,68.2602,80.348,10k
0db,1k,2,220p,910507,67.4836,80.348,10k
0db,1k,2,470p,924541,65.7842,80.348,10k
0db,1k,2,1n,956761,61.7898,80.348,10k
0db,1k,2,1.5n,990780,57.4216,80.348,10k
0db,1k,2,2.2n,1.04334E+06,50.1134,80.348,10k
0db,1k,2,2.7n,1.08169E+06,43.9896,80.348,10k
0db,1k,2,3.3n,1.1198E+06,36.1095,80.348,10k
0db,1k,2,4.7n,1.13393E+06,21.0587,80.3479,10k
0db,2.5k,1,1f,898612,68.4749,80.348,10k
0db,2.5k,1,47p,900996,68.1816,80.348,10k
0db,2.5k,1,100p,903581,67.8466,80.348,10k
0db,2.5k,1,220p,908978,67.0745,80.348,10k
0db,2.5k,1,470p,917965,65.4349,80.3481,10k
0db,2.5k,1,1n,923970,62.1971,80.3481,10k
0db,2.5k,1,1.5n,914468,59.9196,80.3481,10k
0db,2.5k,1,2.2n,888550,58.1365,80.3482,10k
0db,2.5k,1,2.7n,868041,57.5892,80.3482,10k
0db,2.5k,1,3.3n,845019,57.4058,80.3482,10k
0db,2.5k,1,4.7n,802360,57.9118,80.3483,10k
0db,2.5k,2,1f,898612,68.4749,80.348,10k
0db,2.5k,2,47p,901069,68.1791,80.348,10k
0db,2.5k,2,100p,903860,67.8418,80.348,10k
0db,2.5k,2,220p,910258,67.0625,80.348,10k
0db,2.5k,2,470p,924270,65.3577,80.348,10k
0db,2.5k,2,1n,956433,61.3513,80.348,10k
0db,2.5k,2,1.5n,990392,56.9712,80.348,10k
0db,2.5k,2,2.2n,1.04284E+06,49.6475,80.348,10k
0db,2.5k,2,2.7n,1.08108E+06,43.516,80.348,10k
0db,2.5k,2,3.3n,1.11913E+06,35.6287,80.348,10k
0db,2.5k,2,4.7n,1.1334E+06,20.5744,80.3479,10k
0db,2.571k,1,1f,898597,68.4553,80.348,10k
0db,2.571k,1,47p,900981,68.162,80.348,10k
0db,2.571k,1,100p,903565,67.827,80.348,10k
0db,2.571k,1,220p,908962,67.0548,80.348,10k
0db,2.571k,1,470p,917948,65.4151,80.3481,10k
0db,2.571k,1,1n,923953,62.1771,80.3481,10k
0db,2.571k,1,1.5n,914452,59.8999,80.3481,10k
0db,2.571k,1,2.2n,888536,58.1173,80.3482,10k
0db,2.571k,1,2.7n,868029,57.5704,80.3482,10k
0db,2.571k,1,3.3n,845008,57.3875,80.3482,10k
0db,2.571k,1,4.7n,802350,57.8944,80.3483,10k
0db,2.571k,2,1f,898597,68.4553,80.348,10k
0db,2.571k,2,47p,901054,68.1595,80.348,10k
0db,2.571k,2,100p,903845,67.8221,80.348,10k
0db,2.571k,2,220p,910242,67.0428,80.348,10k
0db,2.571k,2,470p,924253,65.3377,80.348,10k
0db,2.571k,2,1n,956412,61.3309,80.348,10k
0db,2.571k,2,1.5n,990367,56.9502,80.348,10k
0db,2.571k,2,2.2n,1.04280E+06,49.626,80.348,10k
0db,2.571k,2,2.7n,1.08104E+06,43.4943,80.348,10k
0db,2.571k,2,3.3n,1.11908E+06,35.6068,80.348,10k
0db,2.571k,2,4.7n,1.13336E+06,20.5525,80.3479,10k
0db,2.611k,1,1f,898589,68.4443,80.348,10k
0db,2.611k,1,47p,900972,68.151,80.348,10k
0db,2.611k,1,100p,903556,67.8159,80.348,10k
0db,2.611k,1,220p,908952,67.0437,80.348,10k
0db,2.611k,1,470p,917939,65.4039,80.3481,10k
0db,2.611k,1,1n,923943,62.1659,80.3481,10k
0db,2.611k,1,1.5n,914443,59.8888,80.3481,10k
0db,2.611k,1,2.2n,888528,58.1065,80.3482,10k
0db,2.611k,1,2.7n,868022,57.5598,80.3482,10k
0db,2.611k,1,3.3n,845002,57.3771,80.3482,10k
0db,2.611k,1,4.7n,802345,57.8845,80.3483,10k
0db,2.611k,2,1f,898589,68.4443,80.348,10k
0db,2.611k,2,47p,901045,68.1485,80.348,10k
0db,2.611k,2,100p,903836,67.811,80.348,10k
0db,2.611k,2,220p,910233,67.0316,80.348,10k
0db,2.611k,2,470p,924243,65.3264,80.348,10k
0db,2.611k,2,1n,956400,61.3193,80.348,10k
0db,2.611k,2,1.5n,990353,56.9384,80.348,10k
0db,2.611k,2,2.2n,1.04279E+06,49.6138,80.348,10k
0db,2.611k,2,2.7n,1.08102E+06,43.4821,80.348,10k
0db,2.611k,2,3.3n,1.11906E+06,35.5945,80.348,10k
0db,2.611k,2,4.7n,1.13334E+06,20.5401,80.3479,10k
3db,1m,1,1f,906962,71.5661,78.7857,100k
3db,1m,1,47p,909470,71.258,78.7857,100k
3db,1m,1,100p,912193,70.9062,78.7857,100k
3db,1m,1,220p,918010,70.0939,78.7857,100k
3db,1m,1,470p,927514,68.3821,78.7857,100k
3db,1m,1,1n,933615,65.0554,78.7857,100k
3db,1m,1,1.5n,923329,62.7877,78.7857,100k
3db,1m,1,2.2n,895707,61.1243,78.7857,100k
3db,1m,1,2.7n,874119,60.6838,78.7857,100k
3db,1m,1,3.3n,850019,60.6248,78.7857,100k
3db,1m,1,4.7n,805705,61.3636,78.7857,100k
3db,1m,2,1f,906962,71.5661,78.7857,100k
3db,1m,2,47p,909525,71.2578,78.7857,100k
3db,1m,2,100p,912448,70.9059,78.7857,100k
3db,1m,2,220p,919296,70.0891,78.7857,100k
3db,1m,2,470p,933999,68.3084,78.7857,100k
3db,1m,2,1n,968267,64.1012,78.7857,100k
3db,1m,2,1.5n,1.00446E+06,59.4887,78.7857,100k
3db,1m,2,2.2n,1.061E+06,51.7149,78.7857,100k
3db,1m,2,2.7n,1.10207E+06,45.1949,78.7856,100k
3db,1m,2,3.3n,1.14198E+06,36.8738,78.7856,100k
3db,1m,2,4.7n,1.15149E+06,21.7294,78.7856,100k
3db,1k,1,1f,906893,71.283,78.7857,100k
3db,1k,1,47p,909400,70.9742,78.7857,100k
3db,1k,1,100p,912120,70.6216,78.7857,100k
3db,1k,1,220p,917935,69.8076,78.7857,100k
3db,1k,1,470p,927437,68.093,78.7857,100k
3db,1k,1,1n,933535,64.7649,78.7857,100k
3db,1k,1,1.5n,923256,62.5004,78.7857,100k
3db,1k,1,2.2n,895644,60.8454,78.7857,100k
3db,1k,1,2.7n,874062,60.4114,78.7857,100k
3db,1k,1,3.3n,849969,60.3597,78.7857,100k
3db,1k,1,4.7n,805663,61.112,78.7857,100k
3db,1k,2,1f,906893,71.283,78.7857,100k
3db,1k,2,47p,909455,70.974,78.7857,100k
3db,1k,2,100p,912375,70.6212,78.7857,100k
3db,1k,2,220p,919221,69.8024,78.7857,100k
3db,1k,2,470p,933918,68.0174,78.7857,100k
3db,1k,2,1n,968171,63.8003,78.7857,100k
3db,1k,2,1.5n,1.00434E+06,59.1778,78.7857,100k
3db,1k,2,2.2n,1.06085E+06,51.389,78.7857,100k
3db,1k,2,2.7n,1.10189E+06,44.8593,78.7856,100k
3db,1k,2,3.3n,1.14178E+06,36.5286,78.7856,100k
3db,1k,2,4.7n,1.15135E+06,21.381,78.7856,100k
3db,2.5k,1,1f,906646,70.8641,78.7857,100k
3db,2.5k,1,47p,909151,70.5543,78.7857,100k
3db,2.5k,1,100p,911866,70.2007,78.7857,100k
3db,2.5k,1,220p,917671,69.3844,78.7857,100k
3db,2.5k,1,470p,927163,67.6663,78.7857,100k
3db,2.5k,1,1n,933252,64.3369,78.7857,100k
