carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,652729,71.385,80.8618
1,1m,47p,653691,71.1968,80.8618
1,1m,100p,654778,70.9833,80.8618
1,1m,220p,657246,70.4953,80.8618
1,1m,470p,662462,69.4559,80.8618
1,1m,1n,673817,67.1465,80.8618
1,1m,2.2n,700439,61.3545,80.8617
1,1m,4.7n,749037,47.1049,80.8616
1,430,1f,652720,71.2969,80.8618
1,430,47p,653683,71.1086,80.8618
1,430,100p,654770,70.895,80.8618
1,430,220p,657238,70.4066,80.8618
1,430,470p,662453,69.3665,80.8618
1,430,1n,673807,67.0556,80.8618
1,430,2.2n,700428,61.2602,80.8617
1,430,4.7n,749022,47.0045,80.8616
2,1m,1f,652208,71.3918,80.7596
2,1m,47p,653167,71.2039,80.7596
2,1m,100p,654251,70.9908,80.7596
2,1m,220p,656712,70.5036,80.7596
2,1m,470p,661896,69.4666,80.7596
2,1m,1n,673213,67.1617,80.7596
2,1m,2.2n,699698,61.3852,80.7596
2,1m,4.7n,748031,47.1844,80.7595
2,430,1f,652200,71.3037,80.7596
2,430,47p,653159,71.1157,80.7596
2,430,100p,654243,70.9025,80.7596
2,430,220p,656703,70.415,80.7596
2,430,470p,661887,69.3773,80.7596
2,430,1n,673204,67.071,80.7596
2,430,2.2n,699686,61.291,80.7596
2,430,4.7n,748016,47.0842,80.7595
