cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,643878,71.3467,78.9569
1,0,1m,47p,644768,71.1642,78.9569
1,0,1m,100p,645775,70.9573,78.9569
1,0,1m,220p,648111,70.4829,78.9569
1,0,1m,470p,652998,69.4748,78.9569
1,0,1m,1n,663480,67.2458,78.9569
1,0,1m,2.2n,687758,61.7006,78.9568
1,0,1m,4.7n,730919,48.3057,78.9568
1,0,430,1f,643870,71.2598,78.9569
1,0,430,47p,644760,71.0772,78.9569
1,0,430,100p,645767,70.8702,78.9569
1,0,430,220p,648103,70.3954,78.9569
1,0,430,470p,652990,69.3867,78.9569
1,0,430,1n,663470,67.1563,78.9569
1,0,430,2.2n,687747,61.608,78.9568
1,0,430,4.7n,730905,48.2077,78.9568
1,6,1m,1f,644604,71.3499,79.1024
1,6,1m,47p,644804,71.3037,79.1024
1,6,1m,100p,644967,71.2523,79.1024
1,6,1m,220p,645084,71.1438,79.1024
1,6,1m,470p,644412,70.9806,79.1024
1,6,1m,1n,641732,70.8963,79.1023
1,6,1m,2.2n,638414,71.0162,79.1023
1,6,1m,4.7n,636765,71.1574,79.1023
1,6,430,1f,644596,71.2629,79.1023
1,6,430,47p,644796,71.2167,79.1023
1,6,430,100p,644959,71.1653,79.1023
1,6,430,220p,645076,71.0567,79.1023
1,6,430,470p,644404,70.8937,79.1023
1,6,430,1n,641724,70.8097,79.1023
1,6,430,2.2n,638406,70.9301,79.1023
1,6,430,4.7n,636757,71.0714,79.1023
1,12,1m,1f,644795,71.3507,79.141
1,12,1m,47p,644848,71.339,79.141
1,12,1m,100p,644894,71.3259,79.141
1,12,1m,220p,644951,71.2974,79.141
1,12,1m,470p,644868,71.2485,79.141
1,12,1m,1n,644230,71.2032,79.141
1,12,1m,2.2n,643070,71.2227,79.141
1,12,1m,4.7n,642350,71.2724,79.141
1,12,430,1f,644787,71.2637,79.141
1,12,430,47p,644839,71.252,79.141
1,12,430,100p,644886,71.2389,79.141
1,12,430,220p,644943,71.2104,79.141
1,12,430,470p,644860,71.1615,79.141
1,12,430,1n,644222,71.1162,79.141
1,12,430,2.2n,643061,71.1359,79.141
1,12,430,4.7n,642342,71.1857,79.141
2,0,1m,1f,647012,71.3598,79.5944
2,0,1m,47p,647941,71.1748,79.5944
2,0,1m,100p,648991,70.9651,79.5944
2,0,1m,220p,651374,70.4858,79.5944
2,0,1m,470p,656359,69.4672,79.5944
2,0,1m,1n,667159,67.2091,79.5944
2,0,1m,2.2n,692134,61.5824,79.5944
2,0,1m,4.7n,736897,47.913,79.5943
2,0,430,1f,647004,71.2724,79.5944
2,0,430,47p,647933,71.0874,79.5944
2,0,430,100p,648983,70.8775,79.5944
2,0,430,220p,651365,70.3979,79.5944
2,0,430,470p,656350,69.3786,79.5944
2,0,430,1n,667149,67.1191,79.5944
2,0,430,2.2n,692123,61.4892,79.5944
2,0,430,4.7n,736883,47.8142,79.5943
2,6,1m,1f,647757,71.3627,79.7503
2,6,1m,47p,647950,71.3164,79.7503
2,6,1m,100p,648068,71.266,79.7503
2,6,1m,220p,647958,71.1696,79.7503
2,6,1m,470p,646787,71.0739,79.7503
2,6,1m,1n,644558,71.0974,79.7503
2,6,1m,2.2n,642950,71.1995,79.7503
2,6,1m,4.7n,642311,71.2695,79.7503
2,6,430,1f,647748,71.2753,79.7503
2,6,430,47p,647942,71.229,79.7503
2,6,430,100p,648059,71.1785,79.7503
2,6,430,220p,647950,71.0822,79.7503
2,6,430,470p,646779,70.9866,79.7503
2,6,430,1n,644550,71.0104,79.7503
2,6,430,2.2n,642942,71.1127,79.7503
2,6,430,4.7n,642303,71.1828,79.7503
2,12,1m,1f,647955,71.3636,79.7922
2,12,1m,47p,648007,71.3517,79.7922
2,12,1m,100p,648045,71.3387,79.7922
2,12,1m,220p,648054,71.3119,79.7922
2,12,1m,470p,647821,71.2768,79.7922
2,12,1m,1n,647146,71.2693,79.7922
2,12,1m,2.2n,646488,71.3002,79.7922
2,12,1m,4.7n,646197,71.3273,79.7922
2,12,430,1f,647946,71.2761,79.7922
2,12,430,47p,647998,71.2643,79.7922
2,12,430,100p,648036,71.2512,79.7922
2,12,430,220p,648045,71.2245,79.7922
2,12,430,470p,647812,71.1894,79.7922
2,12,430,1n,647137,71.1819,79.7922
2,12,430,2.2n,646479,71.2129,79.7922
2,12,430,4.7n,646188,71.2401,79.7922
