mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,519618,68.8086,82.1701,100k
0db,1m,1,47p,520057,68.6734,82.1701,100k
0db,1m,1,100p,520532,68.5203,82.1701,100k
0db,1m,1,220p,521524,68.1717,82.1701,100k
0db,1m,1,470p,523203,67.4417,82.1701,100k
0db,1m,1,1n,524909,65.9224,82.1701,100k
0db,1m,1,1.5n,524187,64.5996,82.1701,100k
0db,1m,1,2.2n,519936,63.0457,82.1701,100k
0db,1m,1,2.7n,515227,62.1817,82.1701,100k
0db,1m,1,3.3n,508619,61.3997,82.17,100k
0db,1m,1,4.7n,492282,60.4257,82.17,100k
0db,1m,2,1f,519618,68.8086,82.1701,100k
0db,1m,2,47p,520066,68.6733,82.1701,100k
0db,1m,2,100p,520570,68.5201,82.1701,100k
0db,1m,2,220p,521709,68.1714,82.1701,100k
0db,1m,2,470p,524071,67.4362,82.1701,100k
0db,1m,2,1n,529134,65.8345,82.1701,100k
0db,1m,2,1.5n,533824,64.2744,82.1701,100k
0db,1m,2,2.2n,540241,62.0101,82.17,100k
0db,1m,2,2.7n,544661,60.3383,82.17,100k
0db,1m,2,3.3n,549638,58.2822,82.17,100k
0db,1m,2,4.7n,559702,53.307,82.1699,100k
0db,1k,1,1f,519606,68.6456,82.1701,100k
0db,1k,1,47p,520044,68.5102,82.1701,100k
0db,1k,1,100p,520519,68.3569,82.1701,100k
0db,1k,1,220p,521511,68.008,82.1701,100k
0db,1k,1,470p,523190,67.2775,82.1701,100k
0db,1k,1,1n,524895,65.7578,82.1701,100k
0db,1k,1,1.5n,524174,64.4353,82.1701,100k
0db,1k,1,2.2n,519923,62.8827,82.1701,100k
0db,1k,1,2.7n,515215,62.0201,82.1701,100k
0db,1k,1,3.3n,508608,61.2402,82.17,100k
0db,1k,1,4.7n,492272,60.2713,82.17,100k
0db,1k,2,1f,519606,68.6456,82.1701,100k
0db,1k,2,47p,520053,68.5101,82.1701,100k
0db,1k,2,100p,520557,68.3568,82.1701,100k
0db,1k,2,220p,521696,68.0077,82.1701,100k
0db,1k,2,470p,524058,67.2718,82.1701,100k
0db,1k,2,1n,529120,65.6686,82.1701,100k
0db,1k,2,1.5n,533809,64.107,82.1701,100k
0db,1k,2,2.2n,540225,61.8408,82.17,100k
0db,1k,2,2.7n,544645,60.1677,82.17,100k
0db,1k,2,3.3n,549621,58.1101,82.17,100k
0db,1k,2,4.7n,559685,53.132,82.1699,100k
0db,2.5k,1,1f,519561,68.4025,82.1701,100k
0db,2.5k,1,47p,520000,68.2669,82.1701,100k
0db,2.5k,1,100p,520474,68.1134,82.1701,100k
0db,2.5k,1,220p,521466,67.7641,82.1701,100k
0db,2.5k,1,470p,523144,67.0329,82.1701,100k
0db,2.5k,1,1n,524848,65.5125,82.1701,100k
0db,2.5k,1,1.5n,524129,64.1904,82.1701,100k
0db,2.5k,1,2.2n,519879,62.6399,82.1701,100k
0db,2.5k,1,2.7n,515173,61.7796,82.1701,100k
0db,2.5k,1,3.3n,508569,61.0026,82.17,100k
0db,2.5k,1,4.7n,492238,60.0411,82.17,100k
0db,2.5k,2,1f,519561,68.4025,82.1701,100k
0db,2.5k,2,47p,520008,68.2668,82.1701,100k
0db,2.5k,2,100p,520512,68.1132,82.1701,100k
0db,2.5k,2,220p,521651,67.7637,82.1701,100k
0db,2.5k,2,470p,524012,67.0268,82.1701,100k
0db,2.5k,2,1n,529071,65.4214,82.1701,100k
0db,2.5k,2,1.5n,533759,63.8579,82.1701,100k
0db,2.5k,2,2.2n,540171,61.5891,82.17,100k
0db,2.5k,2,2.7n,544590,59.9141,82.17,100k
0db,2.5k,2,3.3n,549561,57.8546,82.17,100k
0db,2.5k,2,4.7n,559621,52.8726,82.1699,100k
0db,2.571k,1,1f,519558,68.391,82.17,100k
0db,2.571k,1,47p,519997,68.2554,82.17,100k
0db,2.571k,1,100p,520471,68.102,82.17,100k
0db,2.571k,1,220p,521463,67.7526,82.17,100k
0db,2.571k,1,470p,523141,67.0214,82.17,100k
0db,2.571k,1,1n,524845,65.501,82.17,100k
0db,2.571k,1,1.5n,524126,64.1789,82.17,100k
0db,2.571k,1,2.2n,519876,62.6285,82.17,100k
0db,2.571k,1,2.7n,515170,61.7682,82.17,100k
0db,2.571k,1,3.3n,508566,60.9915,82.17,100k
0db,2.571k,1,4.7n,492236,60.0303,82.1699,100k
0db,2.571k,2,1f,519558,68.391,82.17,100k
0db,2.571k,2,47p,520006,68.2553,82.17,100k
0db,2.571k,2,100p,520510,68.1018,82.17,100k
0db,2.571k,2,220p,521648,67.7522,82.17,100k
0db,2.571k,2,470p,524009,67.0152,82.17,100k
0db,2.571k,2,1n,529068,65.4098,82.17,100k
0db,2.571k,2,1.5n,533755,63.8462,82.17,100k
0db,2.571k,2,2.2n,540167,61.5772,82.17,100k
0db,2.571k,2,2.7n,544586,59.9022,82.1699,100k
0db,2.571k,2,3.3n,549558,57.8426,82.1699,100k
0db,2.571k,2,4.7n,559617,52.8605,82.1699,100k
0db,2.611k,1,1f,519557,68.3846,82.1701,100k
0db,2.611k,1,47p,519995,68.249,82.1701,100k
0db,2.611k,1,100p,520470,68.0955,82.1701,100k
0db,2.611k,1,220p,521461,67.7461,82.1701,100k
0db,2.611k,1,470p,523140,67.0149,82.1701,100k
0db,2.611k,1,1n,524843,65.4945,82.1701,100k
0db,2.611k,1,1.5n,524124,64.1724,82.1701,100k
0db,2.611k,1,2.2n,519875,62.6221,82.1701,100k
0db,2.611k,1,2.7n,515169,61.7618,82.1701,100k
0db,2.611k,1,3.3n,508565,60.9851,82.17,100k
0db,2.611k,1,4.7n,492235,60.0242,82.17,100k
0db,2.611k,2,1f,519557,68.3846,82.1701,100k
0db,2.611k,2,47p,520004,68.2489,82.1701,100k
0db,2.611k,2,100p,520508,68.0953,82.1701,100k
0db,2.611k,2,220p,521647,67.7457,82.1701,100k
0db,2.611k,2,470p,524007,67.0087,82.1701,100k
0db,2.611k,2,1n,529066,65.4032,82.1701,100k
0db,2.611k,2,1.5n,533754,63.8395,82.1701,100k
0db,2.611k,2,2.2n,540165,61.5705,82.17,100k
0db,2.611k,2,2.7n,544584,59.8955,82.17,100k
0db,2.611k,2,3.3n,549555,57.8358,82.17,100k
0db,2.611k,2,4.7n,559615,52.8536,82.1699,100k
0db,1m,1,1f,518967,68.802,81.9607,10k
0db,1m,1,47p,519400,68.6683,81.9607,10k
0db,1m,1,100p,519868,68.5168,81.9607,10k
0db,1m,1,220p,520848,68.1721,81.9607,10k
0db,1m,1,470p,522507,67.4502,81.9607,10k
0db,1m,1,1n,524200,65.9477,81.9608,10k
0db,1m,1,1.5n,523512,64.6382,81.9608,10k
0db,1m,1,2.2n,519350,63.0966,81.9608,10k
0db,1m,1,2.7n,514721,62.237,81.9609,10k
0db,1m,1,3.3n,508219,61.456,81.9609,10k
0db,1m,1,4.7n,492067,60.4765,81.961,10k
0db,1m,2,1f,518967,68.802,81.9607,10k
0db,1m,2,47p,519412,68.667,81.9607,10k
0db,1m,2,100p,519914,68.5142,81.9607,10k
0db,1m,2,220p,521047,68.1664,81.9607,10k
0db,1m,2,470p,523397,67.4331,81.9607,10k
0db,1m,2,1n,528413,65.8366,81.9607,10k
0db,1m,2,1.5n,533077,64.281,81.9607,10k
0db,1m,2,2.2n,539434,62.025,81.9606,10k
0db,1m,2,2.7n,543828,60.3589,81.9606,10k
0db,1m,2,3.3n,548771,58.3102,81.9606,10k
0db,1m,2,4.7n,558748,53.3557,81.9605,10k
0db,1k,1,1f,518954,68.6392,81.9607,10k
0db,1k,1,47p,519387,68.5053,81.9607,10k
0db,1k,1,100p,519855,68.3537,81.9607,10k
0db,1k,1,220p,520834,68.0086,81.9607,10k
0db,1k,1,470p,522493,67.2863,81.9607,10k
0db,1k,1,1n,524187,65.7833,81.9608,10k
0db,1k,1,1.5n,523499,64.474,81.9608,10k
0db,1k,1,2.2n,519337,62.9338,81.9608,10k
0db,1k,1,2.7n,514709,62.0756,81.9609,10k
0db,1k,1,3.3n,508207,61.2966,81.9609,10k
0db,1k,1,4.7n,492057,60.3221,81.961,10k
0db,1k,2,1f,518954,68.6392,81.9607,10k
0db,1k,2,47p,519399,68.504,81.9607,10k
0db,1k,2,100p,519901,68.3511,81.9607,10k
0db,1k,2,220p,521034,68.0029,81.9607,10k
0db,1k,2,470p,523384,67.2689,81.9607,10k
0db,1k,2,1n,528399,65.6708,81.9607,10k
0db,1k,2,1.5n,533063,64.1139,81.9607,10k
0db,1k,2,2.2n,539418,61.8559,81.9606,10k
0db,1k,2,2.7n,543812,60.1885,81.9606,10k
0db,1k,2,3.3n,548755,58.1384,81.9606,10k
0db,1k,2,4.7n,558730,53.181,81.9605,10k
0db,2.5k,1,1f,518910,68.3964,81.9607,10k
0db,2.5k,1,47p,519343,68.2623,81.9607,10k
0db,2.5k,1,100p,519811,68.1105,81.9607,10k
0db,2.5k,1,220p,520790,67.765,81.9607,10k
0db,2.5k,1,470p,522448,67.042,81.9607,10k
0db,2.5k,1,1n,524141,65.5384,81.9608,10k
0db,2.5k,1,1.5n,523453,64.2295,81.9608,10k
0db,2.5k,1,2.2n,519293,62.6913,81.9608,10k
0db,2.5k,1,2.7n,514666,61.8353,81.9609,10k
0db,2.5k,1,3.3n,508168,61.0592,81.9609,10k
0db,2.5k,1,4.7n,492023,60.0921,81.961,10k
0db,2.5k,2,1f,518910,68.3964,81.9607,10k
0db,2.5k,2,47p,519355,68.261,81.9607,10k
0db,2.5k,2,100p,519856,68.1079,81.9607,10k
0db,2.5k,2,220p,520989,67.7592,81.9607,10k
0db,2.5k,2,470p,523338,67.0242,81.9607,10k
0db,2.5k,2,1n,528350,65.424,81.9607,10k
0db,2.5k,2,1.5n,533012,63.8651,81.9607,10k
0db,2.5k,2,2.2n,539364,61.6045,81.9606,10k
0db,2.5k,2,2.7n,543756,59.9353,81.9606,10k
0db,2.5k,2,3.3n,548697,57.8832,81.9606,10k
0db,2.5k,2,4.7n,558667,52.9221,81.9605,10k
0db,2.571k,1,1f,518907,68.3849,81.9606,10k
0db,2.571k,1,47p,519340,68.2508,81.9606,10k
0db,2.571k,1,100p,519808,68.099,81.9607,10k
0db,2.571k,1,220p,520787,67.7536,81.9607,10k
0db,2.571k,1,470p,522445,67.0305,81.9607,10k
0db,2.571k,1,1n,524138,65.5268,81.9607,10k
0db,2.571k,1,1.5n,523451,64.218,81.9607,10k
0db,2.571k,1,2.2n,519290,62.6799,81.9608,10k
0db,2.571k,1,2.7n,514664,61.8239,81.9608,10k
0db,2.571k,1,3.3n,508166,61.048,81.9608,10k
0db,2.571k,1,4.7n,492020,60.0813,81.9609,10k
0db,2.571k,2,1f,518907,68.3849,81.9606,10k
0db,2.571k,2,47p,519352,68.2496,81.9606,10k
0db,2.571k,2,100p,519853,68.0964,81.9606,10k
0db,2.571k,2,220p,520986,67.7477,81.9606,10k
0db,2.571k,2,470p,523335,67.0127,81.9606,10k
0db,2.571k,2,1n,528347,65.4124,81.9606,10k
0db,2.571k,2,1.5n,533009,63.8534,81.9606,10k
0db,2.571k,2,2.2n,539360,61.5927,81.9606,10k
0db,2.571k,2,2.7n,543752,59.9234,81.9605,10k
0db,2.571k,2,3.3n,548693,57.8712,81.9605,10k
0db,2.571k,2,4.7n,558663,52.9099,81.9605,10k
0db,2.611k,1,1f,518906,68.3785,81.9607,10k
0db,2.611k,1,47p,519338,68.2444,81.9607,10k
0db,2.611k,1,100p,519806,68.0926,81.9607,10k
0db,2.611k,1,220p,520785,67.7471,81.9607,10k
0db,2.611k,1,470p,522444,67.024,81.9607,10k
0db,2.611k,1,1n,524136,65.5203,81.9608,10k
0db,2.611k,1,1.5n,523449,64.2115,81.9608,10k
0db,2.611k,1,2.2n,519289,62.6734,81.9608,10k
0db,2.611k,1,2.7n,514662,61.8175,81.9609,10k
0db,2.611k,1,3.3n,508164,61.0417,81.9609,10k
0db,2.611k,1,4.7n,492019,60.0752,81.961,10k
0db,2.611k,2,1f,518906,68.3785,81.9607,10k
0db,2.611k,2,47p,519350,68.2431,81.9607,10k
0db,2.611k,2,100p,519852,68.09,81.9607,10k
0db,2.611k,2,220p,520985,67.7413,81.9607,10k
0db,2.611k,2,470p,523333,67.0062,81.9607,10k
0db,2.611k,2,1n,528346,65.4058,81.9607,10k
0db,2.611k,2,1.5n,533007,63.8468,81.9607,10k
0db,2.611k,2,2.2n,539358,61.5861,81.9606,10k
0db,2.611k,2,2.7n,543750,59.9167,81.9606,10k
0db,2.611k,2,3.3n,548691,57.8644,81.9606,10k
0db,2.611k,2,4.7n,558660,52.9031,81.9605,10k
3db,1m,1,1f,466951,81.0237,78.6471,100k
3db,1m,1,47p,467329,80.9014,78.6471,100k
3db,1m,1,100p,467738,80.7631,78.6471,100k
3db,1m,1,220p,468615,80.4484,78.6471,100k
3db,1m,1,470p,470106,79.794,78.6471,100k
3db,1m,1,1n,471658,78.4464,78.6471,100k
3db,1m,1,1.5n,471099,77.2806,78.6471,100k
3db,1m,1,2.2n,467417,75.9083,78.6471,100k
3db,1m,1,2.7n,463300,75.1335,78.647,100k
3db,1m,1,3.3n,457284,74.4271,78.647,100k
3db,1m,1,4.7n,441933,73.5158,78.647,100k
3db,1m,2,1f,466951,81.0237,78.6471,100k
3db,1m,2,47p,467337,80.9012,78.6471,100k
3db,1m,2,100p,467772,80.7625,78.6471,100k
3db,1m,2,220p,468778,80.4459,78.6471,100k
3db,1m,2,470p,470862,79.7797,78.6471,100k
3db,1m,2,1n,475221,78.3377,78.6471,100k
3db,1m,2,1.5n,479254,76.9404,78.647,100k
3db,1m,2,2.2n,484815,74.9209,78.647,100k
3db,1m,2,2.7n,488594,73.4415,78.647,100k
3db,1m,2,3.3n,492952,71.6245,78.647,100k
3db,1m,2,4.7n,501719,67.2709,78.647,100k
3db,1k,1,1f,466940,80.8773,78.6471,100k
3db,1k,1,47p,467318,80.7548,78.6471,100k
3db,1k,1,100p,467727,80.6164,78.6471,100k
3db,1k,1,220p,468604,80.3015,78.6471,100k
