cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,722882,73.8128,77.685
1,0,1m,47p,723961,73.616,77.685
1,0,1m,100p,725198,73.3922,77.685
1,0,1m,220p,728031,72.8795,77.685
1,0,1m,470p,733947,71.789,77.685
1,0,1m,1n,746634,69.3697,77.685
1,0,1m,2.2n,775465,63.3326,77.685
1,0,1m,4.7n,820688,49.0306,77.6849
1,0,430,1f,722871,73.7151,77.685
1,0,430,47p,723950,73.5182,77.685
1,0,430,100p,725186,73.2942,77.685
1,0,430,220p,728019,72.7811,77.685
1,0,430,470p,733935,71.6898,77.685
1,0,430,1n,746621,69.2688,77.685
1,0,430,2.2n,775450,63.228,77.685
1,0,430,4.7n,820670,48.9205,77.6849
1,6,1m,1f,723708,73.816,77.8196
1,6,1m,47p,723945,73.7663,77.8196
1,6,1m,100p,724122,73.7111,77.8196
1,6,1m,220p,724169,73.5967,77.8196
1,6,1m,470p,723080,73.438,77.8196
1,6,1m,1n,719710,73.3856,77.8196
1,6,1m,2.2n,716193,73.517,77.8196
1,6,1m,4.7n,714592,73.6448,77.8196
1,6,430,1f,723697,73.7182,77.8196
1,6,430,47p,723934,73.6684,77.8196
1,6,430,100p,724111,73.6132,77.8196
1,6,430,220p,724158,73.4988,77.8196
1,6,430,470p,723069,73.3402,77.8196
1,6,430,1n,719699,73.2883,77.8196
1,6,430,2.2n,716182,73.4202,77.8196
1,6,430,4.7n,714581,73.5482,77.8196
1,12,1m,1f,723925,73.8169,77.8554
1,12,1m,47p,723987,73.8043,77.8554
1,12,1m,100p,724040,73.7902,77.8554
1,12,1m,220p,724089,73.7599,77.8554
1,12,1m,470p,723921,73.7103,77.8554
1,12,1m,1n,723058,73.6728,77.8554
1,12,1m,2.2n,721765,73.7007,77.8554
1,12,1m,4.7n,721053,73.7473,77.8554
1,12,430,1f,723913,73.719,77.8554
1,12,430,47p,723976,73.7064,77.8554
1,12,430,100p,724028,73.6923,77.8554
1,12,430,220p,724078,73.662,77.8554
1,12,430,470p,723909,73.6125,77.8554
1,12,430,1n,723047,73.5751,77.8554
1,12,430,2.2n,721754,73.6031,77.8554
1,12,430,4.7n,721042,73.6498,77.8554
2,0,1m,1f,726459,73.8253,78.2739
2,0,1m,47p,727587,73.6257,78.2739
2,0,1m,100p,728861,73.3992,78.2739
2,0,1m,220p,731750,72.8813,78.2739
2,0,1m,470p,737785,71.7793,78.2739
2,0,1m,1n,750854,69.3279,78.2738
2,0,1m,2.2n,780640,63.194,78.2738
2,0,1m,4.7n,827361,48.6122,78.2738
2,0,430,1f,726447,73.7271,78.2739
2,0,430,47p,727575,73.5273,78.2739
2,0,430,100p,728849,73.3007,78.2739
2,0,430,220p,731738,72.7824,78.2739
2,0,430,470p,737773,71.6796,78.2739
2,0,430,1n,750840,69.2265,78.2738
2,0,430,2.2n,780624,63.0887,78.2738
2,0,430,4.7n,827343,48.5011,78.2738
2,6,1m,1f,727307,73.8282,78.4174
2,6,1m,47p,727533,73.7782,78.4174
2,6,1m,100p,727643,73.7245,78.4174
2,6,1m,220p,727382,73.6261,78.4174
2,6,1m,470p,725766,73.5447,78.4174
2,6,1m,1n,723236,73.5866,78.4174
2,6,1m,2.2n,721630,73.6839,78.4174
2,6,1m,4.7n,721020,73.7453,78.4174
2,6,430,1f,727295,73.7299,78.4174
2,6,430,47p,727521,73.6799,78.4174
2,6,430,100p,727631,73.6261,78.4174
2,6,430,220p,727370,73.5277,78.4174
2,6,430,470p,725754,73.4466,78.4174
2,6,430,1n,723225,73.4888,78.4174
2,6,430,2.2n,721619,73.5863,78.4174
2,6,430,4.7n,721009,73.6478,78.4174
2,12,1m,1f,727533,73.829,78.456
2,12,1m,47p,727594,73.8162,78.456
2,12,1m,100p,727634,73.8022,78.456
2,12,1m,220p,727616,73.7743,78.456
2,12,1m,470p,727266,73.7416,78.456
2,12,1m,1n,726453,73.7413,78.456
2,12,1m,2.2n,725776,73.7728,78.456
2,12,1m,4.7n,725496,73.797,78.456
2,12,430,1f,727521,73.7306,78.456
2,12,430,47p,727582,73.7178,78.456
2,12,430,100p,727622,73.7038,78.456
2,12,430,220p,727604,73.676,78.456
2,12,430,470p,727254,73.6433,78.456
2,12,430,1n,726442,73.6431,78.456
2,12,430,2.2n,725764,73.6747,78.456
2,12,430,4.7n,725484,73.699,78.456
