cella,variante,f_hz,amp,gm,rl,grandezza,uscita,picco_V,t_picco_s,finestra_s,esito,nota
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,A_ins,MAINJACK,4.133e-09,2.362573,2.000,sotto,riferimento g0sempre_lz_c100_iii
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,A_rel,MAINJACK,3.902e-08,8.000312,2.000,sotto,riferimento g0mai_lz_c100_iii
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,B2,MAINJACK,6.169e-10,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,A_ins,FIXJACK1,4.141e-09,2.362708,2.000,sotto,riferimento g0sempre_lz_c100_iii
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,A_rel,FIXJACK1,1.1e-11,9.682146,2.000,sotto,riferimento g0mai_lz_c100_iii
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,B2,FIXJACK1,3.475e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,A_ins,FIXJACK2,4.143e-09,2.362458,2.000,sotto,riferimento g0sempre_lz_c100_iii
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,A_rel,FIXJACK2,1.037e-11,9.117729,2.000,sotto,riferimento g0mai_lz_c100_iii
gm0x10_lz_c100_iii_i,l29d2_iii_c100,1000,0,0a10,100k,B2,FIXJACK2,3.475e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,A_ins,MAINJACK,3.902e-08,8.000312,2.000,sotto,riferimento g10sempre_lz_c100_iii
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,A_rel,MAINJACK,4.863e-08,10.001167,2.000,sotto,riferimento g10mai_lz_c100_iii
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,B2,MAINJACK,9.976e-13,8.025531,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,A_ins,FIXJACK1,9.762e-14,8.000531,2.000,sotto,riferimento g10sempre_lz_c100_iii
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,A_rel,FIXJACK1,3.624e-08,10.001167,2.000,sotto,riferimento g10mai_lz_c100_iii
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,B2,FIXJACK1,1.074e-14,9.999990,,sotto,mute da t_ins+t_grad+20 ms a t_rel
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,A_ins,FIXJACK2,9.761e-14,8.000531,2.000,sotto,riferimento g10sempre_lz_c100_iii
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,A_rel,FIXJACK2,2.991e-08,10.001167,2.000,sotto,riferimento g10mai_lz_c100_iii
gm0x10_lz_c100_iii_c,l29d2_iii_c100,1000,0,0a10,100k,B2,FIXJACK2,8.878e-15,9.999990,,sotto,mute da t_ins+t_grad+20 ms a t_rel
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,A_ins,MAINJACK,1.303e-08,2.362344,2.000,sotto,riferimento g10sempre_lz_c100_iii
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,A_rel,MAINJACK,3.301e-08,8.000615,2.000,sotto,riferimento g10mai_lz_c100_iii
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,B2,MAINJACK,1.944e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,A_ins,FIXJACK1,4.144e-09,2.362417,2.000,sotto,riferimento g10sempre_lz_c100_iii
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,A_rel,FIXJACK1,1.104e-11,8.879073,2.000,sotto,riferimento g10mai_lz_c100_iii
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,B2,FIXJACK1,3.475e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,A_ins,FIXJACK2,4.143e-09,2.362437,2.000,sotto,riferimento g10sempre_lz_c100_iii
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,A_rel,FIXJACK2,1.074e-11,9.805698,2.000,sotto,riferimento g10mai_lz_c100_iii
tm0x12_lz_c100_iii_i,l29d2_iii_c100,1000,0,t0a12,100k,B2,FIXJACK2,3.475e-09,7.520000,,sotto,mute da t_ins+t_grad+20 ms a t_rel
tm0x12_lz_c100_iii_c,l29d2_iii_c100,1000,0,t0a12,100k,A_ins,MAINJACK,3.301e-08,8.000615,2.000,sotto,riferimento t12sempre_lz_c100_iii
tm0x12_lz_c100_iii_c,l29d2_iii_c100,1000,0,t0a12,100k,A_rel,MAINJACK,1.887e-08,10.001469,2.000,sotto,riferimento t12mai_lz_c100_iii
tm0x12_lz_c100_iii_c,l29d2_iii_c100,1000,0,t0a12,100k,B2,MAINJACK,7.216e-13,8.028229,,sotto,mute da t_ins+t_grad+20 ms a t_rel
tm0x12_lz_c100_iii_c,l29d2_iii_c100,1000,0,t0a12,100k,A_ins,FIXJACK1,1.038e-12,8.000615,2.000,sotto,riferimento t12sempre_lz_c100_iii
tm0x12_lz_c100_iii_c,l29d2_iii_c100,1000,0,t0a12,100k,A_rel,FIXJACK1,2.692e-08,10.001469,2.000,sotto,riferimento t12mai_lz_c100_iii
tm0x12_lz_c100_iii_c,l29d2_iii_c100,1000,0,t0a12,100k,B2,FIXJACK1,6.496e-15,9.999990,,sotto,mute da t_ins+t_grad+20 ms a t_rel
