col0,col1
20.0,65.5721606
22.4403691,65.8781172
25.1785082,66.2348594
28.2507509,66.6456694
31.6978638,67.1126045
35.5655882,67.6362745
39.9052463,68.215753
44.7744228,68.8486405
50.2377286,69.5312632
56.3676586,70.2589635
63.2455532,71.0264281
70.9626778,71.8279993
79.6214341,72.6579305
89.3367184,73.5105663
100.237447,74.3804431
112.468265,75.2623186
126.191469,76.1511446
141.589157,77.0420013
158.865647,77.9300077
178.250188,78.8102261
200.0,79.677575
224.403691,80.5267676
251.785082,81.3522923
282.507509,82.1484511
316.978638,82.9094715
355.655882,83.6296976
399.052463,84.303854
447.744228,84.927361
502.377286,85.496657
563.676586,86.0094757
632.455532,86.4650205
709.626778,86.8639994
796.214341,87.2085062
893.367184,87.5017715
1002.37447,87.7478263
1124.68265,87.9511351
1261.91469,88.1162481
1415.89157,88.247505
1588.65647,88.3488082
1782.50188,88.4234619
2000.0,88.4740703
2244.03691,88.5024753
2517.85082,88.5097228
2825.07509,88.4960426
3169.78638,88.4608346
3556.55882,88.4026589
3990.52463,88.3192296
4477.44228,88.207421
5023.77286,88.0632958
5636.76586,87.8821692
6324.55532,87.6587247
7096.26778,87.3871911
7962.14341,87.0615834
8933.67184,86.6759957
10023.7447,86.224915
11246.8265,85.7035121
12619.1469,85.1078612
14158.9157,84.4350477
15886.5647,83.6831545
17825.0188,82.8511467
20000.0,81.9387078
22440.3691,80.9460938
25178.5082,79.8740635
28250.7509,78.7239207
31697.8638,77.4976631
35565.5882,76.1982025
39905.2463,74.8295919
44774.4228,73.397195
50237.7286,71.9077475
56367.6586,70.3692893
63245.5532,68.790979
70962.6778,67.1828206
79621.4341,65.5553391
89336.7184,63.919234
100237.447,62.285022
112468.265,60.6626712
126191.469,59.0612277
141589.157,57.4884393
158865.647,55.9504024
178250.188,54.4512689
200000.0,52.9930564
