col0,col1
20.0,75.5364561
22.4403691,75.8424133
25.1785082,76.1991566
28.2507509,76.6099684
31.6978638,77.0769064
35.5655882,77.6005807
39.9052463,78.1800651
44.7744228,78.8129609
50.2377286,79.4955946
56.3676586,80.2233095
63.2455532,80.990793
70.9626778,81.7923885
79.6214341,82.6223505
89.3367184,83.4750254
100.237447,84.3449512
112.468265,85.2268878
126.191469,86.1157896
141.589157,87.0067399
158.865647,87.8948611
178.250188,88.775219
200.0,89.6427363
224.403691,90.49213
251.785082,91.3178919
282.507509,92.1143268
316.978638,92.8756634
355.655882,93.5962449
399.052463,94.2707927
447.744228,94.8947212
502.377286,95.4644606
563.676586,95.9777339
632.455532,96.4337336
709.626778,96.8331568
796.214341,97.178088
893.367184,97.4717508
1002.37447,97.7181719
1124.68265,97.9218148
1261.91469,98.087231
1415.89157,98.218764
1588.65647,98.3203212
1782.50188,98.3952134
2000.0,98.4460514
2244.03691,98.4746846
2517.85082,98.482166
2825.07509,98.4687319
3169.78638,98.4337876
3556.55882,98.3758962
3990.52463,98.2927711
4477.44228,98.1812803
5023.77286,98.0374709
5636.76586,97.8566299
6324.55532,97.6333942
7096.26778,97.3619224
7962.14341,97.0361287
8933.67184,96.6499703
10023.7447,96.1977552
11246.8265,95.6744296
12619.1469,95.0757935
14158.9157,94.3986061
15886.5647,93.640567
17825.0188,92.8001932
20000.0,91.8766432
22440.3691,90.8695515
25178.5082,89.7789341
28250.7509,88.6051964
31697.8638,87.3492427
35565.5882,86.0126461
39905.2463,84.5978213
44774.4228,83.108133
50237.7286,81.5478972
56367.6586,79.9222596
63245.5532,78.2369712
70962.6778,76.4981063
79621.4341,74.7117717
89336.7184,72.8838553
100237.447,71.0198424
112468.265,69.1247146
126191.469,67.202931
141589.157,65.2584847
158865.647,63.2950191
178250.188,61.3159885
200000.0,59.3248385
