carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,917747,70.7229,80.3354
1,1m,47p,920489,70.4117,80.3354
1,1m,100p,923608,70.0563,80.3354
1,1m,220p,930770,69.2341,80.3354
1,1m,470p,946499,67.4282,80.3354
1,1m,1n,983144,63.1366,80.3354
1,1m,2.2n,1.08476E+06,50.1885,80.3354
1,1m,4.7n,1.17557E+06,19.1119,80.3353
1,430,1f,917723,70.5992,80.3354
1,430,47p,920465,70.2876,80.3354
1,430,100p,923583,69.9318,80.3354
1,430,220p,930745,69.1086,80.3354
1,430,470p,946471,67.3008,80.3354
1,430,1n,983111,63.0045,80.3354
1,430,2.2n,1.08471E+06,50.044,80.3354
1,430,4.7n,1.17553E+06,18.9563,80.3353
2,1m,1f,916809,70.734,80.2329
2,1m,47p,919539,70.4235,80.2328
2,1m,100p,922644,70.069,80.2328
2,1m,220p,929777,69.2489,80.2328
2,1m,470p,945409,67.4489,80.2328
2,1m,1n,981800,63.1741,80.2328
2,1m,2.2n,1.08254E+06,50.3034,80.2328
2,1m,4.7n,1.17373E+06,19.3284,80.2328
2,430,1f,916785,70.6104,80.2329
2,430,47p,919516,70.2996,80.2328
2,430,100p,922620,69.9447,80.2328
2,430,220p,929753,69.1236,80.2328
2,430,470p,945382,67.3216,80.2328
2,430,1n,981768,63.0422,80.2328
2,430,2.2n,1.08248E+06,50.1592,80.2328
2,430,4.7n,1.17369E+06,19.173,80.2328
