col0,col1,col2,col3,col4,col5,col6,col7
0.0,0.0,0.0,-0.0487255672,0.0,0.0,0.0,0.97134241
1e-08,3.14159265e-05,1e-08,-0.0487267307,1e-08,-1.16266463e-06,1e-08,0.971340665
2e-08,6.28318529e-05,2e-08,-0.0487291569,2e-08,-3.58721841e-06,2e-08,0.97133764
4e-08,0.000125663705,4e-08,-0.0487353908,4e-08,-9.81683084e-06,4e-08,0.971330674
8e-08,0.000251327402,8e-08,-0.0487441877,8e-08,-1.86077159e-05,8e-08,0.9713234
1.6e-07,0.00050265474,1.6e-07,-0.0486959609,1.6e-07,2.95861371e-05,1.6e-07,0.971378296
3.2e-07,0.00100530897,3.2e-07,-0.048343821,3.2e-07,0.000381485316,3.2e-07,0.971739051
6.4e-07,0.00201061388,6.4e-07,-0.0470234766,6.4e-07,0.00170092664,6.4e-07,0.973076043
1.28e-06,0.00402119525,1.28e-06,-0.0428713936,1.28e-06,0.00585016564,1.28e-06,0.977268582
2.28e-06,0.00716258625,2.28e-06,-0.0342788306,2.28e-06,0.0144368271,2.28e-06,0.985925698
3.28e-06,0.0103036945,3.28e-06,-0.0247177833,3.28e-06,0.0239912832,3.28e-06,0.995555827
4.28e-06,0.013444396,4.28e-06,-0.0148968717,4.28e-06,0.033805396,4.28e-06,1.00544414
5.28e-06,0.0165845667,5.28e-06,-0.00502561807,5.28e-06,0.0436697861,5.28e-06,1.01538495
6.28e-06,0.0197240826,6.28e-06,0.00486840437,6.28e-06,0.0535568989,6.28e-06,1.0253467
7.28e-06,0.02286282,7.28e-06,0.0147567832,7.28e-06,0.0634383414,7.28e-06,1.03530444
8.28e-06,0.0260006547,8.28e-06,0.0246495684,8.28e-06,0.0733241567,8.28e-06,1.04526513
9.28e-06,0.0291374629,9.28e-06,0.0345350461,9.28e-06,0.0832026389,9.28e-06,1.05521972
1.028e-05,0.0322731209,1.028e-05,0.0444207924,1.028e-05,0.0930813589,1.028e-05,1.06517352
1.128e-05,0.0354075048,1.128e-05,0.0543003912,1.128e-05,0.102953905,1.128e-05,1.07512198
1.228e-05,0.0385404908,1.228e-05,0.0641775395,1.228e-05,0.112823972,1.228e-05,1.0850673
1.328e-05,0.0416719553,1.328e-05,0.074049358,1.328e-05,0.122688682,1.328e-05,1.09500775
1.428e-05,0.0448017747,1.428e-05,0.083916587,1.428e-05,0.132548776,1.428e-05,1.10494323
1.528e-05,0.0479298254,1.528e-05,0.0937788246,1.528e-05,0.14240385,1.528e-05,1.11487389
1.628e-05,0.0510559839,1.628e-05,0.103634792,1.628e-05,0.152252629,1.628e-05,1.12479813
1.728e-05,0.0541801268,1.728e-05,0.113485695,1.728e-05,0.162096316,1.728e-05,1.13471727
1.828e-05,0.0573021308,1.828e-05,0.123329019,1.828e-05,0.171932399,1.828e-05,1.14462886
1.928e-05,0.0604218726,1.928e-05,0.13316688,1.928e-05,0.181762992,1.928e-05,1.15453478
2.028e-05,0.063539229,2.028e-05,0.142996138,2.028e-05,0.191584958,2.028e-05,1.16443225
2.128e-05,0.066654077,2.128e-05,0.15281929,2.128e-05,0.201400791,2.128e-05,1.17432331
2.228e-05,0.0697662936,2.228e-05,0.162633024,2.228e-05,0.211207182,2.228e-05,1.18420518
2.328e-05,0.072875756,2.328e-05,0.172439839,2.328e-05,0.22100663,2.328e-05,1.19407975
2.428e-05,0.0759823414,2.428e-05,0.18223656,2.428e-05,0.230795959,2.428e-05,1.2039445
2.528e-05,0.0790859271,2.528e-05,0.192025444,2.528e-05,0.240577426,2.528e-05,1.213801
2.628e-05,0.0821863906,2.628e-05,0.201803639,2.628e-05,0.250348182,2.628e-05,1.22364708
2.728e-05,0.0852836095,2.728e-05,0.211573021,2.728e-05,0.260110101,2.728e-05,1.23348395
2.828e-05,0.0883774616,2.828e-05,0.221331162,2.828e-05,0.269860756,2.828e-05,1.24330981
2.928e-05,0.0914678247,2.928e-05,0.231079492,2.928e-05,0.279601577,2.928e-05,1.25312549
3.028e-05,0.0945545769,3.028e-05,0.240816038,3.028e-05,0.289330591,3.028e-05,1.26292958
3.128e-05,0.0976375961,3.128e-05,0.250541783,3.128e-05,0.299048782,3.128e-05,1.27272253
3.228e-05,0.100716761,3.228e-05,0.260255187,3.228e-05,0.30875461,3.228e-05,1.28250329
3.328e-05,0.103791949,3.328e-05,0.269956823,3.328e-05,0.318448648,3.328e-05,1.29227197
3.428e-05,0.10686304,3.428e-05,0.279645536,3.428e-05,0.328129742,3.428e-05,1.30202784
3.528e-05,0.109929913,3.528e-05,0.289321547,3.528e-05,0.337798113,3.528e-05,1.31177074
3.628e-05,0.112992445,3.628e-05,0.298984022,3.628e-05,0.347452928,3.628e-05,1.32150016
3.728e-05,0.116050517,3.728e-05,0.308632899,3.728e-05,0.357094123,3.728e-05,1.33121574
3.828e-05,0.119104007,3.828e-05,0.318267593,3.828e-05,0.366721116,3.828e-05,1.34091716
3.928e-05,0.122152795,3.928e-05,0.327887828,3.928e-05,0.37633363,3.928e-05,1.35060391
4.028e-05,0.125196761,4.028e-05,0.337493203,4.028e-05,0.385931264,4.028e-05,1.36027579
4.128e-05,0.128235784,4.128e-05,0.347083293,4.128e-05,0.395513593,4.128e-05,1.36993219
4.228e-05,0.131269745,4.228e-05,0.356657818,4.228e-05,0.40508034,4.228e-05,1.37957298
4.328e-05,0.134298523,4.328e-05,0.366216261,4.328e-05,0.414630985,4.328e-05,1.38919752
4.428e-05,0.137322,4.428e-05,0.375758413,4.428e-05,0.424165322,4.428e-05,1.3988057
4.528e-05,0.140340055,4.528e-05,0.385283709,4.528e-05,0.433682784,4.528e-05,1.40839686
4.628e-05,0.14335257,4.628e-05,0.394791973,4.628e-05,0.443183196,4.628e-05,1.4179709
4.728e-05,0.146359426,4.728e-05,0.404282626,4.728e-05,0.45266598,4.728e-05,1.42752718
4.828e-05,0.149360503,4.828e-05,0.413755494,4.828e-05,0.462130962,4.828e-05,1.43706556
4.928e-05,0.152355684,4.928e-05,0.423210011,4.928e-05,0.471577576,4.928e-05,1.44658545
5.028e-05,0.155344851,5.028e-05,0.432645982,5.028e-05,0.481005628,5.028e-05,1.45608667
5.128e-05,0.158327884,5.128e-05,0.442062872,5.128e-05,0.490414582,5.128e-05,1.46556867
5.228e-05,0.161304667,5.228e-05,0.451460456,5.228e-05,0.499804214,5.228e-05,1.47503122
5.328e-05,0.164275082,5.328e-05,0.460838234,5.328e-05,0.509174025,5.328e-05,1.48447383
5.428e-05,0.167239012,5.428e-05,0.470195944,5.428e-05,0.518523754,5.428e-05,1.49389623
5.528e-05,0.17019634,5.528e-05,0.479533129,5.528e-05,0.527852942,5.528e-05,1.50329796
5.628e-05,0.173146948,5.628e-05,0.488849489,5.628e-05,0.53716129,5.628e-05,1.51267871
