pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,941237,68.9747,79.4778
1,10k,47p,943528,68.6824,79.4778
1,10k,100p,945989,68.3497,79.4778
1,10k,220p,951034,67.588,79.4779
1,10k,470p,958916,65.9976,79.4779
1,10k,1n,961715,62.9761,79.4779
1,10k,1.5n,949402,60.9714,79.4779
1,10k,2.2n,921023,59.5323,79.478
1,10k,2.7n,899601,59.1715,79.478
1,10k,3.3n,875999,59.1553,79.4781
1,10k,4.7n,833065,59.8895,79.4781
2,10k,1f,941237,68.9747,79.4778
2,10k,47p,943605,68.6797,79.4778
2,10k,100p,946290,68.3437,79.4778
2,10k,220p,952428,67.5696,79.4778
2,10k,470p,965735,65.8874,79.4778
2,10k,1n,995651,61.9958,79.4778
2,10k,1.5n,1.02603E+06,57.859,79.4778
2,10k,2.2n,1.07073E+06,51.2191,79.4778
2,10k,2.7n,1.10175E+06,45.9024,79.4778
2,10k,3.3n,1.13234E+06,39.214,79.4778
2,10k,4.7n,1.1482E+06,25.7719,79.4778
1,50k,1f,942422,68.9792,79.6399
1,50k,47p,944742,68.684,79.6399
1,50k,100p,947234,68.3478,79.6399
1,50k,220p,952340,67.5781,79.6399
1,50k,470p,960340,65.9697,79.6399
1,50k,1n,963077,62.9195,79.6399
1,50k,1.5n,950474,60.905,79.6399
1,50k,2.2n,921687,59.4697,79.6399
1,50k,2.7n,900045,59.1164,79.6399
1,50k,3.3n,876261,59.1094,79.6399
1,50k,4.7n,833114,59.8603,79.6399
2,50k,1f,942422,68.9792,79.6399
2,50k,47p,944802,68.6835,79.6399
2,50k,100p,947501,68.3466,79.6399
2,50k,220p,953670,67.5704,79.6399
2,50k,470p,967083,65.8823,79.6399
2,50k,1n,997218,61.9761,79.6399
2,50k,1.5n,1.02791E+06,57.8175,79.6399
2,50k,2.2n,1.07308E+06,51.1362,79.6399
2,50k,2.7n,1.10447E+06,45.7789,79.6399
2,50k,3.3n,1.13533E+06,39.0412,79.6398
2,50k,4.7n,1.15084E+06,25.547,79.6398
