blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
F1,0,1000,1.4142,1,3,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866976,-0.00643182,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45567E-07,0.0038444,0.00383305,4.85504E-07,0,0.000101636,0,0.214178,0.214178,1.3802,3.23208
F2,0,1000,1.4142,1,3,0.208981,0.208358,0.0272321,0.00295905,-0.003101,-0.0270907,0.0865126,-0.00618082,0.0862791,0.0109774,0.00150945,0.00177549,0.00986074,0.0099088,0.0640045,0.0193598,0.0189466,0.00657377,0.0065446,3.35584E-07,3.34584E-07,0.00384738,0.00383304,0.0139808,0,0.0172472,0,0.208832,0.208856,1.37967,3.23208
B,0,1000,1.4142,1,3,0.214225,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.92989E-09,0,1.45353E-05,0,0.214225,0.214225,1.38021,3.23208
A,0,1000,1.4142,1,4,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.086592,-0.00643189,0.0863871,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640771,0.019324,0.0189106,0.00476247,0.00476356,2.45331E-07,2.45521E-07,0.00384451,0.0038331,0,0,0,0,0.213928,0.213928,1.3972,3.23208
F1,0,1000,1.4142,1,4,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866976,-0.00643182,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45567E-07,0.0038444,0.00383305,4.85504E-07,0,0.000101636,0,0.214178,0.214178,1.3802,3.23208
F2,0,1000,1.4142,1,4,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29642E-08,0,2.21043E-05,0,0.214221,0.214221,1.38021,3.23208
B,0,1000,1.4142,1,4,0.208981,0.208358,0.0272321,0.00295905,-0.003101,-0.0270907,0.0865126,-0.00618082,0.0862791,0.0109774,0.00150945,0.00177549,0.00986074,0.0099088,0.0640045,0.0193598,0.0189466,0.00657377,0.0065446,3.35584E-07,3.34584E-07,0.00384738,0.00383304,0.0139808,0,0.0172472,0,0.208832,0.208856,1.37967,3.23208
A,0,1000,1.4142,1,5,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.086592,-0.00643189,0.0863871,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640771,0.019324,0.0189106,0.00476247,0.00476356,2.45331E-07,2.45521E-07,0.00384451,0.0038331,0,0,0,0,0.213928,0.213928,1.3972,3.22992
F1,0,1000,1.4142,1,5,0.208872,0.208191,0.0255312,0.00431249,-0.00444341,-0.0254007,0.0865333,-0.00621308,0.0862794,0.0109788,0.00150945,0.00177551,0.00986073,0.0099088,0.0640045,0.0193598,0.0189466,0.00613611,0.00611292,3.14299E-07,3.13553E-07,0.0038467,0.00383304,0.0106781,0,0.015073,0,0.208759,0.208773,1.37968,3.22992
F2,0,1000,1.4142,1,5,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476292,0.00476294,2.45262E-07,2.45536E-07,0.0038444,0.00383305,2.29647E-08,0,2.21045E-05,0,0.214221,0.214221,1.38021,3.22992
B,0,1000,1.4142,1,5,0.214225,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.93012E-09,0,1.45354E-05,0,0.214225,0.214225,1.38021,3.22992
A,0,1000,1.4142,1,6,0.213927,0.213473,0.0146307,0.014482,-0.0144919,-0.014624,0.086592,-0.00643189,0.0863871,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640771,0.019324,0.0189106,0.00476247,0.00476356,2.4533E-07,2.45521E-07,0.00384451,0.0038331,0,0,0,0,0.213928,0.213928,1.3972,3.22566
F1,0,1000,1.4142,1,6,0.211137,0.210275,0.0192791,0.00994386,-0.0100101,-0.0192152,0.0866259,-0.00633717,0.0862798,0.0109821,0.00150945,0.00177556,0.00986071,0.00990882,0.0640045,0.01936,0.0189464,0.00502466,0.00502037,2.59469E-07,2.59547E-07,0.00384488,0.00383304,0.00206474,0,0.00662803,0,0.211107,0.211121,1.37991,3.22566
F2,0,1000,1.4142,1,6,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476292,0.00476294,2.45262E-07,2.45536E-07,0.0038444,0.00383305,2.29664E-08,0,2.21053E-05,0,0.214221,0.214221,1.38022,3.22566
B,0,1000,1.4142,1,6,0.214225,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.93083E-09,0,1.4536E-05,0,0.214225,0.214225,1.38022,3.22566
A,0,1000,2.8284,1,0,0.213766,0.21333,0.0147045,0.0144071,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863956,0.0109832,0.00150944,0.0017756,0.00986076,0.00990876,0.0640821,0.0193202,0.0189086,0.00476253,0.00476359,2.45585E-07,2.45762E-07,0.00384451,0.00383306,0,0,0,0,0.213764,0.213766,2.81097,3.2248
F1,0,1000,2.8284,1,0,0.214016,0.213084,0.0147029,0.0144095,-0.0144268,-0.0146872,0.086677,-0.00642118,0.0862881,0.0109831,0.00150943,0.00177557,0.00986068,0.00990871,0.0640094,0.0193565,0.0189442,0.00476277,0.00476328,2.45526E-07,2.45814E-07,0.00384439,0.003833,1.93994E-06,0,0.000203163,0,0.214013,0.214016,2.79355,3.2248
F2,0,1000,2.8284,1,0,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150943,0.00177557,0.00986068,0.00990871,0.0640094,0.0193565,0.0189442,0.0047628,0.00476282,2.4544E-07,2.45705E-07,0.00384439,0.003833,9.17582E-08,0,4.41849E-05,0,0.214179,0.21418,2.79356,3.2248
B,0,1000,2.8284,1,0,0.214195,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150943,0.00177557,0.00986068,0.00990871,0.0640094,0.0193566,0.0189442,0.0047628,0.0047628,2.45432E-07,2.45696E-07,0.00384439,0.003833,3.9677E-08,0,2.9055E-05,0,0.214194,0.214195,2.79356,3.2248
A,0,1000,2.8284,1,1,0.213766,0.213329,0.0147045,0.0144071,-0.0144254,-0.0146896,0.0865713,-0.00642123,0.0863954,0.0109832,0.00150944,0.0017756,0.00986075,0.00990877,0.064082,0.0193203,0.0189087,0.00476253,0.00476359,2.45584E-07,2.45764E-07,0.0038445,0.00383306,0,0,0,0,0.213766,0.213766,2.81086,3.57135
F1,0,1000,2.8284,1,1,0.234645,0.233873,0.0482488,3.69335E-09,-2.0193E-08,-0.0482514,0.0859019,-0.00590781,0.0862821,0.0108962,0.0015094,0.00177532,0.00986074,0.00990859,0.0640093,0.0193547,0.0189462,0.0144637,0.0144614,7.41677E-07,7.42594E-07,0.00385724,0.00383297,0.0559212,0,0.0344937,0,0.234343,0.234462,2.79256,3.57135
F2,0,1000,2.8284,1,1,0.234645,0.233873,0.0482488,3.69335E-09,-2.0193E-08,-0.0482514,0.0859019,-0.00590781,0.0862821,0.0108962,0.0015094,0.00177532,0.00986074,0.00990859,0.0640093,0.0193547,0.0189462,0.0144637,0.0144614,7.41677E-07,7.42594E-07,0.00385724,0.00383297,0.0559212,0,0.0344937,0,0.234343,0.234462,2.79256,3.57135
B,0,1000,2.8284,1,1,0.234645,0.233873,0.0482487,3.69346E-09,-2.01931E-08,-0.0482514,0.0859019,-0.00590781,0.0862821,0.0108962,0.0015094,0.00177532,0.00986074,0.00990859,0.0640093,0.0193547,0.0189462,0.0144637,0.0144613,7.41677E-07,7.42594E-07,0.00385724,0.00383297,0.0559212,0,0.0344937,0,0.234343,0.234462,2.79256,3.57135
A,0,1000,2.8284,1,2,0.213766,0.213329,0.0147045,0.0144071,-0.0144253,-0.0146896,0.0865713,-0.00642123,0.0863953,0.0109832,0.00150944,0.0017756,0.00986074,0.00990878,0.064082,0.0193203,0.0189088,0.00476253,0.00476359,2.45583E-07,2.45765E-07,0.0038445,0.00383306,0,0,0,0,0.213766,0.213766,2.81095,3.34033
F1,0,1000,2.8284,1,2,0.234609,0.233913,0.0482514,3.86513E-09,-1.96553E-08,-0.0482541,0.0859016,-0.00590779,0.0862816,0.0108962,0.0015094,0.00177531,0.00986075,0.00990859,0.0640092,0.0193548,0.0189462,0.0144626,0.014464,7.41625E-07,7.42728E-07,0.00385717,0.00383297,0.0559239,0,0.0344945,0,0.23434,0.23439,2.79266,3.34033
F2,0,1000,2.8284,1,2,0.214181,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866804,-0.00642324,0.0862879,0.0109831,0.00150944,0.00177557,0.00986066,0.00990873,0.0640093,0.0193566,0.0189443,0.0047628,0.00476282,2.45439E-07,2.45707E-07,0.00384438,0.003833,9.18548E-08,0,4.42081E-05,0,0.214181,0.214181,2.79352,3.34033
B,0,1000,2.8284,1,2,0.214196,0.213249,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866807,-0.00642343,0.0862879,0.0109831,0.00150944,0.00177557,0.00986066,0.00990873,0.0640093,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45698E-07,0.00384438,0.003833,3.97187E-08,0,2.90703E-05,0,0.214197,0.214197,2.79352,3.34033
A,0,1000,2.8284,1,3,0.213766,0.213329,0.0147045,0.0144071,-0.0144253,-0.0146896,0.0865713,-0.00642123,0.0863953,0.0109832,0.00150944,0.0017756,0.00986074,0.00990878,0.064082,0.0193203,0.0189088,0.00476253,0.00476359,2.45583E-07,2.45765E-07,0.0038445,0.00383306,0,0,0,0,0.213766,0.213766,2.81095,3.34033
F1,0,1000,2.8284,1,3,0.214016,0.213084,0.0147029,0.0144095,-0.0144268,-0.0146872,0.086677,-0.00642118,0.0862878,0.0109831,0.00150944,0.00177557,0.00986067,0.00990873,0.0640093,0.0193566,0.0189444,0.00476277,0.00476328,2.45525E-07,2.45817E-07,0.00384438,0.003833,1.94198E-06,0,0.00020327,0,0.214016,0.214016,2.79351,3.34033
F2,0,1000,2.8284,1,3,0.234609,0.233913,0.0482514,3.86513E-09,-1.96553E-08,-0.0482541,0.0859016,-0.00590779,0.0862816,0.0108962,0.0015094,0.00177531,0.00986075,0.00990859,0.0640092,0.0193548,0.0189462,0.0144626,0.014464,7.41625E-07,7.42728E-07,0.00385717,0.00383297,0.0559239,0,0.0344945,0,0.23434,0.23439,2.79266,3.34033
B,0,1000,2.8284,1,3,0.214196,0.213249,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866807,-0.00642343,0.0862879,0.0109831,0.00150944,0.00177557,0.00986066,0.00990873,0.0640093,0.0193566,0.0189443,0.0047628,0.0047628,2.45431E-07,2.45698E-07,0.00384438,0.003833,3.97187E-08,0,2.90703E-05,0,0.214197,0.214197,2.79352,3.34033
A,0,1000,2.8284,1,4,0.213766,0.213329,0.0147045,0.0144071,-0.0144253,-0.0146896,0.0865713,-0.00642123,0.0863953,0.0109832,0.00150944,0.0017756,0.00986074,0.00990878,0.064082,0.0193203,0.0189088,0.00476253,0.00476359,2.45583E-07,2.45765E-07,0.0038445,0.00383306,0,0,0,0,0.213766,0.213766,2.81095,3.34033
F1,0,1000,2.8284,1,4,0.214016,0.213084,0.0147029,0.0144095,-0.0144268,-0.0146872,0.086677,-0.00642118,0.0862878,0.0109831,0.00150944,0.00177557,0.00986067,0.00990873,0.0640093,0.0193566,0.0189444,0.00476277,0.00476328,2.45525E-07,2.45817E-07,0.00384438,0.003833,1.94198E-06,0,0.00020327,0,0.214016,0.214016,2.79351,3.34033
F2,0,1000,2.8284,1,4,0.214181,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866804,-0.00642324,0.0862879,0.0109831,0.00150944,0.00177557,0.00986066,0.00990873,0.0640093,0.0193566,0.0189443,0.0047628,0.00476282,2.45439E-07,2.45707E-07,0.00384438,0.003833,9.18548E-08,0,4.42081E-05,0,0.214181,0.214181,2.79352,3.34033
B,0,1000,2.8284,1,4,0.234609,0.233913,0.0482514,3.86528E-09,-1.96553E-08,-0.0482541,0.0859016,-0.00590779,0.0862816,0.0108962,0.0015094,0.00177531,0.00986075,0.00990859,0.0640092,0.0193548,0.0189462,0.0144626,0.014464,7.41625E-07,7.42728E-07,0.00385717,0.00383297,0.0559239,0,0.0344945,0,0.23434,0.23439,2.79266,3.34033
A,0,1000,2.8284,1,5,0.213766,0.213329,0.0147045,0.0144071,-0.0144253,-0.0146896,0.0865714,-0.00642123,0.0863953,0.0109832,0.00150944,0.0017756,0.00986074,0.00990878,0.0640819,0.0193203,0.0189088,0.00476253,0.00476359,2.45583E-07,2.45765E-07,0.0038445,0.00383306,0,0,0,0,0.213767,0.213767,2.81096,3.29698
F1,0,1000,2.8284,1,5,0.217788,0.217125,0.0421663,1.9748E-07,-2.73641E-07,-0.0421684,0.0859999,-0.00597407,0.0862826,0.0109284,0.00150941,0.00177537,0.00986074,0.0099086,0.0640092,0.0193547,0.0189463,0.0116041,0.0115947,5.95986E-07,5.96338E-07,0.00385419,0.00383297,0.0427126,0,0.030146,0,0.217578,0.217604,2.79264,3.29698
F2,0,1000,2.8284,1,5,0.214181,0.213234,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866804,-0.00642324,0.0862878,0.0109831,0.00150944,0.00177557,0.00986066,0.00990873,0.0640093,0.0193566,0.0189444,0.0047628,0.00476282,2.45439E-07,2.45707E-07,0.00384438,0.003833,9.18591E-08,0,4.42092E-05,0,0.214181,0.214181,2.79354,3.29698
B,0,1000,2.8284,1,5,0.214196,0.213249,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866807,-0.00642343,0.0862878,0.0109831,0.00150944,0.00177557,0.00986066,0.00990873,0.0640093,0.0193566,0.0189444,0.0047628,0.0047628,2.45431E-07,2.45698E-07,0.00384438,0.003833,3.97206E-08,0,2.90709E-05,0,0.214197,0.214197,2.79354,3.29698
A,0,1000,2.8284,1,6,0.213766,0.21333,0.0147045,0.0144071,-0.0144253,-0.0146896,0.0865712,-0.00642123,0.0863956,0.0109832,0.00150944,0.0017756,0.00986076,0.00990876,0.0640821,0.0193202,0.0189086,0.00476253,0.00476359,2.45585E-07,2.45762E-07,0.00384451,0.00383306,0,0,0,0,0.213764,0.213766,2.81097,3.22847
F1,0,1000,2.8284,1,6,0.202155,0.201414,0.0241465,0.0054812,-0.00560965,-0.0240232,0.0863901,-0.00623108,0.0862895,0.0109784,0.00150942,0.00177555,0.00986071,0.00990864,0.0640094,0.0193554,0.0189453,0.00582196,0.00579695,3.03104E-07,3.02186E-07,0.00384648,0.00383299,0.00825007,0,0.0132489,0,0.20204,0.202167,2.79292,3.22847
F2,0,1000,2.8284,1,6,0.21418,0.213235,0.0145914,0.0145219,-0.014537,-0.0145762,0.0866803,-0.00642324,0.0862881,0.0109831,0.00150943,0.00177557,0.00986068,0.00990871,0.0640094,0.0193566,0.0189442,0.0047628,0.00476282,2.4544E-07,2.45705E-07,0.00384439,0.003833,9.1754E-08,0,4.41839E-05,0,0.214178,0.21418,2.79356,3.22847
B,0,1000,2.8284,1,6,0.214195,0.21325,0.0145808,0.0145325,-0.0145475,-0.0145658,0.0866806,-0.00642343,0.0862881,0.0109831,0.00150943,0.00177557,0.00986068,0.00990871,0.0640094,0.0193566,0.0189442,0.0047628,0.0047628,2.45432E-07,2.45696E-07,0.00384439,0.003833,3.96752E-08,0,2.90543E-05,0,0.214194,0.214195,2.79356,3.22847
A,0,1000,3.818,1,0,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864044,0.010983,0.00150942,0.0017756,0.0098607,0.00990865,0.0640873,0.0193161,0.0189068,0.0047626,0.00476362,2.45861E-07,2.46032E-07,0.00384448,0.00383301,0,0,0,0,0.213589,0.21359,3.80019,3.22476
F1,0,1000,3.818,1,0,0.21384,0.21293,0.0147536,0.0143574,-0.0143809,-0.0147324,0.0866545,-0.00641368,0.0862968,0.0109829,0.00150942,0.00177556,0.00986063,0.0099086,0.0640146,0.0193525,0.0189424,0.00476273,0.0047634,2.45796E-07,2.46087E-07,0.00384435,0.00383295,3.53835E-06,0,0.00027438,0,0.213839,0.21384,3.78243,3.22476
F2,0,1000,3.818,1,0,0.214137,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866605,-0.00641647,0.0862968,0.0109829,0.00150942,0.00177556,0.00986063,0.0099086,0.0640146,0.0193525,0.0189424,0.00476266,0.00476268,2.45633E-07,2.45893E-07,0.00384436,0.00383295,1.67363E-07,0,5.96734E-05,0,0.214137,0.214137,3.78244,3.22476
B,0,1000,3.818,1,0,0.214165,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.0866611,-0.00641673,0.0862968,0.0109829,0.00150942,0.00177556,0.00986063,0.0099086,0.0640146,0.0193525,0.0189424,0.00476266,0.00476266,2.45618E-07,2.45878E-07,0.00384436,0.00383295,7.2369E-08,0,3.92399E-05,0,0.214165,0.214165,3.78244,3.22476
A,0,1000,3.818,1,1,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865487,-0.00641373,0.0864044,0.010983,0.00150942,0.0017756,0.0098607,0.00990865,0.0640873,0.0193162,0.0189068,0.0047626,0.00476362,2.45861E-07,2.46032E-07,0.00384448,0.00383301,0,0,0,0,0.21359,0.21359,3.80022,3.97996
F1,0,1000,3.818,1,1,0.269818,0.268951,0.0651224,-3.77754E-07,3.7218E-07,-0.0651273,0.0851794,-0.00571007,0.0862926,0.0107896,0.00150935,0.00177511,0.00986072,0.00990838,0.0640144,0.0193492,0.0189458,0.0248315,0.0248561,1.29858E-06,1.30168E-06,0.00386842,0.00383288,0.101904,0,0.0465635,0,0.269437,0.269507,3.78123,3.97996
F2,0,1000,3.818,1,1,0.269818,0.268951,0.0651224,-3.77754E-07,3.7218E-07,-0.0651273,0.0851794,-0.00571007,0.0862926,0.0107896,0.00150935,0.00177511,0.00986072,0.00990838,0.0640144,0.0193492,0.0189458,0.0248315,0.0248561,1.29858E-06,1.30168E-06,0.00386842,0.00383288,0.101904,0,0.0465635,0,0.269437,0.269507,3.78123,3.97996
B,0,1000,3.818,1,1,0.269818,0.268951,0.0651224,-3.77754E-07,3.7218E-07,-0.0651272,0.0851794,-0.00571007,0.0862926,0.0107896,0.00150935,0.00177511,0.00986072,0.00990838,0.0640144,0.0193492,0.0189458,0.0248315,0.0248561,1.29858E-06,1.30168E-06,0.00386842,0.00383288,0.101904,0,0.0465635,0,0.269437,0.269507,3.78123,3.97996
A,0,1000,3.818,1,2,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864045,0.010983,0.00150942,0.0017756,0.00986071,0.00990865,0.0640874,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.46031E-07,0.00384448,0.00383301,0,0,0,0,0.213588,0.213589,3.79992,3.47645
F1,0,1000,3.818,1,2,0.269924,0.268852,0.0651205,-2.84334E-07,3.34783E-07,-0.0651253,0.0851803,-0.00571015,0.0862941,0.0107899,0.00150935,0.00177514,0.0098607,0.00990836,0.0640145,0.0193491,0.0189457,0.024835,0.0248469,1.29874E-06,1.3012E-06,0.00386861,0.00383288,0.101893,0,0.0465612,0,0.269454,0.269716,3.78087,3.47645
F2,0,1000,3.818,1,2,0.214137,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641647,0.086297,0.0109829,0.00150941,0.00177556,0.00986063,0.0099086,0.0640147,0.0193525,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45893E-07,0.00384436,0.00383295,1.67315E-07,0,5.96648E-05,0,0.214136,0.214137,3.78215,3.47645
B,0,1000,3.818,1,2,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.086297,0.0109829,0.00150941,0.00177556,0.00986063,0.0099086,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45618E-07,2.45877E-07,0.00384436,0.00383295,7.23482E-08,0,3.92342E-05,0,0.214164,0.214165,3.78215,3.47645
A,0,1000,3.818,1,3,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864045,0.010983,0.00150942,0.0017756,0.00986071,0.00990865,0.0640874,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.46031E-07,0.00384448,0.00383301,0,0,0,0,0.213588,0.213589,3.79992,3.47645
F1,0,1000,3.818,1,3,0.213839,0.21293,0.0147536,0.0143575,-0.0143809,-0.0147323,0.0866544,-0.00641368,0.0862969,0.0109829,0.00150941,0.00177556,0.00986063,0.00990859,0.0640147,0.0193524,0.0189423,0.00476273,0.0047634,2.45797E-07,2.46086E-07,0.00384436,0.00383295,3.53734E-06,0,0.00027434,0,0.213838,0.213839,3.78214,3.47645
F2,0,1000,3.818,1,3,0.269924,0.268853,0.0651205,-2.84336E-07,3.34778E-07,-0.0651253,0.0851803,-0.00571015,0.0862941,0.0107899,0.00150935,0.00177514,0.0098607,0.00990836,0.0640145,0.0193491,0.0189457,0.024835,0.0248469,1.29874E-06,1.3012E-06,0.00386861,0.00383288,0.101893,0,0.0465612,0,0.269454,0.269715,3.78087,3.47645
B,0,1000,3.818,1,3,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.086297,0.0109829,0.00150941,0.00177556,0.00986063,0.0099086,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45618E-07,2.45877E-07,0.00384436,0.00383295,7.23482E-08,0,3.92342E-05,0,0.214164,0.214165,3.78215,3.47645
A,0,1000,3.818,1,4,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864045,0.010983,0.00150942,0.0017756,0.00986071,0.00990865,0.0640874,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.46031E-07,0.00384448,0.00383301,0,0,0,0,0.213588,0.213589,3.79992,3.47645
F1,0,1000,3.818,1,4,0.213839,0.21293,0.0147536,0.0143575,-0.0143809,-0.0147323,0.0866544,-0.00641368,0.0862969,0.0109829,0.00150941,0.00177556,0.00986063,0.00990859,0.0640147,0.0193524,0.0189423,0.00476273,0.0047634,2.45797E-07,2.46086E-07,0.00384436,0.00383295,3.53734E-06,0,0.00027434,0,0.213838,0.213839,3.78214,3.47645
F2,0,1000,3.818,1,4,0.214137,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641647,0.086297,0.0109829,0.00150941,0.00177556,0.00986063,0.0099086,0.0640147,0.0193525,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45893E-07,0.00384436,0.00383295,1.67315E-07,0,5.96648E-05,0,0.214136,0.214137,3.78215,3.47645
B,0,1000,3.818,1,4,0.269924,0.268853,0.0651205,-2.84337E-07,3.34775E-07,-0.0651253,0.0851803,-0.00571015,0.0862941,0.0107899,0.00150935,0.00177514,0.0098607,0.00990836,0.0640145,0.0193491,0.0189457,0.024835,0.0248469,1.29874E-06,1.3012E-06,0.00386861,0.00383288,0.101893,0,0.0465612,0,0.269454,0.269715,3.78087,3.47645
A,0,1000,3.818,1,5,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864045,0.010983,0.00150942,0.0017756,0.00986071,0.00990865,0.0640874,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.46031E-07,0.00384448,0.00383301,0,0,0,0,0.213589,0.213589,3.79995,3.40815
F1,0,1000,3.818,1,5,0.244855,0.243871,0.0569072,-2.10096E-07,2.36932E-07,-0.0569112,0.0853733,-0.00580227,0.0862941,0.0108419,0.00150935,0.00177525,0.00986072,0.00990836,0.0640145,0.0193491,0.0189457,0.0193594,0.0193592,1.01006E-06,1.01149E-06,0.00386294,0.00383289,0.077817,0,0.0406901,0,0.24453,0.244704,3.78086,3.40815
F2,0,1000,3.818,1,5,0.214137,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866604,-0.00641647,0.086297,0.0109829,0.00150941,0.00177556,0.00986063,0.0099086,0.0640147,0.0193525,0.0189423,0.00476266,0.00476268,2.45634E-07,2.45893E-07,0.00384436,0.00383295,1.67319E-07,0,5.96656E-05,0,0.214136,0.214137,3.78219,3.40815
B,0,1000,3.818,1,5,0.214164,0.213235,0.0145887,0.0145236,-0.0145438,-0.0145685,0.086661,-0.00641673,0.086297,0.0109829,0.00150941,0.00177556,0.00986063,0.0099086,0.0640147,0.0193525,0.0189423,0.00476266,0.00476266,2.45618E-07,2.45877E-07,0.00384436,0.00383295,7.23502E-08,0,3.92348E-05,0,0.214164,0.214165,3.78219,3.40815
A,0,1000,3.818,1,6,0.213589,0.213171,0.014756,0.0143546,-0.0143786,-0.0147353,0.0865486,-0.00641373,0.0864045,0.010983,0.00150942,0.0017756,0.00986071,0.00990865,0.0640874,0.0193161,0.0189067,0.0047626,0.00476361,2.45862E-07,2.46031E-07,0.00384448,0.00383301,0,0,0,0,0.213589,0.213589,3.80009,3.23269
F1,0,1000,3.818,1,6,0.192779,0.192261,0.0277431,0.00256339,-0.00272226,-0.0275916,0.0861286,-0.00615558,0.086299,0.0109735,0.00150939,0.00177552,0.00986069,0.00990848,0.0640145,0.0193504,0.0189444,0.00672017,0.0066797,3.52638E-07,3.50992E-07,0.00384813,0.00383293,0.0150449,0,0.0178915,0,0.192661,0.192739,3.78145,3.23269
F2,0,1000,3.818,1,6,0.214137,0.213208,0.014603,0.0145092,-0.0145296,-0.0145826,0.0866605,-0.00641647,0.0862969,0.0109829,0.00150942,0.00177556,0.00986063,0.0099086,0.0640146,0.0193525,0.0189423,0.00476266,0.00476268,2.45633E-07,2.45893E-07,0.00384436,0.00383295,1.6734E-07,0,5.96693E-05,0,0.214137,0.214137,3.78233,3.23269
