col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17
0.0,0.214233801,0.0,0.213267535,0.0,0.213980715,0.0,0.213521778,0.0,0.0867043517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214233801
5e-08,0.214233795,5e-08,0.213267545,5e-08,0.213980364,5e-08,0.213522397,5e-08,0.0867049706,5e-08,2.98421744e-07,5e-08,2.96575868e-07,5e-08,0.0,5e-08,0.214233795
5.4063065e-08,0.214233796,5.4063065e-08,0.213267544,5.4063065e-08,0.21398031,5.4063065e-08,0.213522499,5.4063065e-08,0.086705028,5.4063065e-08,3.11434202e-07,5.4063065e-08,3.09524113e-07,5.4063065e-08,0.0,5.4063065e-08,0.214233796
6.2189195e-08,0.2142338,6.2189195e-08,0.21326753,6.2189195e-08,0.213980164,6.2189195e-08,0.213522875,6.2189195e-08,0.0867051721,6.2189195e-08,2.38873593e-07,6.2189195e-08,2.37585308e-07,6.2189195e-08,0.0,6.2189195e-08,0.2142338
7.84414551e-08,0.214233835,7.84414551e-08,0.213267361,7.84414551e-08,0.213979781,7.84414551e-08,0.213524747,7.84414551e-08,0.0867059354,7.84414551e-08,-1.89702273e-06,7.84414551e-08,-1.88156609e-06,7.84414551e-08,0.0,7.84414551e-08,0.214233834
1.10945975e-07,0.214233967,1.10945975e-07,0.21326664,1.10945975e-07,0.213978193,1.10945975e-07,0.21353135,1.10945975e-07,0.0867118066,1.10945975e-07,-1.97469216e-05,1.10945975e-07,-1.96007404e-05,1.10945975e-07,0.0,1.10945975e-07,0.214233955
1.69267291e-07,0.214234005,1.69267291e-07,0.213267746,1.69267291e-07,0.213969479,1.69267291e-07,0.213545854,1.69267291e-07,0.0867375039,1.69267291e-07,-2.4148996e-05,1.69267291e-07,-2.40274716e-05,1.69267291e-07,0.0,1.69267291e-07,0.214233989
2.36868047e-07,0.214231108,2.36868047e-07,0.213275739,2.36868047e-07,0.213952407,2.36868047e-07,0.213564695,2.36868047e-07,0.0867763873,2.36868047e-07,0.000223490025,2.36868047e-07,0.000221926856,2.36868047e-07,0.0,2.36868047e-07,0.214231253
3.12183173e-07,0.214220595,3.12183173e-07,0.213291179,3.12183173e-07,0.21393029,3.12183173e-07,0.213588662,3.12183173e-07,0.0868101327,3.12183173e-07,0.000981435349,3.12183173e-07,0.000975572137,3.12183173e-07,0.0,3.12183173e-07,0.214221227
4.1761065e-07,0.214195256,4.1761065e-07,0.213320455,4.1761065e-07,0.213896258,4.1761065e-07,0.213623807,4.1761065e-07,0.0868329345,4.1761065e-07,0.00274213305,4.1761065e-07,0.00272765677,4.1761065e-07,0.0,4.1761065e-07,0.214197
6.13461645e-07,0.214132306,6.13461645e-07,0.213386959,6.13461645e-07,0.213830275,6.13461645e-07,0.213690316,6.13461645e-07,0.0868289871,6.13461645e-07,0.00711810264,6.13461645e-07,0.00708432042,6.13461645e-07,0.0,6.13461645e-07,0.214136795
