modo_db,vin_pk,ppk_b132_ins,ppk_b133_ins,ppk_b132_mute,ppk_b133_mute,ppk_b132_rel,ppk_b133_rel,ppk_a132_ins,ppk_a132_mute,vjm_pk_prima,vjm_max_rel,vjm_min_rel,vj1_max_rel,vj1_min_rel,ppk_f1132_ins,ppk_f1133_ins,ppk_f1132_mute
0,3.818,0.704197,0.727766,0.706741,0.702607,0.544237,0.268333,0.265865,0.265865,3.81094,5.60758,-2.06994,5.56543,-2.35749,0.7042,0.72773,0.706741
10,3.818,1.42416,1.55109,1.44414,1.41479,1.43264,0.314089,0.265865,0.265867,11.9916,17.3927,-6.76038,5.56555,-2.35765,0.704219,0.72773,0.706748
0,0,0.214234,0.213267,0.214234,0.213267,0.214234,0.213267,0.213981,0.213981,7.56219E-08,3.60756E-12,-4.37077E-12,3.81842E-12,-4.24545E-12,0.214234,0.213267,0.214234
10,0,0.214927,0.21256,0.214926,0.21256,0.214926,0.21256,0.213981,0.213981,2.32382E-07,1.24457E-11,-1.17928E-11,4.77403E-12,-5.28089E-12,0.214234,0.213267,0.214234
