cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,785820,69.4469,78.2714
1,0,1m,47p,787150,69.2235,78.2714
1,0,1m,100p,788653,68.97,78.2714
1,0,1m,220p,792064,68.3897,78.2714
1,0,1m,470p,799333,67.1476,78.2714
1,0,1m,1n,815023,64.3733,78.2714
1,0,1m,2.2n,851200,57.3383,78.2714
1,0,1m,4.7n,904475,40.5979,78.2714
1,0,430,1f,785805,69.341,78.2714
1,0,430,47p,787136,69.1174,78.2714
1,0,430,100p,788638,68.8637,78.2714
1,0,430,220p,792050,68.2829,78.2714
1,0,430,470p,799318,67.0399,78.2714
1,0,430,1n,815006,64.2636,78.2714
1,0,430,2.2n,851179,57.2239,78.2714
1,0,430,4.7n,904450,40.4772,78.2714
1,6,1m,1f,786691,69.4487,78.407
1,6,1m,47p,786983,69.3924,78.407
1,6,1m,100p,787198,69.3303,78.407
1,6,1m,220p,787241,69.2044,78.407
1,6,1m,470p,785912,69.0437,78.407
1,6,1m,1n,782169,69.0195,78.407
1,6,1m,2.2n,778588,69.1706,78.407
1,6,1m,4.7n,777011,69.2989,78.407
1,6,430,1f,786677,69.3427,78.407
1,6,430,47p,786969,69.2863,78.407
1,6,430,100p,787184,69.2242,78.407
1,6,430,220p,787227,69.0982,78.407
1,6,430,470p,785898,68.9378,78.407
1,6,430,1n,782155,68.914,78.407
1,6,430,2.2n,778574,69.0656,78.407
1,6,430,4.7n,776997,69.1942,78.407
1,12,1m,1f,786921,69.4492,78.443
1,12,1m,47p,786998,69.435,78.443
1,12,1m,100p,787062,69.4191,78.443
1,12,1m,220p,787120,69.3853,78.443
1,12,1m,470p,786907,69.333,78.443
1,12,1m,1n,785916,69.3017,78.443
1,12,1m,2.2n,784566,69.3387,78.443
1,12,1m,4.7n,783862,69.3867,78.443
1,12,430,1f,786907,69.3431,78.443
1,12,430,47p,786983,69.3288,78.443
1,12,430,100p,787048,69.3129,78.443
1,12,430,220p,787105,69.2792,78.443
1,12,430,470p,786893,69.2269,78.443
1,12,430,1n,785902,69.1958,78.443
1,12,430,2.2n,784552,69.2329,78.443
1,12,430,4.7n,783848,69.281,78.443
2,0,1m,1f,789544,69.4553,78.8647
2,0,1m,47p,790899,69.2298,78.8647
2,0,1m,100p,792430,68.9738,78.8647
2,0,1m,220p,795948,68.3865,78.8647
2,0,1m,470p,803424,67.1295,78.8647
2,0,1m,1n,819570,64.3184,78.8647
2,0,1m,2.2n,856951,57.1655,78.8647
2,0,1m,4.7n,911837,40.092,78.8646
2,0,430,1f,789529,69.3489,78.8647
2,0,430,47p,790885,69.1232,78.8647
2,0,430,100p,792416,68.867,78.8647
2,0,430,220p,795933,68.2792,78.8647
2,0,430,470p,803408,67.0212,78.8647
2,0,430,1n,819553,64.208,78.8647
2,0,430,2.2n,856930,57.0505,78.8647
2,0,430,4.7n,911812,39.9702,78.8646
2,6,1m,1f,790417,69.4576,79.0093
2,6,1m,47p,790687,69.4013,79.0093
2,6,1m,100p,790814,69.3414,79.0093
2,6,1m,220p,790488,69.2363,79.0093
2,6,1m,470p,788663,69.164,79.0093
2,6,1m,1n,786035,69.2234,79.0093
2,6,1m,2.2n,784440,69.3249,79.0093
2,6,1m,4.7n,783836,69.3852,79.0093
2,6,430,1f,790403,69.351,79.0094
2,6,430,47p,790673,69.2947,79.0094
2,6,430,100p,790801,69.2347,79.0094
2,6,430,220p,790475,69.1297,79.0094
2,6,430,470p,788649,69.0576,79.0094
2,6,430,1n,786021,69.1174,79.0094
2,6,430,2.2n,784426,69.2191,79.0093
2,6,430,4.7n,783823,69.2795,79.0093
2,12,1m,1f,790649,69.4582,79.0482
2,12,1m,47p,790722,69.4438,79.0482
2,12,1m,100p,790769,69.4281,79.0482
2,12,1m,220p,790744,69.3978,79.0482
2,12,1m,470p,790336,69.3658,79.0482
2,12,1m,1n,789477,69.3713,79.0482
2,12,1m,2.2n,788813,69.4051,79.0482
2,12,1m,4.7n,788544,69.4289,79.0482
2,12,430,1f,790635,69.3516,79.0482
2,12,430,47p,790708,69.3372,79.0482
2,12,430,100p,790755,69.3215,79.0482
2,12,430,220p,790730,69.2911,79.0482
2,12,430,470p,790322,69.2592,79.0482
2,12,430,1n,789463,69.2648,79.0482
2,12,430,2.2n,788799,69.2987,79.0482
2,12,430,4.7n,788529,69.3226,79.0482
