k,c124,c137,riso,rsrc,rload,ccable,pm_deg
3,4.465E-10,3.465E-10,55.44,2k,10k,4.7n,63.1251
3,4.465E-10,3.465E-10,55.44,2.5k,100k,2n,62.0087
3,4.465E-10,3.465E-10,55.44,2.5k,100k,2.3n,61.8925
3,4.465E-10,3.465E-10,55.44,2.5k,100k,2.6n,61.8829
3,4.465E-10,3.465E-10,55.44,2.5k,100k,2.9n,61.9515
3,4.465E-10,3.465E-10,55.44,2.5k,100k,3.2n,62.0702
3,4.465E-10,3.465E-10,55.44,2.5k,100k,3.5n,62.2255
3,4.465E-10,3.465E-10,55.44,2.5k,100k,3.8n,62.4009
3,4.465E-10,3.465E-10,55.44,2.5k,100k,4.2n,62.6555
3,4.465E-10,3.465E-10,55.44,2.5k,100k,4.7n,62.9845
3,4.465E-10,3.465E-10,55.44,2.5k,10k,2n,62.0601
3,4.465E-10,3.465E-10,55.44,2.5k,10k,2.3n,61.9394
3,4.465E-10,3.465E-10,55.44,2.5k,10k,2.6n,61.9251
3,4.465E-10,3.465E-10,55.44,2.5k,10k,2.9n,61.9892
3,4.465E-10,3.465E-10,55.44,2.5k,10k,3.2n,62.1039
3,4.465E-10,3.465E-10,55.44,2.5k,10k,3.5n,62.2555
3,4.465E-10,3.465E-10,55.44,2.5k,10k,3.8n,62.4275
3,4.465E-10,3.465E-10,55.44,2.5k,10k,4.2n,62.6783
3,4.465E-10,3.465E-10,55.44,2.5k,10k,4.7n,63.0033
3,4.465E-10,3.465E-10,56.56,2k,100k,2n,62.2362
3,4.465E-10,3.465E-10,56.56,2k,100k,2.3n,62.1344
3,4.465E-10,3.465E-10,56.56,2k,100k,2.6n,62.1362
3,4.465E-10,3.465E-10,56.56,2k,100k,2.9n,62.2137
3,4.465E-10,3.465E-10,56.56,2k,100k,3.2n,62.3391
3,4.465E-10,3.465E-10,56.56,2k,100k,3.5n,62.4991
3,4.465E-10,3.465E-10,56.56,2k,100k,3.8n,62.6776
3,4.465E-10,3.465E-10,56.56,2k,100k,4.2n,62.9341
3,4.465E-10,3.465E-10,56.56,2k,100k,4.7n,63.2632
3,4.465E-10,3.465E-10,56.56,2k,10k,2n,62.2869
3,4.465E-10,3.465E-10,56.56,2k,10k,2.3n,62.1805
3,4.465E-10,3.465E-10,56.56,2k,10k,2.6n,62.1776
3,4.465E-10,3.465E-10,56.56,2k,10k,2.9n,62.2506
3,4.465E-10,3.465E-10,56.56,2k,10k,3.2n,62.3719
3,4.465E-10,3.465E-10,56.56,2k,10k,3.5n,62.5282
3,4.465E-10,3.465E-10,56.56,2k,10k,3.8n,62.7034
3,4.465E-10,3.465E-10,56.56,2k,10k,4.2n,62.9561
3,4.465E-10,3.465E-10,56.56,2k,10k,4.7n,63.2813
3,4.465E-10,3.465E-10,56.56,2.5k,100k,2n,62.1033
3,4.465E-10,3.465E-10,56.56,2.5k,100k,2.3n,62.0033
3,4.465E-10,3.465E-10,56.56,2.5k,100k,2.6n,62.0068
3,4.465E-10,3.465E-10,56.56,2.5k,100k,2.9n,62.0857
3,4.465E-10,3.465E-10,56.56,2.5k,100k,3.2n,62.2124
3,4.465E-10,3.465E-10,56.56,2.5k,100k,3.5n,62.3737
3,4.465E-10,3.465E-10,56.56,2.5k,100k,3.8n,62.5532
3,4.465E-10,3.465E-10,56.56,2.5k,100k,4.2n,62.811
3,4.465E-10,3.465E-10,56.56,2.5k,100k,4.7n,63.1413
3,4.465E-10,3.465E-10,56.56,2.5k,10k,2n,62.1541
3,4.465E-10,3.465E-10,56.56,2.5k,10k,2.3n,62.0494
3,4.465E-10,3.465E-10,56.56,2.5k,10k,2.6n,62.0482
3,4.465E-10,3.465E-10,56.56,2.5k,10k,2.9n,62.1226
3,4.465E-10,3.465E-10,56.56,2.5k,10k,3.2n,62.2453
3,4.465E-10,3.465E-10,56.56,2.5k,10k,3.5n,62.4028
3,4.465E-10,3.465E-10,56.56,2.5k,10k,3.8n,62.579
3,4.465E-10,3.465E-10,56.56,2.5k,10k,4.2n,62.833
3,4.465E-10,3.465E-10,56.56,2.5k,10k,4.7n,63.1595
3,4.935E-10,3.135E-10,55.44,2k,100k,2n,62.8708
3,4.935E-10,3.135E-10,55.44,2k,100k,2.3n,62.6828
3,4.935E-10,3.135E-10,55.44,2k,100k,2.6n,62.6034
3,4.935E-10,3.135E-10,55.44,2k,100k,2.9n,62.6068
3,4.935E-10,3.135E-10,55.44,2k,100k,3.2n,62.6677
3,4.935E-10,3.135E-10,55.44,2k,100k,3.5n,62.7723
3,4.935E-10,3.135E-10,55.44,2k,100k,3.8n,62.9039
3,4.935E-10,3.135E-10,55.44,2k,100k,4.2n,63.1103
3,4.935E-10,3.135E-10,55.44,2k,100k,4.7n,63.3927
3,4.935E-10,3.135E-10,55.44,2k,10k,2n,62.9235
3,4.935E-10,3.135E-10,55.44,2k,10k,2.3n,62.7318
3,4.935E-10,3.135E-10,55.44,2k,10k,2.6n,62.6484
3,4.935E-10,3.135E-10,55.44,2k,10k,2.9n,62.6478
3,4.935E-10,3.135E-10,55.44,2k,10k,3.2n,62.7048
3,4.935E-10,3.135E-10,55.44,2k,10k,3.5n,62.8057
3,4.935E-10,3.135E-10,55.44,2k,10k,3.8n,62.934
3,4.935E-10,3.135E-10,55.44,2k,10k,4.2n,63.1365
3,4.935E-10,3.135E-10,55.44,2k,10k,4.7n,63.4147
3,4.935E-10,3.135E-10,55.44,2.5k,100k,2n,62.7498
3,4.935E-10,3.135E-10,55.44,2.5k,100k,2.3n,62.5633
3,4.935E-10,3.135E-10,55.44,2.5k,100k,2.6n,62.4853
3,4.935E-10,3.135E-10,55.44,2.5k,100k,2.9n,62.49
3,4.935E-10,3.135E-10,55.44,2.5k,100k,3.2n,62.5521
3,4.935E-10,3.135E-10,55.44,2.5k,100k,3.5n,62.6578
3,4.935E-10,3.135E-10,55.44,2.5k,100k,3.8n,62.7904
3,4.935E-10,3.135E-10,55.44,2.5k,100k,4.2n,62.998
3,4.935E-10,3.135E-10,55.44,2.5k,100k,4.7n,63.2817
3,4.935E-10,3.135E-10,55.44,2.5k,10k,2n,62.8026
3,4.935E-10,3.135E-10,55.44,2.5k,10k,2.3n,62.6124
3,4.935E-10,3.135E-10,55.44,2.5k,10k,2.6n,62.5304
3,4.935E-10,3.135E-10,55.44,2.5k,10k,2.9n,62.531
3,4.935E-10,3.135E-10,55.44,2.5k,10k,3.2n,62.5892
3,4.935E-10,3.135E-10,55.44,2.5k,10k,3.5n,62.6913
3,4.935E-10,3.135E-10,55.44,2.5k,10k,3.8n,62.8205
3,4.935E-10,3.135E-10,55.44,2.5k,10k,4.2n,63.0242
3,4.935E-10,3.135E-10,55.44,2.5k,10k,4.7n,63.3036
3,4.935E-10,3.135E-10,56.56,2k,100k,2n,62.9512
3,4.935E-10,3.135E-10,56.56,2k,100k,2.3n,62.7789
3,4.935E-10,3.135E-10,56.56,2k,100k,2.6n,62.7132
3,4.935E-10,3.135E-10,56.56,2k,100k,2.9n,62.7279
3,4.935E-10,3.135E-10,56.56,2k,100k,3.2n,62.7982
3,4.935E-10,3.135E-10,56.56,2k,100k,3.5n,62.9101
3,4.935E-10,3.135E-10,56.56,2k,100k,3.8n,63.0473
3,4.935E-10,3.135E-10,56.56,2k,100k,4.2n,63.2589
3,4.935E-10,3.135E-10,56.56,2k,100k,4.7n,63.545
3,4.935E-10,3.135E-10,56.56,2k,10k,2n,63.0035
3,4.935E-10,3.135E-10,56.56,2k,10k,2.3n,62.8273
3,4.935E-10,3.135E-10,56.56,2k,10k,2.6n,62.7576
3,4.935E-10,3.135E-10,56.56,2k,10k,2.9n,62.7681
3,4.935E-10,3.135E-10,56.56,2k,10k,3.2n,62.8345
3,4.935E-10,3.135E-10,56.56,2k,10k,3.5n,62.9427
3,4.935E-10,3.135E-10,56.56,2k,10k,3.8n,63.0766
3,4.935E-10,3.135E-10,56.56,2k,10k,4.2n,63.2843
3,4.935E-10,3.135E-10,56.56,2k,10k,4.7n,63.5662
3,4.935E-10,3.135E-10,56.56,2.5k,100k,2n,62.8303
3,4.935E-10,3.135E-10,56.56,2.5k,100k,2.3n,62.6595
3,4.935E-10,3.135E-10,56.56,2.5k,100k,2.6n,62.5952
3,4.935E-10,3.135E-10,56.56,2.5k,100k,2.9n,62.6112
3,4.935E-10,3.135E-10,56.56,2.5k,100k,3.2n,62.6827
3,4.935E-10,3.135E-10,56.56,2.5k,100k,3.5n,62.7957
3,4.935E-10,3.135E-10,56.56,2.5k,100k,3.8n,62.9338
3,4.935E-10,3.135E-10,56.56,2.5k,100k,4.2n,63.1466
3,4.935E-10,3.135E-10,56.56,2.5k,100k,4.7n,63.4339
3,4.935E-10,3.135E-10,56.56,2.5k,10k,2n,62.8826
3,4.935E-10,3.135E-10,56.56,2.5k,10k,2.3n,62.7079
3,4.935E-10,3.135E-10,56.56,2.5k,10k,2.6n,62.6396
3,4.935E-10,3.135E-10,56.56,2.5k,10k,2.9n,62.6515
3,4.935E-10,3.135E-10,56.56,2.5k,10k,3.2n,62.719
3,4.935E-10,3.135E-10,56.56,2.5k,10k,3.5n,62.8283
3,4.935E-10,3.135E-10,56.56,2.5k,10k,3.8n,62.9631
3,4.935E-10,3.135E-10,56.56,2.5k,10k,4.2n,63.172
3,4.935E-10,3.135E-10,56.56,2.5k,10k,4.7n,63.4551
3,4.935E-10,3.465E-10,55.44,2k,100k,2n,62.9167
3,4.935E-10,3.465E-10,55.44,2k,100k,2.3n,62.7335
3,4.935E-10,3.465E-10,55.44,2k,100k,2.6n,62.6587
3,4.935E-10,3.465E-10,55.44,2k,100k,2.9n,62.6668
3,4.935E-10,3.465E-10,55.44,2k,100k,3.2n,62.7314
3,4.935E-10,3.465E-10,55.44,2k,100k,3.5n,62.839
3,4.935E-10,3.465E-10,55.44,2k,100k,3.8n,62.9744
3,4.935E-10,3.465E-10,55.44,2k,100k,4.2n,63.1838
3,4.935E-10,3.465E-10,55.44,2k,100k,4.7n,63.4705
3,4.935E-10,3.465E-10,55.44,2k,10k,2n,62.9694
3,4.935E-10,3.465E-10,55.44,2k,10k,2.3n,62.7826
3,4.935E-10,3.465E-10,55.44,2k,10k,2.6n,62.7037
3,4.935E-10,3.465E-10,55.44,2k,10k,2.9n,62.7078
3,4.935E-10,3.465E-10,55.44,2k,10k,3.2n,62.7684
3,4.935E-10,3.465E-10,55.44,2k,10k,3.5n,62.8723
3,4.935E-10,3.465E-10,55.44,2k,10k,3.8n,63.0044
3,4.935E-10,3.465E-10,55.44,2k,10k,4.2n,63.2099
3,4.935E-10,3.465E-10,55.44,2k,10k,4.7n,63.4923
3,4.935E-10,3.465E-10,55.44,2.5k,100k,2n,62.7953
3,4.935E-10,3.465E-10,55.44,2.5k,100k,2.3n,62.6136
3,4.935E-10,3.465E-10,55.44,2.5k,100k,2.6n,62.5403
3,4.935E-10,3.465E-10,55.44,2.5k,100k,2.9n,62.5497
3,4.935E-10,3.465E-10,55.44,2.5k,100k,3.2n,62.6155
3,4.935E-10,3.465E-10,55.44,2.5k,100k,3.5n,62.7242
3,4.935E-10,3.465E-10,55.44,2.5k,100k,3.8n,62.8606
3,4.935E-10,3.465E-10,55.44,2.5k,100k,4.2n,63.0712
3,4.935E-10,3.465E-10,55.44,2.5k,100k,4.7n,63.3591
3,4.935E-10,3.465E-10,55.44,2.5k,10k,2n,62.8481
3,4.935E-10,3.465E-10,55.44,2.5k,10k,2.3n,62.6628
3,4.935E-10,3.465E-10,55.44,2.5k,10k,2.6n,62.5853
3,4.935E-10,3.465E-10,55.44,2.5k,10k,2.9n,62.5907
3,4.935E-10,3.465E-10,55.44,2.5k,10k,3.2n,62.6525
3,4.935E-10,3.465E-10,55.44,2.5k,10k,3.5n,62.7576
3,4.935E-10,3.465E-10,55.44,2.5k,10k,3.8n,62.8906
3,4.935E-10,3.465E-10,55.44,2.5k,10k,4.2n,63.0973
3,4.935E-10,3.465E-10,55.44,2.5k,10k,4.7n,63.3809
3,4.935E-10,3.465E-10,56.56,2k,100k,2n,62.9976
3,4.935E-10,3.465E-10,56.56,2k,100k,2.3n,62.8304
3,4.935E-10,3.465E-10,56.56,2k,100k,2.6n,62.7691
3,4.935E-10,3.465E-10,56.56,2k,100k,2.9n,62.7887
3,4.935E-10,3.465E-10,56.56,2k,100k,3.2n,62.8623
3,4.935E-10,3.465E-10,56.56,2k,100k,3.5n,62.9772
3,4.935E-10,3.465E-10,56.56,2k,100k,3.8n,63.1181
3,4.935E-10,3.465E-10,56.56,2k,100k,4.2n,63.3327
3,4.935E-10,3.465E-10,56.56,2k,100k,4.7n,63.6228
3,4.935E-10,3.465E-10,56.56,2k,10k,2n,63.0499
3,4.935E-10,3.465E-10,56.56,2k,10k,2.3n,62.879
3,4.935E-10,3.465E-10,56.56,2k,10k,2.6n,62.8134
3,4.935E-10,3.465E-10,56.56,2k,10k,2.9n,62.8289
3,4.935E-10,3.465E-10,56.56,2k,10k,3.2n,62.8985
3,4.935E-10,3.465E-10,56.56,2k,10k,3.5n,63.0097
3,4.935E-10,3.465E-10,56.56,2k,10k,3.8n,63.1473
3,4.935E-10,3.465E-10,56.56,2k,10k,4.2n,63.3579
3,4.935E-10,3.465E-10,56.56,2k,10k,4.7n,63.644
3,4.935E-10,3.465E-10,56.56,2.5k,100k,2n,62.8763
3,4.935E-10,3.465E-10,56.56,2.5k,100k,2.3n,62.7107
3,4.935E-10,3.465E-10,56.56,2.5k,100k,2.6n,62.6508
3,4.935E-10,3.465E-10,56.56,2.5k,100k,2.9n,62.6716
3,4.935E-10,3.465E-10,56.56,2.5k,100k,3.2n,62.7465
3,4.935E-10,3.465E-10,56.56,2.5k,100k,3.5n,62.8624
3,4.935E-10,3.465E-10,56.56,2.5k,100k,3.8n,63.0043
3,4.935E-10,3.465E-10,56.56,2.5k,100k,4.2n,63.22
3,4.935E-10,3.465E-10,56.56,2.5k,100k,4.7n,63.5114
3,4.935E-10,3.465E-10,56.56,2.5k,10k,2n,62.9287
3,4.935E-10,3.465E-10,56.56,2.5k,10k,2.3n,62.7593
3,4.935E-10,3.465E-10,56.56,2.5k,10k,2.6n,62.6951
3,4.935E-10,3.465E-10,56.56,2.5k,10k,2.9n,62.7118
3,4.935E-10,3.465E-10,56.56,2.5k,10k,3.2n,62.7827
3,4.935E-10,3.465E-10,56.56,2.5k,10k,3.5n,62.895
3,4.935E-10,3.465E-10,56.56,2.5k,10k,3.8n,63.0335
3,4.935E-10,3.465E-10,56.56,2.5k,10k,4.2n,63.2453
3,4.935E-10,3.465E-10,56.56,2.5k,10k,4.7n,63.5325
4,4.465E-10,2.09E-10,55.44,2k,100k,2n,61.7467
4,4.465E-10,2.09E-10,55.44,2k,100k,2.3n,61.5969
4,4.465E-10,2.09E-10,55.44,2k,100k,2.6n,61.5586
4,4.465E-10,2.09E-10,55.44,2k,100k,2.9n,61.5998
4,4.465E-10,2.09E-10,55.44,2k,100k,3.2n,61.6958
4,4.465E-10,2.09E-10,55.44,2k,100k,3.5n,61.8296
4,4.465E-10,2.09E-10,55.44,2k,100k,3.8n,61.9889
4,4.465E-10,2.09E-10,55.44,2k,100k,4.2n,62.2225
4,4.465E-10,2.09E-10,55.44,2k,100k,4.7n,62.5331
4,4.465E-10,2.09E-10,55.44,2k,10k,2n,61.7978
4,4.465E-10,2.09E-10,55.44,2k,10k,2.3n,61.6439
4,4.465E-10,2.09E-10,55.44,2k,10k,2.6n,61.6012
4,4.465E-10,2.09E-10,55.44,2k,10k,2.9n,61.6381
4,4.465E-10,2.09E-10,55.44,2k,10k,3.2n,61.73
4,4.465E-10,2.09E-10,55.44,2k,10k,3.5n,61.8602
4,4.465E-10,2.09E-10,55.44,2k,10k,3.8n,62.0162
4,4.465E-10,2.09E-10,55.44,2k,10k,4.2n,62.2459
4,4.465E-10,2.09E-10,55.44,2k,10k,4.7n,62.5525
4,4.465E-10,2.09E-10,55.44,2.5k,100k,2n,61.616
4,4.465E-10,2.09E-10,55.44,2.5k,100k,2.3n,61.468
4,4.465E-10,2.09E-10,55.44,2.5k,100k,2.6n,61.4312
4,4.465E-10,2.09E-10,55.44,2.5k,100k,2.9n,61.4738
4,4.465E-10,2.09E-10,55.44,2.5k,100k,3.2n,61.5711
4,4.465E-10,2.09E-10,55.44,2.5k,100k,3.5n,61.7061
4,4.465E-10,2.09E-10,55.44,2.5k,100k,3.8n,61.8664
4,4.465E-10,2.09E-10,55.44,2.5k,100k,4.2n,62.1013
4,4.465E-10,2.09E-10,55.44,2.5k,100k,4.7n,62.4132
4,4.465E-10,2.09E-10,55.44,2.5k,10k,2n,61.6672
4,4.465E-10,2.09E-10,55.44,2.5k,10k,2.3n,61.515
4,4.465E-10,2.09E-10,55.44,2.5k,10k,2.6n,61.4738
4,4.465E-10,2.09E-10,55.44,2.5k,10k,2.9n,61.5121
4,4.465E-10,2.09E-10,55.44,2.5k,10k,3.2n,61.6054
4,4.465E-10,2.09E-10,55.44,2.5k,10k,3.5n,61.7367
4,4.465E-10,2.09E-10,55.44,2.5k,10k,3.8n,61.8937
4,4.465E-10,2.09E-10,55.44,2.5k,10k,4.2n,62.1247
4,4.465E-10,2.09E-10,55.44,2.5k,10k,4.7n,62.4326
4,4.465E-10,2.09E-10,56.56,2k,100k,2n,61.8375
4,4.465E-10,2.09E-10,56.56,2k,100k,2.3n,61.7041
4,4.465E-10,2.09E-10,56.56,2k,100k,2.6n,61.6792
4,4.465E-10,2.09E-10,56.56,2k,100k,2.9n,61.7314
4,4.465E-10,2.09E-10,56.56,2k,100k,3.2n,61.8358
4,4.465E-10,2.09E-10,56.56,2k,100k,3.5n,61.976
4,4.465E-10,2.09E-10,56.56,2k,100k,3.8n,62.1399
4,4.465E-10,2.09E-10,56.56,2k,100k,4.2n,62.3775
4,4.465E-10,2.09E-10,56.56,2k,100k,4.7n,62.6902
4,4.465E-10,2.09E-10,56.56,2k,10k,2n,61.8881
4,4.465E-10,2.09E-10,56.56,2k,10k,2.3n,61.7505
4,4.465E-10,2.09E-10,56.56,2k,10k,2.6n,61.721
4,4.465E-10,2.09E-10,56.56,2k,10k,2.9n,61.7688
4,4.465E-10,2.09E-10,56.56,2k,10k,3.2n,61.8692
4,4.465E-10,2.09E-10,56.56,2k,10k,3.5n,62.0058
4,4.465E-10,2.09E-10,56.56,2k,10k,3.8n,62.1664
4,4.465E-10,2.09E-10,56.56,2k,10k,4.2n,62.4001
4,4.465E-10,2.09E-10,56.56,2k,10k,4.7n,62.7089
4,4.465E-10,2.09E-10,56.56,2.5k,100k,2n,61.7069
4,4.465E-10,2.09E-10,56.56,2.5k,100k,2.3n,61.5752
4,4.465E-10,2.09E-10,56.56,2.5k,100k,2.6n,61.5519
4,4.465E-10,2.09E-10,56.56,2.5k,100k,2.9n,61.6054
4,4.465E-10,2.09E-10,56.56,2.5k,100k,3.2n,61.7111
4,4.465E-10,2.09E-10,56.56,2.5k,100k,3.5n,61.8525
4,4.465E-10,2.09E-10,56.56,2.5k,100k,3.8n,62.0175
4,4.465E-10,2.09E-10,56.56,2.5k,100k,4.2n,62.2562
4,4.465E-10,2.09E-10,56.56,2.5k,100k,4.7n,62.5702
4,4.465E-10,2.09E-10,56.56,2.5k,10k,2n,61.7575
4,4.465E-10,2.09E-10,56.56,2.5k,10k,2.3n,61.6216
4,4.465E-10,2.09E-10,56.56,2.5k,10k,2.6n,61.5937
4,4.465E-10,2.09E-10,56.56,2.5k,10k,2.9n,61.6429
4,4.465E-10,2.09E-10,56.56,2.5k,10k,3.2n,61.7446
4,4.465E-10,2.09E-10,56.56,2.5k,10k,3.5n,61.8823
4,4.465E-10,2.09E-10,56.56,2.5k,10k,3.8n,62.044
4,4.465E-10,2.09E-10,56.56,2.5k,10k,4.2n,62.2789
4,4.465E-10,2.09E-10,56.56,2.5k,10k,4.7n,62.589
4,4.465E-10,2.31E-10,55.44,2k,100k,2n,61.8812
4,4.465E-10,2.31E-10,55.44,2k,100k,2.3n,61.7366
4,4.465E-10,2.31E-10,55.44,2k,100k,2.6n,61.7046
4,4.465E-10,2.31E-10,55.44,2k,100k,2.9n,61.7501
4,4.465E-10,2.31E-10,55.44,2k,100k,3.2n,61.8512
4,4.465E-10,2.31E-10,55.44,2k,100k,3.5n,61.9881
4,4.465E-10,2.31E-10,55.44,2k,100k,3.8n,62.1509
4,4.465E-10,2.31E-10,55.44,2k,100k,4.2n,62.3881
4,4.465E-10,2.31E-10,55.44,2k,100k,4.7n,62.7018
4,4.465E-10,2.31E-10,55.44,2k,10k,2n,61.9323
4,4.465E-10,2.31E-10,55.44,2k,10k,2.3n,61.7836
4,4.465E-10,2.31E-10,55.44,2k,10k,2.6n,61.7471
4,4.465E-10,2.31E-10,55.44,2k,10k,2.9n,61.7883
4,4.465E-10,2.31E-10,55.44,2k,10k,3.2n,61.8853
4,4.465E-10,2.31E-10,55.44,2k,10k,3.5n,62.0186
4,4.465E-10,2.31E-10,55.44,2k,10k,3.8n,62.178
4,4.465E-10,2.31E-10,55.44,2k,10k,4.2n,62.4114
4,4.465E-10,2.31E-10,55.44,2k,10k,4.7n,62.721
4,4.465E-10,2.31E-10,55.44,2.5k,100k,2n,61.7501
4,4.465E-10,2.31E-10,55.44,2.5k,100k,2.3n,61.6072
4,4.465E-10,2.31E-10,55.44,2.5k,100k,2.6n,61.5768
4,4.465E-10,2.31E-10,55.44,2.5k,100k,2.9n,61.6237
4,4.465E-10,2.31E-10,55.44,2.5k,100k,3.2n,61.7261
4,4.465E-10,2.31E-10,55.44,2.5k,100k,3.5n,61.8643
4,4.465E-10,2.31E-10,55.44,2.5k,100k,3.8n,62.0281
4,4.465E-10,2.31E-10,55.44,2.5k,100k,4.2n,62.2665
4,4.465E-10,2.31E-10,55.44,2.5k,100k,4.7n,62.5815
4,4.465E-10,2.31E-10,55.44,2.5k,10k,2n,61.8013
4,4.465E-10,2.31E-10,55.44,2.5k,10k,2.3n,61.6542
4,4.465E-10,2.31E-10,55.44,2.5k,10k,2.6n,61.6193
4,4.465E-10,2.31E-10,55.44,2.5k,10k,2.9n,61.6619
4,4.465E-10,2.31E-10,55.44,2.5k,10k,3.2n,61.7602
4,4.465E-10,2.31E-10,55.44,2.5k,10k,3.5n,61.8947
4,4.465E-10,2.31E-10,55.44,2.5k,10k,3.8n,62.0552
4,4.465E-10,2.31E-10,55.44,2.5k,10k,4.2n,62.2898
4,4.465E-10,2.31E-10,55.44,2.5k,10k,4.7n,62.6008
4,4.465E-10,2.31E-10,56.56,2k,100k,2n,61.9727
4,4.465E-10,2.31E-10,56.56,2k,100k,2.3n,61.8445
4,4.465E-10,2.31E-10,56.56,2k,100k,2.6n,61.8257
4,4.465E-10,2.31E-10,56.56,2k,100k,2.9n,61.8821
4,4.465E-10,2.31E-10,56.56,2k,100k,3.2n,61.9916
4,4.465E-10,2.31E-10,56.56,2k,100k,3.5n,62.1349
4,4.465E-10,2.31E-10,56.56,2k,100k,3.8n,62.3022
4,4.465E-10,2.31E-10,56.56,2k,100k,4.2n,62.5431
4,4.465E-10,2.31E-10,56.56,2k,100k,4.7n,62.8587
4,4.465E-10,2.31E-10,56.56,2k,10k,2n,62.0233
4,4.465E-10,2.31E-10,56.56,2k,10k,2.3n,61.8908
4,4.465E-10,2.31E-10,56.56,2k,10k,2.6n,61.8675
4,4.465E-10,2.31E-10,56.56,2k,10k,2.9n,61.9195
4,4.465E-10,2.31E-10,56.56,2k,10k,3.2n,62.0249
4,4.465E-10,2.31E-10,56.56,2k,10k,3.5n,62.1645
4,4.465E-10,2.31E-10,56.56,2k,10k,3.8n,62.3285
4,4.465E-10,2.31E-10,56.56,2k,10k,4.2n,62.5657
4,4.465E-10,2.31E-10,56.56,2k,10k,4.7n,62.8773
4,4.465E-10,2.31E-10,56.56,2.5k,100k,2n,61.8417
4,4.465E-10,2.31E-10,56.56,2.5k,100k,2.3n,61.7152
4,4.465E-10,2.31E-10,56.56,2.5k,100k,2.6n,61.698
4,4.465E-10,2.31E-10,56.56,2.5k,100k,2.9n,61.7558
4,4.465E-10,2.31E-10,56.56,2.5k,100k,3.2n,61.8665
4,4.465E-10,2.31E-10,56.56,2.5k,100k,3.5n,62.011
4,4.465E-10,2.31E-10,56.56,2.5k,100k,3.8n,62.1793
4,4.465E-10,2.31E-10,56.56,2.5k,100k,4.2n,62.4215
4,4.465E-10,2.31E-10,56.56,2.5k,100k,4.7n,62.7383
4,4.465E-10,2.31E-10,56.56,2.5k,10k,2n,61.8923
4,4.465E-10,2.31E-10,56.56,2.5k,10k,2.3n,61.7615
4,4.465E-10,2.31E-10,56.56,2.5k,10k,2.6n,61.7397
4,4.465E-10,2.31E-10,56.56,2.5k,10k,2.9n,61.7932
4,4.465E-10,2.31E-10,56.56,2.5k,10k,3.2n,61.8998
4,4.465E-10,2.31E-10,56.56,2.5k,10k,3.5n,62.0407
4,4.465E-10,2.31E-10,56.56,2.5k,10k,3.8n,62.2057
4,4.465E-10,2.31E-10,56.56,2.5k,10k,4.2n,62.4441
4,4.465E-10,2.31E-10,56.56,2.5k,10k,4.7n,62.7569
4,4.935E-10,2.09E-10,55.44,2k,100k,2n,62.4332
4,4.935E-10,2.09E-10,55.44,2k,100k,2.3n,62.223
4,4.935E-10,2.09E-10,55.44,2k,100k,2.6n,62.1253
4,4.935E-10,2.09E-10,55.44,2k,100k,2.9n,62.1097
4,4.935E-10,2.09E-10,55.44,2k,100k,3.2n,62.1558
4,4.935E-10,2.09E-10,55.44,2k,100k,3.5n,62.2444
4,4.935E-10,2.09E-10,55.44,2k,100k,3.8n,62.3653
4,4.935E-10,2.09E-10,55.44,2k,100k,4.2n,62.5566
4,4.935E-10,2.09E-10,55.44,2k,100k,4.7n,62.8258
4,4.935E-10,2.09E-10,55.44,2k,10k,2n,62.4856
4,4.935E-10,2.09E-10,55.44,2k,10k,2.3n,62.2721
4,4.935E-10,2.09E-10,55.44,2k,10k,2.6n,62.1705
4,4.935E-10,2.09E-10,55.44,2k,10k,2.9n,62.151
4,4.935E-10,2.09E-10,55.44,2k,10k,3.2n,62.1932
4,4.935E-10,2.09E-10,55.44,2k,10k,3.5n,62.2783
4,4.935E-10,2.09E-10,55.44,2k,10k,3.8n,62.3959
4,4.935E-10,2.09E-10,55.44,2k,10k,4.2n,62.5833
4,4.935E-10,2.09E-10,55.44,2k,10k,4.7n,62.8482
4,4.935E-10,2.09E-10,55.44,2.5k,100k,2n,62.3138
4,4.935E-10,2.09E-10,55.44,2.5k,100k,2.3n,62.105
4,4.935E-10,2.09E-10,55.44,2.5k,100k,2.6n,62.0086
4,4.935E-10,2.09E-10,55.44,2.5k,100k,2.9n,61.9943
4,4.935E-10,2.09E-10,55.44,2.5k,100k,3.2n,62.0416
4,4.935E-10,2.09E-10,55.44,2.5k,100k,3.5n,62.1313
4,4.935E-10,2.09E-10,55.44,2.5k,100k,3.8n,62.2531
4,4.935E-10,2.09E-10,55.44,2.5k,100k,4.2n,62.4456
4,4.935E-10,2.09E-10,55.44,2.5k,100k,4.7n,62.716
4,4.935E-10,2.09E-10,55.44,2.5k,10k,2n,62.3662
4,4.935E-10,2.09E-10,55.44,2.5k,10k,2.3n,62.1542
4,4.935E-10,2.09E-10,55.44,2.5k,10k,2.6n,62.0539
4,4.935E-10,2.09E-10,55.44,2.5k,10k,2.9n,62.0356
4,4.935E-10,2.09E-10,55.44,2.5k,10k,3.2n,62.079
4,4.935E-10,2.09E-10,55.44,2.5k,10k,3.5n,62.1652
4,4.935E-10,2.09E-10,55.44,2.5k,10k,3.8n,62.2837
4,4.935E-10,2.09E-10,55.44,2.5k,10k,4.2n,62.4722
4,4.935E-10,2.09E-10,55.44,2.5k,10k,4.7n,62.7385
4,4.935E-10,2.09E-10,56.56,2k,100k,2n,62.511
