cablaggio,f_hz,rj1,blk,icmax_q132,icmin_q132,icmax_q133,icmin_q133,classe_a,vpk_outa,vpk_j2,irms_rsep1
1,1000,10,f1,0.0569083,-2.18435E-07,2.37524E-07,-0.0569123,0,3.80005,3.80873,0.0406994
1,1000,10,f2,0.014603,0.0145092,-0.0145296,-0.0145826,1,3.80005,3.80873,0.0406994
1,1000,1,a,0.0158244,0.0132829,-0.0133295,-0.0157997,1,3.80001,3.80868,0.0459287
1,1000,1,f1,0.0642289,-2.89434E-07,3.17513E-07,-0.0642336,0,3.80001,3.80868,0.0459287
1,1000,1,f2,0.014603,0.0145092,-0.0145296,-0.0145826,1,3.80001,3.80868,0.0459287
1,1000,0.01,a,0.0158244,0.0132829,-0.0133295,-0.0157997,1,3.8,3.80868,0.046567
1,1000,0.01,f1,0.0651165,-2.81944E-07,3.21977E-07,-0.0651212,0,3.8,3.80868,0.046567
1,1000,0.01,f2,0.014603,0.0145092,-0.0145296,-0.0145826,1,3.8,3.80868,0.046567
1,20000,470k,a,0.015825,0.0132822,-0.0133287,-0.0158006,1,3.80181,3.81481,1.14897E-05
1,20000,470k,f1,0.0145694,0.0145411,-0.014536,-0.0145757,1,3.80181,3.81481,1.14897E-05
1,20000,470k,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80181,3.81481,1.14897E-05
1,20000,10k,a,0.015825,0.0132822,-0.0133287,-0.0158006,1,3.80181,3.81481,0.000274489
1,20000,10k,f1,0.0147544,0.0143576,-0.0143794,-0.0147335,1,3.80181,3.81481,0.000274489
1,20000,10k,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80181,3.81481,0.000274489
1,20000,1k,a,0.015825,0.0132822,-0.0133287,-0.0158006,1,3.80178,3.81485,0.00258452
1,20000,1k,f1,0.0163869,0.0127364,-0.0127813,-0.0163471,1,3.80178,3.81485,0.00258452
1,20000,1k,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80178,3.81485,0.00258452
1,20000,100,a,0.015825,0.0132822,-0.0133287,-0.0158006,1,3.80161,3.81494,0.0183683
1,20000,100,f1,0.0281365,0.00228282,-0.00244102,-0.0279829,1,3.80161,3.81494,0.0183683
1,20000,100,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80161,3.81494,0.0183683
1,20000,47,a,0.015825,0.0132822,-0.0133287,-0.0158006,1,3.80164,3.81493,0.0287158
1,20000,47,f1,0.0401667,-2.70904E-06,2.75735E-06,-0.0401702,0,3.80164,3.81493,0.0287158
1,20000,47,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80164,3.81493,0.0287158
1,20000,22,a,0.0158249,0.0132822,-0.0133286,-0.0158006,1,3.80153,3.81496,0.0391082
1,20000,22,f1,0.0547011,-9.9078E-06,1.17871E-05,-0.0547086,0,3.80153,3.81496,0.0391082
1,20000,22,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80153,3.81496,0.0391082
1,20000,10,a,0.0158249,0.0132822,-0.0133286,-0.0158006,1,3.80146,3.81497,0.0473322
1,20000,10,f1,0.066198,-1.23962E-05,1.4796E-05,-0.0662104,0,3.80146,3.81497,0.0473322
1,20000,10,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80146,3.81497,0.0473322
1,20000,1,a,0.0158249,0.0132822,-0.0133286,-0.0158006,1,3.80145,3.81497,0.0561894
1,20000,1,f1,0.0785818,-1.44435E-05,1.72138E-05,-0.0786035,0,3.80145,3.81497,0.0561894
1,20000,1,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80145,3.81497,0.0561894
1,20000,0.01,a,0.0158249,0.0132822,-0.0133286,-0.0158006,1,3.80146,3.81497,0.0573701
1,20000,0.01,f1,0.0802325,-1.46034E-05,1.74477E-05,-0.0802559,0,3.80146,3.81497,0.0573701
1,20000,0.01,f2,0.0146032,0.0145084,-0.0145255,-0.0145907,1,3.80146,3.81497,0.0573701
2,1000,470k,a,0.0158747,0.0132331,-0.0132804,-0.0158494,1,3.79988,3.80965,1.14885E-05
2,1000,470k,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79988,3.80965,1.14885E-05
2,1000,470k,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79988,3.80965,1.14885E-05
2,1000,10k,a,0.0160603,0.0130486,-0.0130993,-0.0160339,1,3.79986,3.80963,0.000274456
2,1000,10k,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79986,3.80963,0.000274456
2,1000,10k,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79986,3.80963,0.000274456
2,1000,1k,a,0.0176778,0.0114154,-0.0115362,-0.017683,1,3.79971,3.80949,0.00258109
2,1000,1k,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79971,3.80949,0.00258109
2,1000,1k,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79971,3.80949,0.00258109
2,1000,100,a,0.0292486,0.00153005,-0.00170667,-0.0291332,1,3.79893,3.80878,0.0178938
2,1000,100,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79893,3.80878,0.0178938
2,1000,100,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79893,3.80878,0.0178938
2,1000,47,a,0.0402209,3.82731E-07,-5.92818E-07,-0.0402483,1,3.79877,3.80862,0.0270205
2,1000,47,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79877,3.80862,0.0270205
2,1000,47,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79877,3.80862,0.0270205
2,1000,22,a,0.0514324,-1.62859E-07,1.76569E-07,-0.0514572,0,3.79871,3.80855,0.0351207
2,1000,22,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79871,3.80855,0.0351207
2,1000,22,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79871,3.80855,0.0351207
2,1000,10,a,0.0591618,-2.91212E-07,3.13322E-07,-0.0591869,0,3.79875,3.80859,0.0407116
2,1000,10,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79875,3.80859,0.0407116
2,1000,10,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79875,3.80859,0.0407116
2,1000,1,a,0.0663727,-3.18335E-07,3.74724E-07,-0.0663984,0,3.79887,3.80869,0.0459446
2,1000,1,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79887,3.80869,0.0459446
2,1000,1,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79887,3.80869,0.0459446
2,1000,0.01,a,0.0672549,-3.16342E-07,3.92532E-07,-0.0672807,0,3.79889,3.80871,0.0465832
2,1000,0.01,f1,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79889,3.80871,0.0465832
2,1000,0.01,f2,0.0145611,0.0145512,-0.0145411,-0.0145711,1,3.79889,3.80871,0.0465832
2,20000,470k,a,0.0158754,0.0132323,-0.0132795,-0.0158503,1,3.80181,3.81428,1.14877E-05
2,20000,470k,f1,0.0145626,0.014548,-0.0145312,-0.0145788,1,3.80181,3.81428,1.14877E-05
2,20000,470k,f2,0.0145626,0.014548,-0.0145312,-0.0145788,1,3.80181,3.81428,1.14877E-05
2,20000,10k,a,0.0160617,0.0130483,-0.0130979,-0.0160344,1,3.8018,3.81427,0.000274443
2,20000,10k,f1,0.0145626,0.014548,-0.0145312,-0.0145788,1,3.8018,3.81427,0.000274443
2,20000,10k,f2,0.0145626,0.014548,-0.0145312,-0.0145788,1,3.8018,3.81427,0.000274443
2,20000,1k,a,0.0177048,0.0114381,-0.0115105,-0.0176597,1,3.8017,3.81418,0.0025841
2,20000,1k,f1,0.0145626,0.014548,-0.0145312,-0.0145788,1,3.8017,3.81418,0.0025841
2,20000,1k,f2,0.0145626,0.014548,-0.0145312,-0.0145788,1,3.8017,3.81418,0.0025841
2,20000,100,a,0.0297101,0.00127274,-0.00143229,-0.0295768,1,3.80087,3.81334,0.018366
2,20000,100,f1,0.0145626,0.014548,-0.0145313,-0.0145788,1,3.80087,3.81334,0.018366
2,20000,100,f2,0.0145626,0.014548,-0.0145313,-0.0145788,1,3.80087,3.81334,0.018366
2,20000,47,a,0.0427462,-4.98286E-06,5.64618E-06,-0.0427722,0,3.80052,3.81299,0.0287119
2,20000,47,f1,0.0145626,0.014548,-0.0145314,-0.0145787,1,3.80052,3.81299,0.0287119
2,20000,47,f2,0.0145626,0.014548,-0.0145314,-0.0145787,1,3.80052,3.81299,0.0287119
2,20000,22,a,0.0572808,-1.06134E-05,1.25753E-05,-0.0573097,0,3.80009,3.81256,0.0391031
2,20000,22,f1,0.0145626,0.014548,-0.0145312,-0.0145787,1,3.80009,3.81256,0.0391031
2,20000,22,f2,0.0145626,0.014548,-0.0145312,-0.0145787,1,3.80009,3.81256,0.0391031
2,20000,10,a,0.0687745,-1.29165E-05,1.53838E-05,-0.0688086,0,3.7998,3.81227,0.0473232
2,20000,10,f1,0.0145626,0.0145479,-0.0145313,-0.0145788,1,3.7998,3.81227,0.0473232
2,20000,10,f2,0.0145626,0.0145479,-0.0145313,-0.0145788,1,3.7998,3.81227,0.0473232
2,20000,1,a,0.0811511,-1.47762E-05,1.76845E-05,-0.0811953,0,3.79952,3.81199,0.0561785
2,20000,1,f1,0.0145626,0.0145479,-0.0145313,-0.0145788,1,3.79952,3.81199,0.0561785
2,20000,1,f2,0.0145626,0.0145479,-0.0145313,-0.0145788,1,3.79952,3.81199,0.0561785
2,20000,0.01,a,0.0828004,-1.48938E-05,1.7818E-05,-0.0828464,0,3.79948,3.81195,0.0573589
2,20000,0.01,f1,0.0145626,0.0145479,-0.0145312,-0.0145788,1,3.79948,3.81195,0.0573589
2,20000,0.01,f2,0.0145626,0.0145479,-0.0145312,-0.0145788,1,3.79948,3.81195,0.0573589
