cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,940229,67.72,77.7024
1,0,1m,47p,942491,67.4302,77.7024
1,0,1m,100p,945053,67.1003,77.7024
1,0,1m,220p,950902,66.3408,77.7024
1,0,1m,470p,963505,64.6944,77.7024
1,0,1m,1n,991662,60.9029,77.7024
1,0,1m,2.2n,1.06056E+06,50.5693,77.7023
1,0,1m,4.7n,1.13004E+06,26.5441,77.7023
1,0,430,1f,940207,67.5934,77.7024
1,0,430,47p,942468,67.3033,77.7024
1,0,430,100p,945030,66.9731,77.7024
1,0,430,220p,950878,66.2128,77.7024
1,0,430,470p,963479,64.5648,77.7024
1,0,430,1n,991633,60.7697,77.7024
1,0,430,2.2n,1.06052E+06,50.4276,77.7023
1,0,430,4.7n,1.13E+06,26.3945,77.7023
1,6,1m,1f,941300,67.724,77.8375
1,6,1m,47p,941792,67.6509,77.8375
1,6,1m,100p,942142,67.5709,77.8375
1,6,1m,220p,942147,67.4149,77.8375
1,6,1m,470p,939950,67.2478,77.8375
1,6,1m,1n,934972,67.27,77.8375
1,6,1m,2.2n,931022,67.438,77.8375
1,6,1m,4.7n,929386,67.5586,77.8375
1,6,430,1f,941279,67.5972,77.8375
1,6,430,47p,941770,67.5242,77.8375
1,6,430,100p,942120,67.4441,77.8375
1,6,430,220p,942125,67.2881,77.8375
1,6,430,470p,939928,67.1213,77.8375
1,6,430,1n,934950,67.1442,77.8375
1,6,430,2.2n,931001,67.3127,77.8375
1,6,430,4.7n,929364,67.4334,77.8375
1,12,1m,1f,941582,67.7251,77.8734
1,12,1m,47p,941712,67.7065,77.8734
1,12,1m,100p,941818,67.686,77.8734
1,12,1m,220p,941902,67.6433,77.8734
1,12,1m,470p,941521,67.5839,77.8734
1,12,1m,1n,940099,67.5636,77.8734
1,12,1m,2.2n,938518,67.6118,77.8734
1,12,1m,4.7n,937764,67.6587,77.8734
1,12,430,1f,941560,67.5983,77.8734
1,12,430,47p,941689,67.5798,77.8734
1,12,430,100p,941796,67.5592,77.8734
1,12,430,220p,941879,67.5165,77.8734
1,12,430,470p,941498,67.4571,77.8734
1,12,430,1n,940077,67.437,77.8734
1,12,430,2.2n,938496,67.4854,77.8734
1,12,430,4.7n,937742,67.5324,77.8734
2,0,1m,1f,944806,67.7379,78.2936
2,0,1m,47p,947112,67.4452,78.2936
2,0,1m,100p,949725,67.1118,78.2936
2,0,1m,220p,955711,66.3438,78.2936
2,0,1m,470p,968693,64.6756,78.2936
2,0,1m,1n,997663,60.8285,78.2936
2,0,1m,2.2n,1.06918E+06,50.2729,78.2936
2,0,1m,4.7n,1.13987E+06,25.7348,78.2936
2,0,430,1f,944783,67.6107,78.2936
2,0,430,47p,947089,67.3177,78.2936
2,0,430,100p,949702,66.984,78.2936
2,0,430,220p,955686,66.2151,78.2936
2,0,430,470p,968667,64.5453,78.2936
2,0,430,1n,997634,60.6945,78.2936
2,0,430,2.2n,1.06914E+06,50.1301,78.2936
2,0,430,4.7n,1.13983E+06,25.5839,78.2936
2,6,1m,1f,945879,67.7424,78.4378
2,6,1m,47p,946332,67.6694,78.4378
2,6,1m,100p,946524,67.5932,78.4378
2,6,1m,220p,945919,67.4713,78.4378
2,6,1m,470p,943248,67.4177,78.4378
2,6,1m,1n,940116,67.5015,78.4378
2,6,1m,2.2n,938403,67.6022,78.4378
2,6,1m,4.7n,937753,67.6577,78.4378
2,6,430,1f,945856,67.615,78.4378
2,6,430,47p,946309,67.542,78.4378
2,6,430,100p,946501,67.4658,78.4378
2,6,430,220p,945897,67.344,78.4378
2,6,430,470p,943226,67.2907,78.4378
2,6,430,1n,940093,67.3749,78.4378
2,6,430,2.2n,938380,67.4759,78.4378
2,6,430,4.7n,937731,67.5315,78.4378
2,12,1m,1f,946164,67.7436,78.4765
2,12,1m,47p,946287,67.7249,78.4765
2,12,1m,100p,946363,67.7048,78.4765
2,12,1m,220p,946302,67.6679,78.4765
2,12,1m,470p,945661,67.6375,78.4765
2,12,1m,1n,944573,67.6528,78.4765
2,12,1m,2.2n,943846,67.6883,78.4765
2,12,1m,4.7n,943557,67.7106,78.4765
2,12,430,1f,946142,67.6162,78.4765
2,12,430,47p,946265,67.5975,78.4765
2,12,430,100p,946340,67.5774,78.4765
2,12,430,220p,946280,67.5405,78.4765
2,12,430,470p,945639,67.5102,78.4765
2,12,430,1n,944551,67.5257,78.4765
2,12,430,2.2n,943823,67.5613,78.4765
2,12,430,4.7n,943535,67.5835,78.4765
