carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,953045,67.775,79.4614
1,1m,47p,955444,67.4767,79.4613
1,1m,100p,958223,67.1356,79.4614
1,1m,220p,964574,66.3492,79.4613
1,1m,470p,978094,64.6455,79.4613
1,1m,1n,1.00888E+06,60.6876,79.4613
1,1m,2.2n,1.08615E+06,49.6787,79.4613
1,1m,4.7n,1.16172E+06,23.9007,79.4613
1,430,1f,953022,67.6467,79.4614
1,430,47p,955421,67.3481,79.4614
1,430,100p,958199,67.0066,79.4614
1,430,220p,964550,66.2194,79.4614
1,430,470p,978068,64.514,79.4613
1,430,1n,1.00884E+06,60.5521,79.4613
1,430,2.2n,1.08610E+06,49.5338,79.4613
1,430,4.7n,1.16168E+06,23.747,79.4613
2,1m,1f,952170,67.7883,79.3681
2,1m,47p,954550,67.4909,79.3681
2,1m,100p,957306,67.1509,79.3681
2,1m,220p,963633,66.3663,79.3681
2,1m,470p,977076,64.6676,79.3681
2,1m,1n,1.00769E+06,60.7223,79.3681
2,1m,2.2n,1.08442E+06,49.7625,79.3681
2,1m,4.7n,1.16004E+06,24.0707,79.368
2,430,1f,952147,67.6601,79.3681
2,430,47p,954527,67.3624,79.3681
2,430,100p,957282,67.022,79.3681
2,430,220p,963608,66.2366,79.3681
2,430,470p,977050,64.5361,79.3681
2,430,1n,1.00766E+06,60.587,79.3681
2,430,2.2n,1.08438E+06,49.6178,79.3681
2,430,4.7n,1.15999E+06,23.9173,79.368
