cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,801915,66.6386,79.3951
1,0,1m,47p,803294,66.4123,79.3951
1,0,1m,100p,804851,66.1553,79.3951
1,0,1m,220p,808387,65.5667,79.3951
1,0,1m,470p,815874,64.3074,79.3951
1,0,1m,1n,832124,61.4861,79.3951
1,0,1m,2.2n,869758,54.2896,79.3951
1,0,1m,4.7n,924082,37.073,79.395
1,0,430,1f,801901,66.5305,79.3951
1,0,430,47p,803279,66.3039,79.3951
1,0,430,100p,804836,66.0468,79.3951
1,0,430,220p,808372,65.4577,79.3951
1,0,430,470p,815858,64.1974,79.3951
1,0,430,1n,832107,61.374,79.3951
1,0,430,2.2n,869738,54.1728,79.3951
1,0,430,4.7n,924056,36.9496,79.395
1,6,1m,1f,802784,66.6431,79.5327
1,6,1m,47p,803087,66.5858,79.5327
1,6,1m,100p,803309,66.5225,79.5327
1,6,1m,220p,803350,66.3935,79.5327
1,6,1m,470p,801979,66.2278,79.5327
1,6,1m,1n,798206,66.1981,79.5327
1,6,1m,2.2n,794668,66.3422,79.5327
1,6,1m,4.7n,793151,66.4648,79.5327
1,6,430,1f,802770,66.5348,79.5327
1,6,430,47p,803072,66.4775,79.5327
1,6,430,100p,803294,66.4142,79.5327
1,6,430,220p,803336,66.2851,79.5327
1,6,430,470p,801965,66.1196,79.5327
1,6,430,1n,798192,66.0905,79.5327
1,6,430,2.2n,794654,66.235,79.5327
1,6,430,4.7n,793137,66.3578,79.5327
1,12,1m,1f,803013,66.6442,79.5693
1,12,1m,47p,803093,66.6297,79.5693
1,12,1m,100p,803159,66.6136,79.5693
1,12,1m,220p,803218,66.579,79.5693
1,12,1m,470p,802998,66.5252,79.5693
1,12,1m,1n,801990,66.4922,79.5693
1,12,1m,2.2n,800649,66.527,79.5693
1,12,1m,4.7n,799957,66.573,79.5693
1,12,430,1f,802999,66.5359,79.5693
1,12,430,47p,803078,66.5214,79.5693
1,12,430,100p,803145,66.5052,79.5693
1,12,430,220p,803204,66.4707,79.5693
1,12,430,470p,802983,66.4169,79.5693
1,12,430,1n,801976,66.384,79.5693
1,12,430,2.2n,800635,66.419,79.5693
1,12,430,4.7n,799943,66.4651,79.5693
2,0,1m,1f,805628,66.6582,79.9976
2,0,1m,47p,807033,66.4297,79.9976
2,0,1m,100p,808620,66.1702,79.9976
2,0,1m,220p,812223,65.5759,79.9976
2,0,1m,470p,819966,64.3004,79.9976
2,0,1m,1n,836690,61.442,79.9976
2,0,1m,2.2n,875538,54.1274,79.9976
2,0,1m,4.7n,931521,36.5656,79.9975
2,0,430,1f,805614,66.5495,79.9976
2,0,430,47p,807018,66.3208,79.9976
2,0,430,100p,808604,66.0612,79.9976
2,0,430,220p,812208,65.4663,79.9976
2,0,430,470p,819949,64.1899,79.9976
2,0,430,1n,836672,61.3293,79.9976
2,0,430,2.2n,875516,54.0098,79.9976
2,0,430,4.7n,931495,36.4412,79.9975
2,6,1m,1f,806499,66.663,80.1446
2,6,1m,47p,806779,66.6058,80.1446
2,6,1m,100p,806909,66.5445,80.1446
2,6,1m,220p,806570,66.4365,80.1446
2,6,1m,470p,804711,66.3607,80.1446
2,6,1m,1n,802095,66.416,80.1446
2,6,1m,2.2n,800527,66.5134,80.1446
2,6,1m,4.7n,799934,66.5715,80.1446
2,6,430,1f,806484,66.5542,80.1446
2,6,430,47p,806764,66.497,80.1446
2,6,430,100p,806895,66.4357,80.1446
2,6,430,220p,806555,66.3277,80.1446
2,6,430,470p,804696,66.2522,80.1446
2,6,430,1n,802080,66.3079,80.1446
2,6,430,2.2n,800513,66.4054,80.1446
2,6,430,4.7n,799920,66.4637,80.1446
2,12,1m,1f,806731,66.6643,80.1841
2,12,1m,47p,806806,66.6496,80.1841
2,12,1m,100p,806855,66.6337,80.1841
2,12,1m,220p,806828,66.6025,80.1841
2,12,1m,470p,806410,66.5694,80.1841
2,12,1m,1n,805548,66.5737,80.1841
2,12,1m,2.2n,804894,66.606,80.1841
2,12,1m,4.7n,804630,66.6289,80.1841
2,12,430,1f,806716,66.5555,80.1841
2,12,430,47p,806791,66.5408,80.1841
2,12,430,100p,806840,66.5248,80.1841
2,12,430,220p,806813,66.4937,80.1841
2,12,430,470p,806395,66.4606,80.1841
2,12,430,1n,805534,66.465,80.1841
2,12,430,2.2n,804880,66.4974,80.1841
2,12,430,4.7n,804615,66.5204,80.1841
