blk,modo_db,f_hz,vin_pk,k_att,caso,p_q132,p_q133,icmax_q132,icmin_q132,icmax_q133,icmin_q133,p_q122,icmax_q122,p_q125,p_q127,p_q121a,p_q121b,p_q117,p_q118,p_q106,p_jq110a,p_jq110b,p_r134,p_r135,p_r130,p_r131,p_r123,p_r126,p_rsep,p_rsep2,irms_rsep,irms_rsep2,p_q132_w1,p_q132_w2,voutpk,p_rail
A,0,1000,0,1,0,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,0,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.22071E-21,0,6.8738E-12,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,0,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28441E-22,0,1.65312E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,0,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.67105E-23,0,1.09846E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,1,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,1,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.31382E-26,0,2.6686E-14,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,1,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.14547E-26,0,2.60474E-14,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,1,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.55341E-26,0,2.75819E-14,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,2,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,2,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.85018E-26,0,2.86831E-14,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,2,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28441E-22,0,1.65311E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,2,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.67106E-23,0,1.09846E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,3,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,3,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.22072E-21,0,6.87382E-12,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,3,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,4.20237E-26,0,2.98154E-14,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,3,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.67106E-23,0,1.09846E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,4,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,4,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.22072E-21,0,6.87382E-12,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,4,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28441E-22,0,1.65312E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,4,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,3.75828E-26,0,2.81225E-14,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,5,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,5,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,2.56796E-26,0,2.33059E-14,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,5,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28441E-22,0,1.65311E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,5,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.67105E-23,0,1.09846E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0,1,6,0.213981,0.213522,0.0145565,0.0145565,-0.0145581,-0.0145581,0.0865987,-0.00644248,0.0863844,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640756,0.0193252,0.0189111,0.00476244,0.00476355,2.45247E-07,2.45439E-07,0.00384452,0.00383312,0,0,0,0,0.213981,0.213981,-0.0165756,3.22485
F1,0,1000,0,1,6,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.03246E-23,0,4.68721E-13,0,0.214234,0.214234,-0.0331465,3.22485
F2,0,1000,0,1,6,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,1.28441E-22,0,1.65311E-12,0,0.214234,0.214234,-0.0331465,3.22485
B,0,1000,0,1,6,0.214234,0.213267,0.0145573,0.0145573,-0.0145572,-0.0145572,0.0867043,-0.0064424,0.0862771,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640029,0.0193615,0.0189467,0.00476297,0.00476297,2.45205E-07,2.45478E-07,0.00384441,0.00383306,5.67104E-23,0,1.09845E-12,0,0.214234,0.214234,-0.0331465,3.22485
A,0,1000,0.4243,1,0,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.407566,3.22485
F1,0,1000,0.4243,1,0,0.214228,0.213264,0.0145792,0.0145352,-0.0145377,-0.0145768,0.0867037,-0.00643923,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476293,0.00476301,2.4521E-07,2.45488E-07,0.00384441,0.00383306,4.36878E-08,0,3.04882E-05,0,0.214228,0.214228,0.390869,3.22485
F2,0,1000,0.4243,1,0,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06642E-09,0,6.63071E-06,0,0.214233,0.214233,0.39087,3.22485
B,0,1000,0.4243,1,0,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867038,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.4521E-07,2.45483E-07,0.00384441,0.00383306,8.93535E-10,0,4.3602E-06,0,0.214233,0.214233,0.39087,3.22485
A,0,1000,0.4243,1,1,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45255E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.40755,3.22634
F1,0,1000,0.4243,1,1,0.213678,0.212763,0.0182346,0.0109468,-0.0109939,-0.0181874,0.0866872,-0.00636448,0.0862772,0.0109829,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492212,0.00492013,2.53108E-07,2.533E-07,0.00384466,0.00383306,0.00125836,0,0.00517432,0,0.21362,0.213657,0.390706,3.22634
F2,0,1000,0.4243,1,1,0.213678,0.212763,0.0182346,0.0109468,-0.0109939,-0.0181874,0.0866872,-0.00636448,0.0862772,0.0109829,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492212,0.00492013,2.53108E-07,2.533E-07,0.00384466,0.00383306,0.00125836,0,0.00517432,0,0.21362,0.213657,0.390706,3.22634
B,0,1000,0.4243,1,1,0.213678,0.212763,0.0182346,0.0109468,-0.0109939,-0.0181874,0.0866872,-0.00636448,0.0862772,0.0109829,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492212,0.00492013,2.53108E-07,2.533E-07,0.00384466,0.00383306,0.00125836,0,0.00517432,0,0.21362,0.213657,0.390706,3.22634
A,0,1000,0.4243,1,2,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45255E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.40755,3.22535
F1,0,1000,0.4243,1,2,0.213678,0.212763,0.0182346,0.0109468,-0.0109939,-0.0181874,0.0866872,-0.00636448,0.0862772,0.0109829,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492211,0.00492013,2.53107E-07,2.533E-07,0.00384466,0.00383306,0.00125836,0,0.00517432,0,0.21362,0.213657,0.390706,3.22535
F2,0,1000,0.4243,1,2,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.0662E-09,0,6.63036E-06,0,0.214233,0.214233,0.39086,3.22535
B,0,1000,0.4243,1,2,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867038,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.4521E-07,2.45483E-07,0.00384441,0.00383306,8.9344E-10,0,4.35997E-06,0,0.214233,0.214233,0.39086,3.22535
A,0,1000,0.4243,1,3,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45255E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.40755,3.22535
F1,0,1000,0.4243,1,3,0.214228,0.213264,0.0145792,0.0145352,-0.0145377,-0.0145768,0.0867037,-0.00643923,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476293,0.00476301,2.4521E-07,2.45488E-07,0.00384441,0.00383306,4.36832E-08,0,3.04865E-05,0,0.214228,0.214228,0.390859,3.22535
F2,0,1000,0.4243,1,3,0.213678,0.212763,0.0182346,0.0109468,-0.0109939,-0.0181874,0.0866872,-0.00636448,0.0862772,0.0109829,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492211,0.00492013,2.53107E-07,2.533E-07,0.00384466,0.00383306,0.00125836,0,0.00517433,0,0.21362,0.213657,0.390706,3.22535
B,0,1000,0.4243,1,3,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867038,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.4521E-07,2.45483E-07,0.00384441,0.00383306,8.9344E-10,0,4.35997E-06,0,0.214233,0.214233,0.39086,3.22535
A,0,1000,0.4243,1,4,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45255E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.40755,3.22535
F1,0,1000,0.4243,1,4,0.214228,0.213264,0.0145792,0.0145352,-0.0145377,-0.0145768,0.0867037,-0.00643923,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476293,0.00476301,2.4521E-07,2.45488E-07,0.00384441,0.00383306,4.36832E-08,0,3.04866E-05,0,0.214228,0.214228,0.390859,3.22535
F2,0,1000,0.4243,1,4,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.0662E-09,0,6.63036E-06,0,0.214233,0.214233,0.39086,3.22535
B,0,1000,0.4243,1,4,0.213678,0.212763,0.0182346,0.0109468,-0.0109939,-0.0181874,0.0866872,-0.00636448,0.0862772,0.0109829,0.00150946,0.00177556,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00492211,0.00492013,2.53107E-07,2.533E-07,0.00384466,0.00383306,0.00125836,0,0.00517432,0,0.21362,0.213657,0.390706,3.22535
A,0,1000,0.4243,1,5,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45255E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.407551,3.22523
F1,0,1000,0.4243,1,5,0.213706,0.212781,0.0177668,0.0113984,-0.01144,-0.0177251,0.086689,-0.00637395,0.0862772,0.010983,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00488446,0.00488294,2.51295E-07,2.51506E-07,0.0038446,0.00383306,0.000961016,0,0.00452185,0,0.213662,0.21369,0.390707,3.22523
F2,0,1000,0.4243,1,5,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06621E-09,0,6.63038E-06,0,0.214233,0.214233,0.390859,3.22523
B,0,1000,0.4243,1,5,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867038,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.4521E-07,2.45483E-07,0.00384441,0.00383306,8.93445E-10,0,4.35999E-06,0,0.214233,0.214233,0.390859,3.22523
A,0,1000,0.4243,1,6,0.213976,0.213517,0.0145788,0.0145342,-0.0145383,-0.0145779,0.0865981,-0.00643931,0.0863847,0.0109835,0.00150947,0.00177561,0.00986079,0.00990891,0.0640757,0.0193251,0.0189111,0.00476245,0.00476355,2.45254E-07,2.45446E-07,0.00384452,0.00383312,0,0,0,0,0.213976,0.213976,0.407558,3.22492
F1,0,1000,0.4243,1,6,0.213951,0.213,0.0159623,0.0131614,-0.0131813,-0.0159429,0.0866973,-0.00641087,0.0862773,0.0109832,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189467,0.00478632,0.00478622,2.46477E-07,2.46747E-07,0.00384445,0.00383306,0.000185778,0,0.00198815,0,0.21394,0.21395,0.390769,3.22492
F2,0,1000,0.4243,1,6,0.214233,0.213267,0.0145625,0.0145521,-0.0145543,-0.0145602,0.0867038,-0.00643954,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476296,0.00476297,2.4521E-07,2.45484E-07,0.00384441,0.00383306,2.06629E-09,0,6.63051E-06,0,0.214233,0.214233,0.390861,3.22492
B,0,1000,0.4243,1,6,0.214233,0.213267,0.0145609,0.0145537,-0.0145558,-0.0145586,0.0867038,-0.00643957,0.0862773,0.0109834,0.00150946,0.00177557,0.00986072,0.00990885,0.0640031,0.0193614,0.0189466,0.00476297,0.00476297,2.4521E-07,2.45483E-07,0.00384441,0.00383306,8.93481E-10,0,4.36007E-06,0,0.214233,0.214233,0.390861,3.22492
A,0,1000,1.4142,1,0,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39716,3.22484
F1,0,1000,1.4142,1,0,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866975,-0.00643182,0.0862797,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45567E-07,0.0038444,0.00383305,4.85414E-07,0,0.000101627,0,0.214178,0.214178,1.38017,3.22484
F2,0,1000,1.4142,1,0,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29599E-08,0,2.21022E-05,0,0.214221,0.214221,1.38017,3.22484
B,0,1000,1.4142,1,0,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150946,0.00177557,0.0098607,0.00990883,0.0640045,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.92803E-09,0,1.45339E-05,0,0.214225,0.214225,1.38017,3.22484
A,0,1000,1.4142,1,1,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.39707,3.24655
F1,0,1000,1.4142,1,1,0.209028,0.208317,0.0272318,0.00295919,-0.0031012,-0.0270903,0.086513,-0.00618084,0.0862796,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657562,0.00654239,3.35676E-07,3.34472E-07,0.00384746,0.00383304,0.0139793,0,0.0172462,0,0.208835,0.20895,1.37953,3.24655
F2,0,1000,1.4142,1,1,0.209028,0.208317,0.0272318,0.00295919,-0.0031012,-0.0270903,0.086513,-0.00618084,0.0862796,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657562,0.00654239,3.35676E-07,3.34472E-07,0.00384746,0.00383304,0.0139793,0,0.0172462,0,0.208835,0.20895,1.37953,3.24655
B,0,1000,1.4142,1,1,0.209028,0.208317,0.0272318,0.00295919,-0.0031012,-0.0270903,0.086513,-0.00618084,0.0862796,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657562,0.00654239,3.35676E-07,3.34472E-07,0.00384746,0.00383304,0.0139793,0,0.0172462,0,0.208835,0.20895,1.37953,3.24655
A,0,1000,1.4142,1,2,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.3971,3.23208
F1,0,1000,1.4142,1,2,0.20902,0.208324,0.0272315,0.00295942,-0.00310144,-0.02709,0.0865129,-0.00618083,0.0862795,0.0109774,0.00150945,0.0017755,0.00986073,0.00990879,0.0640045,0.0193598,0.0189466,0.00657532,0.00654276,3.35661E-07,3.34491E-07,0.00384745,0.00383304,0.0139796,0,0.0172464,0,0.208834,0.208934,1.37956,3.23208
F2,0,1000,1.4142,1,2,0.214221,0.213259,0.0145745,0.0145398,-0.0145473,-0.0145669,0.0866984,-0.00643285,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476292,0.00476294,2.45263E-07,2.45536E-07,0.0038444,0.00383305,2.29563E-08,0,2.21005E-05,0,0.21422,0.214221,1.38011,3.23208
B,0,1000,1.4142,1,2,0.214224,0.213263,0.0145692,0.0145451,-0.0145525,-0.0145616,0.0866985,-0.00643295,0.0862798,0.0109833,0.00150945,0.00177557,0.0098607,0.00990883,0.0640046,0.0193603,0.0189461,0.00476293,0.00476293,2.45261E-07,2.45534E-07,0.0038444,0.00383305,9.92647E-09,0,1.45328E-05,0,0.214224,0.214225,1.38011,3.23208
A,0,1000,1.4142,1,3,0.213927,0.213474,0.0146307,0.014482,-0.0144919,-0.014624,0.0865919,-0.00643189,0.0863872,0.0109834,0.00150946,0.00177561,0.00986078,0.00990888,0.0640772,0.019324,0.0189105,0.00476247,0.00476356,2.45331E-07,2.4552E-07,0.00384452,0.0038331,0,0,0,0,0.213927,0.213927,1.3971,3.23208
F1,0,1000,1.4142,1,3,0.214178,0.213223,0.0146303,0.0144836,-0.0144922,-0.0146224,0.0866975,-0.00643182,0.0862798,0.0109833,0.00150945,0.00177557,0.00986071,0.00990883,0.0640046,0.0193603,0.0189461,0.00476285,0.00476312,2.45281E-07,2.45566E-07,0.0038444,0.00383305,4.85338E-07,0,0.000101619,0,0.214178,0.214178,1.3801,3.23208
