cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,722279,73.829,78.3986
1,0,1m,47p,723586,73.618,78.3986
1,0,1m,100p,725080,73.3778,78.3986
1,0,1m,220p,728534,72.8255,78.3986
1,0,1m,470p,735808,71.6433,78.3986
1,0,1m,1n,751831,68.9789,78.3986
1,0,1m,2.2n,790594,62.0517,78.3986
1,0,1m,4.7n,858935,44.2241,78.3985
1,0,430,1f,722267,73.7314,78.3986
1,0,430,47p,723574,73.5202,78.3986
1,0,430,100p,725068,73.2798,78.3986
1,0,430,220p,728521,72.727,78.3986
1,0,430,470p,735795,71.5439,78.3986
1,0,430,1n,751817,68.8774,78.3986
1,0,430,2.2n,790577,61.9452,78.3986
1,0,430,4.7n,858913,44.1092,78.3985
1,6,1m,1f,723142,73.8367,78.544
1,6,1m,47p,723436,73.7833,78.544
1,6,1m,100p,723670,73.7235,78.544
1,6,1m,220p,723822,73.5978,78.544
1,6,1m,470p,722819,73.4176,78.544
1,6,1m,1n,719327,73.3432,78.544
1,6,1m,2.2n,715520,73.4703,78.544
1,6,1m,4.7n,713730,73.6029,78.544
1,6,430,1f,723131,73.739,78.544
1,6,430,47p,723424,73.6855,78.544
1,6,430,100p,723659,73.6256,78.544
1,6,430,220p,723810,73.5,78.544
1,6,430,470p,722808,73.3199,78.544
1,6,430,1n,719316,73.2459,78.544
1,6,430,2.2n,715509,73.3736,78.544
1,6,430,4.7n,713719,73.5065,78.544
1,12,1m,1f,723370,73.8388,78.5827
1,12,1m,47p,723446,73.8252,78.5827
1,12,1m,100p,723514,73.81,78.5827
1,12,1m,220p,723593,73.7769,78.5827
1,12,1m,470p,723460,73.7216,78.5827
1,12,1m,1n,722588,73.6759,78.5827
1,12,1m,2.2n,721206,73.7,78.5827
1,12,1m,4.7n,720417,73.7477,78.5827
1,12,430,1f,723358,73.741,78.5827
1,12,430,47p,723435,73.7274,78.5827
1,12,430,100p,723503,73.7122,78.5827
1,12,430,220p,723581,73.6791,78.5827
1,12,430,470p,723449,73.6238,78.5827
1,12,430,1n,722577,73.5782,78.5827
1,12,430,2.2n,721194,73.6025,78.5827
1,12,430,4.7n,720406,73.6503,78.5827
2,0,1m,1f,726008,73.8613,79.036
2,0,1m,47p,727376,73.647,79.036
2,0,1m,100p,728924,73.4036,79.036
2,0,1m,220p,732449,72.8454,79.036
2,0,1m,470p,739879,71.6501,79.036
2,0,1m,1n,756388,68.9482,79.036
2,0,1m,2.2n,796573,61.8909,79.0359
2,0,1m,4.7n,867662,43.5977,79.0359
2,0,430,1f,725996,73.7632,79.036
2,0,430,47p,727364,73.5487,79.036
2,0,430,100p,728912,73.3051,79.036
2,0,430,220p,732437,72.7464,79.036
2,0,430,470p,739867,71.5502,79.036
2,0,430,1n,756374,68.846,79.036
2,0,430,2.2n,796555,61.7836,79.0359
2,0,430,4.7n,867640,43.4816,79.0359
2,6,1m,1f,726896,73.8687,79.1919
2,6,1m,47p,727179,73.8149,79.1919
2,6,1m,100p,727344,73.7562,79.1919
2,6,1m,220p,727160,73.6464,79.1919
2,6,1m,470p,725538,73.5487,79.1919
2,6,1m,1n,722852,73.5818,79.1919
2,6,1m,2.2n,721079,73.6808,79.1919
2,6,1m,4.7n,720384,73.7454,79.1919
2,6,430,1f,726884,73.7704,79.1919
2,6,430,47p,727168,73.7165,79.1919
2,6,430,100p,727333,73.6578,79.1919
2,6,430,220p,727149,73.5481,79.1919
2,6,430,470p,725527,73.4506,79.1919
2,6,430,1n,722841,73.4841,79.1919
2,6,430,2.2n,721069,73.5833,79.1919
2,6,430,4.7n,720374,73.6479,79.1919
2,12,1m,1f,727132,73.8707,79.2338
2,12,1m,47p,727208,73.857,79.2338
2,12,1m,100p,727263,73.8417,79.2338
2,12,1m,220p,727270,73.811,79.2338
2,12,1m,470p,726933,73.7732,79.2338
2,12,1m,1n,726080,73.7687,79.2338
2,12,1m,2.2n,725340,73.8,79.2338
2,12,1m,4.7n,725023,73.8253,79.2338
2,12,430,1f,727120,73.7724,79.2338
2,12,430,47p,727196,73.7587,79.2338
2,12,430,100p,727250,73.7434,79.2338
2,12,430,220p,727258,73.7127,79.2338
2,12,430,470p,726920,73.6749,79.2338
2,12,430,1n,726068,73.6706,79.2338
2,12,430,2.2n,725327,73.7019,79.2338
2,12,430,4.7n,725011,73.7273,79.2338
