mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,663068,71.8591,80.5181,100k
0db,1m,1,47p,664004,71.6757,80.5181,100k
0db,1m,1,100p,665017,71.4673,80.5181,100k
0db,1m,1,220p,667135,70.9897,80.5181,100k
0db,1m,1,470p,670686,69.9804,80.5181,100k
0db,1m,1,1n,673922,67.8837,80.5181,100k
0db,1m,1,1.5n,671670,66.133,80.5181,100k
0db,1m,1,2.2n,662006,64.269,80.5181,100k
0db,1m,1,2.7n,652672,63.3582,80.5181,100k
0db,1m,1,3.3n,640631,62.6469,80.5181,100k
0db,1m,1,4.7n,614477,62.0381,80.5181,100k
0db,1m,2,1f,663068,71.8591,80.5181,100k
0db,1m,2,47p,664023,71.6758,80.5181,100k
0db,1m,2,100p,665102,71.4678,80.5181,100k
0db,1m,2,220p,667551,70.9922,80.5181,100k
0db,1m,2,470p,672679,69.9798,80.5181,100k
0db,1m,2,1n,683839,67.7277,80.5181,100k
0db,1m,2,1.5n,694561,65.4674,80.5181,100k
0db,1m,2,2.2n,709765,62.0684,80.518,100k
0db,1m,2,2.7n,720542,59.4712,80.518,100k
0db,1m,2,3.3n,732944,56.1827,80.518,100k
0db,1m,2,4.7n,756226,48.0399,80.518,100k
0db,1k,1,1f,663042,71.6508,80.5181,100k
0db,1k,1,47p,663977,71.4672,80.5181,100k
0db,1k,1,100p,664990,71.2584,80.5181,100k
0db,1k,1,220p,667107,70.7802,80.5181,100k
0db,1k,1,470p,670658,69.7698,80.5181,100k
0db,1k,1,1n,673894,67.6722,80.5181,100k
0db,1k,1,1.5n,671643,65.9223,80.5181,100k
0db,1k,1,2.2n,661981,64.0613,80.5181,100k
0db,1k,1,2.7n,652649,63.1534,80.5181,100k
0db,1k,1,3.3n,640610,62.4458,80.5181,100k
0db,1k,1,4.7n,614460,61.8452,80.5181,100k
0db,1k,2,1f,663042,71.6508,80.5181,100k
0db,1k,2,47p,663996,71.4672,80.5181,100k
0db,1k,2,100p,665075,71.2589,80.5181,100k
0db,1k,2,220p,667524,70.7826,80.5181,100k
0db,1k,2,470p,672651,69.7686,80.5181,100k
0db,1k,2,1n,683809,67.5131,80.5181,100k
0db,1k,2,1.5n,694528,65.2496,80.5181,100k
0db,1k,2,2.2n,709728,61.8462,80.518,100k
0db,1k,2,2.7n,720503,59.2458,80.518,100k
0db,1k,2,3.3n,732903,55.9538,80.518,100k
0db,1k,2,4.7n,756180,47.8045,80.518,100k
0db,2.5k,1,1f,662949,71.3407,80.5181,100k
0db,2.5k,1,47p,663884,71.1566,80.5181,100k
0db,2.5k,1,100p,664896,70.9475,80.5181,100k
0db,2.5k,1,220p,667013,70.4684,80.5181,100k
0db,2.5k,1,470p,670562,69.4565,80.5181,100k
0db,2.5k,1,1n,673796,67.3578,80.5181,100k
0db,2.5k,1,1.5n,671547,65.6091,80.5181,100k
0db,2.5k,1,2.2n,661892,63.7527,80.5181,100k
0db,2.5k,1,2.7n,652566,62.8491,80.5181,100k
0db,2.5k,1,3.3n,640534,62.1469,80.5181,100k
0db,2.5k,1,4.7n,614396,61.558,80.5181,100k
0db,2.5k,2,1f,662949,71.3407,80.5181,100k
0db,2.5k,2,47p,663903,71.1566,80.5181,100k
0db,2.5k,2,100p,664981,70.9479,80.5181,100k
0db,2.5k,2,220p,667429,70.4705,80.5181,100k
0db,2.5k,2,470p,672553,69.4544,80.5181,100k
0db,2.5k,2,1n,683702,67.1942,80.5181,100k
0db,2.5k,2,1.5n,694412,64.9264,80.5181,100k
0db,2.5k,2,2.2n,709598,61.517,80.518,100k
0db,2.5k,2,2.7n,720366,58.9124,80.518,100k
0db,2.5k,2,3.3n,732752,55.6161,80.518,100k
0db,2.5k,2,4.7n,756011,47.4592,80.518,100k
0db,2.571k,1,1f,662943,71.3261,80.5181,100k
0db,2.571k,1,47p,663878,71.142,80.5181,100k
0db,2.571k,1,100p,664890,70.9328,80.5181,100k
0db,2.571k,1,220p,667006,70.4537,80.5181,100k
0db,2.571k,1,470p,670555,69.4417,80.5181,100k
0db,2.571k,1,1n,673790,67.343,80.5181,100k
0db,2.571k,1,1.5n,671541,65.5944,80.5181,100k
0db,2.571k,1,2.2n,661886,63.7382,80.5181,100k
0db,2.571k,1,2.7n,652561,62.8347,80.5181,100k
0db,2.571k,1,3.3n,640530,62.1328,80.5181,100k
0db,2.571k,1,4.7n,614392,61.5444,80.5181,100k
0db,2.571k,2,1f,662943,71.3261,80.5181,100k
0db,2.571k,2,47p,663897,71.142,80.5181,100k
0db,2.571k,2,100p,664975,70.9333,80.5181,100k
0db,2.571k,2,220p,667423,70.4558,80.5181,100k
0db,2.571k,2,470p,672547,69.4395,80.5181,100k
0db,2.571k,2,1n,683695,67.1792,80.5181,100k
0db,2.571k,2,1.5n,694404,64.9112,80.5181,100k
0db,2.571k,2,2.2n,709589,61.5016,80.518,100k
0db,2.571k,2,2.7n,720357,58.8968,80.518,100k
0db,2.571k,2,3.3n,732742,55.6003,80.518,100k
0db,2.571k,2,4.7n,756000,47.4431,80.518,100k
0db,2.611k,1,1f,662940,71.3178,80.5181,100k
0db,2.611k,1,47p,663875,71.1338,80.5181,100k
0db,2.611k,1,100p,664887,70.9245,80.5181,100k
0db,2.611k,1,220p,667003,70.4454,80.5181,100k
0db,2.611k,1,470p,670552,69.4334,80.5181,100k
0db,2.611k,1,1n,673786,67.3346,80.5181,100k
0db,2.611k,1,1.5n,671537,65.5861,80.5181,100k
0db,2.611k,1,2.2n,661883,63.73,80.5181,100k
0db,2.611k,1,2.7n,652558,62.8267,80.5181,100k
0db,2.611k,1,3.3n,640527,62.1249,80.5181,100k
0db,2.611k,1,4.7n,614390,61.5368,80.5181,100k
0db,2.611k,2,1f,662940,71.3178,80.5181,100k
0db,2.611k,2,47p,663894,71.1338,80.5181,100k
0db,2.611k,2,100p,664972,70.925,80.5181,100k
0db,2.611k,2,220p,667419,70.4475,80.5181,100k
0db,2.611k,2,470p,672543,69.4312,80.5181,100k
0db,2.611k,2,1n,683691,67.1707,80.5181,100k
0db,2.611k,2,1.5n,694400,64.9027,80.5181,100k
0db,2.611k,2,2.2n,709584,61.4929,80.518,100k
0db,2.611k,2,2.7n,720352,58.888,80.518,100k
0db,2.611k,2,3.3n,732737,55.5914,80.518,100k
0db,2.611k,2,4.7n,755994,47.434,80.518,100k
0db,1m,1,1f,662189,71.8448,80.3149,10k
0db,1m,1,47p,663112,71.6635,80.3149,10k
0db,1m,1,100p,664112,71.4573,80.3149,10k
0db,1m,1,220p,666201,70.9852,80.3149,10k
0db,1m,1,470p,669709,69.9874,80.3149,10k
0db,1m,1,1n,672931,67.9143,80.315,10k
0db,1m,1,1.5n,670758,66.1804,80.315,10k
0db,1m,1,2.2n,661285,64.328,80.3151,10k
