pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,917478,70.739,80.3525
1,10k,47p,920135,70.4307,80.3525
1,10k,100p,923019,70.0784,80.3525
1,10k,220p,929045,69.2664,80.3525
1,10k,470p,939048,67.5441,80.3526
1,10k,1n,945534,64.1769,80.3526
1,10k,1.5n,934646,61.878,80.3526
1,10k,2.2n,905936,60.1714,80.3527
1,10k,2.7n,883605,59.7013,80.3527
1,10k,3.3n,858781,59.6051,80.3528
1,10k,4.7n,813254,60.2592,80.3529
2,10k,1f,917478,70.739,80.3525
2,10k,47p,920216,70.4281,80.3525
2,10k,100p,923331,70.073,80.3525
2,10k,220p,930485,69.2517,80.3525
2,10k,470p,946184,67.448,80.3525
2,10k,1n,982756,63.1625,80.3525
2,10k,1.5n,1.02191E+06,58.4053,80.3525
2,10k,2.2n,1.08414E+06,50.2398,80.3525
2,10k,2.7n,1.12962E+06,43.2877,80.3525
2,10k,3.3n,1.17235E+06,34.457,80.3525
2,10k,4.7n,1.17529E+06,19.1723,80.3524
1,50k,1f,918731,70.749,80.5318
1,50k,47p,921423,70.4375,80.5318
1,50k,100p,924344,70.0815,80.5318
1,50k,220p,930447,69.2606,80.5318
1,50k,470p,940605,67.5181,80.5318
1,50k,1n,947067,64.1166,80.5318
1,50k,1.5n,935900,61.8037,80.5318
1,50k,2.2n,906711,60.1015,80.5318
1,50k,2.7n,884132,59.6395,80.5318
1,50k,3.3n,859102,59.5534,80.5318
1,50k,4.7n,813331,60.2259,80.5318
2,50k,1f,918731,70.749,80.5318
2,50k,47p,921484,70.4372,80.5318
2,50k,100p,924616,70.0812,80.5318
2,50k,220p,931810,69.2574,80.5318
2,50k,470p,947638,67.4469,80.5318
2,50k,1n,984549,63.1414,80.5318
2,50k,1.5n,1.0241E+06,58.3561,80.5318
2,50k,2.2n,1.08715E+06,50.121,80.5318
2,50k,2.7n,1.13332E+06,43.0924,80.5318
2,50k,3.3n,1.1764E+06,34.1793,80.5317
2,50k,4.7n,1.17817E+06,18.8818,80.5317
