col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
-13.7002042,-0.01657567,-13.7002042,0.0,-13.7002042,-0.0165756305,-13.7002042,0.248189501,-13.7002042,-0.0263623389,-13.7002042,0.0273854581
