col0,col1
20.0,79.996652
22.4403691,79.8961199
25.1785082,79.7725936
28.2507509,79.6217753
31.6978638,79.4389539
35.5655882,79.2191433
39.9052463,78.9572935
44.7744228,78.6485732
50.2377286,78.2887035
56.3676586,77.874305
63.2455532,77.4032061
70.9626778,76.874657
79.6214341,76.2894068
89.3367184,75.6496274
100.237447,74.9587
112.468265,74.2209081
126.191469,73.4410901
141.589157,72.624306
158.865647,71.7755558
178.250188,70.8995678
200.0,70.0006612
224.403691,69.0826739
251.785082,68.148941
282.507509,67.2023091
316.978638,66.2451734
355.655882,65.2795261
399.052463,64.3070088
447.744228,63.3289642
502.377286,62.3464841
563.676586,61.3604519
632.455532,60.3715801
709.626778,59.3804412
796.214341,58.3874943
893.367184,57.393107
1002.37447,56.3975731
1124.68265,55.4011271
1261.91469,54.4039563
1415.89157,53.4062101
1588.65647,52.4080076
1782.50188,51.4094441
2000.0,50.4105957
2244.03691,49.4115236
2517.85082,48.412277
2825.07509,47.412896
3169.78638,46.4134135
3556.55882,45.413857
3990.52463,44.4142501
4477.44228,43.4146138
5023.77286,42.4149673
5636.76586,41.4153295
6324.55532,40.4157197
7096.26778,39.4161585
7962.14341,38.4166694
8933.67184,37.4172794
10023.7447,36.418021
11246.8265,35.4189334
12619.1469,34.420065
14158.9157,33.4214755
15886.5647,32.4232394
17825.0188,31.4254495
20000.0,30.4282216
22440.3691,29.4317005
25178.5082,28.4360672
28250.7509,27.441547
31697.8638,26.4484207
35565.5882,25.4570369
39905.2463,24.467827
44774.4228,23.4813227
50237.7286,22.4981755
56367.6586,21.5191785
63245.5532,20.5452883
70962.6778,19.5776457
79621.4341,18.617592
89336.7184,17.6666748
100237.447,16.7266374
112468.265,15.7993817
126191.469,14.8868956
141589.157,13.9911339
158865.647,13.11385
178250.188,12.2563801
200000.0,11.4194012
