col0,col1
20.0,63.7616634
22.4403691,64.1314543
25.1785082,64.5559444
28.2507509,65.0368272
31.6978638,65.5743109
35.5655882,66.1670667
39.9052463,66.8123284
44.7744228,67.5061172
50.2377286,68.2435466
56.3676586,69.0191488
63.2455532,69.8271737
70.9626778,70.6618244
79.6214341,71.5174152
89.3367184,72.3884513
100.237447,73.2696398
112.468265,74.1558506
126.191469,75.0420412
141.589157,75.9231655
158.865647,76.7940813
178.250188,77.6494745
200.0,78.4838161
224.403691,79.29137
251.785082,80.0662673
282.507509,80.8026576
316.978638,81.4949377
355.655882,82.1380424
399.052463,82.7277632
447.744228,83.2610441
502.377286,83.7361984
563.676586,84.1529963
632.455532,84.5125997
709.626778,84.8173506
796.214341,85.0704473
893.367184,85.2755641
1002.37447,85.4364652
1124.68265,85.556658
1261.91469,85.6391087
1415.89157,85.6860294
1588.65647,85.6987347
1782.50188,85.6775588
2000.0,85.6218284
2244.03691,85.5298866
2517.85082,85.3991726
2825.07509,85.2263625
3169.78638,85.0075776
3556.55882,84.7386627
3990.52463,84.4155212
4477.44228,84.0344797
5023.77286,83.5926373
5636.76586,83.0881437
6324.55532,82.5203535
7096.26778,81.8898241
7962.14341,81.1981551
8933.67184,80.4476981
10023.7447,79.6411887
11246.8265,78.7813618
12619.1469,77.8706026
14158.9157,76.9106744
15886.5647,75.902546
17825.0188,74.8463323
20000.0,73.7413518
22440.3691,72.5863005
25178.5082,71.3795336
28250.7509,70.119438
31697.8638,68.8048609
35565.5882,67.435547
39905.2463,66.012525
44774.4228,64.538385
50237.7286,63.0174072
56367.6586,61.4555255
63245.5532,59.8601453
70962.6778,58.2398489
79621.4341,56.604033
89336.7184,54.9625131
100237.447,53.3251124
112468.265,51.7012454
126191.469,50.099497
141589.157,48.5272098
158865.647,46.9901032
178250.188,45.491962
200000.0,44.0344391
