cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,451979,70.2238,79.9687
1,0,1m,47p,452278,70.1089,79.9687
1,0,1m,100p,452615,69.9791,79.9687
1,0,1m,220p,453375,69.684,79.9687
1,0,1m,470p,454945,69.0641,79.9687
1,0,1m,1n,458236,67.7259,79.9687
1,0,1m,2.2n,465388,64.5828,79.9686
1,0,1m,4.7n,477604,57.6556,79.9686
1,0,430,1f,451976,70.1627,79.9687
1,0,430,47p,452275,70.0478,79.9687
1,0,430,100p,452612,69.9179,79.9687
1,0,430,220p,453372,69.6227,79.9687
1,0,430,470p,454942,69.0026,79.9687
1,0,430,1n,458233,67.664,79.9687
1,0,430,2.2n,465384,64.5199,79.9686
1,0,430,4.7n,477601,57.5911,79.9686
1,6,1m,1f,452456,70.2235,80.1126
1,6,1m,47p,452524,70.1945,80.1126
1,6,1m,100p,452581,70.162,80.1126
1,6,1m,220p,452630,70.0914,80.1126
1,6,1m,470p,452413,69.9682,80.1126
1,6,1m,1n,451198,69.8443,80.1126
1,6,1m,2.2n,448940,69.8884,80.1126
1,6,1m,4.7n,447502,70.0318,80.1126
1,6,430,1f,452454,70.1624,80.1126
1,6,430,47p,452521,70.1333,80.1126
1,6,430,100p,452578,70.1009,80.1126
1,6,430,220p,452627,70.0302,80.1126
1,6,430,470p,452410,69.9071,80.1126
1,6,430,1n,451195,69.7833,80.1126
1,6,430,2.2n,448937,69.8277,80.1126
1,6,430,4.7n,447500,69.9713,80.1126
1,12,1m,1f,452581,70.2234,80.1508
1,12,1m,47p,452599,70.2161,80.1508
1,12,1m,100p,452615,70.2078,80.1508
1,12,1m,220p,452636,70.1896,80.1508
1,12,1m,470p,452614,70.1554,80.1508
1,12,1m,1n,452359,70.1093,80.1508
1,12,1m,2.2n,451666,70.1006,80.1508
1,12,1m,4.7n,451072,70.1441,80.1508
1,12,430,1f,452579,70.1623,80.1508
1,12,430,47p,452596,70.1549,80.1508
1,12,430,100p,452613,70.1467,80.1508
1,12,430,220p,452633,70.1284,80.1508
1,12,430,470p,452611,70.0942,80.1508
1,12,430,1n,452356,70.0482,80.1508
1,12,430,2.2n,451664,70.0396,80.1508
1,12,430,4.7n,451069,70.0832,80.1508
2,0,1m,1f,454016,70.2231,80.5987
2,0,1m,47p,454321,70.1072,80.5987
2,0,1m,100p,454664,69.9762,80.5987
2,0,1m,220p,455437,69.6783,80.5987
2,0,1m,470p,457036,69.0526,80.5987
2,0,1m,1n,460447,67.6989,80.5987
2,0,1m,2.2n,467738,64.5227,80.5987
2,0,1m,4.7n,480334,57.5044,80.5986
2,0,430,1f,454013,70.1617,80.5987
2,0,430,47p,454318,70.0458,80.5987
2,0,430,100p,454661,69.9147,80.5987
2,0,430,220p,455434,69.6168,80.5987
2,0,430,470p,457033,68.9909,80.5987
2,0,430,1n,460444,67.6367,80.5987
2,0,430,2.2n,467735,64.4595,80.5987
2,0,430,4.7n,480331,57.4396,80.5986
2,6,1m,1f,454494,70.2231,80.7525
2,6,1m,47p,454558,70.194,80.7525
2,6,1m,100p,454599,70.1619,80.7525
2,6,1m,220p,454575,70.0956,80.7525
2,6,1m,470p,454133,70.0033,80.7525
2,6,1m,1n,452877,69.9728,80.7525
2,6,1m,2.2n,451582,70.056,80.7525
2,6,1m,4.7n,451011,70.1374,80.7524
2,6,430,1f,454491,70.1616,80.7525
2,6,430,47p,454555,70.1326,80.7525
2,6,430,100p,454596,70.1005,80.7525
2,6,430,220p,454572,70.0342,80.7525
2,6,430,470p,454130,69.9419,80.7525
2,6,430,1n,452874,69.9116,80.7525
2,6,430,2.2n,451580,69.995,80.7525
2,6,430,4.7n,451009,70.0764,80.7524
2,12,1m,1f,454621,70.2231,80.7938
2,12,1m,47p,454638,70.2156,80.7938
2,12,1m,100p,454651,70.2074,80.7938
2,12,1m,220p,454657,70.1897,80.7938
2,12,1m,470p,454577,70.161,80.7938
2,12,1m,1n,454249,70.1398,80.7938
2,12,1m,2.2n,453776,70.158,80.7938
2,12,1m,4.7n,453525,70.1874,80.7938
2,12,430,1f,454618,70.1616,80.7938
2,12,430,47p,454635,70.1542,80.7938
2,12,430,100p,454648,70.1459,80.7938
2,12,430,220p,454654,70.1283,80.7938
2,12,430,470p,454575,70.0996,80.7938
2,12,430,1n,454246,70.0784,80.7938
2,12,430,2.2n,453774,70.0967,80.7938
2,12,430,4.7n,453522,70.1261,80.7938
