cand,pos,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,0,1m,1f,787711,69.7968,78.3986
1,0,1m,47p,789328,69.5535,78.3986
1,0,1m,100p,791158,69.2769,78.3986
1,0,1m,220p,795357,68.6409,78.3986
1,0,1m,470p,804410,67.2693,78.3986
1,0,1m,1n,824456,64.151,78.3986
1,0,1m,2.2n,873900,55.851,78.3986
1,0,1m,4.7n,952484,34.5248,78.3985
1,0,430,1f,787697,69.6906,78.3986
1,0,430,47p,789313,69.4471,78.3986
1,0,430,100p,791144,69.1703,78.3986
1,0,430,220p,795342,68.5338,78.3986
1,0,430,470p,804394,67.161,78.3986
1,0,430,1n,824439,64.0401,78.3986
1,0,430,2.2n,873877,55.7339,78.3986
1,0,430,4.7n,952454,34.3983,78.3985
1,6,1m,1f,788624,69.8025,78.544
1,6,1m,47p,788985,69.741,78.544
1,6,1m,100p,789271,69.6727,78.544
1,6,1m,220p,789437,69.5326,78.544
1,6,1m,470p,788186,69.3485,78.544
1,6,1m,1n,784272,69.3072,78.544
1,6,1m,2.2n,780380,69.4606,78.544
1,6,1m,4.7n,778611,69.5964,78.544
1,6,430,1f,788610,69.6962,78.544
1,6,430,47p,788972,69.6347,78.544
1,6,430,100p,789258,69.5664,78.544
1,6,430,220p,789423,69.4262,78.544
1,6,430,470p,788172,69.2423,78.544
1,6,430,1n,784259,69.2015,78.544
1,6,430,2.2n,780366,69.3554,78.544
1,6,430,4.7n,778598,69.4915,78.544
1,12,1m,1f,788864,69.8041,78.5827
1,12,1m,47p,788958,69.7885,78.5827
1,12,1m,100p,789042,69.771,78.5827
1,12,1m,220p,789135,69.7337,78.5827
1,12,1m,470p,788960,69.6746,78.5827
1,12,1m,1n,787947,69.6359,78.5827
1,12,1m,2.2n,786496,69.6715,78.5827
1,12,1m,4.7n,785712,69.7219,78.5827
1,12,430,1f,788850,69.6977,78.5827
1,12,430,47p,788945,69.6821,78.5827
1,12,430,100p,789028,69.6647,78.5827
1,12,430,220p,789121,69.6273,78.5827
1,12,430,470p,788946,69.5683,78.5827
1,12,430,1n,787933,69.5297,78.5827
1,12,430,2.2n,786482,69.5655,78.5827
1,12,430,4.7n,785699,69.616,78.5827
2,0,1m,1f,791611,69.822,79.036
2,0,1m,47p,793260,69.5763,79.036
2,0,1m,100p,795148,69.2963,79.036
2,0,1m,220p,799516,68.6513,79.036
2,0,1m,470p,808763,67.2642,79.036
2,0,1m,1n,829400,64.1015,79.036
2,0,1m,2.2n,880774,55.6313,79.0359
2,0,1m,4.7n,962124,33.7422,79.0359
2,0,430,1f,791598,69.7153,79.036
2,0,430,47p,793246,69.4694,79.036
2,0,430,100p,795133,69.1892,79.036
2,0,430,220p,799502,68.5436,79.036
2,0,430,470p,808748,67.1553,79.036
2,0,430,1n,829383,63.9899,79.036
2,0,430,2.2n,880751,55.5132,79.0359
2,0,430,4.7n,962094,33.6144,79.0359
2,6,1m,1f,792526,69.8282,79.1919
2,6,1m,47p,792866,69.7666,79.1919
2,6,1m,100p,793058,69.7004,79.1919
2,6,1m,220p,792814,69.582,79.1919
2,6,1m,470p,790959,69.4942,79.1919
2,6,1m,1n,788143,69.5498,79.1919
2,6,1m,2.2n,786376,69.6558,79.1919
2,6,1m,4.7n,785688,69.7201,79.1919
2,6,430,1f,792513,69.7214,79.1919
2,6,430,47p,792853,69.6598,79.1919
2,6,430,100p,793045,69.5935,79.1919
2,6,430,220p,792801,69.4751,79.1919
2,6,430,470p,790946,69.3876,79.1919
2,6,430,1n,788130,69.4435,79.1919
2,6,430,2.2n,786364,69.5498,79.1919
2,6,430,4.7n,785675,69.6142,79.1919
2,12,1m,1f,792770,69.8299,79.2338
2,12,1m,47p,792861,69.8142,79.2338
2,12,1m,100p,792926,69.7969,79.2338
2,12,1m,220p,792929,69.7629,79.2338
2,12,1m,470p,792529,69.7257,79.2338
2,12,1m,1n,791621,69.7284,79.2338
2,12,1m,2.2n,790892,69.7631,79.2338
2,12,1m,4.7n,790587,69.7884,79.2338
2,12,430,1f,792756,69.7231,79.2338
2,12,430,47p,792847,69.7073,79.2338
2,12,430,100p,792912,69.69,79.2338
2,12,430,220p,792914,69.6561,79.2338
2,12,430,470p,792515,69.6189,79.2338
2,12,430,1n,791606,69.6217,79.2338
2,12,430,2.2n,790878,69.6565,79.2338
2,12,430,4.7n,790573,69.6819,79.2338
