carico,rsrc,cwire,fcross_hz,pm_deg,tdb_10hz
1,1m,1f,952742,67.8743,80.3354
1,1m,47p,955650,67.5481,80.3354
1,1m,100p,959025,67.174,80.3354
1,1m,220p,966786,66.3071,80.3354
1,1m,470p,983666,64.4035,80.3354
1,1m,1n,1.0233E+06,59.8485,80.3354
1,1m,2.2n,1.13439E+06,45.8471,80.3354
1,1m,4.7n,1.21038E+06,14.147,80.3353
1,430,1f,952718,67.746,80.3354
1,430,47p,955626,67.4195,80.3354
1,430,100p,959000,67.0449,80.3354
1,430,220p,966761,66.177,80.3354
1,430,470p,983637,64.2713,80.3354
1,430,1n,1.02326E+06,59.7112,80.3354
1,430,2.2n,1.13433E+06,45.6964,80.3354
1,430,4.7n,1.21034E+06,13.9872,80.3353
2,1m,1f,951795,67.8852,80.2329
2,1m,47p,954676,67.5602,80.2328
2,1m,100p,958028,67.1872,80.2328
2,1m,220p,965756,66.3227,80.2328
2,1m,470p,982528,64.4253,80.2328
2,1m,1n,1.02192E+06,59.887,80.2328
2,1m,2.2n,1.13198E+06,45.9753,80.2328
2,1m,4.7n,1.20868E+06,14.3565,80.2328
2,430,1f,951772,67.7571,80.2329
2,430,47p,954653,67.4317,80.2328
2,430,100p,958004,67.0583,80.2328
2,430,220p,965731,66.1927,80.2328
2,430,470p,982501,64.2932,80.2328
2,430,1n,1.02189E+06,59.7499,80.2328
2,430,2.2n,1.13192E+06,45.8248,80.2328
2,430,4.7n,1.20864E+06,14.1969,80.2328
