pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,949873,67.6844,80.9611
1,10k,47p,952669,67.3639,80.9611
1,10k,100p,955720,66.9968,80.9611
1,10k,220p,962217,66.1457,80.9611
1,10k,470p,972794,64.3412,80.9611
1,10k,1n,979204,60.8214,80.9611
1,10k,1.5n,967182,58.4501,80.9612
1,10k,2.2n,936591,56.7435,80.9612
1,10k,2.7n,913351,56.2979,80.9613
1,10k,3.3n,887898,56.2352,80.9613
1,10k,4.7n,841978,56.954,80.9614
2,10k,1f,949873,67.6844,80.9611
2,10k,47p,952755,67.3613,80.9611
2,10k,100p,956060,66.9916,80.9611
2,10k,220p,963791,66.1319,80.9611
2,10k,470p,980522,64.2462,80.9611
2,10k,1n,1.01991E+06,59.7311,80.9611
2,10k,1.5n,1.06249E+06,54.6625,80.9611
2,10k,2.2n,1.13002E+06,45.8691,80.961
2,10k,2.7n,1.17811E+06,38.3764,80.961
2,10k,3.3n,1.21903E+06,29.1169,80.961
2,10k,4.7n,1.20782E+06,14.1513,80.961
1,50k,1f,951113,67.697,81.1422
1,50k,47p,953945,67.3732,81.1422
1,50k,100p,957069,67.0015,81.1422
1,50k,220p,963649,66.1412,81.1422
1,50k,470p,974349,64.3166,81.1422
1,50k,1n,980765,60.7598,81.1422
1,50k,1.5n,968410,58.3762,81.1422
1,50k,2.2n,937345,56.674,81.1422
1,50k,2.7n,913854,56.2371,81.1422
1,50k,3.3n,888192,56.1849,81.1422
1,50k,4.7n,842041,56.9221,81.1422
2,50k,1f,951113,67.697,81.1422
2,50k,47p,954010,67.3731,81.1422
2,50k,100p,957365,67.0016,81.1422
2,50k,220p,965140,66.1394,81.1422
2,50k,470p,982010,64.2467,81.1422
2,50k,1n,1.02171E+06,59.7123,81.1422
2,50k,1.5n,1.06476E+06,54.6121,81.1422
2,50k,2.2n,1.13323E+06,45.7389,81.1422
2,50k,2.7n,1.18203E+06,38.1622,81.1422
2,50k,3.3n,1.22314E+06,28.827,81.1422
2,50k,4.7n,1.21056E+06,13.8699,81.1421
