col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
-13.6697797,-0.0183991685,-13.6697797,0.0,-13.6697797,-0.0154536799,-13.6697797,-0.165894626,-13.6697797,-0.0325936857,-13.6697797,0.0336161387
