col0,col1
20.0,72.21697
22.4403691,72.5867729
25.1785082,73.0112783
28.2507509,73.4921807
31.6978638,74.029689
35.5655882,74.6224761
39.9052463,75.2677773
44.7744228,75.9616159
50.2377286,76.699108
56.3676586,77.4747889
63.2455532,78.2829124
70.9626778,79.1176863
79.6214341,79.9734309
89.3367184,80.844658
100.237447,81.7260831
112.468265,82.6125857
126.191469,83.4991343
141.589157,84.3806949
158.865647,85.2521386
178.250188,86.1081645
200.0,86.9432561
224.403691,87.7516872
251.785082,88.5275951
282.507509,89.265129
316.978638,89.9586775
355.655882,90.6031579
399.052463,91.1943349
447.744228,91.7291176
502.377286,92.2057789
563.676586,92.6240474
632.455532,92.9850463
709.626778,93.2910842
796.214341,93.5453348
893.367184,93.7514561
1002.37447,93.9132041
1124.68265,94.0340843
1261.91469,94.117065
1415.89157,94.1643627
1588.65647,94.1772967
1782.50188,94.156205
2000.0,94.1004163
2244.03691,94.0082736
2517.85082,93.877214
2825.07509,93.7039095
3169.78638,93.4844766
3556.55882,93.2147539
3990.52463,92.8906376
4477.44228,92.5084462
5023.77286,92.0652674
5636.76586,91.5592339
6324.55532,90.9896744
7096.26778,90.3571073
7962.14341,89.6630753
8933.67184,88.9098501
10023.7447,88.1000594
11246.8265,87.2362966
12619.1469,86.3207648
14158.9157,85.3549967
15886.5647,84.3396716
17825.0188,83.2745435
20000.0,82.1584821
22440.3691,80.9896268
25178.5082,79.7656445
28250.7509,78.4840722
31697.8638,77.1427117
35565.5882,75.7400267
39905.2463,74.2754851
44774.4228,72.7497896
50237.7286,71.1649597
56367.6586,69.5242565
63245.5532,67.8319749
70962.6778,66.0931507
79621.4341,64.3132404
89336.7184,62.4978237
100237.447,60.6523623
112468.265,58.7820314
126191.469,56.8916235
141589.157,54.9855147
158865.647,53.0676776
178250.188,51.1417287
200000.0,49.2109938
