col0,col1
20.0,63.7573617
22.4403691,64.1271525
25.1785082,64.5516426
28.2507509,65.0325254
31.6978638,65.570009
35.5655882,66.1627648
39.9052463,66.8080265
44.7744228,67.5018152
50.2377286,68.2392445
56.3676586,69.0148467
63.2455532,69.8228714
70.9626778,70.657522
79.6214341,71.5131126
89.3367184,72.3841485
100.237447,73.2653367
112.468265,74.1515472
126.191469,75.0377373
141.589157,75.9188611
158.865647,76.7897762
178.250188,77.6451687
200.0,78.4795093
224.403691,79.287062
251.785082,80.0619579
282.507509,80.7983466
316.978638,81.4906247
355.655882,82.1337272
399.052463,82.7234454
447.744228,83.2567234
502.377286,83.7318743
563.676586,84.1486682
632.455532,84.5082671
709.626778,84.8130125
796.214341,85.0661029
893.367184,85.2712119
1002.37447,85.4321038
1124.68265,85.5522852
1261.91469,85.6347218
1415.89157,85.681625
1588.65647,85.6943084
1782.50188,85.6731053
2000.0,85.6173406
2244.03691,85.5253558
2517.85082,85.3945878
2825.07509,85.2217097
3169.78638,85.0028393
3556.55882,84.7338168
3990.52463,84.4105397
4477.44228,84.0293275
5023.77286,83.5872703
5636.76586,83.0825063
6324.55532,82.5143756
7096.26778,81.8834177
7962.14341,81.1912095
8933.67184,80.440074
10023.7447,79.6327112
11246.8265,78.7718113
12619.1469,77.8597034
14158.9157,76.8980807
15886.5647,75.8878245
17825.0188,74.828941
20000.0,73.7206134
22440.3691,72.5613702
25178.5082,71.3493608
28250.7509,70.0827195
31697.8638,68.7599869
35565.5882,67.3805383
39905.2463,65.9449632
44774.4228,64.4553377
50237.7286,62.915352
56367.6586,61.3302825
63245.5532,59.706828
70962.6778,58.0528522
79621.4341,56.3770797
89336.7184,54.6887831
100237.447,52.9974819
112468.265,51.312651
126191.469,49.6434282
141589.157,47.998305
158865.647,46.3847957
178250.188,44.8090986
200000.0,43.275781
