col0,col1
20.0,116135.241
20.942571,116135.241
21.9295639,116135.241
22.9630724,116135.241
24.0452887,116135.241
25.1785082,116135.241
26.3651348,116135.241
27.6076853,116135.241
28.9087954,116135.241
30.271225,116135.241
31.6978638,116135.241
33.1917381,116135.241
34.7560166,116135.241
36.3940172,116135.241
38.1092144,116135.237
39.9052463,116135.237
41.7859226,116135.239
43.7552325,116135.239
45.8173531,116135.238
47.9766584,116135.238
50.2377286,116135.238
52.6053598,116135.238
55.0845741,116135.239
57.6806301,116135.236
60.3990344,116135.236
63.2455532,116135.236
66.2262243,116135.237
69.3473701,116135.233
72.615611,116135.233
76.0378793,116135.234
79.6214341,116135.234
83.3738767,116135.232
87.3031664,116135.231
91.4176379,116135.229
95.7260185,116135.229
100.237447,116135.227
104.961492,116135.227
109.908175,116135.225
115.087987,116135.226
120.511917,116135.223
126.191469,116135.221
132.13869,116135.218
138.366194,116135.215
144.887192,116135.214
151.715515,116135.208
158.865647,116135.207
166.352754,116135.205
174.192718,116135.201
182.402168,116135.198
190.998517,116135.195
200.0,116135.191
209.42571,116135.184
219.295639,116135.176
229.630724,116135.173
240.452887,116135.168
251.785082,116135.159
263.651348,116135.153
276.076853,116135.145
289.087954,116135.132
302.71225,116135.125
316.978638,116135.113
331.917381,116135.1
347.560166,116135.086
363.940172,116135.07
381.092144,116135.053
399.052463,116135.035
417.859226,116135.019
437.552325,116134.997
458.173531,116134.974
479.766584,116134.947
502.377286,116134.919
526.053598,116134.886
550.845741,116134.853
576.806301,116134.817
603.990344,116134.772
632.455532,116134.729
662.262243,116134.683
693.473701,116134.625
726.15611,116134.568
760.378793,116134.503
796.214341,116134.432
833.738767,116134.351
873.031664,116134.266
914.176379,116134.172
957.260185,116134.07
1002.37447,116133.957
1049.61492,116133.832
1099.08175,116133.699
1150.87987,116133.551
1205.11917,116133.384
1261.91469,116133.207
1321.3869,116133.011
1383.66194,116132.795
1448.87192,116132.558
1517.15515,116132.3
1588.65647,116132.018
1663.52754,116131.705
1741.92718,116131.366
1824.02168,116130.991
1909.98517,116130.584
2000.0,116130.132
2094.2571,116129.639
2192.95639,116129.1
2296.30724,116128.508
2404.52887,116127.857
2517.85082,116127.144
2636.51348,116126.365
2760.76853,116125.509
2890.87954,116124.57
3027.1225,116123.541
3169.78638,116122.411
3319.17381,116121.174
3475.60166,116119.819
3639.40172,116118.333
3810.92144,116116.7
3990.52463,116114.911
4178.59226,116112.95
4375.52325,116110.8
4581.73531,116108.446
4797.66584,116105.862
5023.77286,116103.028
5260.53598,116099.922
5508.45741,116096.517
5768.06301,116092.786
6039.90344,116088.692
6324.55532,116084.206
6622.62243,116079.288
6934.73701,116073.895
7261.5611,116067.982
7603.78793,116061.501
7962.14341,116054.399
8337.38767,116046.613
8730.31664,116038.075
9141.76379,116028.722
9572.60185,116018.469
10023.7447,116007.227
10496.1492,115994.91
10990.8175,115981.409
11508.7987,115966.614
12051.1917,115950.403
12619.1469,115932.636
13213.869,115913.167
13836.6194,115891.84
14488.7192,115868.474
15171.5515,115842.877
15886.5647,115814.834
16635.2754,115784.126
17419.2718,115750.49
18240.2168,115713.66
19099.8517,115673.332
20000.0,115629.187
