col0,col1
20.0,101524.263
20.942571,101524.264
21.9295639,101524.261
22.9630724,101524.262
24.0452887,101524.262
25.1785082,101524.262
26.3651348,101524.262
27.6076853,101524.262
28.9087954,101524.262
30.271225,101524.262
31.6978638,101524.262
33.1917381,101524.262
34.7560166,101524.262
36.3940172,101524.261
38.1092144,101524.261
39.9052463,101524.261
41.7859226,101524.261
43.7552325,101524.261
45.8173531,101524.262
47.9766584,101524.262
50.2377286,101524.26
52.6053598,101524.26
55.0845741,101524.259
57.6806301,101524.259
60.3990344,101524.26
63.2455532,101524.26
66.2262243,101524.26
69.3473701,101524.257
72.615611,101524.258
76.0378793,101524.258
79.6214341,101524.258
83.3738767,101524.256
87.3031664,101524.256
91.4176379,101524.257
95.7260185,101524.254
100.237447,101524.255
104.961492,101524.253
109.908175,101524.253
115.087987,101524.251
120.511917,101524.251
126.191469,101524.25
132.13869,101524.248
138.366194,101524.246
144.887192,101524.244
151.715515,101524.243
158.865647,101524.24
166.352754,101524.238
174.192718,101524.237
182.402168,101524.235
190.998517,101524.232
200.0,101524.228
209.42571,101524.225
219.295639,101524.222
229.630724,101524.219
240.452887,101524.214
251.785082,101524.208
263.651348,101524.203
276.076853,101524.199
289.087954,101524.192
302.71225,101524.185
316.978638,101524.176
331.917381,101524.167
347.560166,101524.161
363.940172,101524.15
381.092144,101524.137
399.052463,101524.126
417.859226,101524.113
437.552325,101524.1
458.173531,101524.084
479.766584,101524.066
502.377286,101524.047
526.053598,101524.025
550.845741,101524.005
576.806301,101523.979
603.990344,101523.95
632.455532,101523.921
662.262243,101523.888
693.473701,101523.853
726.15611,101523.813
760.378793,101523.77
796.214341,101523.721
833.738767,101523.668
873.031664,101523.611
914.176379,101523.549
957.260185,101523.482
1002.37447,101523.405
1049.61492,101523.322
1099.08175,101523.231
1150.87987,101523.13
1205.11917,101523.023
1261.91469,101522.903
1321.3869,101522.773
1383.66194,101522.627
1448.87192,101522.471
1517.15515,101522.296
1588.65647,101522.106
1663.52754,101521.898
1741.92718,101521.672
1824.02168,101521.421
1909.98517,101521.148
2000.0,101520.846
2094.2571,101520.515
2192.95639,101520.155
2296.30724,101519.759
2404.52887,101519.324
2517.85082,101518.847
2636.51348,101518.326
2760.76853,101517.751
2890.87954,101517.124
3027.1225,101516.436
3169.78638,101515.68
3319.17381,101514.852
3475.60166,101513.947
3639.40172,101512.951
3810.92144,101511.859
3990.52463,101510.662
4178.59226,101509.351
4375.52325,101507.913
4581.73531,101506.336
4797.66584,101504.606
5023.77286,101502.71
5260.53598,101500.636
5508.45741,101498.355
5768.06301,101495.856
6039.90344,101493.118
6324.55532,101490.116
6622.62243,101486.824
6934.73701,101483.214
7261.5611,101479.258
7603.78793,101474.919
7962.14341,101470.164
8337.38767,101464.952
8730.31664,101459.238
9141.76379,101452.974
9572.60185,101446.106
10023.7447,101438.581
10496.1492,101430.331
10990.8175,101421.286
11508.7987,101411.375
12051.1917,101400.513
12619.1469,101388.608
13213.869,101375.561
13836.6194,101361.263
14488.7192,101345.596
15171.5515,101328.431
15886.5647,101309.622
16635.2754,101289.015
17419.2718,101266.441
18240.2168,101241.716
19099.8517,101214.634
20000.0,101184.973
