col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13
-3.38,9.20889173,-3.38,-3.37854722,-3.38,9.20953625,-3.38,-3.39493252,-3.38,-3.5110037,-3.38,-14.3973583,-3.38,-3.39494273
-3.36,9.20889015,-3.36,-3.35855581,-3.36,9.20953485,-3.36,-3.3749461,-3.36,-3.49106226,-3.36,-14.3973529,-3.36,-3.37495625
-3.34,9.20888858,-3.34,-3.33856441,-3.34,9.20953345,-3.34,-3.35495968,-3.34,-3.47112082,-3.34,-14.3973475,-3.34,-3.35496977
-3.32,9.20888701,-3.32,-3.31857301,-3.32,9.20953205,-3.32,-3.33497326,-3.32,-3.45117939,-3.32,-14.3973421,-3.32,-3.33498329
-3.3,9.20888544,-3.3,-3.2985816,-3.3,9.20953065,-3.3,-3.31498685,-3.3,-3.43123796,-3.3,-14.3973367,-3.3,-3.31499681
-3.28,9.20888386,-3.28,-3.2785902,-3.28,9.20952924,-3.28,-3.29500044,-3.28,-3.41129653,-3.28,-14.3973312,-3.28,-3.29501034
-3.26,9.20888229,-3.26,-3.2585988,-3.26,9.20952784,-3.26,-3.27501403,-3.26,-3.39135511,-3.26,-14.3973258,-3.26,-3.27502387
-3.24,9.20888072,-3.24,-3.23860739,-3.24,9.20952644,-3.24,-3.25502762,-3.24,-3.37141369,-3.24,-14.3973204,-3.24,-3.2550374
-3.22,9.20887915,-3.22,-3.21861599,-3.22,9.20952504,-3.22,-3.23504121,-3.22,-3.35147228,-3.22,-14.397315,-3.22,-3.23505094
-3.2,9.20887758,-3.2,-3.19862458,-3.2,9.20952364,-3.2,-3.21505481,-3.2,-3.33153087,-3.2,-14.3973096,-3.2,-3.21506447
-3.18,9.20887601,-3.18,-3.17863318,-3.18,9.20952224,-3.18,-3.1950684,-3.18,-3.31158947,-3.18,-14.3973042,-3.18,-3.19507801
-3.16,9.20887444,-3.16,-3.15864178,-3.16,9.20952085,-3.16,-3.175082,-3.16,-3.29164807,-3.16,-14.3972988,-3.16,-3.17509155
-3.14,9.20887287,-3.14,-3.13865037,-3.14,9.20951945,-3.14,-3.15509561,-3.14,-3.27170668,-3.14,-14.3972934,-3.14,-3.15510509
-3.12,9.2088713,-3.12,-3.11865897,-3.12,9.20951805,-3.12,-3.13510921,-3.12,-3.25176529,-3.12,-14.3972879,-3.12,-3.13511864
-3.1,9.20886973,-3.1,-3.09866757,-3.1,9.20951665,-3.1,-3.11512282,-3.1,-3.23182391,-3.1,-14.3972825,-3.1,-3.11513219
-3.08,9.20886816,-3.08,-3.07867616,-3.08,9.20951525,-3.08,-3.09513643,-3.08,-3.21188252,-3.08,-14.3972771,-3.08,-3.09514573
-3.06,9.20886659,-3.06,-3.05868476,-3.06,9.20951386,-3.06,-3.07515004,-3.06,-3.19194115,-3.06,-14.3972717,-3.06,-3.07515929
-3.04,9.20886502,-3.04,-3.03869336,-3.04,9.20951246,-3.04,-3.05516366,-3.04,-3.17199978,-3.04,-14.3972663,-3.04,-3.05517284
-3.02,9.20886345,-3.02,-3.01870195,-3.02,9.20951106,-3.02,-3.03517727,-3.02,-3.15205841,-3.02,-14.3972609,-3.02,-3.0351864
-3.0,9.20886189,-3.0,-2.99871055,-3.0,9.20950967,-3.0,-3.01519089,-3.0,-3.13211705,-3.0,-14.3972555,-3.0,-3.01519996
-2.98,9.20886032,-2.98,-2.97871914,-2.98,9.20950827,-2.98,-2.99520451,-2.98,-3.11217569,-2.98,-14.3972501,-2.98,-2.99521352
-2.96,9.20885875,-2.96,-2.95872774,-2.96,9.20950688,-2.96,-2.97521813,-2.96,-3.09223434,-2.96,-14.3972447,-2.96,-2.97522708
-2.94,9.20885718,-2.94,-2.93873634,-2.94,9.20950548,-2.94,-2.95523176,-2.94,-3.07229299,-2.94,-14.3972393,-2.94,-2.95524065
-2.92,9.20885562,-2.92,-2.91874493,-2.92,9.20950409,-2.92,-2.93524539,-2.92,-3.05235164,-2.92,-14.3972339,-2.92,-2.93525421
-2.9,9.20885405,-2.9,-2.89875353,-2.9,9.20950269,-2.9,-2.91525902,-2.9,-3.0324103,-2.9,-14.3972285,-2.9,-2.91526778
-2.88,9.20885248,-2.88,-2.87876213,-2.88,9.2095013,-2.88,-2.89527265,-2.88,-3.01246897,-2.88,-14.3972231,-2.88,-2.89528136
-2.86,9.20885092,-2.86,-2.85877072,-2.86,9.20949991,-2.86,-2.87528629,-2.86,-2.99252764,-2.86,-14.3972177,-2.86,-2.87529493
-2.84,9.20884935,-2.84,-2.83877932,-2.84,9.20949852,-2.84,-2.85529992,-2.84,-2.97258631,-2.84,-14.3972123,-2.84,-2.85530851
-2.82,9.20884779,-2.82,-2.81878791,-2.82,9.20949712,-2.82,-2.83531356,-2.82,-2.95264499,-2.82,-14.397207,-2.82,-2.83532209
-2.8,9.20884622,-2.8,-2.79879651,-2.8,9.20949573,-2.8,-2.8153272,-2.8,-2.93270367,-2.8,-14.3972016,-2.8,-2.81533567
-2.78,9.20884466,-2.78,-2.77880511,-2.78,9.20949434,-2.78,-2.79534085,-2.78,-2.91276236,-2.78,-14.3971962,-2.78,-2.79534925
-2.76,9.20884309,-2.76,-2.7588137,-2.76,9.20949295,-2.76,-2.77535449,-2.76,-2.89282105,-2.76,-14.3971908,-2.76,-2.77536284
-2.74,9.20884153,-2.74,-2.7388223,-2.74,9.20949156,-2.74,-2.75536814,-2.74,-2.87287975,-2.74,-14.3971854,-2.74,-2.75537643
-2.72,9.20883997,-2.72,-2.7188309,-2.72,9.20949017,-2.72,-2.73538179,-2.72,-2.85293845,-2.72,-14.39718,-2.72,-2.73539002
-2.7,9.2088384,-2.7,-2.69883949,-2.7,9.20948878,-2.7,-2.71539545,-2.7,-2.83299716,-2.7,-14.3971746,-2.7,-2.71540361
-2.68,9.20883684,-2.68,-2.67884809,-2.68,9.20948739,-2.68,-2.6954091,-2.68,-2.81305587,-2.68,-14.3971693,-2.68,-2.69541721
-2.66,9.20883528,-2.66,-2.65885669,-2.66,9.209486,-2.66,-2.67542276,-2.66,-2.79311458,-2.66,-14.3971639,-2.66,-2.6754308
-2.64,9.20883371,-2.64,-2.63886528,-2.64,9.20948461,-2.64,-2.65543642,-2.64,-2.7731733,-2.64,-14.3971585,-2.64,-2.6554444
-2.62,9.20883215,-2.62,-2.61887388,-2.62,9.20948322,-2.62,-2.63545008,-2.62,-2.75323203,-2.62,-14.3971531,-2.62,-2.63545801
-2.6,9.20883059,-2.6,-2.59888247,-2.6,9.20948183,-2.6,-2.61546374,-2.6,-2.73329075,-2.6,-14.3971477,-2.6,-2.61547161
-2.58,9.20882903,-2.58,-2.57889107,-2.58,9.20948044,-2.58,-2.59547741,-2.58,-2.71334949,-2.58,-14.3971424,-2.58,-2.59548522
-2.56,9.20882747,-2.56,-2.55889967,-2.56,9.20947906,-2.56,-2.57549108,-2.56,-2.69340823,-2.56,-14.397137,-2.56,-2.57549883
-2.54,9.20882591,-2.54,-2.53890826,-2.54,9.20947767,-2.54,-2.55550475,-2.54,-2.67346697,-2.54,-14.3971316,-2.54,-2.55551244
-2.52,9.20882435,-2.52,-2.51891686,-2.52,9.20947628,-2.52,-2.53551843,-2.52,-2.65352571,-2.52,-14.3971262,-2.52,-2.53552605
-2.5,9.20882279,-2.5,-2.49892546,-2.5,9.2094749,-2.5,-2.5155321,-2.5,-2.63358447,-2.5,-14.3971209,-2.5,-2.51553967
-2.48,9.20882123,-2.48,-2.47893405,-2.48,9.20947351,-2.48,-2.49554578,-2.48,-2.61364322,-2.48,-14.3971155,-2.48,-2.49555329
-2.46,9.20881967,-2.46,-2.45894265,-2.46,9.20947212,-2.46,-2.47555946,-2.46,-2.59370198,-2.46,-14.3971101,-2.46,-2.47556691
-2.44,9.20881811,-2.44,-2.43895124,-2.44,9.20947074,-2.44,-2.45557314,-2.44,-2.57376075,-2.44,-14.3971047,-2.44,-2.45558053
-2.42,9.20881655,-2.42,-2.41895984,-2.42,9.20946935,-2.42,-2.43558683,-2.42,-2.55381952,-2.42,-14.3970994,-2.42,-2.43559416
-2.4,9.20881499,-2.4,-2.39896844,-2.4,9.20946797,-2.4,-2.41560052,-2.4,-2.53387829,-2.4,-14.397094,-2.4,-2.41560778
-2.38,9.20881343,-2.38,-2.37897703,-2.38,9.20946659,-2.38,-2.39561421,-2.38,-2.51393707,-2.38,-14.3970886,-2.38,-2.39562141
-2.36,9.20881187,-2.36,-2.35898563,-2.36,9.2094652,-2.36,-2.3756279,-2.36,-2.49399585,-2.36,-14.3970833,-2.36,-2.37563505
-2.34,9.20881031,-2.34,-2.33899423,-2.34,9.20946382,-2.34,-2.3556416,-2.34,-2.47405464,-2.34,-14.3970779,-2.34,-2.35564868
-2.32,9.20880876,-2.32,-2.31900282,-2.32,9.20946244,-2.32,-2.33565529,-2.32,-2.45411344,-2.32,-14.3970725,-2.32,-2.33566232
-2.3,9.2088072,-2.3,-2.29901142,-2.3,9.20946105,-2.3,-2.31566899,-2.3,-2.43417223,-2.3,-14.3970672,-2.3,-2.31567596
-2.28,9.20880564,-2.28,-2.27902002,-2.28,9.20945967,-2.28,-2.29568269,-2.28,-2.41423103,-2.28,-14.3970618,-2.28,-2.2956896
-2.26,9.20880409,-2.26,-2.25902861,-2.26,9.20945829,-2.26,-2.2756964,-2.26,-2.39428984,-2.26,-14.3970565,-2.26,-2.27570324
-2.24,9.20880253,-2.24,-2.23903721,-2.24,9.20945691,-2.24,-2.2557101,-2.24,-2.37434865,-2.24,-14.3970511,-2.24,-2.25571689
-2.22,9.20880097,-2.22,-2.2190458,-2.22,9.20945553,-2.22,-2.23572381,-2.22,-2.35440747,-2.22,-14.3970457,-2.22,-2.23573054
-2.2,9.20879942,-2.2,-2.1990544,-2.2,9.20945415,-2.2,-2.21573752,-2.2,-2.33446629,-2.2,-14.3970404,-2.2,-2.21574419
-2.18,9.20879786,-2.18,-2.179063,-2.18,9.20945277,-2.18,-2.19575124,-2.18,-2.31452511,-2.18,-14.397035,-2.18,-2.19575784
-2.16,9.20879631,-2.16,-2.15907159,-2.16,9.20945139,-2.16,-2.17576495,-2.16,-2.29458394,-2.16,-14.3970297,-2.16,-2.1757715
-2.14,9.20879475,-2.14,-2.13908019,-2.14,9.20945001,-2.14,-2.15577867,-2.14,-2.27464278,-2.14,-14.3970243,-2.14,-2.15578516
-2.12,9.2087932,-2.12,-2.11908879,-2.12,9.20944863,-2.12,-2.13579239,-2.12,-2.25470162,-2.12,-14.397019,-2.12,-2.13579882
-2.1,9.20879164,-2.1,-2.09909738,-2.1,9.20944725,-2.1,-2.11580612,-2.1,-2.23476046,-2.1,-14.3970136,-2.1,-2.11581248
-2.08,9.20879009,-2.08,-2.07910598,-2.08,9.20944587,-2.08,-2.09581984,-2.08,-2.21481931,-2.08,-14.3970083,-2.08,-2.09582615
-2.06,9.20878853,-2.06,-2.05911457,-2.06,9.20944449,-2.06,-2.07583357,-2.06,-2.19487816,-2.06,-14.3970029,-2.06,-2.07583981
-2.04,9.20878698,-2.04,-2.03912317,-2.04,9.20944311,-2.04,-2.0558473,-2.04,-2.17493702,-2.04,-14.3969976,-2.04,-2.05585348
-2.02,9.20878543,-2.02,-2.01913177,-2.02,9.20944174,-2.02,-2.03586103,-2.02,-2.15499588,-2.02,-14.3969922,-2.02,-2.03586716
-2.0,9.20878388,-2.0,-1.99914036,-2.0,9.20944036,-2.0,-2.01587476,-2.0,-2.13505475,-2.0,-14.3969869,-2.0,-2.01588083
-1.98,9.20878232,-1.98,-1.97914896,-1.98,9.20943898,-1.98,-1.9958885,-1.98,-2.11511362,-1.98,-14.3969816,-1.98,-1.99589451
-1.96,9.20878077,-1.96,-1.95915756,-1.96,9.20943761,-1.96,-1.97590224,-1.96,-2.09517249,-1.96,-14.3969762,-1.96,-1.97590819
-1.94,9.20877922,-1.94,-1.93916615,-1.94,9.20943623,-1.94,-1.95591598,-1.94,-2.07523137,-1.94,-14.3969709,-1.94,-1.95592187
-1.92,9.20877767,-1.92,-1.91917475,-1.92,9.20943486,-1.92,-1.93592973,-1.92,-2.05529026,-1.92,-14.3969655,-1.92,-1.93593555
-1.9,9.20877612,-1.9,-1.89918335,-1.9,9.20943348,-1.9,-1.91594347,-1.9,-2.03534915,-1.9,-14.3969602,-1.9,-1.91594924
-1.88,9.20877456,-1.88,-1.87919194,-1.88,9.20943211,-1.88,-1.89595722,-1.88,-2.01540804,-1.88,-14.3969549,-1.88,-1.89596293
-1.86,9.20877301,-1.86,-1.85920054,-1.86,9.20943073,-1.86,-1.87597097,-1.86,-1.99546694,-1.86,-14.3969495,-1.86,-1.87597662
-1.84,9.20877146,-1.84,-1.83920913,-1.84,9.20942936,-1.84,-1.85598473,-1.84,-1.97552585,-1.84,-14.3969442,-1.84,-1.85599031
-1.82,9.20876991,-1.82,-1.81921773,-1.82,9.20942798,-1.82,-1.83599848,-1.82,-1.95558476,-1.82,-14.3969388,-1.82,-1.83600401
-1.8,9.20876836,-1.8,-1.79922633,-1.8,9.20942661,-1.8,-1.81601224,-1.8,-1.93564367,-1.8,-14.3969335,-1.8,-1.81601771
-1.78,9.20876681,-1.78,-1.77923492,-1.78,9.20942524,-1.78,-1.796026,-1.78,-1.91570259,-1.78,-14.3969282,-1.78,-1.79603141
-1.76,9.20876526,-1.76,-1.75924352,-1.76,9.20942386,-1.76,-1.77603977,-1.76,-1.89576151,-1.76,-14.3969228,-1.76,-1.77604511
-1.74,9.20876372,-1.74,-1.73925212,-1.74,9.20942249,-1.74,-1.75605353,-1.74,-1.87582044,-1.74,-14.3969175,-1.74,-1.75605882
-1.72,9.20876217,-1.72,-1.71926071,-1.72,9.20942112,-1.72,-1.7360673,-1.72,-1.85587937,-1.72,-14.3969122,-1.72,-1.73607252
-1.7,9.20876062,-1.7,-1.69926931,-1.7,9.20941975,-1.7,-1.71608107,-1.7,-1.83593831,-1.7,-14.3969069,-1.7,-1.71608623
-1.68,9.20875907,-1.68,-1.6792779,-1.68,9.20941838,-1.68,-1.69609484,-1.68,-1.81599725,-1.68,-14.3969015,-1.68,-1.69609995
-1.66,9.20875752,-1.66,-1.6592865,-1.66,9.20941701,-1.66,-1.67610862,-1.66,-1.79605619,-1.66,-14.3968962,-1.66,-1.67611366
-1.64,9.20875597,-1.64,-1.6392951,-1.64,9.20941564,-1.64,-1.65612239,-1.64,-1.77611514,-1.64,-14.3968909,-1.64,-1.65612738
-1.62,9.20875443,-1.62,-1.61930369,-1.62,9.20941427,-1.62,-1.63613617,-1.62,-1.7561741,-1.62,-14.3968856,-1.62,-1.6361411
-1.6,9.20875288,-1.6,-1.59931229,-1.6,9.2094129,-1.6,-1.61614996,-1.6,-1.73623306,-1.6,-14.3968802,-1.6,-1.61615482
-1.58,9.20875133,-1.58,-1.57932089,-1.58,9.20941153,-1.58,-1.59616374,-1.58,-1.71629202,-1.58,-14.3968749,-1.58,-1.59616855
-1.56,9.20874979,-1.56,-1.55932948,-1.56,9.20941016,-1.56,-1.57617753,-1.56,-1.69635099,-1.56,-14.3968696,-1.56,-1.57618227
-1.54,9.20874824,-1.54,-1.53933808,-1.54,9.20940879,-1.54,-1.55619132,-1.54,-1.67640997,-1.54,-14.3968643,-1.54,-1.556196
-1.52,9.2087467,-1.52,-1.51934668,-1.52,9.20940742,-1.52,-1.53620511,-1.52,-1.65646895,-1.52,-14.396859,-1.52,-1.53620973
-1.5,9.20874515,-1.5,-1.49935527,-1.5,9.20940606,-1.5,-1.5162189,-1.5,-1.63652793,-1.5,-14.3968536,-1.5,-1.51622347
-1.48,9.20874361,-1.48,-1.47936387,-1.48,9.20940469,-1.48,-1.4962327,-1.48,-1.61658692,-1.48,-14.3968483,-1.48,-1.49623721
-1.46,9.20874206,-1.46,-1.45937246,-1.46,9.20940332,-1.46,-1.4762465,-1.46,-1.59664591,-1.46,-14.396843,-1.46,-1.47625094
-1.44,9.20874052,-1.44,-1.43938106,-1.44,9.20940196,-1.44,-1.4562603,-1.44,-1.57670491,-1.44,-14.3968377,-1.44,-1.45626469
-1.42,9.20873897,-1.42,-1.41938966,-1.42,9.20940059,-1.42,-1.4362741,-1.42,-1.55676391,-1.42,-14.3968324,-1.42,-1.43627843
-1.4,9.20873743,-1.4,-1.39939825,-1.4,9.20939922,-1.4,-1.41628791,-1.4,-1.53682292,-1.4,-14.3968271,-1.4,-1.41629218
-1.38,9.20873588,-1.38,-1.37940685,-1.38,9.20939786,-1.38,-1.39630172,-1.38,-1.51688193,-1.38,-14.3968218,-1.38,-1.39630592
-1.36,9.20873434,-1.36,-1.35941545,-1.36,9.20939649,-1.36,-1.37631553,-1.36,-1.49694095,-1.36,-14.3968165,-1.36,-1.37631968
-1.34,9.2087328,-1.34,-1.33942404,-1.34,9.20939513,-1.34,-1.35632934,-1.34,-1.47699997,-1.34,-14.3968112,-1.34,-1.35633343
-1.32,9.20873125,-1.32,-1.31943264,-1.32,9.20939376,-1.32,-1.33634316,-1.32,-1.45705899,-1.32,-14.3968058,-1.32,-1.33634719
-1.3,9.20872971,-1.3,-1.29944123,-1.3,9.2093924,-1.3,-1.31635698,-1.3,-1.43711803,-1.3,-14.3968005,-1.3,-1.31636094
-1.28,9.20872817,-1.28,-1.27944983,-1.28,9.20939104,-1.28,-1.2963708,-1.28,-1.41717706,-1.28,-14.3967952,-1.28,-1.2963747
-1.26,9.20872663,-1.26,-1.25945843,-1.26,9.20938967,-1.26,-1.27638462,-1.26,-1.3972361,-1.26,-14.3967899,-1.26,-1.27638847
-1.24,9.20872509,-1.24,-1.23946702,-1.24,9.20938831,-1.24,-1.25639845,-1.24,-1.37729515,-1.24,-14.3967846,-1.24,-1.25640223
-1.22,9.20872354,-1.22,-1.21947562,-1.22,9.20938695,-1.22,-1.23641227,-1.22,-1.3573542,-1.22,-14.3967793,-1.22,-1.236416
-1.2,9.208722,-1.2,-1.19948422,-1.2,9.20938559,-1.2,-1.21642611,-1.2,-1.33741325,-1.2,-14.396774,-1.2,-1.21642977
-1.18,9.20872046,-1.18,-1.17949281,-1.18,9.20938422,-1.18,-1.19643994,-1.18,-1.31747231,-1.18,-14.3967687,-1.18,-1.19644354
-1.16,9.20871892,-1.16,-1.15950141,-1.16,9.20938286,-1.16,-1.17645377,-1.16,-1.29753137,-1.16,-14.3967634,-1.16,-1.17645732
-1.14,9.20871738,-1.14,-1.13951001,-1.14,9.2093815,-1.14,-1.15646761,-1.14,-1.27759044,-1.14,-14.3967581,-1.14,-1.1564711
-1.12,9.20871584,-1.12,-1.1195186,-1.12,9.20938014,-1.12,-1.13648145,-1.12,-1.25764952,-1.12,-14.3967528,-1.12,-1.13648488
-1.1,9.2087143,-1.1,-1.0995272,-1.1,9.20937878,-1.1,-1.11649529,-1.1,-1.23770859,-1.1,-14.3967475,-1.1,-1.11649866
-1.08,9.20871276,-1.08,-1.07953579,-1.08,9.20937742,-1.08,-1.09650914,-1.08,-1.21776768,-1.08,-14.3967423,-1.08,-1.09651244
-1.06,9.20871122,-1.06,-1.05954439,-1.06,9.20937606,-1.06,-1.07652299,-1.06,-1.19782676,-1.06,-14.396737,-1.06,-1.07652623
-1.04,9.20870969,-1.04,-1.03955299,-1.04,9.2093747,-1.04,-1.05653684,-1.04,-1.17788586,-1.04,-14.3967317,-1.04,-1.05654002
-1.02,9.20870815,-1.02,-1.01956158,-1.02,9.20937334,-1.02,-1.03655069,-1.02,-1.15794495,-1.02,-14.3967264,-1.02,-1.03655381
-1.0,9.20870661,-1.0,-0.999570179,-1.0,9.20937199,-1.0,-1.01656454,-1.0,-1.13800406,-1.0,-14.3967211,-1.0,-1.01656761
-0.98,9.20870507,-0.98,-0.979578776,-0.98,9.20937063,-0.98,-0.9965784,-0.98,-1.11806316,-0.98,-14.3967158,-0.98,-0.996581407
-0.96,9.20870353,-0.96,-0.959587372,-0.96,9.20936927,-0.96,-0.97659226,-0.96,-1.09812227,-0.96,-14.3967105,-0.96,-0.976595206
-0.94,9.208702,-0.94,-0.939595968,-0.94,9.20936791,-0.94,-0.956606122,-0.94,-1.07818139,-0.94,-14.3967052,-0.94,-0.956609008
-0.92,9.20870046,-0.92,-0.919604565,-0.92,9.20936656,-0.92,-0.936619987,-0.92,-1.05824051,-0.92,-14.3966999,-0.92,-0.936622813
-0.9,9.20869892,-0.9,-0.899613161,-0.9,9.2093652,-0.9,-0.916633854,-0.9,-1.03829964,-0.9,-14.3966947,-0.9,-0.91663662
-0.88,9.20869739,-0.88,-0.879621757,-0.88,9.20936384,-0.88,-0.896647723,-0.88,-1.01835877,-0.88,-14.3966894,-0.88,-0.89665043
-0.86,9.20869585,-0.86,-0.859630354,-0.86,9.20936249,-0.86,-0.876661595,-0.86,-0.998417905,-0.86,-14.3966841,-0.86,-0.876664241
-0.84,9.20869431,-0.84,-0.83963895,-0.84,9.20936113,-0.84,-0.85667547,-0.84,-0.978477045,-0.84,-14.3966788,-0.84,-0.856678056
-0.82,9.20869278,-0.82,-0.819647546,-0.82,9.20935978,-0.82,-0.836689346,-0.82,-0.95853619,-0.82,-14.3966735,-0.82,-0.836691873
-0.8,9.20869124,-0.8,-0.799656142,-0.8,9.20935842,-0.8,-0.816703226,-0.8,-0.93859534,-0.8,-14.3966683,-0.8,-0.816705692
-0.78,9.20868971,-0.78,-0.779664739,-0.78,9.20935707,-0.78,-0.796717107,-0.78,-0.918654495,-0.78,-14.396663,-0.78,-0.796719514
-0.76,9.20868817,-0.76,-0.759673335,-0.76,9.20935571,-0.76,-0.776730992,-0.76,-0.898713654,-0.76,-14.3966577,-0.76,-0.776733338
-0.74,9.20868664,-0.74,-0.739681931,-0.74,9.20935436,-0.74,-0.756744878,-0.74,-0.878772818,-0.74,-14.3966524,-0.74,-0.756747165
-0.72,9.2086851,-0.72,-0.719690528,-0.72,9.20935301,-0.72,-0.736758768,-0.72,-0.858831988,-0.72,-14.3966472,-0.72,-0.736760994
-0.7,9.20868357,-0.7,-0.699699124,-0.7,9.20935165,-0.7,-0.716772659,-0.7,-0.838891161,-0.7,-14.3966419,-0.7,-0.716774826
-0.68,9.20868204,-0.68,-0.67970772,-0.68,9.2093503,-0.68,-0.696786553,-0.68,-0.81895034,-0.68,-14.3966366,-0.68,-0.69678866
-0.66,9.2086805,-0.66,-0.659716317,-0.66,9.20934895,-0.66,-0.67680045,-0.66,-0.799009524,-0.66,-14.3966313,-0.66,-0.676802496
-0.64,9.20867897,-0.64,-0.639724913,-0.64,9.2093476,-0.64,-0.656814349,-0.64,-0.779068712,-0.64,-14.3966261,-0.64,-0.656816336
-0.62,9.20867744,-0.62,-0.619733509,-0.62,9.20934625,-0.62,-0.636828251,-0.62,-0.759127905,-0.62,-14.3966208,-0.62,-0.636830177
-0.6,9.20867591,-0.6,-0.599742106,-0.6,9.20934489,-0.6,-0.616842155,-0.6,-0.739187103,-0.6,-14.3966155,-0.6,-0.616844021
-0.58,9.20867437,-0.58,-0.579750702,-0.58,9.20934354,-0.58,-0.596856061,-0.58,-0.719246306,-0.58,-14.3966103,-0.58,-0.596857868
-0.56,9.20867284,-0.56,-0.559759298,-0.56,9.20934219,-0.56,-0.57686997,-0.56,-0.699305514,-0.56,-14.396605,-0.56,-0.576871717
-0.54,9.20867131,-0.54,-0.539767895,-0.54,9.20934084,-0.54,-0.556883882,-0.54,-0.679364726,-0.54,-14.3965997,-0.54,-0.556885568
-0.52,9.20866978,-0.52,-0.519776491,-0.52,9.20933949,-0.52,-0.536897796,-0.52,-0.659423944,-0.52,-14.3965945,-0.52,-0.536899422
-0.5,9.20866825,-0.5,-0.499785087,-0.5,9.20933814,-0.5,-0.516911712,-0.5,-0.639483166,-0.5,-14.3965892,-0.5,-0.516913279
-0.48,9.20866672,-0.48,-0.479793684,-0.48,9.2093368,-0.48,-0.496925631,-0.48,-0.619542393,-0.48,-14.396584,-0.48,-0.496927138
-0.46,9.20866519,-0.46,-0.45980228,-0.46,9.20933545,-0.46,-0.476939552,-0.46,-0.599601624,-0.46,-14.3965787,-0.46,-0.476940999
