mode,rsrc,pos,cprobe,fcross_hz,pm_deg,tdb_10hz,rload
0db,1m,1,1f,889384,66.3355,82.3363,100k
0db,1m,1,47p,891617,66.0557,82.3363,100k
0db,1m,1,100p,894092,65.7341,82.3363,100k
0db,1m,1,220p,899258,64.9905,82.3363,100k
0db,1m,1,470p,907713,63.4044,82.3363,100k
0db,1m,1,1n,913399,60.2098,82.3363,100k
0db,1m,1,1.5n,904563,57.8766,82.3363,100k
0db,1m,1,2.2n,879970,55.938,82.3363,100k
0db,1m,1,2.7n,860388,55.267,82.3363,100k
0db,1m,1,3.3n,838313,54.9465,82.3363,100k
0db,1m,1,4.7n,797314,55.2024,82.3363,100k
0db,1m,2,1f,889384,66.3355,82.3363,100k
0db,1m,2,47p,891667,66.0559,82.3363,100k
0db,1m,2,100p,894316,65.7357,82.3363,100k
0db,1m,2,220p,900387,64.9963,82.3363,100k
0db,1m,2,470p,913385,63.3879,82.3363,100k
0db,1m,2,1n,943396,59.611,82.3363,100k
0db,1m,2,1.5n,974579,55.5143,82.3363,100k
0db,1m,2,2.2n,1.02248E+06,48.7075,82.3362,100k
0db,1m,2,2.7n,1.05745E+06,43.024,82.3362,100k
0db,1m,2,3.3n,1.09316E+06,35.6383,82.3362,100k
0db,1m,2,4.7n,1.11233E+06,20.7013,82.3362,100k
0db,1k,1,1f,889321,66.0572,82.3363,100k
0db,1k,1,47p,891552,65.7767,82.3363,100k
0db,1k,1,100p,894026,65.4544,82.3363,100k
0db,1k,1,220p,899191,64.7092,82.3363,100k
0db,1k,1,470p,907644,63.1206,82.3363,100k
0db,1k,1,1n,913328,59.9247,82.3363,100k
0db,1k,1,1.5n,904497,57.5943,82.3363,100k
0db,1k,1,2.2n,879913,55.6632,82.3363,100k
0db,1k,1,2.7n,860336,54.9981,82.3363,100k
0db,1k,1,3.3n,838266,54.6844,82.3363,100k
0db,1k,1,4.7n,797275,54.9528,82.3363,100k
0db,1k,2,1f,889321,66.0572,82.3363,100k
0db,1k,2,47p,891602,65.7769,82.3363,100k
0db,1k,2,100p,894251,65.4559,82.3363,100k
0db,1k,2,220p,900319,64.7147,82.3363,100k
0db,1k,2,470p,913312,63.1024,82.3363,100k
0db,1k,2,1n,943311,59.3168,82.3363,100k
0db,1k,2,1.5n,974480,55.2112,82.3363,100k
0db,1k,2,2.2n,1.02235E+06,48.3913,82.3362,100k
