pos,rld,cprobe,fcross_hz,pm_deg,tdb_10hz
1,10k,1f,798784,69.8023,79.4508
1,10k,47p,800181,69.5723,79.4508
1,10k,100p,801681,69.3114,79.4508
1,10k,220p,804762,68.7167,79.4508
1,10k,470p,809615,67.4802,79.4508
1,10k,1n,812168,65.0584,79.4509
1,10k,1.5n,805732,63.2725,79.4509
1,10k,2.2n,788010,61.7206,79.4509
1,10k,2.7n,773174,61.1589,79.451
1,10k,3.3n,755717,60.8865,79.451
1,10k,4.7n,721383,61.1498,79.4511
2,10k,1f,798784,69.8023,79.4508
2,10k,47p,800227,69.5701,79.4508
2,10k,100p,801858,69.3064,79.4508
2,10k,220p,805566,68.7023,79.4508
2,10k,470p,813362,67.411,79.4508
2,10k,1n,830498,64.5098,79.4508
2,10k,1.5n,847165,61.56,79.4508
2,10k,2.2n,870642,57.077,79.4507
2,10k,2.7n,887008,53.629,79.4507
2,10k,3.3n,904915,49.2879,79.4507
2,10k,4.7n,930852,39.1187,79.4507
1,50k,1f,799754,69.804,79.6133
1,50k,47p,801168,69.5717,79.6133
1,50k,100p,802687,69.3082,79.6133
1,50k,220p,805805,68.7074,79.6133
1,50k,470p,810708,67.4581,79.6133
1,50k,1n,813252,65.0126,79.6133
1,50k,1.5n,806659,63.2148,79.6133
1,50k,2.2n,788652,61.6609,79.6133
1,50k,2.7n,773638,61.1032,79.6133
1,50k,3.3n,756020,60.8376,79.6134
1,50k,4.7n,721474,61.1158,79.6134
2,50k,1f,799754,69.804,79.6133
2,50k,47p,801204,69.5713,79.6133
2,50k,100p,802843,69.3069,79.6133
2,50k,220p,806570,68.7013,79.6133
2,50k,470p,814432,67.4057,79.6133
2,50k,1n,831661,64.4958,79.6133
2,50k,1.5n,848460,61.5346,79.6133
2,50k,2.2n,872168,57.0299,79.6133
2,50k,2.7n,888655,53.5658,79.6133
2,50k,3.3n,906742,49.1998,79.6133
2,50k,4.7n,932847,38.9774,79.6133
