col0,col1
20.0,65.5814364
22.4403691,65.887393
25.1785082,66.2441353
28.2507509,66.6549452
31.6978638,67.1218803
35.5655882,67.6455503
39.9052463,68.2250288
44.7744228,68.8579164
50.2377286,69.5405391
56.3676586,70.2682394
63.2455532,71.035704
70.9626778,71.8372752
79.6214341,72.6672065
89.3367184,73.5198424
100.237447,74.3897193
112.468265,75.2715948
126.191469,76.1604209
141.589157,77.0512777
158.865647,77.9392843
178.250188,78.8195029
200.0,79.686852
224.403691,80.536045
251.785082,81.36157
282.507509,82.1577291
316.978638,82.9187501
355.655882,83.6389766
399.052463,84.3131336
447.744228,84.9366412
502.377286,85.5059379
563.676586,86.0187572
632.455532,86.4743026
709.626778,86.8732821
796.214341,87.2177895
893.367184,87.5110554
1002.37447,87.7571106
1124.68265,87.9604198
1261.91469,88.1255332
1415.89157,88.2567905
1588.65647,88.3580938
1782.50188,88.4327478
2000.0,88.4833563
2244.03691,88.5117614
2517.85082,88.5190089
2825.07509,88.5053287
3169.78638,88.4701207
3556.55882,88.4119449
3990.52463,88.3285154
4477.44228,88.2167065
5023.77286,88.0725809
5636.76586,87.8914537
6324.55532,87.6680084
7096.26778,87.3964736
7962.14341,87.0708644
8933.67184,86.6852745
10023.7447,86.2341908
11246.8265,85.7127841
12619.1469,85.1171279
14158.9157,84.4443076
15886.5647,83.6924055
17825.0188,82.8603861
20000.0,81.9479324
22440.3691,80.9552995
25178.5082,79.8832456
28250.7509,78.7330729
31697.8638,77.506778
35565.5882,76.207271
39905.2463,74.8386029
44774.4228,73.4061352
50237.7286,71.9166008
56367.6586,70.378037
63245.5532,68.7995989
70962.6778,67.1912875
79621.4341,65.5636247
89336.7184,63.9273075
100237.447,62.2928507
112468.265,60.6702222
126191.469,59.0684691
141589.157,57.4953421
158865.647,55.9569423
178250.188,54.4574272
200000.0,52.9988208
