col0,col1
20.0,70.3207078
22.4403691,70.6255963
25.1785082,70.9809952
28.2507509,71.3901162
31.6978638,71.8549287
35.5655882,72.3759323
39.9052463,72.9520628
44.7744228,73.5807495
50.2377286,74.2581056
56.3676586,74.9792099
63.2455532,75.7384245
70.9626778,76.5296936
79.6214341,77.3467864
89.3367184,78.183464
100.237447,79.0335671
112.468265,79.8910367
126.191469,80.7498847
141.589157,81.6041359
158.865647,82.4477649
178.250188,83.2746494
200.0,84.0785643
224.403691,84.8532342
251.785082,85.5924612
282.507509,86.29033
316.978638,86.9414825
355.655882,87.5414288
399.052463,88.0868499
447.744228,88.5758335
502.377286,89.0079928
563.676586,89.3844375
632.455532,89.7075973
709.626778,89.9809284
796.214341,90.2085547
893.367184,90.3948979
1002.37447,90.5443401
1124.68265,90.6609478
1261.91469,90.7482651
1415.89157,90.809171
1588.65647,90.8457904
1782.50188,90.8594406
2000.0,90.8506038
2244.03691,90.8189128
2517.85082,90.7631487
2825.07509,90.6812497
3169.78638,90.5703395
3556.55882,90.4267846
3990.52463,90.2462968
4477.44228,90.0240918
5023.77286,89.7551132
5636.76586,89.4343177
6324.55532,89.057002
7096.26778,88.6191306
7962.14341,88.1176145
8933.67184,87.5504841
10023.7447,86.916918
11246.8265,86.2171139
12619.1469,85.4520261
14158.9157,84.6230172
15886.5647,83.7314916
17825.0188,82.7785735
20000.0,81.764882
22440.3691,80.6904377
25178.5082,79.5547142
28250.7509,78.3568306
31697.8638,77.0958592
35565.5882,75.7712056
39905.2463,74.3830008
44774.4228,72.9324414
50237.7286,71.4220187
56367.6586,69.8556032
63245.5532,68.2383822
70962.6778,66.5766796
79621.4341,64.8777087
89336.7184,63.1493101
100237.447,61.3997181
112468.265,59.6373757
126191.469,57.8708023
141589.157,56.1084944
158865.647,54.3588364
178250.188,52.6299891
200000.0,50.9297331
