col0,col1
20.0,62.8403976
22.4403691,62.8312209
25.1785082,62.8197178
28.2507509,62.8052964
31.6978638,62.7872224
35.5655882,62.7645855
39.9052463,62.7362625
44.7744228,62.7008731
50.2377286,62.6567318
56.3676586,62.6017956
63.2455532,62.533612
70.9626778,62.449271
79.6214341,62.3453712
89.3367184,62.2180087
100.237447,62.0628049
112.468265,61.8749864
126.191469,61.6495321
141.589157,61.3813945
158.865647,61.0657897
178.250188,60.6985358
200.0,60.2763973
224.403691,59.7973835
251.785082,59.2609458
282.507509,58.6680335
316.978638,58.0209975
355.655882,57.3233607
399.052463,56.579502
447.744228,55.7943081
502.377286,54.9728454
563.676586,54.1200869
632.455532,53.2407111
709.626778,52.338974
796.214341,51.4186448
893.367184,50.4829903
1002.37447,49.5347928
1124.68265,48.5763897
1261.91469,47.6097224
1415.89157,46.6363891
1588.65647,45.6576961
1782.50188,44.6747054
2000.0,43.6882761
2244.03691,42.6991015
2517.85082,41.7077391
2825.07509,40.7146369
3169.78638,39.7201547
3556.55882,38.7245816
3990.52463,37.7281502
4477.44228,36.7310486
5023.77286,35.7334301
5636.76586,34.7354206
6324.55532,33.7371257
7096.26778,32.7386358
7962.14341,31.7400311
8933.67184,30.7413857
10023.7447,29.7427718
11246.8265,28.7442628
12619.1469,27.7459379
14158.9157,26.7478862
15886.5647,25.7502108
17825.0188,24.7530349
20000.0,23.7565076
22440.3691,22.7608121
25178.5082,21.7661748
28250.7509,20.7728766
31697.8638,19.7812674
35565.5882,18.7917827
39905.2463,17.8049647
44774.4228,16.8214874
50237.7286,15.8421867
56367.6586,14.8680962
63245.5532,13.9004882
70962.6778,12.9409204
79621.4341,11.9912868
89336.7184,11.0538707
100237.447,10.1313942
112468.265,9.22705929
126191.469,8.34456944
141589.157,7.48811876
158865.647,6.66233456
178250.188,5.872158
200000.0,5.12265236
