col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11
-13.7002041,-0.0118305242,-13.7002041,0.0,-13.7002041,-0.0118304919,-13.7002041,0.25054372,-13.7002041,-0.0263623976,-13.7002041,0.0273854985
