cella,gruppo,variante,gm,f_hz,amp,rl,grandezza,uscita,picco,t_picco,soglia,esito,esiti
gm0x3_lz_iii_c,1,l29d2_iii,0a3,1000,0,100k,B2,MAINJACK,1.558e-11,8.026792,0.0001,regge,sotto
gm3x0_lz_iii_i,1,l29d2_iii,3a0,1000,0,100k,A_ins,MAINJACK,5.869e-09,2.362344,0.0001,regge,sotto
gm3x0_lz_iii_i,1,l29d2_iii,3a0,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm3x0_lz_iii_c,1,l29d2_iii,3a0,1000,0,100k,A_ins,MAINJACK,4.276e-09,8.000010,0.0001,regge,sotto
gm3x0_lz_iii_c,1,l29d2_iii,3a0,1000,0,100k,A_rel,MAINJACK,1.013e-08,11.323240,0.0001,regge,sotto
gm3x0_lz_iii_c,1,l29d2_iii,3a0,1000,0,100k,B2,MAINJACK,2.263e-13,8.028365,0.0001,regge,sotto
gm3x10_lz_iii_i,1,l29d2_iii,3a10,1000,0,100k,A_ins,MAINJACK,5.869e-09,2.362344,0.0001,regge,sotto
gm3x10_lz_iii_i,1,l29d2_iii,3a10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm3x10_lz_iii_c,1,l29d2_iii,3a10,1000,0,100k,A_ins,MAINJACK,1.086e-07,8.000531,0.0001,regge,sotto
gm3x10_lz_iii_c,1,l29d2_iii,3a10,1000,0,100k,A_rel,MAINJACK,3.193e-08,11.323281,0.0001,regge,sotto
gm3x10_lz_iii_c,1,l29d2_iii,3a10,1000,0,100k,B2,MAINJACK,4.21e-11,8.026823,0.0001,regge,sotto
gm10x3_lz_iii_i,1,l29d2_iii,10a3,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
gm10x3_lz_iii_i,1,l29d2_iii,10a3,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm10x3_lz_iii_c,1,l29d2_iii,10a3,1000,0,100k,A_ins,MAINJACK,1.275e-08,8.000010,0.0001,regge,sotto
gm10x3_lz_iii_c,1,l29d2_iii,10a3,1000,0,100k,A_rel,MAINJACK,1.439e-08,11.323063,0.0001,regge,sotto
gm10x3_lz_iii_c,1,l29d2_iii,10a3,1000,0,100k,B2,MAINJACK,7.85e-12,8.027135,0.0001,regge,sotto
gm0x10_lz_iii_i,1,l29d2_iii,0a10,1000,0,100k,A_ins,FIXJACK1,4.142e-09,2.362500,0.0001,regge,sotto
gm0x10_lz_iii_i,1,l29d2_iii,0a10,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm0x10_lz_iii_c,1,l29d2_iii,0a10,1000,0,100k,A_ins,MAINJACK,1.704e-07,8.000312,0.0001,regge,sotto
gm0x10_lz_iii_c,1,l29d2_iii,0a10,1000,0,100k,A_rel,MAINJACK,3.194e-08,11.323156,0.0001,regge,sotto
gm0x10_lz_iii_c,1,l29d2_iii,0a10,1000,0,100k,B2,MAINJACK,7.697e-11,8.026740,0.0001,regge,sotto
gm10x0_lz_iii_i,1,l29d2_iii,10a0,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
gm10x0_lz_iii_i,1,l29d2_iii,10a0,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
gm10x0_lz_iii_c,1,l29d2_iii,10a0,1000,0,100k,A_ins,MAINJACK,1.468e-07,8.000312,0.0001,regge,sotto
gm10x0_lz_iii_c,1,l29d2_iii,10a0,1000,0,100k,A_rel,MAINJACK,1.013e-08,11.323063,0.0001,regge,sotto
gm10x0_lz_iii_c,1,l29d2_iii,10a0,1000,0,100k,B2,MAINJACK,2.526e-11,8.026646,0.0001,regge,sotto
tm0x6_1k_iii_i,2,l29d2_iii,t0a6,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
tm0x6_1k_iii_i,2,l29d2_iii,t0a6,1000,3.818,100k,B2,MAINJACK,2.054e-07,7.526969,0.0001,regge,sotto
tm0x6_1k_iii_c,2,l29d2_iii,t0a6,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
tm0x6_1k_iii_c,2,l29d2_iii,t0a6,1000,3.818,100k,B2,MAINJACK,3.181e-11,9.999990,0.0001,regge,sotto
tm6x0_1k_iii_i,2,l29d2_iii,t6a0,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
tm6x0_1k_iii_i,2,l29d2_iii,t6a0,1000,3.818,100k,B2,MAINJACK,1.035e-07,7.526969,0.0001,regge,sotto
tm6x0_1k_iii_c,2,l29d2_iii,t6a0,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
tm6x0_1k_iii_c,2,l29d2_iii,t6a0,1000,3.818,100k,B2,MAINJACK,1.656e-10,9.999990,0.0001,regge,sotto
tm6x12_1k_iii_i,2,l29d2_iii,t6a12,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
tm6x12_1k_iii_i,2,l29d2_iii,t6a12,1000,3.818,100k,B2,MAINJACK,1.035e-07,7.526969,0.0001,regge,sotto
tm6x12_1k_iii_c,2,l29d2_iii,t6a12,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
tm6x12_1k_iii_c,2,l29d2_iii,t6a12,1000,3.818,100k,B2,FIXJACK1,5.651e-11,9.999990,0.0001,regge,sotto
tm12x6_1k_iii_i,2,l29d2_iii,t12a6,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
tm12x6_1k_iii_i,2,l29d2_iii,t12a6,1000,3.818,100k,B2,FIXJACK1,6.588e-08,7.526750,0.0001,regge,sotto
tm12x6_1k_iii_c,2,l29d2_iii,t12a6,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
tm12x6_1k_iii_c,2,l29d2_iii,t12a6,1000,3.818,100k,B2,MAINJACK,7.365e-11,9.999990,0.0001,regge,sotto
tm0x12_1k_iii_i,2,l29d2_iii,t0a12,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
tm0x12_1k_iii_i,2,l29d2_iii,t0a12,1000,3.818,100k,B2,MAINJACK,2.054e-07,7.526969,0.0001,regge,sotto
tm0x12_1k_iii_c,2,l29d2_iii,t0a12,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
tm0x12_1k_iii_c,2,l29d2_iii,t0a12,1000,3.818,100k,B2,MAINJACK,5.744e-12,8.025594,0.0001,regge,sotto
tm12x0_1k_iii_i,2,l29d2_iii,t12a0,1000,3.818,100k,S_ins,MAINJACK,7.163,6.040000,20.0,regge,sotto
tm12x0_1k_iii_i,2,l29d2_iii,t12a0,1000,3.818,100k,B2,FIXJACK1,6.588e-08,7.526750,0.0001,regge,sotto
tm12x0_1k_iii_c,2,l29d2_iii,t12a0,1000,3.818,100k,S_rel,MAINJACK,0,,20.0,regge,sotto
tm12x0_1k_iii_c,2,l29d2_iii,t12a0,1000,3.818,100k,B2,MAINJACK,1.659e-10,9.999990,0.0001,regge,sotto
tm0x6_lz_iii_i,2,l29d2_iii,t0a6,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
tm0x6_lz_iii_i,2,l29d2_iii,t0a6,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
tm0x6_lz_iii_c,2,l29d2_iii,t0a6,1000,0,100k,A_ins,MAINJACK,5.849e-08,8.000615,0.0001,regge,sotto
tm0x6_lz_iii_c,2,l29d2_iii,t0a6,1000,0,100k,A_rel,MAINJACK,1.6e-08,11.322917,0.0001,regge,sotto
tm0x6_lz_iii_c,2,l29d2_iii,t0a6,1000,0,100k,B2,MAINJACK,1.064e-11,8.028260,0.0001,regge,sotto
tm6x0_lz_iii_i,2,l29d2_iii,t6a0,1000,0,100k,A_ins,MAINJACK,6.527e-09,2.362240,0.0001,regge,sotto
tm6x0_lz_iii_i,2,l29d2_iii,t6a0,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
tm6x0_lz_iii_c,2,l29d2_iii,t6a0,1000,0,100k,A_ins,MAINJACK,8.51e-08,8.001312,0.0001,regge,sotto
tm6x0_lz_iii_c,2,l29d2_iii,t6a0,1000,0,100k,A_rel,MAINJACK,3.193e-08,11.323083,0.0001,regge,sotto
tm6x0_lz_iii_c,2,l29d2_iii,t6a0,1000,0,100k,B2,MAINJACK,2.092e-11,8.027510,0.0001,regge,sotto
tm6x12_lz_iii_i,2,l29d2_iii,t6a12,1000,0,100k,A_ins,MAINJACK,6.527e-09,2.362240,0.0001,regge,sotto
tm6x12_lz_iii_i,2,l29d2_iii,t6a12,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
tm6x12_lz_iii_c,2,l29d2_iii,t6a12,1000,0,100k,A_ins,MAINJACK,2.931e-08,8.000615,0.0001,regge,sotto
tm6x12_lz_iii_c,2,l29d2_iii,t6a12,1000,0,100k,A_rel,FIXJACK1,1.013e-08,11.323229,0.0001,regge,sotto
tm6x12_lz_iii_c,2,l29d2_iii,t6a12,1000,0,100k,B2,MAINJACK,6.238e-12,8.028031,0.0001,regge,sotto
tm12x6_lz_iii_i,2,l29d2_iii,t12a6,1000,0,100k,A_ins,FIXJACK2,4.142e-09,2.362323,0.0001,regge,sotto
tm12x6_lz_iii_i,2,l29d2_iii,t12a6,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
tm12x6_lz_iii_c,2,l29d2_iii,t12a6,1000,0,100k,A_ins,MAINJACK,7.345e-08,8.001531,0.0001,regge,sotto
tm12x6_lz_iii_c,2,l29d2_iii,t12a6,1000,0,100k,A_rel,MAINJACK,1.601e-08,11.323063,0.0001,regge,sotto
tm12x6_lz_iii_c,2,l29d2_iii,t12a6,1000,0,100k,B2,MAINJACK,1.925e-11,8.028021,0.0001,regge,sotto
tm0x12_lz_iii_i,2,l29d2_iii,t0a12,1000,0,100k,A_ins,MAINJACK,1.302e-08,2.362260,0.0001,regge,sotto
tm0x12_lz_iii_i,2,l29d2_iii,t0a12,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
tm0x12_lz_iii_c,2,l29d2_iii,t0a12,1000,0,100k,A_ins,MAINJACK,9.894e-08,8.000406,0.0001,regge,sotto
tm0x12_lz_iii_c,2,l29d2_iii,t0a12,1000,0,100k,A_rel,FIXJACK1,1.013e-08,11.323052,0.0001,regge,sotto
tm0x12_lz_iii_c,2,l29d2_iii,t0a12,1000,0,100k,B2,MAINJACK,2.592e-11,8.026844,0.0001,regge,sotto
tm12x0_lz_iii_i,2,l29d2_iii,t12a0,1000,0,100k,A_ins,FIXJACK2,4.142e-09,2.362323,0.0001,regge,sotto
tm12x0_lz_iii_i,2,l29d2_iii,t12a0,1000,0,100k,B2,FIXJACK1,3.474e-09,7.520000,0.0001,regge,sotto
tm12x0_lz_iii_c,2,l29d2_iii,t12a0,1000,0,100k,A_ins,MAINJACK,7.858e-08,8.001312,0.0001,regge,sotto
tm12x0_lz_iii_c,2,l29d2_iii,t12a0,1000,0,100k,A_rel,MAINJACK,3.194e-08,11.323063,0.0001,regge,sotto
tm12x0_lz_iii_c,2,l29d2_iii,t12a0,1000,0,100k,B2,MAINJACK,2.047e-11,8.027958,0.0001,regge,sotto
x01000_dpamax_iii_i,3,l29d2_iii_dpamax,g0a10_t0a0,1000,0,100k,A_ins,FIXJACK1,8.913e-06,2.362406,0.0001,regge,sotto
x01000_dpamax_iii_i,3,l29d2_iii_dpamax,g0a10_t0a0,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x01000_dpamax_iii_c,3,l29d2_iii_dpamax,g0a10_t0a0,1000,0,100k,A_ins,MAINJACK,4.425e-07,8.000312,0.0001,regge,sotto
x01000_dpamax_iii_c,3,l29d2_iii_dpamax,g0a10_t0a0,1000,0,100k,A_rel,MAINJACK,6.968e-05,11.323125,0.0001,regge,sotto
x01000_dpamax_iii_c,3,l29d2_iii_dpamax,g0a10_t0a0,1000,0,100k,B2,MAINJACK,1.273e-10,8.026906,0.0001,regge,sotto
x10000_dpamax_iii_i,3,l29d2_iii_dpamax,g10a0_t0a0,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
x10000_dpamax_iii_i,3,l29d2_iii_dpamax,g10a0_t0a0,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x10000_dpamax_iii_c,3,l29d2_iii_dpamax,g10a0_t0a0,1000,0,100k,A_ins,MAINJACK,2.75e-07,8.000312,0.0001,regge,sotto
x10000_dpamax_iii_c,3,l29d2_iii_dpamax,g10a0_t0a0,1000,0,100k,A_rel,MAINJACK,2.211e-05,11.323125,0.0001,regge,sotto
x10000_dpamax_iii_c,3,l29d2_iii_dpamax,g10a0_t0a0,1000,0,100k,B2,MAINJACK,4.947e-11,8.026719,0.0001,regge,sotto
x1010012_dpamax_iii_i,3,l29d2_iii_dpamax,g10a10_t0a12,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
x1010012_dpamax_iii_i,3,l29d2_iii_dpamax,g10a10_t0a12,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x1010012_dpamax_iii_c,3,l29d2_iii_dpamax,g10a10_t0a12,1000,0,100k,A_ins,MAINJACK,1.432e-07,8.000615,0.0001,regge,sotto
x1010012_dpamax_iii_c,3,l29d2_iii_dpamax,g10a10_t0a12,1000,0,100k,A_rel,FIXJACK1,2.21e-05,11.323187,0.0001,regge,sotto
x1010012_dpamax_iii_c,3,l29d2_iii_dpamax,g10a10_t0a12,1000,0,100k,B2,MAINJACK,1.783e-11,8.027823,0.0001,regge,sotto
x1010120_dpamax_iii_i,3,l29d2_iii_dpamax,g10a10_t12a0,1000,0,100k,A_ins,FIXJACK1,8.913e-06,2.362406,0.0001,regge,sotto
x1010120_dpamax_iii_i,3,l29d2_iii_dpamax,g10a10_t12a0,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x1010120_dpamax_iii_c,3,l29d2_iii_dpamax,g10a10_t12a0,1000,0,100k,A_ins,MAINJACK,2.976e-07,8.001312,0.0001,regge,sotto
x1010120_dpamax_iii_c,3,l29d2_iii_dpamax,g10a10_t12a0,1000,0,100k,A_rel,MAINJACK,6.968e-05,11.323125,0.0001,regge,sotto
x1010120_dpamax_iii_c,3,l29d2_iii_dpamax,g10a10_t12a0,1000,0,100k,B2,MAINJACK,1.42e-11,8.029073,0.0001,regge,sotto
xm_dpamax_iii,3,l29d2_iii_dpamax,10,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
xm_dpamax_iii,3,l29d2_iii_dpamax,10,1000,0,100k,A_rel,MAINJACK,6.958e-05,9.823125,0.0001,regge,sotto
xm_dpamax_iii,3,l29d2_iii_dpamax,10,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x01000_dpminmax_iii_i,3,l29d2_iii_dpminmax,g0a10_t0a0,1000,0,100k,A_ins,FIXJACK1,8.913e-06,2.362406,0.0001,regge,sotto
x01000_dpminmax_iii_i,3,l29d2_iii_dpminmax,g0a10_t0a0,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x01000_dpminmax_iii_c,3,l29d2_iii_dpminmax,g0a10_t0a0,1000,0,100k,A_ins,MAINJACK,1.725e-07,8.000312,0.0001,regge,sotto
x01000_dpminmax_iii_c,3,l29d2_iii_dpminmax,g0a10_t0a0,1000,0,100k,A_rel,MAINJACK,6.968e-05,11.323125,0.0001,regge,sotto
x01000_dpminmax_iii_c,3,l29d2_iii_dpminmax,g0a10_t0a0,1000,0,100k,B2,MAINJACK,5.69e-11,8.027021,0.0001,regge,sotto
x10000_dpminmax_iii_i,3,l29d2_iii_dpminmax,g10a0_t0a0,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
x10000_dpminmax_iii_i,3,l29d2_iii_dpminmax,g10a0_t0a0,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x10000_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a0_t0a0,1000,0,100k,A_ins,MAINJACK,4.062e-07,8.000312,0.0001,regge,sotto
x10000_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a0_t0a0,1000,0,100k,A_rel,MAINJACK,2.211e-05,11.323125,0.0001,regge,sotto
x10000_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a0_t0a0,1000,0,100k,B2,MAINJACK,7.009e-11,8.026646,0.0001,regge,sotto
x1010012_dpminmax_iii_i,3,l29d2_iii_dpminmax,g10a10_t0a12,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
x1010012_dpminmax_iii_i,3,l29d2_iii_dpminmax,g10a10_t0a12,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x1010012_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a10_t0a12,1000,0,100k,A_ins,MAINJACK,1.328e-07,8.000615,0.0001,regge,sotto
x1010012_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a10_t0a12,1000,0,100k,A_rel,FIXJACK1,2.21e-05,11.323187,0.0001,regge,sotto
x1010012_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a10_t0a12,1000,0,100k,B2,MAINJACK,1.007e-11,8.028385,0.0001,regge,sotto
x1010120_dpminmax_iii_i,3,l29d2_iii_dpminmax,g10a10_t12a0,1000,0,100k,A_ins,FIXJACK1,8.913e-06,2.362406,0.0001,regge,sotto
x1010120_dpminmax_iii_i,3,l29d2_iii_dpminmax,g10a10_t12a0,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x1010120_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a10_t12a0,1000,0,100k,A_ins,MAINJACK,5.963e-07,8.001531,0.0001,regge,sotto
x1010120_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a10_t12a0,1000,0,100k,A_rel,MAINJACK,6.968e-05,11.323125,0.0001,regge,sotto
x1010120_dpminmax_iii_c,3,l29d2_iii_dpminmax,g10a10_t12a0,1000,0,100k,B2,MAINJACK,1.308e-10,8.028073,0.0001,regge,sotto
xm_dpminmax_iii,3,l29d2_iii_dpminmax,10,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
xm_dpminmax_iii,3,l29d2_iii_dpminmax,10,1000,0,100k,A_rel,MAINJACK,6.958e-05,9.823125,0.0001,regge,sotto
xm_dpminmax_iii,3,l29d2_iii_dpminmax,10,1000,0,100k,B2,FIXJACK1,7.364e-06,7.520000,0.0001,regge,sotto
x01000_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g0a10_t0a0,1000,0,100k,A_ins,FIXJACK1,8.914e-06,2.362406,0.0001,regge,sotto
x01000_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g0a10_t0a0,1000,0,100k,B2,FIXJACK1,7.365e-06,7.520000,0.0001,regge,sotto
x01000_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g0a10_t0a0,1000,0,100k,A_ins,MAINJACK,4.911e-07,8.000156,0.0001,regge,sotto
x01000_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g0a10_t0a0,1000,0,100k,A_rel,MAINJACK,6.969e-05,11.323125,0.0001,regge,sotto
x01000_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g0a10_t0a0,1000,0,100k,B2,MAINJACK,2.869e-10,8.026948,0.0001,regge,sotto
x10000_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g10a0_t0a0,1000,0,100k,A_ins,MAINJACK,2.803e-05,2.362344,0.0001,regge,sotto
x10000_dpmaxmax_iii_i,3,l29d2_iii_dpmaxmax,g10a0_t0a0,1000,0,100k,B2,FIXJACK1,7.365e-06,7.520000,0.0001,regge,sotto
x10000_dpmaxmax_iii_c,3,l29d2_iii_dpmaxmax,g10a0_t0a0,1000,0,100k,A_ins,MAINJACK,4.247e-07,8.000312,0.0001,regge,sotto
