cella,file,variante,f_hz,amp,gm,rl,t_ins,t_rel,t_fine,tmax,tipo,rif_ins,rif_rel,t_grad,gruppo,conta
mh20_1k_k5_iii,mh20_1k_k5_iii.dat,l29d2_iii_k5_h20,1000,3.818,10,100k,1.0,27.5,36.5,1e-05,evento,g10sempre_1k_k5_iii,g10mai_1k_k5_iii,6.5,4,S_ins;S_rel;B2
mnorele_1k_k5_iii,mnorele_1k_k5_iii.dat,rif,1000,3.818,10,100k,1.0,8.5,17.5,1e-05,rif_seq,-,-,0.0,0,
rele_1k_k5_iii,mev_1k_k5_iii.dat,rele_contro_norele,1000,3.818,10,100k,7.5,8.5,17.5,1e-05,evento,mnorele_1k_k5_iii,mnorele_1k_k5_iii,0.0,4,S_ins;S_rel
mh01_20_k5_iii,mh01_20_k5_iii.dat,l29d2_iii_k5_h01,20,3.818,10,100k,1.0,7.6,16.6,1e-05,evento,g10sempre_20_k5_iii,g10mai_20_k5_iii,6.5,4,S_ins;S_rel;B2
mev_20_k5_iii,mev_20_k5_iii.dat,l29d2_iii_k5_ev,20,3.818,10,100k,1.0,8.5,17.5,1e-05,evento,g10sempre_20_k5_iii,g10mai_20_k5_iii,6.5,4,S_ins;S_rel;B2
mh2_20_k5_iii,mh2_20_k5_iii.dat,l29d2_iii_k5_h2,20,3.818,10,100k,1.0,9.5,18.5,1e-05,evento,g10sempre_20_k5_iii,g10mai_20_k5_iii,6.5,4,S_ins;S_rel;B2
mh20_20_k5_iii,mh20_20_k5_iii.dat,l29d2_iii_k5_h20,20,3.818,10,100k,1.0,27.5,36.5,1e-05,evento,g10sempre_20_k5_iii,g10mai_20_k5_iii,6.5,4,S_ins;S_rel;B2
mnorele_20_k5_iii,mnorele_20_k5_iii.dat,rif,20,3.818,10,100k,1.0,8.5,17.5,1e-05,rif_seq,-,-,0.0,0,
rele_20_k5_iii,mev_20_k5_iii.dat,rele_contro_norele,20,3.818,10,100k,7.5,8.5,17.5,1e-05,evento,mnorele_20_k5_iii,mnorele_20_k5_iii,0.0,4,S_ins;S_rel
mh01_lz_k5_iii,mh01_lz_k5_iii.dat,l29d2_iii_k5_h01,1000,0,10,100k,1.0,7.6,16.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,6.5,4,A_ins;A_rel;B2
mev_lz_k5_iii,mev_lz_k5_iii.dat,l29d2_iii_k5_ev,1000,0,10,100k,1.0,8.5,17.5,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,6.5,4,A_ins;A_rel;B2
mh2_lz_k5_iii,mh2_lz_k5_iii.dat,l29d2_iii_k5_h2,1000,0,10,100k,1.0,9.5,18.5,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,6.5,4,A_ins;A_rel;B2
mh20_lz_k5_iii,mh20_lz_k5_iii.dat,l29d2_iii_k5_h20,1000,0,10,100k,1.0,27.5,36.5,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,6.5,4,A_ins;A_rel;B2
pav_mev_0_k5_iii,mevp_lz_k5_iii.dat,pavimento,1000,0,10,100k,1.0,1000,17.5,7e-06,pav_num,mev_lz_k5_iii,-,0.0,0,
pav_mev_1_k5_iii,mevp_lz_k5_iii.dat,pavimento,1000,0,10,100k,7.5,1000,17.5,7e-06,pav_num,mev_lz_k5_iii,-,0.0,0,
pav_mev_2_k5_iii,mevp_lz_k5_iii.dat,pavimento,1000,0,10,100k,8.5,1000,17.5,7e-06,pav_num,mev_lz_k5_iii,-,0.0,0,
on_r10s_k5_iii,on_r10s_k5_iii.dat,accensione_iii,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,0.0,5,A_ins;A_rel
off_r10s_d0_k5_iii,off_r10s_d0_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10s_d5_k5_iii,off_r10s_d5_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10s_d20_k5_iii,off_r10s_d20_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10s_d100_k5_iii,off_r10s_d100_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
on_r10p_k5_iii,on_r10p_k5_iii.dat,accensione_iii,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,0.0,5,A_ins;A_rel
off_r10p_d0_k5_iii,off_r10p_d0_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10p_d5_k5_iii,off_r10p_d5_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10p_d20_k5_iii,off_r10p_d20_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10p_d100_k5_iii,off_r10p_d100_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
on_r10m_k5_iii,on_r10m_k5_iii.dat,accensione_iii,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,0.0,5,A_ins;A_rel
off_r10m_d0_k5_iii,off_r10m_d0_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10m_d5_k5_iii,off_r10m_d5_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10m_d20_k5_iii,off_r10m_d20_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r10m_d100_k5_iii,off_r10m_d100_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
on_r300s_k5_iii,on_r300s_k5_iii.dat,accensione_iii,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,0.0,5,A_ins;A_rel
off_r300s_d0_k5_iii,off_r300s_d0_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300s_d5_k5_iii,off_r300s_d5_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300s_d20_k5_iii,off_r300s_d20_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300s_d100_k5_iii,off_r300s_d100_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
on_r300p_k5_iii,on_r300p_k5_iii.dat,accensione_iii,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,0.0,5,A_ins;A_rel
off_r300p_d0_k5_iii,off_r300p_d0_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300p_d5_k5_iii,off_r300p_d5_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300p_d20_k5_iii,off_r300p_d20_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300p_d100_k5_iii,off_r300p_d100_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
on_r300m_k5_iii,on_r300m_k5_iii.dat,accensione_iii,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_k5_iii,g10mai_lz_k5_iii,0.0,5,A_ins;A_rel
off_r300m_d0_k5_iii,off_r300m_d0_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300m_d5_k5_iii,off_r300m_d5_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300m_d20_k5_iii,off_r300m_d20_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
off_r300m_d100_k5_iii,off_r300m_d100_k5_iii.dat,spegnimento_iii,1000,0,10,100k,1.0,1000,3.5,1e-05,evento,g10sempre_lz_k5_iii,-,0.0,5,A_ins
g0mai_lz_N,g0mai_lz_N.dat,rif,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
g0sempre_lz_N,g0sempre_lz_N.dat,rif,1000,0,0,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
g10mai_lz_N,g10mai_lz_N.dat,rif,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_mai,-,-,0.0,0,
g10sempre_lz_N,g10sempre_lz_N.dat,rif,1000,0,10,100k,1.0,8.5,19.0,1e-05,rif_sempre,-,-,0.0,0,
gm0x10_lz_N_i,gm0x10_lz_N.dat,l29d_N,1000,0,0a10,100k,1.0,8.0,19.0,1e-05,evento,g0sempre_lz_N,g0mai_lz_N,6.5,1,A_ins;B2
gm0x10_lz_N_c,gm0x10_lz_N.dat,l29d_N,1000,0,0a10,100k,8.0,10.0,19.0,1e-05,evento,g10sempre_lz_N,g10mai_lz_N,0.0,1,A_ins;A_rel;B2
mev_lz_N,mev_lz_N.dat,l29d_N_ev,1000,0,10,100k,1.0,8.5,17.5,1e-05,evento,g10sempre_lz_N,g10mai_lz_N,6.5,4,A_ins;A_rel;B2
on_r300p_N,on_r300p_N.dat,accensione_N,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_N,g10mai_lz_N,0.0,5,A_ins;A_rel
on_r10m_N,on_r10m_N.dat,accensione_N,1000,0,10,100k,0.1,2.6,11.6,1e-05,evento,g10sempre_lz_N,g10mai_lz_N,0.0,5,A_ins;A_rel
